elapsed time [min],battery [Wh],task [times]
73.1,19.27,134
73.1,19.26,134
73.1,19.26,134
73.1,19.25,134
73.2,19.24,134
73.2,19.24,134
73.2,19.23,134
73.2,19.23,134
73.2,19.22,134
73.2,19.21,134
73.3,19.21,134
73.3,19.20,134
73.3,19.20,134
73.3,19.19,134
73.3,19.18,134
73.3,19.18,134
73.4,19.17,134
73.4,19.17,134
73.4,19.16,134
73.4,19.16,134
73.4,19.15,134
73.5,19.14,135
73.5,19.14,135
73.5,19.13,135
73.5,19.13,135
73.5,19.12,135
73.5,19.11,135
73.6,19.11,135
73.6,19.10,135
73.6,19.10,135
73.6,19.09,135
73.6,19.08,135
73.6,19.08,135
73.7,19.07,135
73.7,19.07,135
73.7,19.06,135
73.7,19.05,135
73.7,19.05,135
73.7,19.04,135
73.8,19.04,135
73.8,19.03,135
73.8,19.03,136
73.8,19.02,136
73.8,19.01,136
73.8,19.01,136
73.9,19.00,136
73.9,18.99,136
73.9,18.99,136
73.9,18.98,136
73.9,18.98,136
74.0,18.97,136
74.0,18.97,136
74.0,18.96,136
74.0,18.95,136
74.0,18.95,136
74.0,18.94,136
74.1,18.94,136
74.1,18.93,136
74.1,18.92,136
74.1,18.92,136
74.1,18.91,136
74.1,18.91,136
74.2,18.90,136
74.2,18.89,137
74.2,18.89,137
74.2,18.89,137
74.2,18.88,137
74.2,18.87,137
74.3,18.87,137
74.3,18.86,137
74.3,18.85,137
74.3,18.85,137
74.3,18.84,137
74.3,18.84,137
74.4,18.83,137
74.4,18.82,137
74.4,18.82,137
74.4,18.81,137
74.4,18.81,137
74.4,18.80,137
74.5,18.79,137
74.5,18.79,137
74.5,18.78,137
74.5,18.78,137
74.5,18.77,137
74.5,18.77,138
74.6,18.76,138
74.6,18.75,138
74.6,18.75,138
74.6,18.74,138
74.6,18.73,138
74.7,18.73,138
74.7,18.72,138
74.7,18.72,138
74.7,18.71,138
74.7,18.70,138
74.7,18.70,138
74.8,18.69,138
74.8,18.69,138
74.8,18.68,138
74.8,18.67,138
74.8,18.67,138
74.8,18.66,138
74.9,18.66,138
74.9,18.65,138
74.9,18.65,138
74.9,18.64,139
74.9,18.63,139
74.9,18.63,139
75.0,18.62,139
75.0,18.62,139
75.0,18.61,139
75.0,18.60,139
75.0,18.60,139
75.0,18.59,139
75.1,18.59,139
75.1,18.58,139
75.1,18.57,139
75.1,18.57,139
75.1,18.56,139
75.2,18.56,139
75.2,18.55,139
75.2,18.54,139
75.2,18.54,139
75.2,18.53,139
75.2,18.53,139
75.3,18.52,140
75.3,18.52,140
75.3,18.51,140
75.3,18.50,140
75.3,18.50,140
75.3,18.49,140
75.4,18.49,140
75.4,18.48,140
75.4,18.47,140
75.4,18.47,140
75.4,18.46,140
75.4,18.46,140
75.5,18.45,140
75.5,18.44,140
75.5,18.44,140
75.5,18.43,140
75.5,18.43,140
75.5,18.42,140
75.6,18.42,140
75.6,18.41,140
75.6,18.40,140
75.6,18.40,140
75.6,18.39,141
75.6,18.39,141
75.7,18.38,141
75.7,18.37,141
75.7,18.37,141
75.7,18.36,141
75.7,18.36,141
75.8,18.35,141
75.8,18.34,141
75.8,18.34,141
75.8,18.33,141
75.8,18.33,141
75.8,18.32,141
75.9,18.31,141
75.9,18.31,141
75.9,18.30,141
75.9,18.30,141
75.9,18.29,141
75.9,18.28,141
76.0,18.28,141
76.0,18.27,142
76.0,18.27,142
76.0,18.26,142
76.0,18.25,142
76.0,18.25,142
76.1,18.24,142
76.1,18.24,142
76.1,18.23,142
76.1,18.22,142
76.1,18.22,142
76.1,18.21,142
76.2,18.21,142
76.2,18.20,142
76.2,18.20,142
76.2,18.19,142
76.2,18.18,142
76.3,18.18,142
76.3,18.17,142
76.3,18.17,142
76.3,18.16,142
76.3,18.15,142
76.3,18.15,142
76.4,18.14,143
76.4,18.14,143
76.4,18.13,143
76.4,18.12,143
76.4,18.12,143
76.4,18.11,143
76.5,18.10,143
76.5,18.10,143
76.5,18.09,143
76.5,18.09,143
76.5,18.08,143
76.5,18.08,143
76.6,18.07,143
76.6,18.06,143
76.6,18.06,143
76.6,18.05,143
76.6,18.05,143
76.7,18.04,143
76.7,18.03,143
76.7,18.03,143
76.7,18.02,144
76.7,18.02,144
76.7,18.01,144
76.8,18.00,144
76.8,18.00,144
76.8,17.99,144
76.8,17.99,144
76.8,17.98,144
76.8,17.97,144
76.9,17.97,144
76.9,17.96,144
76.9,17.96,144
76.9,17.95,144
76.9,17.94,144
76.9,17.94,144
77.0,17.93,144
77.0,17.93,144
77.0,17.92,144
77.0,17.92,144
77.0,17.91,144
77.0,17.90,144
77.1,17.90,144
77.1,17.89,145
77.1,17.89,145
77.1,17.88,145
77.1,17.87,145
77.2,17.87,145
77.2,17.86,145
77.2,17.86,145
77.2,17.85,145
77.2,17.84,145
77.2,17.84,145
77.3,17.83,145
77.3,17.83,145
77.3,17.82,145
77.3,17.81,145
77.3,17.81,145
77.3,17.80,145
77.4,17.80,145
77.4,17.79,145
77.4,17.78,145
77.4,17.78,145
77.4,17.77,146
77.4,17.77,146
77.5,17.76,146
77.5,17.75,146
77.5,17.75,146
77.5,17.74,146
77.5,17.74,146
77.5,17.73,146
77.6,17.72,146
77.6,17.72,146
77.6,17.71,146
77.6,17.71,146
77.6,17.70,146
77.7,17.69,146
77.7,17.69,146
77.7,17.68,146
77.7,17.68,146
77.7,17.67,146
77.7,17.66,146
77.8,17.66,146
77.8,17.65,146
77.8,17.65,146
77.8,17.64,147
77.8,17.63,147
77.8,17.63,147
77.9,17.62,147
77.9,17.62,147
77.9,17.61,147
77.9,17.60,147
77.9,17.60,147
78.0,17.59,147
78.0,17.59,147
78.0,17.58,147
78.0,17.57,147
78.0,17.57,147
78.0,17.56,147
78.1,17.56,147
78.1,17.55,147
78.1,17.54,147
78.1,17.54,147
78.1,17.53,147
78.1,17.53,147
78.2,17.52,147
78.2,17.51,148
78.2,17.51,148
78.2,17.50,148
78.2,17.50,148
78.2,17.49,148
78.3,17.48,148
78.3,17.48,148
78.3,17.47,148
78.3,17.47,148
78.3,17.46,148
78.3,17.45,148
78.4,17.45,148
78.4,17.44,148
78.4,17.44,148
78.4,17.43,148
78.4,17.42,148
78.5,17.42,148
78.5,17.41,148
78.5,17.41,148
78.5,17.40,148
78.5,17.39,148
78.5,17.39,149
78.5,17.38,149
78.6,17.38,149
78.6,17.37,149
78.6,17.37,149
78.6,17.36,149
78.6,17.35,149
78.7,17.35,149
78.7,17.34,149
78.7,17.34,149
78.7,17.33,149
78.7,17.32,149
78.7,17.32,149
78.8,17.31,149
78.8,17.31,149
78.8,17.30,149
78.8,17.29,149
78.8,17.29,149
78.8,17.28,149
78.9,17.28,149
78.9,17.27,149
78.9,17.26,150
78.9,17.26,150
78.9,17.25,150
79.0,17.25,150
79.0,17.24,150
79.0,17.23,150
79.0,17.23,150
79.0,17.22,150
79.0,17.22,150
79.1,17.21,150
79.1,17.20,150
79.1,17.20,150
79.1,17.19,150
79.1,17.19,150
79.1,17.18,150
79.2,17.17,150
79.2,17.17,150
79.2,17.16,150
79.2,17.16,150
79.2,17.15,150
79.2,17.15,151
79.3,17.14,151
79.3,17.13,151
79.3,17.13,151
79.3,17.12,151
79.3,17.12,151
79.4,17.11,151
79.4,17.10,151
79.4,17.10,151
79.4,17.09,151
79.4,17.09,151
79.4,17.08,151
79.5,17.07,151
79.5,17.07,151
79.5,17.06,151
79.5,17.06,151
79.5,17.05,151
79.5,17.04,151
79.6,17.04,151
79.6,17.03,151
79.6,17.03,151
79.6,17.02,152
79.6,17.01,152
79.6,17.01,152
79.7,17.00,152
79.7,17.00,152
79.7,16.99,152
79.7,16.98,152
79.7,16.98,152
79.7,16.97,152
79.8,16.97,152
79.8,16.96,152
79.8,16.95,152
79.8,16.95,152
79.8,16.94,152
79.8,16.94,152
79.9,16.93,152
79.9,16.93,152
79.9,16.92,152
79.9,16.91,152
79.9,16.91,152
80.0,16.90,152
80.0,16.90,152
80.0,16.89,153
80.0,16.88,153
80.0,16.88,153
80.0,16.87,153
80.1,16.87,153
80.1,16.86,153
80.1,16.86,153
80.1,16.85,153
80.1,16.84,153
80.1,16.84,153
80.2,16.83,153
80.2,16.83,153
80.2,16.82,153
80.2,16.81,153
80.2,16.81,153
80.2,16.80,153
80.3,16.80,153
80.3,16.79,153
80.3,16.78,153
80.3,16.78,153
80.3,16.77,153
80.3,16.77,153
80.4,16.76,154
80.4,16.75,154
80.4,16.75,154
80.4,16.74,154
80.4,16.74,154
80.5,16.73,154
80.5,16.72,154
80.5,16.72,154
80.5,16.71,154
80.5,16.71,154
80.5,16.70,154
80.6,16.69,154
80.6,16.69,154
80.6,16.68,154
80.6,16.68,154
80.6,16.67,154
80.6,16.66,154
80.7,16.66,154
80.7,16.65,154
80.7,16.65,154
80.7,16.64,154
80.7,16.64,155
80.7,16.63,155
80.8,16.62,155
80.8,16.62,155
80.8,16.61,155
80.8,16.61,155
80.8,16.60,155
80.8,16.59,155
80.9,16.59,155
80.9,16.58,155
80.9,16.58,155
80.9,16.57,155
80.9,16.56,155
80.9,16.56,155
81.0,16.55,155
81.0,16.55,155
81.0,16.54,155
81.0,16.54,155
81.0,16.53,155
81.0,16.52,155
81.1,16.52,156
81.1,16.51,156
81.1,16.51,156
81.1,16.50,156
81.1,16.49,156
81.2,16.49,156
81.2,16.48,156
81.2,16.48,156
81.2,16.47,156
81.2,16.46,156
81.2,16.46,156
81.3,16.45,156
81.3,16.45,156
81.3,16.44,156
81.3,16.43,156
81.3,16.43,156
81.3,16.42,156
81.4,16.42,156
81.4,16.41,156
81.4,16.41,156
81.4,16.40,156
81.4,16.39,157
81.4,16.39,157
81.5,16.38,157
81.5,16.38,157
81.5,16.37,157
81.5,16.36,157
81.5,16.36,157
81.5,16.35,157
81.6,16.35,157
81.6,16.34,157
81.6,16.33,157
81.6,16.33,157
81.6,16.32,157
81.7,16.32,157
81.7,16.31,157
81.7,16.30,157
81.7,16.30,157
81.7,16.29,157
81.7,16.29,157
81.8,16.28,157
81.8,16.27,157
81.8,16.27,158
81.8,16.26,158
81.8,16.26,158
81.8,16.25,158
81.9,16.24,158
81.9,16.24,158
81.9,16.23,158
81.9,16.23,158
81.9,16.22,158
81.9,16.21,158
82.0,16.21,158
82.0,16.20,158
82.0,16.20,158
82.0,16.19,158
82.0,16.19,158
82.0,16.18,158
82.1,16.17,158
82.1,16.17,158
82.1,16.16,158
82.1,16.16,158
82.1,16.15,158
82.2,16.14,159
82.2,16.14,159
82.2,16.13,159
82.2,16.13,159
82.2,16.12,159
82.2,16.11,159
82.3,16.11,159
82.3,16.10,159
82.3,16.10,159
82.3,16.09,159
82.3,16.08,159
82.3,16.08,159
82.4,16.07,159
82.4,16.07,159
82.4,16.06,159
82.4,16.06,159
82.4,16.05,159
82.4,16.04,159
82.5,16.04,159
82.5,16.03,159
82.5,16.03,159
82.5,16.02,160
82.5,16.01,160
82.5,16.01,160
82.6,16.00,160
82.6,16.00,160
82.6,15.99,160
82.6,15.98,160
82.6,15.98,160
82.7,15.97,160
82.7,15.97,160
82.7,15.96,160
82.7,15.95,160
82.7,15.95,160
82.7,15.94,160
82.8,15.94,160
82.8,15.93,160
82.8,15.92,160
82.8,15.92,160
82.8,15.91,160
82.8,15.91,160
82.9,15.90,160
82.9,15.89,160
82.9,15.89,161
82.9,15.88,161
82.9,15.88,161
82.9,15.87,161
83.0,15.86,161
83.0,15.86,161
83.0,15.85,161
83.0,15.84,161
83.0,15.84,161
83.1,15.83,161
83.1,15.83,161
83.1,15.82,161
83.1,15.82,161
83.1,15.81,161
83.1,15.80,161
83.2,15.80,161
83.2,15.79,161
83.2,15.79,161
83.2,15.78,161
83.2,15.77,161
83.2,15.77,161
83.3,15.76,162
83.3,15.76,162
83.3,15.75,162
83.3,15.74,162
83.3,15.74,162
83.3,15.73,162
83.4,15.72,162
83.4,15.72,162
83.4,15.71,162
83.4,15.71,162
83.4,15.70,162
83.5,15.69,162
83.5,15.69,162
83.5,15.68,162
83.5,15.68,162
83.5,15.67,162
83.5,15.67,162
83.6,15.66,162
83.6,15.65,162
83.6,15.65,162
83.6,15.64,162
83.6,15.64,163
83.6,15.63,163
83.6,15.63,163
83.7,15.62,163
83.7,15.62,163
83.7,15.61,163
83.7,15.60,163
83.7,15.60,163
83.8,15.59,163
83.8,15.59,163
83.8,15.58,163
83.8,15.57,163
83.8,15.57,163
83.8,15.56,163
83.9,15.56,163
83.9,15.55,163
83.9,15.54,163
83.9,15.54,163
83.9,15.53,163
83.9,15.53,163
84.0,15.52,163
84.0,15.51,164
84.0,15.51,164
84.0,15.50,164
84.0,15.50,164
84.0,15.49,164
84.1,15.48,164
84.1,15.48,164
84.1,15.47,164
84.1,15.47,164
84.1,15.46,164
84.1,15.45,164
84.2,15.45,164
84.2,15.44,164
84.2,15.44,164
84.2,15.43,164
84.2,15.43,164
84.3,15.42,164
84.3,15.41,164
84.3,15.41,164
84.3,15.40,164
84.3,15.40,164
84.3,15.39,164
84.4,15.38,165
84.4,15.38,165
84.4,15.37,165
84.4,15.36,165
84.4,15.36,165
84.4,15.35,165
84.5,15.35,165
84.5,15.34,165
84.5,15.33,165
84.5,15.33,165
84.5,15.32,165
84.5,15.32,165
84.6,15.31,165
84.6,15.31,165
84.6,15.30,165
84.6,15.29,165
84.6,15.29,165
84.7,15.28,165
84.7,15.28,165
84.7,15.27,165
84.7,15.26,166
84.7,15.26,166
84.7,15.25,166
84.8,15.25,166
84.8,15.24,166
84.8,15.23,166
84.8,15.23,166
84.8,15.22,166
84.8,15.22,166
84.9,15.21,166
84.9,15.20,166
84.9,15.20,166
84.9,15.19,166
84.9,15.19,166
84.9,15.18,166
85.0,15.17,166
85.0,15.17,166
85.0,15.16,166
85.0,15.16,166
85.0,15.15,166
85.0,15.15,166
85.1,15.14,167
85.1,15.13,167
85.1,15.13,167
85.1,15.12,167
85.1,15.12,167
85.1,15.11,167
85.2,15.10,167
85.2,15.10,167
85.2,15.09,167
85.2,15.09,167
85.2,15.08,167
85.3,15.07,167
85.3,15.07,167
85.3,15.06,167
85.3,15.06,167
85.3,15.05,167
85.3,15.05,167
85.4,15.04,167
85.4,15.03,167
85.4,15.03,167
85.4,15.02,167
85.4,15.02,168
85.4,15.01,168
85.5,15.00,168
85.5,15.00,168
85.5,14.99,168
85.5,14.99,168
85.5,14.98,168
85.5,14.97,168
85.6,14.97,168
85.6,14.96,168
85.6,14.96,168
85.6,14.95,168
85.6,14.94,168
85.6,14.94,168
85.7,14.93,168
85.7,14.93,168
85.7,14.92,168
85.7,14.91,168
85.7,14.91,168
85.8,14.90,168
85.8,14.90,168
85.8,14.89,168
85.8,14.88,169
85.8,14.88,169
85.8,14.88,169
85.8,14.87,169
85.9,14.86,169
85.9,14.86,169
85.9,14.85,169
85.9,14.85,169
85.9,14.84,169
85.9,14.83,169
86.0,14.83,169
86.0,14.82,169
86.0,14.82,169
86.0,14.81,169
86.0,14.80,169
86.1,14.80,169
86.1,14.79,169
86.1,14.79,169
86.1,14.78,169
86.1,14.77,169
86.1,14.77,169
86.2,14.76,170
86.2,14.76,170
86.2,14.75,170
86.2,14.74,170
86.2,14.74,170
86.2,14.73,170
86.3,14.73,170
86.3,14.72,170
86.3,14.72,170
86.3,14.71,170
86.3,14.70,170
86.3,14.70,170
86.4,14.69,170
86.4,14.69,170
86.4,14.68,170
86.4,14.67,170
86.4,14.67,170
86.4,14.66,170
86.5,14.66,170
86.5,14.65,170
86.5,14.64,170
86.5,14.64,171
86.5,14.63,171
86.5,14.63,171
86.6,14.62,171
86.6,14.61,171
86.6,14.61,171
86.6,14.60,171
86.6,14.60,171
86.7,14.59,171
86.7,14.58,171
86.7,14.58,171
86.7,14.57,171
86.7,14.57,171
86.7,14.56,171
86.8,14.55,171
86.8,14.55,171
86.8,14.54,171
86.8,14.54,171
86.8,14.53,171
86.8,14.52,171
86.9,14.52,171
86.9,14.51,171
86.9,14.51,172
86.9,14.50,172
86.9,14.49,172
87.0,14.49,172
87.0,14.48,172
87.0,14.48,172
87.0,14.47,172
87.0,14.46,172
87.0,14.46,172
87.1,14.45,172
87.1,14.45,172
87.1,14.44,172
87.1,14.43,172
87.1,14.43,172
87.1,14.42,172
87.2,14.42,172
87.2,14.41,172
87.2,14.40,172
87.2,14.40,172
87.2,14.39,172
87.2,14.39,172
87.3,14.38,173
87.3,14.37,173
87.3,14.37,173
87.3,14.36,173
87.3,14.35,173
87.4,14.35,173
87.4,14.34,173
87.4,14.34,173
87.4,14.33,173
87.4,14.33,173
87.4,14.32,173
87.5,14.31,173
87.5,14.31,173
87.5,14.30,173
87.5,14.30,173
87.5,14.29,173
87.5,14.28,173
87.6,14.28,173
87.6,14.27,173
87.6,14.27,173
87.6,14.26,174
87.6,14.25,174
87.6,14.25,174
87.7,14.24,174
87.7,14.24,174
87.7,14.23,174
87.7,14.22,174
87.7,14.22,174
87.8,14.21,174
87.8,14.21,174
87.8,14.20,174
87.8,14.19,174
87.8,14.19,174
87.8,14.18,174
87.9,14.18,174
87.9,14.17,174
87.9,14.16,174
87.9,14.16,174
87.9,14.15,174
87.9,14.15,174
88.0,14.14,174
88.0,14.13,174
88.0,14.13,175
88.0,14.12,175
88.0,14.12,175
88.0,14.11,175
88.1,14.11,175
88.1,14.10,175
88.1,14.09,175
88.1,14.09,175
88.1,14.08,175
88.1,14.08,175
88.2,14.07,175
88.2,14.06,175
88.2,14.06,175
88.2,14.05,175
88.2,14.05,175
88.3,14.04,175
88.3,14.03,175
88.3,14.03,175
88.3,14.02,175
88.3,14.02,175
88.3,14.01,175
88.4,14.00,176
88.4,14.00,176
88.4,13.99,176
88.4,13.99,176
88.4,13.98,176
88.4,13.98,176
88.5,13.97,176
88.5,13.96,176
88.5,13.96,176
88.5,13.95,176
88.5,13.95,176
88.5,13.94,176
88.6,13.93,176
88.6,13.93,176
88.6,13.92,176
88.6,13.92,176
88.6,13.91,176
88.6,13.90,176
88.7,13.90,176
88.7,13.89,176
88.7,13.89,176
88.7,13.88,177
88.7,13.88,177
88.7,13.87,177
88.8,13.86,177
88.8,13.86,177
88.8,13.85,177
88.8,13.84,177
88.8,13.84,177
88.9,13.83,177
88.9,13.83,177
88.9,13.82,177
88.9,13.82,177
88.9,13.81,177
88.9,13.80,177
89.0,13.80,177
89.0,13.79,177
89.0,13.79,177
89.0,13.78,177
89.0,13.77,177
89.0,13.77,177
89.1,13.76,177
89.1,13.76,178
89.1,13.75,178
89.1,13.74,178
89.1,13.74,178
89.2,13.73,178
89.2,13.72,178
89.2,13.72,178
89.2,13.71,178
89.2,13.71,178
89.2,13.70,178
89.3,13.69,178
89.3,13.69,178
89.3,13.68,178
89.3,13.68,178
89.3,13.67,178
89.3,13.66,178
89.4,13.66,178
89.4,13.65,178
89.4,13.65,178
89.4,13.64,178
89.4,13.64,178
89.4,13.63,179
89.5,13.63,179
89.5,13.62,179
89.5,13.61,179
89.5,13.61,179
89.5,13.60,179
89.5,13.59,179
89.6,13.59,179
89.6,13.58,179
89.6,13.58,179
89.6,13.57,179
89.6,13.56,179
89.6,13.56,179
89.7,13.55,179
89.7,13.55,179
89.7,13.54,179
89.7,13.54,179
89.7,13.53,179
89.8,13.52,179
89.8,13.52,179
89.8,13.51,180
89.8,13.51,180
89.8,13.50,180
89.8,13.49,180
89.9,13.49,180
89.9,13.48,180
89.9,13.48,180
89.9,13.47,180
89.9,13.46,180
89.9,13.46,180
90.0,13.45,180
90.0,13.45,180
90.0,13.44,180
90.0,13.43,180
90.0,13.43,180
90.0,13.42,180
90.1,13.42,180
90.1,13.41,180
90.1,13.41,180
90.1,13.40,180
90.1,13.39,180
90.1,13.39,180
90.2,13.38,181
90.2,13.38,181
90.2,13.37,181
90.2,13.36,181
90.2,13.36,181
90.3,13.35,181
90.3,13.35,181
90.3,13.34,181
90.3,13.33,181
90.3,13.33,181
90.3,13.32,181
90.4,13.32,181
90.4,13.31,181
90.4,13.30,181
90.4,13.30,181
90.4,13.29,181
90.4,13.29,181
90.5,13.28,181
90.5,13.27,181
90.5,13.27,181
90.5,13.26,181
90.5,13.26,182
90.5,13.25,182
90.6,13.24,182
90.6,13.24,182
90.6,13.23,182
90.6,13.23,182
90.6,13.22,182
90.6,13.21,182
90.7,13.21,182
90.7,13.20,182
90.7,13.20,182
90.7,13.19,182
90.7,13.19,182
90.7,13.18,182
90.8,13.17,182
90.8,13.17,182
90.8,13.16,182
90.8,13.16,182
90.8,13.15,182
90.9,13.14,182
90.9,13.14,182
90.9,13.13,183
90.9,13.13,183
90.9,13.12,183
90.9,13.11,183
91.0,13.11,183
91.0,13.10,183
91.0,13.10,183
91.0,13.09,183
91.0,13.08,183
91.0,13.08,183
91.1,13.07,183
91.1,13.07,183
91.1,13.06,183
91.1,13.06,183
91.1,13.05,183
91.1,13.04,183
91.2,13.04,183
91.2,13.03,183
91.2,13.03,183
91.2,13.02,183
91.2,13.01,183
91.2,13.01,184
91.3,13.00,184
91.3,12.99,184
91.3,12.99,184
91.3,12.98,184
91.3,12.98,184
91.4,12.97,184
91.4,12.96,184
91.4,12.96,184
91.4,12.95,184
91.4,12.95,184
91.4,12.94,184
91.5,12.94,184
91.5,12.93,184
91.5,12.92,184
91.5,12.92,184
91.5,12.91,184
91.5,12.91,184
91.6,12.90,184
91.6,12.89,184
91.6,12.89,185
91.6,12.88,185
91.6,12.88,185
91.6,12.87,185
91.7,12.86,185
91.7,12.86,185
91.7,12.85,185
91.7,12.85,185
91.7,12.84,185
91.7,12.84,185
91.8,12.83,185
91.8,12.82,185
91.8,12.82,185
91.8,12.81,185
91.8,12.81,185
91.9,12.80,185
91.9,12.79,185
91.9,12.79,185
91.9,12.78,185
91.9,12.78,185
91.9,12.77,185
92.0,12.76,186
92.0,12.76,186
92.0,12.75,186
92.0,12.75,186
92.0,12.74,186
92.0,12.73,186
92.1,12.73,186
92.1,12.72,186
92.1,12.72,186
92.1,12.71,186
92.1,12.70,186
92.1,12.70,186
92.2,12.69,186
92.2,12.69,186
92.2,12.68,186
92.2,12.68,186
92.2,12.67,186
92.2,12.66,186
92.3,12.66,186
92.3,12.65,186
92.3,12.65,186
92.3,12.64,186
92.3,12.63,187
92.3,12.63,187
92.4,12.62,187
92.4,12.62,187
92.4,12.61,187
92.4,12.60,187
92.4,12.60,187
92.5,12.59,187
92.5,12.59,187
92.5,12.58,187
92.5,12.57,187
92.5,12.57,187
92.5,12.56,187
92.6,12.56,187
92.6,12.55,187
92.6,12.54,187
92.6,12.54,187
92.6,12.53,187
92.6,12.53,187
92.7,12.52,187
92.7,12.51,188
92.7,12.51,188
92.7,12.50,188
92.7,12.50,188
92.7,12.49,188
92.8,12.49,188
92.8,12.48,188
92.8,12.47,188
92.8,12.47,188
92.8,12.46,188
92.8,12.46,188
92.9,12.45,188
92.9,12.44,188
92.9,12.44,188
92.9,12.43,188
92.9,12.43,188
93.0,12.42,188
93.0,12.41,188
93.0,12.41,188
93.0,12.40,188
93.0,12.40,188
93.0,12.39,188
93.1,12.38,189
93.1,12.38,189
93.1,12.37,189
93.1,12.37,189
93.1,12.36,189
93.1,12.35,189
93.2,12.35,189
93.2,12.34,189
93.2,12.34,189
93.2,12.33,189
93.2,12.32,189
93.2,12.32,189
93.3,12.31,189
93.3,12.31,189
93.3,12.30,189
93.3,12.29,189
93.3,12.29,189
93.4,12.28,189
93.4,12.28,189
93.4,12.27,189
93.4,12.26,190
93.4,12.26,190
93.4,12.25,190
93.4,12.25,190
93.5,12.24,190
93.5,12.23,190
93.5,12.23,190
93.5,12.22,190
93.5,12.22,190
93.6,12.21,190
93.6,12.20,190
93.6,12.20,190
93.6,12.19,190
93.6,12.19,190
93.6,12.18,190
93.7,12.17,190
93.7,12.17,190
93.7,12.16,190
93.7,12.16,190
93.7,12.15,190
93.7,12.14,190
93.8,12.14,190
93.8,12.13,190
93.8,12.13,191
93.8,12.12,191
93.8,12.12,191
93.9,12.11,191
93.9,12.10,191
93.9,12.10,191
93.9,12.09,191
93.9,12.08,191
93.9,12.08,191
94.0,12.07,191
94.0,12.07,191
94.0,12.06,191
94.0,12.06,191
94.0,12.05,191
94.0,12.04,191
94.1,12.04,191
94.1,12.03,191
94.1,12.03,191
94.1,12.02,191
94.1,12.01,191
94.1,12.01,191
94.2,12.00,192
94.2,11.99,192
94.2,11.99,192
94.2,11.98,192
94.2,11.98,192
94.3,11.97,192
94.3,11.96,192
94.3,11.96,192
94.3,11.95,192
94.3,11.95,192
94.3,11.94,192
94.4,11.93,192
94.4,11.93,192
94.4,11.92,192
94.4,11.92,192
94.4,11.91,192
94.4,11.90,192
94.5,11.90,192
94.5,11.89,192
94.5,11.89,192
94.5,11.88,192
94.5,11.88,193
94.5,11.87,193
94.6,11.86,193
94.6,11.86,193
94.6,11.85,193
94.6,11.84,193
94.6,11.84,193
94.7,11.83,193
94.7,11.83,193
94.7,11.82,193
94.7,11.82,193
94.7,11.81,193
94.7,11.80,193
94.8,11.80,193
94.8,11.79,193
94.8,11.79,193
94.8,11.78,193
94.8,11.77,193
94.8,11.77,193
94.9,11.76,193
94.9,11.76,193
94.9,11.75,194
94.9,11.74,194
94.9,11.74,194
95.0,11.73,194
95.0,11.72,194
95.0,11.72,194
95.0,11.71,194
95.0,11.71,194
95.0,11.70,194
95.1,11.69,194
95.1,11.69,194
95.1,11.68,194
95.1,11.68,194
95.1,11.67,194
95.1,11.66,194
95.2,11.66,194
95.2,11.65,194
95.2,11.65,194
95.2,11.64,194
95.2,11.64,194
95.2,11.63,194
95.3,11.62,195
95.3,11.62,195
95.3,11.61,195
95.3,11.61,195
95.3,11.60,195
95.3,11.60,195
95.4,11.59,195
95.4,11.58,195
95.4,11.58,195
95.4,11.57,195
95.4,11.57,195
95.4,11.56,195
95.5,11.55,195
95.5,11.55,195
95.5,11.54,195
95.5,11.54,195
95.5,11.53,195
95.6,11.52,195
95.6,11.52,195
95.6,11.51,195
95.6,11.51,195
95.6,11.50,196
95.6,11.49,196
95.6,11.49,196
95.7,11.48,196
95.7,11.48,196
95.7,11.47,196
95.7,11.47,196
95.7,11.46,196
95.8,11.45,196
95.8,11.45,196
95.8,11.44,196
95.8,11.44,196
95.8,11.43,196
95.8,11.42,196
95.9,11.42,196
95.9,11.41,196
95.9,11.41,196
95.9,11.40,196
95.9,11.39,196
95.9,11.39,196
96.0,11.38,196
96.0,11.38,196
96.0,11.37,197
96.0,11.37,197
96.0,11.36,197
96.0,11.35,197
96.1,11.35,197
96.1,11.34,197
96.1,11.33,197
96.1,11.33,197
96.1,11.32,197
96.2,11.32,197
96.2,11.31,197
96.2,11.30,197
96.2,11.30,197
96.2,11.29,197
96.2,11.29,197
96.3,11.28,197
96.3,11.27,197
96.3,11.27,197
96.3,11.26,197
96.3,11.26,197
96.3,11.25,198
96.4,11.25,198
96.4,11.24,198
96.4,11.23,198
96.4,11.23,198
96.4,11.22,198
96.4,11.22,198
96.5,11.21,198
96.5,11.20,198
96.5,11.20,198
96.5,11.19,198
96.5,11.19,198
96.5,11.18,198
96.6,11.17,198
96.6,11.17,198
96.6,11.16,198
96.6,11.16,198
96.6,11.15,198
96.6,11.15,198
96.7,11.14,198
96.7,11.13,198
96.7,11.13,199
96.7,11.12,199
96.7,11.12,199
96.8,11.11,199
96.8,11.10,199
96.8,11.10,199
96.8,11.09,199
96.8,11.09,199
96.8,11.08,199
96.9,11.07,199
96.9,11.07,199
96.9,11.06,199
96.9,11.06,199
96.9,11.05,199
96.9,11.04,199
97.0,11.04,199
97.0,11.03,199
97.0,11.03,199
97.0,11.02,199
97.0,11.01,199
97.0,11.01,199
97.1,11.00,199
97.1,11.00,200
97.1,10.99,200
97.1,10.98,200
97.1,10.98,200
97.2,10.97,200
97.2,10.97,200
