ElapsedTime(s),Battery(%),DistanceRemaining,,,,
4.97446,99.8723,8.25122,,,,
4.98439,99.8723,8.25122,,,,
4.99433,99.8723,8.25122,,,,
5.00436,99.8723,8.18051,,,,
5.01441,99.8694,8.18051,,,,
5.02442,99.8694,8.18051,,,,
5.03441,99.8694,8.18051,,,,
5.04436,99.8694,8.18051,,,,
5.05434,99.8694,8.18051,,,,
5.0644,99.8694,8.18051,,,,
5.07436,99.8694,8.18051,,,,
5.08452,99.8694,8.18051,,,,
5.09437,99.8694,8.18051,,,,
5.10434,99.8694,8.18051,,,,
5.11434,99.8666,8.18051,,,,
5.12435,99.8666,8.18051,,,,
5.13435,99.8666,8.18051,,,,
5.14429,99.8666,8.1098,,,,
5.15439,99.8666,8.1098,,,,
5.16439,99.8666,8.1098,,,,
5.17441,99.8666,8.1098,,,,
5.18441,99.8666,8.1098,,,,
5.19434,99.8666,8.1098,,,,
5.20433,99.8666,8.1098,,,,
5.21439,99.8637,8.1098,,,,
5.22441,99.8637,8.1098,,,,
5.23439,99.8637,8.1098,,,,
5.24439,99.8637,8.1098,,,,
5.25437,99.8637,8.1098,,,,
5.26439,99.8637,8.1098,,,,
5.27439,99.8637,8.1098,,,,
5.28443,99.8637,8.03909,,,,
5.29434,99.8637,8.03909,,,,
5.30431,99.8637,8.03909,,,,
5.31445,99.8608,8.03909,,,,
5.32451,99.8608,8.03909,,,,
5.33445,99.8608,8.03909,,,,
5.34439,99.8608,8.03909,,,,
5.35437,99.8608,8.03909,,,,
5.36439,99.8608,8.03909,,,,
5.37439,99.8608,8.03909,,,,
5.38443,99.8608,8.03909,,,,
5.39437,99.8608,8.03909,,,,
5.40436,99.8608,8.03909,,,,
5.41446,99.8579,8.03909,,,,
5.42442,99.8579,7.96838,,,,
5.4344,99.8579,7.96838,,,,
5.44432,99.8579,7.96838,,,,
5.45433,99.8579,7.96838,,,,
5.46436,99.8579,7.96838,,,,
5.47441,99.8579,7.96838,,,,
5.48443,99.8579,7.96838,,,,
5.49439,99.8579,7.96838,,,,
5.50437,99.8579,7.96838,,,,
5.51438,99.8551,7.96838,,,,
5.52436,99.8551,7.96838,,,,
5.5344,99.8551,7.96838,,,,
5.54434,99.8551,7.96838,,,,
5.55434,99.8551,7.96838,,,,
5.56455,99.8551,7.96838,,,,
5.57453,99.8551,7.96838,,,,
5.58436,99.8551,7.89767,,,,
5.59447,99.8551,7.91838,,,,
5.60435,99.8551,7.91838,,,,
5.61435,99.8522,7.91838,,,,
5.62439,99.8522,7.91838,,,,
5.63445,99.8522,7.91838,,,,
5.64435,99.8522,7.84767,,,,
5.65437,99.8522,7.84767,,,,
5.6644,99.8522,7.84767,,,,
5.67431,99.8522,7.84767,,,,
5.68448,99.8522,7.84767,,,,
5.69433,99.8522,7.84767,,,,
5.70427,99.8522,7.84767,,,,
5.7144,99.8493,7.84767,,,,
5.72439,99.8493,7.84767,,,,
5.73453,99.8493,7.84767,,,,
5.74436,99.8493,7.84767,,,,
5.7544,99.8493,7.84767,,,,
5.76436,99.8493,7.84767,,,,
5.77436,99.8493,7.84767,,,,
5.78441,99.8493,7.77696,,,,
5.7944,99.8493,7.77696,,,,
5.80434,99.8493,7.77696,,,,
5.81438,99.8464,7.77696,,,,
5.82448,99.8464,7.77696,,,,
5.83457,99.8464,7.77696,,,,
5.84438,99.8464,7.77696,,,,
5.85437,99.8464,7.77696,,,,
5.86441,99.8464,7.77696,,,,
5.8744,99.8464,7.77696,,,,
5.88443,99.8464,7.77696,,,,
5.89438,99.8464,7.77696,,,,
5.90435,99.8464,7.77696,,,,
5.91444,99.8436,7.77696,,,,
5.92468,99.8436,7.70624,,,,
5.93445,99.8436,7.70624,,,,
5.94428,99.8436,7.70624,,,,
5.9543,99.8436,7.70624,,,,
5.96439,99.8436,7.70624,,,,
5.97437,99.8436,7.70624,,,,
5.9844,99.8436,7.70624,,,,
5.99431,99.8436,7.70624,,,,
6.00438,99.8436,7.70624,,,,
6.0144,99.8407,7.70624,,,,
6.02434,99.8407,7.70624,,,,
6.03438,99.8407,7.70624,,,,
6.04429,99.8407,7.70624,,,,
6.05431,99.8407,7.70624,,,,
6.0644,99.8407,7.70624,,,,
6.0744,99.8407,7.70624,,,,
6.08437,99.8407,7.63553,,,,
6.09435,99.8407,7.63553,,,,
6.10436,99.8407,7.63553,,,,
6.1144,99.8378,7.63553,,,,
6.12433,99.8378,7.63553,,,,
6.13445,99.8378,7.63553,,,,
6.14436,99.8378,7.63553,,,,
6.15438,99.8378,7.63553,,,,
6.1644,99.8378,7.63553,,,,
6.17438,99.8378,7.63553,,,,
6.18439,99.8378,7.63553,,,,
6.19429,99.8378,7.63553,,,,
6.20429,99.8378,7.63553,,,,
6.21435,99.8349,7.63553,,,,
6.22441,99.8349,7.56482,,,,
6.23448,99.8349,7.56482,,,,
6.2445,99.8349,7.56482,,,,
6.25446,99.8349,7.56482,,,,
6.26441,99.8349,7.56482,,,,
6.27442,99.8349,7.56482,,,,
6.28445,99.8349,7.56482,,,,
6.29433,99.8349,7.56482,,,,
6.30435,99.8349,7.56482,,,,
6.31439,99.832,7.56482,,,,
6.3244,99.832,7.56482,,,,
6.33458,99.832,7.56482,,,,
6.34446,99.832,7.49411,,,,
6.35436,99.832,7.49411,,,,
6.36449,99.832,7.49411,,,,
6.37444,99.832,7.49411,,,,
6.38444,99.832,7.49411,,,,
6.39437,99.832,7.49411,,,,
6.40443,99.832,7.49411,,,,
6.41438,99.8292,7.49411,,,,
6.42441,99.8292,7.49411,,,,
6.43448,99.8292,7.49411,,,,
6.44435,99.8292,7.49411,,,,
6.45437,99.8292,7.49411,,,,
6.46439,99.8292,7.49411,,,,
6.4744,99.8292,7.49411,,,,
6.48439,99.8292,7.4234,,,,
6.4944,99.8292,7.4234,,,,
6.50451,99.8292,7.4234,,,,
6.51445,99.8263,7.4234,,,,
6.52439,99.8263,7.4234,,,,
6.53439,99.8263,7.4234,,,,
6.54432,99.8263,7.4234,,,,
6.55433,99.8263,7.4234,,,,
6.56438,99.8263,7.4234,,,,
6.5745,99.8263,7.4234,,,,
6.58449,99.8263,7.4234,,,,
6.5944,99.8263,7.4234,,,,
6.60447,99.8263,7.4234,,,,
6.6144,99.8234,7.4234,,,,
6.6245,99.8234,7.40269,,,,
6.63463,99.8234,7.40269,,,,
6.64437,99.8234,7.40269,,,,
6.6544,99.8234,7.40269,,,,
6.6644,99.8234,7.40269,,,,
6.67435,99.8234,7.40269,,,,
6.68441,99.8234,7.40269,,,,
6.69437,99.8234,7.40269,,,,
6.70434,99.8234,7.33198,,,,
6.71447,99.8205,7.33198,,,,
6.7244,99.8205,7.33198,,,,
6.73438,99.8205,7.33198,,,,
6.74435,99.8205,7.33198,,,,
6.75435,99.8205,7.33198,,,,
6.76443,99.8205,7.33198,,,,
6.77438,99.8205,7.33198,,,,
6.78435,99.8205,7.33198,,,,
6.79439,99.8205,7.33198,,,,
6.80435,99.8205,7.33198,,,,
6.8144,99.8177,7.33198,,,,
6.82438,99.8177,7.33198,,,,
6.83439,99.8177,7.33198,,,,
6.84439,99.8177,7.26127,,,,
6.85434,99.8177,7.26127,,,,
6.86441,99.8177,7.26127,,,,
6.87439,99.8177,7.26127,,,,
6.88438,99.8177,7.26127,,,,
6.89439,99.8177,7.26127,,,,
6.90436,99.8177,7.26127,,,,
6.91436,99.8148,7.26127,,,,
6.9244,99.8148,7.26127,,,,
6.93442,99.8148,7.26127,,,,
6.94436,99.8148,7.26127,,,,
6.95436,99.8148,7.26127,,,,
6.96437,99.8148,7.26127,,,,
6.97437,99.8148,7.26127,,,,
6.98439,99.8148,7.19056,,,,
6.99438,99.8148,7.19056,,,,
7.00431,99.8148,7.19056,,,,
7.0144,99.8119,7.19056,,,,
7.02455,99.8119,7.19056,,,,
7.03452,99.8119,7.19056,,,,
7.0443,99.8119,7.19056,,,,
7.05428,99.8119,7.19056,,,,
7.06441,99.8119,7.19056,,,,
7.07447,99.8119,7.19056,,,,
7.08443,99.8119,7.19056,,,,
7.09432,99.8119,7.19056,,,,
7.10431,99.8119,7.19056,,,,
7.11439,99.809,7.19056,,,,
7.12442,99.809,7.11985,,,,
7.13441,99.809,7.11985,,,,
7.14434,99.809,7.11985,,,,
7.15433,99.809,7.11985,,,,
7.16437,99.809,7.11985,,,,
7.17448,99.809,7.11985,,,,
7.18444,99.809,7.11985,,,,
7.19437,99.809,7.11985,,,,
7.20437,99.809,7.11985,,,,
7.21441,99.8062,7.11985,,,,
7.22439,99.8062,7.11985,,,,
7.23449,99.8062,7.11985,,,,
7.24438,99.8062,7.11985,,,,
7.25437,99.8062,7.11985,,,,
7.26437,99.8062,7.11985,,,,
7.27441,99.8062,7.11985,,,,
7.28441,99.8062,6.99914,,,,
7.29439,99.8062,6.99914,,,,
7.30437,99.8062,6.99914,,,,
7.31439,99.8033,6.99914,,,,
7.32444,99.8033,6.99914,,,,
7.3344,99.8033,6.99914,,,,
7.34435,99.8033,6.99914,,,,
7.35434,99.8033,6.99914,,,,
7.36441,99.8033,6.99914,,,,
7.37451,99.8033,6.99914,,,,
7.38444,99.8033,6.99914,,,,
7.39435,99.8033,6.99914,,,,
7.40433,99.8033,6.94914,,,,
7.4144,99.8004,6.94914,,,,
7.42439,99.8004,6.94914,,,,
7.43446,99.8004,6.94914,,,,
7.44436,99.8004,6.94914,,,,
7.45437,99.8004,6.94914,,,,
7.46447,99.8004,6.94914,,,,
7.4744,99.8004,6.94914,,,,
7.48439,99.8004,6.94914,,,,
7.49436,99.8004,6.94914,,,,
7.50436,99.8004,6.94914,,,,
7.51439,99.7975,6.94914,,,,
7.5244,99.7975,6.94914,,,,
7.53441,99.7975,6.94914,,,,
7.54444,99.7975,6.89914,,,,
7.55434,99.7975,6.89914,,,,
7.56454,99.7975,6.89914,,,,
7.57451,99.7975,6.89914,,,,
7.58446,99.7975,6.89914,,,,
7.59435,99.7975,6.89914,,,,
7.60434,99.7975,6.89914,,,,
7.6144,99.7947,6.89914,,,,
7.62443,99.7947,6.89914,,,,
7.63458,99.7947,6.89914,,,,
7.64437,99.7947,6.89914,,,,
7.65457,99.7947,6.91985,,,,
7.66444,99.7947,6.84914,,,,
7.67441,99.7947,6.84914,,,,
7.6844,99.7947,6.84914,,,,
7.69445,99.7947,6.84914,,,,
7.70446,99.7947,6.84914,,,,
7.71437,99.7918,6.84914,,,,
7.72436,99.7918,6.84914,,,,
7.73444,99.7918,6.84914,,,,
7.74437,99.7918,6.84914,,,,
7.75436,99.7918,6.84914,,,,
7.76446,99.7918,6.79914,,,,
7.77446,99.7918,6.79914,,,,
7.78452,99.7918,6.79914,,,,
7.79444,99.7918,6.79914,,,,
7.80434,99.7918,6.79914,,,,
7.81439,99.7889,6.79914,,,,
7.82439,99.7889,6.79914,,,,
7.83443,99.7889,6.79914,,,,
7.84434,99.7889,6.79914,,,,
7.85433,99.7889,6.79914,,,,
7.86451,99.7889,6.74914,,,,
7.87439,99.7889,6.74914,,,,
7.88434,99.7889,6.74914,,,,
7.8943,99.7889,6.74914,,,,
7.9043,99.7889,6.74914,,,,
7.91436,99.786,6.74914,,,,
7.92438,99.786,6.74914,,,,
7.93435,99.786,6.74914,,,,
7.94437,99.786,6.74914,,,,
7.95435,99.786,6.74914,,,,
7.9644,99.786,6.74914,,,,
7.97446,99.786,6.74914,,,,
7.98441,99.786,6.74914,,,,
7.99433,99.786,6.74914,,,,
8.00432,99.786,6.69914,,,,
8.0144,99.7832,6.69914,,,,
8.02439,99.7832,6.69914,,,,
8.03445,99.7832,6.69914,,,,
8.04437,99.7832,6.69914,,,,
8.05432,99.7832,6.69914,,,,
8.06437,99.7832,6.69914,,,,
8.07435,99.7832,6.69914,,,,
8.08437,99.7832,6.69914,,,,
8.09431,99.7832,6.69914,,,,
8.10428,99.7832,6.64914,,,,
8.11439,99.7803,6.64914,,,,
8.12436,99.7803,6.64914,,,,
8.13438,99.7803,6.64914,,,,
8.14428,99.7803,6.64914,,,,
8.15435,99.7803,6.64914,,,,
8.16441,99.7803,6.64914,,,,
8.17432,99.7803,6.64914,,,,
8.18436,99.7803,6.64914,,,,
8.19433,99.7803,6.64914,,,,
8.20427,99.7803,6.64914,,,,
8.21442,99.7774,6.64914,,,,
8.22443,99.7774,6.64914,,,,
8.23437,99.7774,6.64914,,,,
8.24431,99.7774,6.64914,,,,
8.25426,99.7774,6.64914,,,,
8.26438,99.7774,6.59914,,,,
8.27446,99.7774,6.59914,,,,
8.28446,99.7774,6.59914,,,,
8.29439,99.7774,6.59914,,,,
8.30437,99.7774,6.59914,,,,
8.31446,99.7745,6.59914,,,,
8.32443,99.7745,6.59914,,,,
8.33432,99.7745,6.59914,,,,
8.34432,99.7745,6.59914,,,,
8.35426,99.7745,6.59914,,,,
8.36436,99.7745,6.59914,,,,
8.37441,99.7745,6.59914,,,,
8.38437,99.7745,6.54914,,,,
8.39432,99.7745,6.54914,,,,
8.40431,99.7745,6.54914,,,,
8.41435,99.7717,6.54914,,,,
8.42434,99.7717,6.54914,,,,
