ElapsedTime(s),Battery(%),DistanceRemaining,,,,
108.268,96.9022,0.212132,,,,
108.278,96.9022,0.212132,,,,
108.288,96.9022,0.212132,,,,
108.298,96.9022,0.212132,,,,
108.308,96.9022,0.212132,,,,
108.318,96.8993,0.212132,,,,
108.328,96.8993,0.212132,,,,
108.338,96.8993,0.212132,,,,
108.348,96.8993,0.212132,,,,
108.358,96.8993,0.212132,,,,
108.368,96.8993,0.212132,,,,
108.378,96.8993,0.212132,,,,
108.388,96.8993,0.212132,,,,
108.398,96.8993,0.212132,,,,
108.408,96.8993,0.212132,,,,
108.418,96.8964,0.212132,,,,
108.428,96.8964,0.212132,,,,
108.438,96.8964,0.212132,,,,
108.448,96.8964,0.212132,,,,
108.458,96.8964,0.212132,,,,
108.468,96.8964,0.212132,,,,
108.478,96.8964,0.212132,,,,
108.488,96.8964,0.212132,,,,
108.498,96.8964,0.212132,,,,
108.508,96.8964,0.212132,,,,
108.518,96.8936,0.212132,,,,
108.528,96.8936,0.212132,,,,
108.538,96.8936,0.212132,,,,
108.548,96.8936,0.262132,,,,
108.558,96.8936,0.262132,,,,
108.568,96.8936,0.262132,,,,
108.578,96.8936,0.262132,,,,
108.588,96.8936,0.262132,,,,
108.598,96.8936,0.262132,,,,
108.608,96.8936,0.262132,,,,
108.618,96.8907,0.262132,,,,
108.628,96.8907,0.262132,,,,
108.638,96.8907,0.262132,,,,
108.648,96.8907,0.262132,,,,
108.658,96.8907,0.262132,,,,
108.668,96.8907,0.262132,,,,
108.678,96.8907,0.262132,,,,
108.688,96.8907,0.262132,,,,
108.698,96.8907,0.262132,,,,
108.708,96.8907,0.262132,,,,
108.718,96.8878,0.262132,,,,
108.728,96.8878,0.262132,,,,
108.738,96.8878,0.262132,,,,
108.748,96.8878,0.262132,,,,
108.758,96.8878,0.262132,,,,
108.768,96.8878,0.262132,,,,
108.778,96.8878,0.262132,,,,
108.788,96.8878,0.262132,,,,
108.798,96.8878,0.262132,,,,
108.808,96.8878,0.262132,,,,
108.818,96.8849,0.262132,,,,
108.828,96.8849,0.212132,,,,
108.838,96.8849,0.212132,,,,
108.848,96.8849,0.212132,,,,
108.858,96.8849,0.212132,,,,
108.868,96.8849,0.212132,,,,
108.878,96.8849,0.212132,,,,
108.888,96.8849,0.212132,,,,
108.898,96.8849,0.212132,,,,
108.908,96.8849,0.212132,,,,
108.918,96.8821,0.212132,,,,
108.928,96.8821,0.212132,,,,
108.938,96.8821,0.212132,,,,
108.948,96.8821,0.212132,,,,
108.958,96.8821,0.212132,,,,
108.968,96.8821,0.212132,,,,
108.978,96.8821,0.212132,,,,
108.988,96.8821,0.212132,,,,
108.998,96.8821,0.212132,,,,
109.008,96.8821,0.212132,,,,
109.018,96.8792,0.212132,,,,
109.028,96.8792,0.212132,,,,
109.038,96.8792,0.212132,,,,
109.048,96.8792,0.212132,,,,
109.058,96.8792,0.212132,,,,
109.068,96.8792,0.141421,,,,
109.078,96.8792,0.141421,,,,
109.089,96.8792,0.141421,,,,
109.099,96.8792,0.141421,,,,
109.109,96.8763,0.141421,,,,
109.119,96.8763,0.141421,,,,
109.129,96.8763,0.141421,,,,
109.139,96.8763,0.141421,,,,
109.149,96.8763,0.141421,,,,
109.159,96.8763,0.141421,,,,
109.169,96.8763,0.141421,,,,
109.179,96.8763,0.141421,,,,
109.189,96.8763,0.141421,,,,
109.199,96.8763,0.141421,,,,
109.209,96.8734,0.141421,,,,
109.219,96.8734,0.141421,,,,
109.229,96.8734,0.141421,,,,
109.239,96.8734,0.141421,,,,
109.249,96.8734,0.141421,,,,
109.259,96.8734,0.141421,,,,
109.269,96.8734,0.141421,,,,
109.279,96.8734,0.141421,,,,
109.289,96.8734,0.141421,,,,
109.299,96.8734,0.141421,,,,
109.309,96.8706,9.73614,,,,
109.319,96.8706,9.73614,,,,
109.329,96.8706,9.73614,,,,
109.339,96.8706,9.73614,,,,
109.349,96.8706,9.73614,,,,
109.359,96.8706,9.73614,,,,
109.369,96.8706,9.73614,,,,
109.379,96.8706,9.73614,,,,
109.389,96.8706,9.73614,,,,
109.399,96.8706,9.73614,,,,
109.409,96.8677,9.73614,,,,
109.419,96.8677,9.73614,,,,
109.429,96.8677,9.73614,,,,
109.439,96.8677,9.73614,,,,
109.449,96.8677,9.73614,,,,
109.459,96.8677,9.73614,,,,
109.469,96.8677,9.73614,,,,
109.479,96.8677,9.73614,,,,
109.489,96.8677,9.73614,,,,
109.499,96.8677,9.73614,,,,
109.509,96.8648,9.73614,,,,
109.519,96.8648,9.73614,,,,
109.529,96.8648,9.73614,,,,
109.539,96.8648,9.73614,,,,
109.549,96.8648,9.73614,,,,
109.559,96.8648,9.73614,,,,
109.569,96.8648,9.73614,,,,
109.579,96.8648,9.73614,,,,
109.589,96.8648,9.73614,,,,
109.599,96.8648,9.73614,,,,
109.609,96.8619,9.73614,,,,
109.619,96.8619,9.73614,,,,
109.629,96.8619,9.73614,,,,
109.639,96.8619,9.73614,,,,
109.649,96.8619,9.73614,,,,
109.659,96.8619,9.73614,,,,
109.669,96.8619,9.73614,,,,
109.679,96.8619,9.73614,,,,
109.689,96.8619,9.73614,,,,
109.699,96.8619,9.73614,,,,
109.709,96.8592,9.73614,,,,
109.719,96.8592,9.73614,,,,
109.729,96.8592,9.73614,,,,
109.739,96.8592,9.73614,,,,
109.749,96.8592,9.73614,,,,
109.759,96.8592,9.73614,,,,
109.769,96.8592,9.73614,,,,
109.779,96.8592,9.73614,,,,
109.789,96.8592,9.73614,,,,
109.799,96.8592,9.73614,,,,
109.809,96.8563,9.73614,,,,
109.819,96.8563,9.73614,,,,
109.829,96.8563,9.73614,,,,
109.839,96.8563,9.73614,,,,
109.849,96.8563,9.73614,,,,
109.859,96.8563,9.73614,,,,
109.869,96.8563,9.73614,,,,
109.879,96.8563,9.73614,,,,
109.889,96.8563,9.73614,,,,
109.899,96.8563,9.73614,,,,
109.909,96.8534,9.73614,,,,
109.919,96.8534,9.73614,,,,
109.929,96.8534,9.73614,,,,
109.939,96.8534,9.73614,,,,
109.949,96.8534,9.73614,,,,
109.959,96.8534,9.73614,,,,
109.969,96.8534,9.73614,,,,
109.979,96.8534,9.73614,,,,
109.989,96.8534,9.73614,,,,
109.999,96.8534,9.73614,,,,
110.009,96.8506,9.73614,,,,
110.019,96.8506,9.73614,,,,
110.029,96.8506,9.73614,,,,
110.039,96.8506,9.73614,,,,
110.049,96.8506,9.73614,,,,
110.059,96.8506,9.73614,,,,
110.069,96.8506,9.73614,,,,
110.079,96.8506,9.73614,,,,
110.089,96.8506,9.73614,,,,
110.099,96.8506,9.73614,,,,
110.109,96.8477,9.73614,,,,
110.119,96.8477,9.73614,,,,
110.129,96.8477,9.73614,,,,
110.139,96.8477,9.73614,,,,
110.149,96.8477,9.73614,,,,
110.159,96.8477,9.73614,,,,
110.169,96.8477,9.73614,,,,
110.179,96.8477,9.73614,,,,
110.189,96.8477,9.73614,,,,
110.199,96.8477,9.73614,,,,
110.209,96.8448,9.73614,,,,
110.219,96.8448,9.73614,,,,
110.229,96.8448,9.73614,,,,
110.239,96.8448,9.73614,,,,
110.249,96.8448,9.73614,,,,
110.259,96.8448,9.73614,,,,
110.269,96.8448,9.73614,,,,
110.279,96.8448,9.73614,,,,
110.289,96.8448,9.73614,,,,
110.299,96.8448,9.73614,,,,
110.309,96.8419,9.73614,,,,
110.319,96.8419,9.73614,,,,
110.329,96.8419,9.73614,,,,
110.339,96.8419,9.73614,,,,
110.349,96.8419,9.73614,,,,
110.359,96.8419,9.73614,,,,
110.369,96.8419,9.73614,,,,
110.379,96.8419,9.73614,,,,
110.389,96.8419,9.73614,,,,
110.399,96.8419,9.73614,,,,
110.409,96.8391,9.73614,,,,
110.419,96.8391,9.73614,,,,
110.429,96.8391,9.73614,,,,
110.439,96.8391,9.73614,,,,
110.449,96.8391,9.73614,,,,
110.459,96.8391,9.73614,,,,
110.469,96.8391,9.73614,,,,
110.479,96.8391,9.73614,,,,
110.489,96.8391,9.73614,,,,
110.499,96.8391,9.73614,,,,
110.509,96.8362,9.70685,,,,
110.519,96.8362,9.70685,,,,
110.529,96.8362,9.70685,,,,
110.539,96.8362,9.70685,,,,
110.549,96.8362,9.70685,,,,
110.559,96.8362,9.70685,,,,
110.569,96.8362,9.63614,,,,
110.579,96.8362,9.63614,,,,
110.589,96.8362,9.63614,,,,
110.599,96.8362,9.63614,,,,
110.609,96.8333,9.63614,,,,
110.619,96.8333,9.63614,,,,
110.629,96.8333,9.63614,,,,
110.639,96.8333,9.63614,,,,
110.649,96.8333,9.63614,,,,
110.659,96.8333,9.63614,,,,
110.669,96.8333,9.63614,,,,
110.679,96.8333,9.63614,,,,
110.689,96.8333,9.63614,,,,
110.699,96.8333,9.63614,,,,
110.709,96.8304,9.63614,,,,
110.719,96.8304,9.63614,,,,
110.729,96.8304,9.56543,,,,
110.739,96.8304,9.56543,,,,
110.749,96.8304,9.56543,,,,
110.759,96.8304,9.56543,,,,
110.769,96.8304,9.56543,,,,
110.779,96.8304,9.56543,,,,
110.789,96.8304,9.56543,,,,
110.799,96.8304,9.56543,,,,
110.809,96.8276,9.56543,,,,
110.819,96.8276,9.56543,,,,
110.829,96.8276,9.56543,,,,
110.839,96.8276,9.56543,,,,
110.849,96.8276,9.56543,,,,
110.859,96.8276,9.56543,,,,
110.869,96.8276,9.49472,,,,
110.879,96.8276,9.49472,,,,
110.889,96.8276,9.49472,,,,
110.899,96.8276,9.49472,,,,
110.909,96.8247,9.49472,,,,
110.919,96.8247,9.49472,,,,
110.929,96.8247,9.49472,,,,
110.939,96.8247,9.49472,,,,
110.949,96.8247,9.49472,,,,
110.959,96.8247,9.49472,,,,
110.969,96.8247,9.49472,,,,
110.979,96.8247,9.49472,,,,
110.989,96.8247,9.49472,,,,
110.999,96.8247,9.49472,,,,
111.009,96.8218,9.49472,,,,
111.019,96.8218,9.49472,,,,
111.029,96.8218,9.49472,,,,
111.039,96.8218,9.49472,,,,
111.049,96.8218,9.42401,,,,
111.059,96.8218,9.42401,,,,
111.069,96.8218,9.42401,,,,
111.079,96.8218,9.42401,,,,
111.089,96.8218,9.42401,,,,
111.099,96.8218,9.42401,,,,
111.109,96.8189,9.42401,,,,
111.119,96.8189,9.42401,,,,
111.129,96.8189,9.42401,,,,
111.139,96.8189,9.42401,,,,
111.149,96.8189,9.42401,,,,
111.159,96.8189,9.42401,,,,
111.169,96.8189,9.42401,,,,
111.179,96.8189,9.42401,,,,
111.189,96.8189,9.42401,,,,
111.199,96.8189,9.42401,,,,
111.209,96.8161,9.3533,,,,
111.219,96.8161,9.3533,,,,
111.229,96.8161,9.3533,,,,
111.239,96.8161,9.3533,,,,
111.249,96.8161,9.3533,,,,
111.259,96.8161,9.3533,,,,
111.269,96.8161,9.3533,,,,
111.279,96.8161,9.3533,,,,
111.289,96.8161,9.3533,,,,
111.299,96.8161,9.3533,,,,
111.309,96.8132,9.3533,,,,
111.319,96.8132,9.3533,,,,
111.329,96.8132,9.3533,,,,
111.339,96.8132,9.3533,,,,
111.349,96.8132,9.28259,,,,
111.359,96.8132,9.28259,,,,
111.369,96.8132,9.28259,,,,
111.379,96.8132,9.28259,,,,
111.389,96.8132,9.28259,,,,
111.399,96.8132,9.28259,,,,
111.409,96.8103,9.28259,,,,
111.419,96.8103,9.28259,,,,
111.429,96.8103,9.28259,,,,
111.439,96.8103,9.28259,,,,
111.449,96.8103,9.28259,,,,
111.459,96.8103,9.28259,,,,
111.469,96.8103,9.28259,,,,
111.479,96.8103,9.28259,,,,
111.489,96.8103,9.21188,,,,
111.499,96.8103,9.21188,,,,
111.509,96.8074,9.21188,,,,
111.519,96.8074,9.21188,,,,
111.529,96.8074,9.21188,,,,
111.539,96.8074,9.21188,,,,
111.549,96.8074,9.1533,,,,
111.559,96.8074,9.1533,,,,
111.569,96.8074,9.1533,,,,
111.579,96.8074,9.1533,,,,
111.589,96.8074,9.1533,,,,
111.599,96.8074,9.1533,,,,
111.609,96.8045,9.1533,,,,
111.619,96.8045,9.1533,,,,
111.629,96.8045,9.1533,,,,
111.639,96.8045,9.1533,,,,
111.649,96.8045,9.08259,,,,
111.659,96.8045,9.08259,,,,
111.669,96.8045,9.08259,,,,
111.679,96.8045,9.08259,,,,
111.689,96.8045,9.08259,,,,
111.699,96.8045,9.08259,,,,
111.709,96.8017,9.08259,,,,
111.719,96.8017,9.08259,,,,
111.729,96.8017,9.08259,,,,
111.739,96.8017,9.08259,,,,
111.749,96.8017,9.08259,,,,
111.759,96.8017,9.08259,,,,
111.769,96.8017,9.08259,,,,
111.779,96.8017,9.08259,,,,
111.789,96.8017,9.01188,,,,
111.799,96.8017,9.01188,,,,
111.809,96.7988,9.01188,,,,
111.819,96.7988,9.01188,,,,
111.829,96.7988,9.01188,,,,
111.839,96.7988,9.01188,,,,
111.849,96.7988,9.01188,,,,
111.859,96.7988,9.01188,,,,
111.869,96.7988,9.01188,,,,
111.879,96.7988,9.01188,,,,
111.889,96.7988,9.01188,,,,
111.899,96.7988,9.01188,,,,
111.909,96.7959,9.01188,,,,
111.919,96.7959,9.01188,,,,
111.929,96.7959,9.01188,,,,
111.939,96.7959,9.01188,,,,
111.949,96.7959,9.01188,,,,
111.959,96.7959,9.01188,,,,
111.969,96.7959,9.01188,,,,
111.979,96.7959,9.01188,,,,
111.989,96.7959,9.01188,,,,
111.999,96.7959,9.01188,,,,
112.009,96.793,8.89117,,,,
112.019,96.793,8.89117,,,,
112.029,96.793,8.89117,,,,
112.039,96.793,8.89117,,,,
112.049,96.793,8.89117,,,,
112.059,96.793,8.89117,,,,
112.069,96.793,8.89117,,,,
112.079,96.793,8.89117,,,,
112.089,96.793,8.89117,,,,
112.099,96.793,8.89117,,,,
112.109,96.7902,8.89117,,,,
112.119,96.7902,8.89117,,,,
112.129,96.7902,8.82046,,,,
112.139,96.7902,8.82046,,,,
112.149,96.7902,8.82046,,,,
112.159,96.7902,8.82046,,,,
112.169,96.7902,8.82046,,,,
112.179,96.7902,8.82046,,,,
112.189,96.7902,8.82046,,,,
112.199,96.7902,8.82046,,,,
112.209,96.7873,8.82046,,,,
112.219,96.7873,8.82046,,,,
112.229,96.7873,8.82046,,,,
112.239,96.7873,8.82046,,,,
112.249,96.7873,8.82046,,,,
112.259,96.7873,8.82046,,,,
112.269,96.7873,8.74975,,,,
112.279,96.7873,8.74975,,,,
112.289,96.7873,8.74975,,,,
112.299,96.7873,8.74975,,,,
112.309,96.7844,8.74975,,,,
112.319,96.7844,8.74975,,,,
112.329,96.7844,8.74975,,,,
112.339,96.7844,8.74975,,,,
112.349,96.7844,8.74975,,,,
112.359,96.7844,8.74975,,,,
112.369,96.7844,8.74975,,,,
112.379,96.7844,8.74975,,,,
112.389,96.7844,8.74975,,,,
112.399,96.7844,8.74975,,,,
112.409,96.7815,8.67904,,,,
112.419,96.7815,8.67904,,,,
112.429,96.7815,8.67904,,,,
112.439,96.7815,8.67904,,,,
112.449,96.7815,8.67904,,,,
112.459,96.7815,8.67904,,,,
112.469,96.7815,8.67904,,,,
112.479,96.7815,8.67904,,,,
112.489,96.7815,8.67904,,,,
112.499,96.7815,8.67904,,,,
112.509,96.7787,8.67904,,,,
112.519,96.7787,8.67904,,,,
112.529,96.7787,8.67904,,,,
112.539,96.7787,8.67904,,,,
112.549,96.7787,8.67904,,,,
112.559,96.7787,8.67904,,,,
112.569,96.7787,8.60833,,,,
112.579,96.7787,8.60833,,,,
112.589,96.7787,8.65833,,,,
112.599,96.7787,8.65833,,,,
112.609,96.7758,8.65833,,,,
112.619,96.7758,8.65833,,,,
112.629,96.7758,8.65833,,,,
112.639,96.7758,8.65833,,,,
112.649,96.7758,8.58762,,,,
112.659,96.7758,8.58762,,,,
112.669,96.7758,8.58762,,,,
112.679,96.7758,8.58762,,,,
112.689,96.7758,8.58762,,,,
112.699,96.7758,8.58762,,,,
112.709,96.7729,8.58762,,,,
112.719,96.7729,8.58762,,,,
112.729,96.7729,8.58762,,,,
112.739,96.7729,8.58762,,,,
112.749,96.7729,8.58762,,,,
112.759,96.7729,8.58762,,,,
112.769,96.7729,8.58762,,,,
112.779,96.7729,8.58762,,,,
112.789,96.7729,8.5169,,,,
112.799,96.7729,8.5169,,,,
112.809,96.77,8.5169,,,,
112.819,96.77,8.5169,,,,
112.829,96.77,8.5169,,,,
112.839,96.77,8.5169,,,,
112.849,96.77,8.5169,,,,
112.859,96.77,8.5169,,,,
112.869,96.77,8.5169,,,,
112.879,96.77,8.5169,,,,
112.889,96.77,8.5169,,,,
112.899,96.77,8.5169,,,,
112.909,96.7672,8.5169,,,,
112.919,96.7672,8.5169,,,,
112.929,96.7672,8.4669,,,,
112.939,96.7672,8.4669,,,,
112.949,96.7672,8.4669,,,,
112.959,96.7672,8.4669,,,,
112.969,96.7672,8.4669,,,,
112.979,96.7672,8.4669,,,,
112.989,96.7672,8.4669,,,,
112.999,96.7672,8.4669,,,,
113.009,96.7643,8.39619,,,,
113.019,96.7643,8.39619,,,,
113.029,96.7643,8.39619,,,,
113.039,96.7643,8.39619,,,,
113.049,96.7643,8.39619,,,,
113.059,96.7643,8.39619,,,,
113.069,96.7643,8.39619,,,,
113.079,96.7643,8.39619,,,,
113.089,96.7643,8.39619,,,,
113.099,96.7643,8.39619,,,,
113.109,96.7614,8.39619,,,,
113.119,96.7614,8.39619,,,,
113.129,96.7614,8.39619,,,,
113.139,96.7614,8.39619,,,,
113.149,96.7614,8.39619,,,,
113.159,96.7614,8.39619,,,,
113.169,96.7614,8.32548,,,,
113.179,96.7614,8.32548,,,,
113.189,96.7614,8.32548,,,,
113.199,96.7614,8.32548,,,,
113.209,96.7585,8.32548,,,,
113.219,96.7585,8.32548,,,,
113.229,96.7585,8.32548,,,,
113.239,96.7585,8.32548,,,,
113.249,96.7585,8.32548,,,,
113.259,96.7585,8.32548,,,,
113.269,96.7585,8.32548,,,,
113.279,96.7585,8.32548,,,,
113.289,96.7585,8.32548,,,,
113.299,96.7585,8.32548,,,,
113.309,96.7557,8.25477,,,,
113.319,96.7557,8.25477,,,,
113.329,96.7557,8.25477,,,,
113.339,96.7557,8.25477,,,,
113.349,96.7557,8.25477,,,,
113.359,96.7557,8.25477,,,,
113.369,96.7557,8.25477,,,,
113.379,96.7557,8.25477,,,,
113.389,96.7557,8.25477,,,,
113.399,96.7557,8.25477,,,,
113.409,96.7528,8.25477,,,,
113.419,96.7528,8.25477,,,,
113.429,96.7528,8.25477,,,,
113.439,96.7528,8.25477,,,,
113.449,96.7528,8.18406,,,,
113.459,96.7528,8.18406,,,,
113.469,96.7528,8.18406,,,,
113.479,96.7528,8.18406,,,,
113.489,96.7528,8.18406,,,,
113.499,96.7528,8.18406,,,,
113.509,96.7499,8.18406,,,,
113.519,96.7499,8.18406,,,,
113.529,96.7499,8.18406,,,,
113.539,96.7499,8.18406,,,,
113.549,96.7499,8.18406,,,,
113.559,96.7499,8.18406,,,,
113.569,96.7499,8.18406,,,,
113.579,96.7499,8.18406,,,,
113.589,96.7499,8.11335,,,,
113.599,96.7499,8.11335,,,,
113.609,96.747,8.11335,,,,
113.619,96.747,8.11335,,,,
113.629,96.747,8.11335,,,,
113.639,96.747,8.11335,,,,
113.649,96.747,8.11335,,,,
113.659,96.747,8.11335,,,,
113.669,96.747,8.11335,,,,
113.679,96.747,8.11335,,,,
113.689,96.747,8.11335,,,,
113.699,96.747,8.11335,,,,
113.709,96.7442,8.11335,,,,
113.719,96.7442,8.11335,,,,
113.729,96.7442,8.04264,,,,
113.739,96.7442,8.04264,,,,
113.749,96.7442,8.04264,,,,
113.759,96.7442,8.04264,,,,
113.769,96.7442,8.04264,,,,
113.779,96.7442,8.04264,,,,
113.789,96.7442,8.04264,,,,
113.799,96.7442,8.04264,,,,
113.809,96.7413,8.04264,,,,
113.819,96.7413,8.04264,,,,
113.829,96.7413,8.04264,,,,
113.839,96.7413,8.04264,,,,
113.849,96.7413,8.04264,,,,
113.859,96.7413,8.04264,,,,
113.869,96.7413,7.97193,,,,
113.879,96.7413,7.97193,,,,
113.889,96.7413,7.97193,,,,
113.899,96.7413,7.97193,,,,
113.909,96.7384,7.97193,,,,
113.919,96.7384,7.97193,,,,
113.929,96.7384,7.97193,,,,
113.939,96.7384,7.97193,,,,
113.949,96.7384,7.97193,,,,
113.959,96.7384,7.97193,,,,
113.969,96.7384,7.97193,,,,
113.979,96.7384,7.97193,,,,
113.989,96.7384,7.97193,,,,
113.999,96.7384,7.97193,,,,
114.009,96.7355,7.92193,,,,
114.019,96.7355,7.92193,,,,
114.029,96.7355,7.92193,,,,
114.039,96.7355,7.92193,,,,
114.049,96.7355,7.92193,,,,
114.059,96.7355,7.92193,,,,
114.069,96.7355,7.85122,,,,
114.079,96.7355,7.85122,,,,
114.089,96.7355,7.85122,,,,
114.099,96.7355,7.85122,,,,
114.109,96.7326,7.85122,,,,
114.119,96.7326,7.85122,,,,
114.129,96.7326,7.85122,,,,
114.139,96.7326,7.85122,,,,
114.149,96.7326,7.85122,,,,
114.159,96.7326,7.85122,,,,
114.169,96.7326,7.85122,,,,
114.179,96.7326,7.85122,,,,
114.189,96.7326,7.85122,,,,
114.199,96.7326,7.85122,,,,
114.209,96.7298,7.78051,,,,
114.219,96.7298,7.78051,,,,
114.229,96.7298,7.78051,,,,
114.239,96.7298,7.78051,,,,
114.249,96.7298,7.78051,,,,
114.259,96.7298,7.78051,,,,
114.269,96.7298,7.78051,,,,
114.279,96.7298,7.78051,,,,
114.289,96.7298,7.78051,,,,
114.299,96.7298,7.78051,,,,
114.309,96.7269,7.78051,,,,
114.319,96.7269,7.78051,,,,
114.329,96.7269,7.78051,,,,
114.339,96.7269,7.78051,,,,
114.349,96.7269,7.7098,,,,
114.359,96.7269,7.7098,,,,
114.369,96.7269,7.7098,,,,
114.379,96.7269,7.7098,,,,
114.389,96.7269,7.7098,,,,
114.399,96.7269,7.7098,,,,
114.409,96.724,7.7098,,,,
114.419,96.724,7.7098,,,,
114.429,96.724,7.7098,,,,
114.439,96.724,7.7098,,,,
114.449,96.724,7.7098,,,,
114.459,96.724,7.7098,,,,
114.469,96.724,7.7098,,,,
114.479,96.724,7.7098,,,,
114.489,96.724,7.63909,,,,
114.499,96.724,7.63909,,,,
114.509,96.7211,7.63909,,,,
114.519,96.7211,7.63909,,,,
114.529,96.7211,7.63909,,,,
114.539,96.7211,7.63909,,,,
114.549,96.7211,7.63909,,,,
114.559,96.7211,7.63909,,,,
114.569,96.7211,7.63909,,,,
114.579,96.7211,7.63909,,,,
114.589,96.7211,7.63909,,,,
114.599,96.7211,7.63909,,,,
114.609,96.7183,7.63909,,,,
114.619,96.7183,7.63909,,,,
114.629,96.7183,7.56838,,,,
114.639,96.7183,7.56838,,,,
114.649,96.7183,7.61838,,,,
114.659,96.7183,7.61838,,,,
114.669,96.7183,7.61838,,,,
114.679,96.7183,7.61838,,,,
114.689,96.7183,7.61838,,,,
114.699,96.7183,7.61838,,,,
114.709,96.7154,7.54767,,,,
114.719,96.7154,7.54767,,,,
114.729,96.7154,7.54767,,,,
114.739,96.7154,7.54767,,,,
114.749,96.7154,7.54767,,,,
114.759,96.7154,7.54767,,,,
114.769,96.7154,7.54767,,,,
114.779,96.7154,7.54767,,,,
114.789,96.7154,7.54767,,,,
114.799,96.7154,7.54767,,,,
114.809,96.7125,7.54767,,,,
114.819,96.7125,7.54767,,,,
114.829,96.7125,7.54767,,,,
114.839,96.7125,7.54767,,,,
114.849,96.7125,7.54767,,,,
114.859,96.7125,7.54767,,,,
114.869,96.7125,7.54767,,,,
114.879,96.7125,7.54767,,,,
114.889,96.7125,7.47696,,,,
114.899,96.7125,7.47696,,,,
114.909,96.7096,7.47696,,,,
114.919,96.7096,7.47696,,,,
114.929,96.7096,7.47696,,,,
114.939,96.7096,7.47696,,,,
114.949,96.7096,7.42696,,,,
114.959,96.7096,7.42696,,,,
114.969,96.7096,7.42696,,,,
114.979,96.7096,7.42696,,,,
114.989,96.7096,7.42696,,,,
114.999,96.7096,7.42696,,,,
115.009,96.7068,7.42696,,,,
115.019,96.7068,7.42696,,,,
115.029,96.7068,7.42696,,,,
115.039,96.7068,7.42696,,,,
115.049,96.7068,7.42696,,,,
115.059,96.7068,7.42696,,,,
115.069,96.7068,7.42696,,,,
115.079,96.7068,7.42696,,,,
115.089,96.7068,7.42696,,,,
115.099,96.7068,7.42696,,,,
115.109,96.7039,7.35624,,,,
115.119,96.7039,7.35624,,,,
115.129,96.7039,7.35624,,,,
115.139,96.7039,7.35624,,,,
115.149,96.7039,7.35624,,,,
115.159,96.7039,7.35624,,,,
115.169,96.7039,7.35624,,,,
115.179,96.7039,7.35624,,,,
115.189,96.7039,7.35624,,,,
115.199,96.7039,7.35624,,,,
115.209,96.701,7.35624,,,,
115.219,96.701,7.35624,,,,
115.229,96.701,7.35624,,,,
115.239,96.701,7.35624,,,,
115.249,96.701,7.28553,,,,
115.259,96.701,7.28553,,,,
115.269,96.701,7.28553,,,,
115.279,96.701,7.28553,,,,
115.289,96.701,7.28553,,,,
115.299,96.701,7.28553,,,,
115.309,96.6981,7.28553,,,,
115.319,96.6981,7.28553,,,,
115.329,96.6981,7.28553,,,,
115.339,96.6981,7.28553,,,,
115.349,96.6981,7.28553,,,,
115.359,96.6981,7.28553,,,,
115.369,96.6981,7.28553,,,,
115.379,96.6981,7.28553,,,,
115.389,96.6981,7.21482,,,,
115.399,96.6981,7.21482,,,,
115.409,96.6953,7.21482,,,,
115.419,96.6953,7.21482,,,,
115.429,96.6953,7.21482,,,,
115.439,96.6953,7.21482,,,,
115.449,96.6953,7.21482,,,,
115.459,96.6953,7.21482,,,,
115.469,96.6953,7.21482,,,,
115.479,96.6953,7.21482,,,,
115.489,96.6953,7.21482,,,,
115.499,96.6953,7.21482,,,,
115.509,96.6924,7.21482,,,,
115.519,96.6924,7.21482,,,,
115.529,96.6924,7.21482,,,,
115.539,96.6924,7.21482,,,,
115.549,96.6924,7.14411,,,,
115.559,96.6924,7.14411,,,,
115.569,96.6924,7.14411,,,,
115.579,96.6924,7.14411,,,,
115.589,96.6924,7.14411,,,,
115.599,96.6924,7.14411,,,,
115.609,96.6895,7.14411,,,,
115.619,96.6895,7.14411,,,,
115.629,96.6895,7.14411,,,,
115.639,96.6895,7.14411,,,,
115.649,96.6895,7.14411,,,,
115.659,96.6895,7.14411,,,,
115.669,96.6895,7.14411,,,,
115.679,96.6895,7.14411,,,,
115.689,96.6895,7.14411,,,,
115.699,96.6895,7.14411,,,,
115.709,96.6866,7.0734,,,,
115.719,96.6866,7.0734,,,,
115.729,96.6866,7.0734,,,,
115.739,96.6866,7.0734,,,,
115.749,96.6866,7.0734,,,,
115.759,96.6866,7.0734,,,,
115.769,96.6866,7.0734,,,,
115.779,96.6866,7.0734,,,,
115.789,96.6866,7.0734,,,,
115.799,96.6866,7.0734,,,,
115.809,96.6838,7.0734,,,,
115.819,96.6838,7.0734,,,,
115.829,96.6838,7.0734,,,,
115.839,96.6838,7.0734,,,,
115.849,96.6838,7.00269,,,,
115.859,96.6838,7.00269,,,,
115.869,96.6838,7.00269,,,,
115.879,96.6838,7.00269,,,,
115.889,96.6838,7.00269,,,,
115.899,96.6838,7.00269,,,,
115.909,96.6809,7.00269,,,,
115.919,96.6809,7.00269,,,,
115.929,96.6809,7.00269,,,,
115.939,96.6809,7.00269,,,,
115.949,96.6809,7.00269,,,,
115.959,96.6809,7.00269,,,,
115.969,96.6809,6.95269,,,,
115.979,96.6809,6.95269,,,,
115.989,96.6809,6.95269,,,,
115.999,96.6809,6.95269,,,,
116.009,96.678,6.95269,,,,
116.019,96.678,6.95269,,,,
116.029,96.678,6.95269,,,,
116.039,96.678,6.95269,,,,
116.049,96.678,6.95269,,,,
