ElapsedTime(s),Battery(%),DistanceRemaining
9.56487,99.7154,4.37132
9.57482,99.7154,4.37132
9.58488,99.7154,4.32132
9.59507,99.7125,4.32132
9.60493,99.7125,4.32132
9.61504,99.7125,4.32132
9.62485,99.7125,4.32132
9.63489,99.7125,4.32132
9.64494,99.7125,4.32132
9.65491,99.7125,4.32132
9.66483,99.7125,4.32132
9.67483,99.7125,4.32132
9.68484,99.7125,4.27132
9.6948,99.7097,4.27132
9.70487,99.7097,4.27132
9.71487,99.7097,4.27132
9.72485,99.7097,4.27132
9.73486,99.7097,4.27132
9.74491,99.7097,4.27132
9.7549,99.7097,4.27132
9.76482,99.7097,4.27132
9.77484,99.7097,4.27132
9.78495,99.7097,4.22132
9.79488,99.7068,4.22132
9.80492,99.7068,4.22132
9.81489,99.7068,4.22132
9.82486,99.7068,4.22132
9.83499,99.7068,4.22132
9.84489,99.7068,4.22132
9.85488,99.7068,4.22132
9.86486,99.7068,4.22132
9.87483,99.7068,4.22132
9.88494,99.7068,4.17132
9.8949,99.7039,4.17132
9.90493,99.7039,4.17132
9.91485,99.7039,4.17132
9.92485,99.7039,4.17132
9.93489,99.7039,4.17132
9.94491,99.7039,4.17132
9.9549,99.7039,4.17132
9.96487,99.7039,4.17132
9.9749,99.7039,4.17132
9.98493,99.7039,4.12132
9.99491,99.701,4.12132
10.0049,99.701,4.12132
10.0148,99.701,4.12132
10.0249,99.701,4.12132
10.0349,99.701,4.12132
10.0449,99.701,4.12132
10.0549,99.701,4.12132
10.0648,99.701,4.12132
10.0748,99.701,4.12132
10.0849,99.701,4.07132
10.0949,99.6982,4.07132
10.1049,99.6982,4.07132
10.1148,99.6982,4.07132
10.1248,99.6982,4.07132
10.1349,99.6982,4.07132
10.1449,99.6982,4.07132
10.1549,99.6982,4.07132
10.1648,99.6982,4.07132
10.1747,99.6982,4.07132
10.1849,99.6982,4.07132
10.1949,99.6953,4.07132
10.2049,99.6953,4.07132
10.2148,99.6953,4.07132
10.2248,99.6953,4.07132
10.2349,99.6953,4.02132
10.2449,99.6953,4.02132
10.2548,99.6953,4.02132
10.2649,99.6953,4.02132
10.2749,99.6953,4.02132
10.2849,99.6953,4.02132
10.2949,99.6924,4.02132
10.3049,99.6924,4.02132
10.3149,99.6924,4.02132
10.325,99.6924,3.97132
10.3349,99.6924,3.97132
10.3449,99.6924,3.97132
10.3549,99.6924,3.97132
10.3648,99.6924,3.97132
10.3748,99.6924,3.97132
10.385,99.6924,3.97132
10.3949,99.6895,3.97132
10.4049,99.6895,3.97132
