ElapsedTime(s),Battery(%),DistanceRemaining
6.59441,99.8303,7.28198
6.60438,99.8274,7.28198
6.61438,99.8274,7.28198
6.62442,99.8274,7.28198
6.63453,99.8274,7.28198
6.64443,99.8274,7.28198
6.65434,99.8274,7.28198
6.66438,99.8274,7.28198
6.67438,99.8274,7.28198
6.68439,99.8274,7.28198
6.69439,99.8274,7.28198
6.70438,99.8246,7.28198
6.71439,99.8246,7.28198
6.72438,99.8246,7.28198
6.73436,99.8246,7.28198
6.74435,99.8246,7.28198
6.75436,99.8246,7.21127
6.76436,99.8246,7.21127
6.77437,99.8246,7.21127
6.78438,99.8246,7.21127
6.79446,99.8246,7.21127
6.80431,99.8217,7.21127
6.81434,99.8217,7.21127
6.82436,99.8217,7.21127
6.83436,99.8217,7.21127
6.8444,99.8217,7.21127
6.85437,99.8217,7.21127
6.86439,99.8217,7.21127
6.8744,99.8217,7.21127
6.8844,99.8217,7.21127
6.89437,99.8217,7.14056
6.90435,99.8188,7.14056
6.91433,99.8188,7.14056
6.92441,99.8188,7.14056
6.93444,99.8188,7.14056
6.94443,99.8188,7.14056
6.95438,99.8188,7.14056
6.96433,99.8188,7.14056
6.97448,99.8188,7.14056
6.98448,99.8188,7.14056
6.99442,99.8188,7.14056
7.00435,99.8159,7.14056
7.01436,99.8159,7.14056
7.02443,99.8159,7.14056
7.03442,99.8159,7.14056
7.04442,99.8159,7.14056
7.05439,99.8159,7.06985
7.06432,99.8159,7.06985
7.0744,99.8159,7.06985
7.08448,99.8159,7.06985
7.09438,99.8159,7.06985
7.10435,99.8131,7.06985
7.11435,99.8131,7.06985
7.12442,99.8131,7.06985
7.13444,99.8131,7.06985
7.14442,99.8131,7.06985
7.15436,99.8131,7.06985
7.16436,99.8131,7.06985
7.17439,99.8131,7.06985
7.18439,99.8131,7.06985
7.19444,99.8131,7.06985
7.20433,99.8102,7.06985
7.21433,99.8102,6.94914
7.22438,99.8102,6.94914
7.23439,99.8102,6.94914
7.24438,99.8102,6.94914
7.25436,99.8102,6.94914
7.26436,99.8102,6.94914
7.27438,99.8102,6.94914
7.28438,99.8102,6.94914
7.29443,99.8102,6.89914
7.30434,99.8073,6.89914
7.31434,99.8073,6.89914
7.32444,99.8073,6.89914
7.33437,99.8073,6.89914
7.34439,99.8073,6.89914
7.35436,99.8073,6.89914
7.36434,99.8073,6.89914
7.37443,99.8073,6.89914
7.38439,99.8073,6.89914
7.39441,99.8073,6.89914
7.40435,99.8044,6.89914
7.41436,99.8044,6.84914
7.4244,99.8044,6.84914
7.4344,99.8044,6.84914
7.44442,99.8044,6.84914
7.45433,99.8044,6.84914
7.46432,99.8044,6.84914
7.47445,99.8044,6.84914
7.4844,99.8044,6.84914
7.49438,99.8044,6.84914
7.50432,99.8016,6.84914
7.51433,99.8016,6.84914
7.5244,99.8016,6.84914
7.53439,99.8016,6.79914
7.54437,99.8016,6.79914
7.5545,99.8016,6.79914
7.56449,99.8016,6.79914
7.57456,99.8016,6.81985
7.58435,99.8016,6.81985
7.59438,99.8016,6.81985
7.60435,99.7987,6.81985
7.61434,99.7987,6.81985
7.62434,99.7987,6.81985
7.63434,99.7987,6.81985
7.64447,99.7987,6.81985
7.65435,99.7987,6.81985
7.66435,99.7987,6.81985
7.67439,99.7987,6.74914
7.68438,99.7987,6.74914
7.6944,99.7987,6.74914
7.70434,99.7958,6.74914
7.71433,99.7958,6.74914
7.72449,99.7958,6.74914
7.73443,99.7958,6.74914
7.74441,99.7958,6.74914
7.75435,99.7958,6.69914
7.76437,99.7958,6.69914
7.77439,99.7958,6.69914
7.78439,99.7958,6.69914
7.79443,99.7958,6.69914
7.80432,99.7929,6.69914
7.81435,99.7929,6.69914
7.82437,99.7929,6.69914
7.83441,99.7929,6.69914
7.84442,99.7929,6.69914
7.85435,99.7929,6.69914
7.86436,99.7929,6.69914
7.87438,99.7929,6.69914
7.88447,99.7929,6.69914
7.89439,99.7929,6.64914
7.90433,99.7901,6.64914
7.91438,99.7901,6.64914
7.9244,99.7901,6.64914
7.93438,99.7901,6.64914
7.94443,99.7901,6.64914
7.95437,99.7901,6.64914
7.96434,99.7901,6.64914
7.97441,99.7901,6.64914
7.98437,99.7901,6.64914
7.99435,99.7901,6.59914
8.0043,99.7872,6.59914
8.0143,99.7872,6.59914
8.02433,99.7872,6.59914
8.03434,99.7872,6.59914
8.04436,99.7872,6.59914
8.05433,99.7872,6.59914
8.06429,99.7872,6.59914
8.07437,99.7872,6.59914
8.08436,99.7872,6.59914
8.09438,99.7872,6.54914
8.10437,99.7843,6.54914
8.11436,99.7843,6.54914
8.12441,99.7843,6.54914
8.1344,99.7843,6.54914
8.14436,99.7843,6.54914
8.15435,99.7843,6.54914
8.16432,99.7843,6.54914
8.1744,99.7843,6.54914
8.18439,99.7843,6.54914
8.19438,99.7843,6.54914
8.20434,99.7814,6.54914
8.21431,99.7814,6.49914
8.2244,99.7814,6.49914
8.23437,99.7814,6.49914
8.24435,99.7814,6.49914
8.25436,99.7814,6.49914
8.26431,99.7814,6.49914
8.27449,99.7814,6.49914
8.28437,99.7814,6.49914
8.29442,99.7814,6.49914
8.30433,99.7786,6.49914
8.31435,99.7786,6.49914
8.32439,99.7786,6.49914
8.33437,99.7786,6.49914
8.34443,99.7786,6.49914
8.35438,99.7786,6.49914
8.36445,99.7786,6.49914
8.37441,99.7786,6.44914
8.38438,99.7786,6.44914
8.39439,99.7786,6.44914
8.40435,99.7757,6.44914
8.41425,99.7757,6.44914
8.42433,99.7757,6.44914
8.43435,99.7757,6.44914
8.44441,99.7757,6.44914
8.45434,99.7757,6.44914
8.46436,99.7757,6.44914
8.47443,99.7757,6.39914
8.48438,99.7757,6.39914
8.49439,99.7757,6.39914
8.50447,99.7728,6.39914
8.51438,99.7728,6.39914
8.52441,99.7728,6.39914
8.53445,99.7728,6.39914
8.54441,99.7728,6.39914
8.5543,99.7728,6.39914
8.56436,99.7728,6.39914
8.5745,99.7728,6.34914
8.5846,99.7728,6.34914
8.59442,99.7728,6.34914
8.60451,99.7699,6.36985
8.61446,99.7699,6.36985
8.62441,99.7699,6.36985
8.6344,99.7699,6.36985
8.64445,99.7699,6.36985
8.65436,99.7699,6.36985
8.66435,99.7699,6.36985
8.67438,99.7699,6.29914
8.68443,99.7699,6.29914
8.69441,99.7699,6.29914
8.70436,99.767,6.29914
8.71434,99.767,6.29914
8.72441,99.767,6.29914
8.73439,99.767,6.29914
8.7444,99.767,6.29914
8.75434,99.767,6.29914
8.76439,99.767,6.29914
8.77441,99.767,6.24914
8.78442,99.767,6.24914
8.79438,99.767,6.24914
8.80435,99.7642,6.24914
8.81432,99.7642,6.24914
8.82437,99.7642,6.24914
8.83438,99.7642,6.24914
8.84441,99.7642,6.24914
8.85434,99.7642,6.24914
8.86435,99.7642,6.24914
8.87443,99.7642,6.24914
8.88438,99.7642,6.24914
8.89437,99.7642,6.19914
8.90437,99.7613,6.19914
8.91432,99.7613,6.19914
8.92435,99.7613,6.19914
8.93443,99.7613,6.19914
8.94438,99.7613,6.19914
8.95435,99.7613,6.19914
8.96433,99.7613,6.19914
8.97443,99.7613,6.19914
8.98439,99.7613,6.19914
8.99442,99.7613,6.19914
9.0043,99.7584,6.19914
9.01432,99.7584,6.19914
9.0244,99.7584,6.19914
9.03441,99.7584,6.19914
9.04439,99.7584,6.19914
9.05434,99.7584,6.14914
9.06432,99.7584,6.14914
9.0744,99.7584,6.14914
9.08448,99.7584,6.14914
9.09441,99.7584,6.14914
9.10439,99.7555,6.14914
9.11434,99.7555,6.14914
9.12439,99.7555,6.14914
9.13436,99.7555,6.14914
9.14439,99.7555,6.14914
9.15432,99.7555,6.09914
9.16433,99.7555,6.09914
9.17435,99.7555,6.09914
9.18433,99.7555,6.09914
9.1945,99.7555,6.09914
9.20432,99.7527,6.09914
9.21431,99.7527,6.09914
9.22431,99.7527,6.09914
9.23441,99.7527,6.09914
9.24444,99.7527,6.09914
9.2543,99.7527,6.04914
9.26436,99.7527,6.04914
9.27441,99.7527,6.04914
9.2844,99.7527,6.04914
9.29439,99.7527,6.04914
9.30443,99.7498,6.04914
9.31431,99.7498,6.04914
9.32445,99.7498,6.04914
9.33439,99.7498,6.04914
9.34438,99.7498,6.04914
9.35435,99.7498,5.99914
9.36436,99.7498,5.99914
9.37441,99.7498,5.99914
9.38438,99.7498,5.99914
9.39447,99.7498,5.99914
9.40436,99.7469,5.99914
9.41435,99.7469,5.99914
9.42441,99.7469,5.99914
9.43438,99.7469,5.99914
9.44441,99.7469,5.99914
9.45435,99.7469,5.94914
9.46434,99.7469,5.94914
9.47438,99.7469,5.94914
9.48444,99.7469,5.94914
9.49439,99.7469,5.94914
9.50425,99.744,5.94914
9.51429,99.744,5.94914
9.52439,99.744,5.94914
9.53439,99.744,5.94914
9.54438,99.744,5.94914
9.55437,99.744,5.94914
9.56449,99.744,5.94914
9.57441,99.744,5.89914
9.58442,99.744,5.89914
9.59439,99.744,5.89914
9.60433,99.7412,5.89914
9.61457,99.7412,5.89914
9.62454,99.7412,5.89914
9.63451,99.7412,5.91985
9.64434,99.7412,5.91985
9.65433,99.7412,5.91985
9.66435,99.7412,5.91985
9.67434,99.7412,5.84914
9.68434,99.7412,5.84914
9.69437,99.7412,5.84914
9.70433,99.7383,5.84914
9.71437,99.7383,5.84914
9.72446,99.7383,5.84914
9.73441,99.7383,5.84914
9.7444,99.7383,5.84914
9.75435,99.7383,5.84914
9.76432,99.7383,5.84914
9.77441,99.7383,5.79914
9.78447,99.7383,5.79914
9.79439,99.7383,5.79914
9.80436,99.7354,5.79914
9.81435,99.7354,5.79914
9.82439,99.7354,5.79914
9.8344,99.7354,5.79914
9.84447,99.7354,5.79914
9.85437,99.7354,5.79914
9.86434,99.7354,5.79914
9.87439,99.7354,5.74914
9.8844,99.7354,5.74914
9.8944,99.7354,5.74914
9.90436,99.7325,5.74914
9.91435,99.7325,5.74914
9.92441,99.7325,5.74914
9.93435,99.7325,5.74914
9.94437,99.7325,5.74914
9.95444,99.7325,5.74914
9.96439,99.7325,5.74914
9.97441,99.7325,5.69914
9.9844,99.7325,5.69914
9.99443,99.7325,5.69914
10.0043,99.7297,5.69914
10.0143,99.7297,5.69914
10.0244,99.7297,5.69914
10.0344,99.7297,5.69914
10.0444,99.7297,5.69914
10.0544,99.7297,5.69914
10.0643,99.7297,5.69914
10.0744,99.7297,5.64914
10.0844,99.7297,5.64914
10.0944,99.7297,5.64914
10.1043,99.7268,5.64914
10.1144,99.7268,5.64914
10.1244,99.7268,5.64914
10.1345,99.7268,5.64914
10.1444,99.7268,5.64914
10.1544,99.7268,5.59914
10.1644,99.7268,5.59914
10.1745,99.7268,5.59914
10.1844,99.7268,5.59914
10.1944,99.7268,5.59914
10.2043,99.7239,5.59914
10.2143,99.7239,5.59914
10.2244,99.7239,5.59914
10.2344,99.7239,5.59914
10.2445,99.7239,5.59914
10.2544,99.7239,5.54914
10.2644,99.7239,5.54914
10.2745,99.7239,5.54914
10.2844,99.7239,5.54914
10.2944,99.7239,5.54914
10.3043,99.721,5.54914
10.3144,99.721,5.54914
10.3244,99.721,5.54914
10.3344,99.721,5.54914
