ElapsedTime(s),Battery(%)
316.097,90.9588
316.197,90.9559
316.297,90.953
316.397,90.9502
316.497,90.9473
316.597,90.9444
316.697,90.9415
316.797,90.9387
316.897,90.9358
316.997,90.9329
317.097,90.93
317.197,90.9271
317.297,90.9243
317.397,90.9214
317.497,90.9185
317.597,90.9156
317.697,90.9128
317.797,90.9099
317.897,90.907
317.997,90.9041
318.097,90.9013
318.197,90.8984
318.297,90.8955
318.397,90.8926
318.497,90.8898
318.597,90.8869
318.697,90.884
318.797,90.8811
318.897,90.8783
318.997,90.8754
319.097,90.8725
319.197,90.8696
319.297,90.8667
319.397,90.8639
319.497,90.861
319.597,90.8581
319.697,90.8552
319.797,90.8524
319.897,90.8495
319.997,90.8466
320.097,90.8437
320.197,90.8409
320.297,90.838
320.397,90.8351
320.497,90.8322
320.597,90.8294
320.697,90.8265
320.797,90.8236
320.897,90.8207
320.997,90.8179
321.097,90.815
321.197,90.8121
321.297,90.8092
321.397,90.8064
321.497,90.8035
321.597,90.8006
321.697,90.7977
321.797,90.7949
321.897,90.792
321.997,90.7891
322.097,90.7862
322.197,90.7834
322.297,90.7805
322.397,90.7776
322.497,90.7747
322.597,90.7718
322.697,90.769
322.797,90.7661
322.897,90.7632
322.997,90.7603
323.097,90.7575
323.197,90.7546
323.297,90.7517
323.397,90.7488
323.497,90.746
323.597,90.7431
323.697,90.7402
323.797,90.7373
323.897,90.7345
323.997,90.7316
324.097,90.7287
324.197,90.7258
324.297,90.723
324.397,90.7201
324.497,90.7172
324.597,90.7143
324.697,90.7114
324.797,90.7086
324.897,90.7057
324.997,90.7028
325.097,90.6999
325.197,90.6971
325.297,90.6942
325.397,90.6913
325.497,90.6884
325.597,90.6856
325.697,90.6827
325.797,90.6798
325.897,90.6769
325.997,90.6741
326.097,90.6712
326.197,90.6683
326.297,90.6654
326.397,90.6626
326.497,90.6597
326.597,90.6568
326.697,90.6539
326.797,90.6511
326.897,90.6482
326.997,90.6453
327.097,90.6424
327.197,90.6396
327.297,90.6367
327.397,90.6338
327.497,90.6309
327.597,90.6281
327.697,90.6252
327.797,90.6223
327.897,90.6194
327.997,90.6165
328.097,90.6137
328.197,90.6108
328.297,90.6079
328.397,90.605
328.497,90.6022
328.597,90.5993
328.697,90.5964
328.797,90.5935
328.897,90.5907
328.997,90.5878
329.097,90.5849
329.197,90.582
329.297,90.5792
329.397,90.5763
329.497,90.5734
329.597,90.5705
329.697,90.5677
329.797,90.5648
329.897,90.5619
329.997,90.559
330.097,90.5561
330.197,90.5533
330.297,90.5504
330.397,90.5475
330.497,90.5446
330.597,90.5418
330.697,90.5389
330.797,90.536
330.897,90.5331
330.997,90.5303
331.097,90.5274
331.197,90.5245
331.297,90.5216
331.397,90.5188
331.497,90.5159
331.597,90.513
331.697,90.5101
331.797,90.5073
331.897,90.5044
331.997,90.5015
332.097,90.4986
332.197,90.4958
332.297,90.4929
332.397,90.49
332.497,90.4871
332.597,90.4843
332.697,90.4814
332.797,90.4785
332.897,90.4756
332.997,90.4728
333.097,90.4699
333.197,90.467
333.297,90.4641
333.397,90.4612
333.497,90.4584
333.597,90.4555
333.697,90.4526
333.797,90.4497
333.897,90.4469
333.997,90.444
334.097,90.4411
334.197,90.4382
334.297,90.4354
334.397,90.4325
334.497,90.4296
334.597,90.4267
334.697,90.4239
334.797,90.421
334.897,90.4181
334.997,90.4152
335.097,90.4124
335.197,90.4095
335.297,90.4066
335.397,90.4037
335.497,90.4009
335.597,90.398
335.697,90.3951
335.797,90.3922
335.897,90.3893
335.997,90.3865
336.097,90.3836
336.197,90.3807
336.297,90.3778
336.397,90.375
336.497,90.3721
336.597,90.3692
336.697,90.3663
336.797,90.3635
336.897,90.3606
336.997,90.3577
337.097,90.3548
337.197,90.352
337.297,90.3491
337.397,90.3462
337.497,90.3433
337.597,90.3405
337.697,90.3376
337.797,90.3347
337.897,90.332
337.997,90.3291
338.097,90.3262
338.197,90.3233
338.297,90.3205
338.397,90.3174
338.497,90.3147
338.597,90.3118
338.697,90.309
338.797,90.3061
338.897,90.3032
338.997,90.3003
339.097,90.2975
339.197,90.2946
339.297,90.2917
339.397,90.2888
339.497,90.286
339.597,90.2831
339.697,90.2802
339.797,90.2773
339.897,90.2745
339.997,90.2716
340.097,90.2687
340.197,90.2658
340.297,90.2629
340.397,90.2601
340.497,90.2572
340.597,90.2543
340.697,90.2514
340.797,90.2486
340.897,90.2457
340.997,90.2428
341.097,90.2399
341.197,90.2371
341.297,90.2342
341.397,90.2313
341.497,90.2284
341.597,90.2256
341.697,90.2227
341.797,90.2198
341.897,90.2169
341.997,90.2141
342.097,90.2112
342.197,90.2083
342.297,90.2054
342.397,90.2026
342.497,90.1997
342.597,90.1968
342.697,90.1939
342.797,90.1911
342.897,90.1882
342.997,90.1853
343.097,90.1824
343.197,90.1795
343.297,90.1767
343.397,90.1738
343.497,90.1709
343.597,90.168
343.697,90.1652
343.797,90.1623
343.897,90.1594
343.997,90.1565
344.097,90.1537
344.197,90.1508
344.297,90.1479
344.397,90.145
344.497,90.1422
344.597,90.1393
344.697,90.1364
344.797,90.1335
344.897,90.1307
344.997,90.1278
345.097,90.1249
345.197,90.122
345.297,90.1191
345.397,90.1163
345.497,90.1134
345.597,90.1105
345.697,90.1076
345.797,90.1048
345.897,90.1019
345.997,90.099
346.097,90.0961
346.197,90.0933
346.297,90.0904
346.397,90.0875
346.497,90.0846
346.597,90.0818
346.697,90.0789
346.797,90.076
346.897,90.0731
346.997,90.0703
347.097,90.0674
347.197,90.0645
347.297,90.0616
347.397,90.0588
347.497,90.0559
347.597,90.053
347.697,90.0501
347.797,90.0473
347.897,90.0444
347.997,90.0415
348.097,90.0386
348.197,90.0358
348.297,90.0329
348.397,90.03
348.497,90.0271
348.597,90.0242
348.697,90.0214
348.797,90.0185
348.897,90.0156
348.997,90.0127
349.097,90.0099
349.197,90.007
349.297,90.0041
349.397,90.0012
349.497,89.9984
349.597,89.9955
349.697,89.9926
349.797,89.9897
349.897,89.9869
349.997,89.984
350.097,89.9811
350.197,89.9782
350.297,89.9754
350.397,89.9725
350.497,89.9696
350.597,89.9667
350.697,89.9638
350.797,89.961
350.897,89.9581
350.997,89.9552
351.097,89.9523
351.197,89.9495
351.297,89.9466
351.397,89.9437
351.497,89.9408
351.597,89.938
351.697,89.9351
351.797,89.9322
351.897,89.9293
351.997,89.9265
352.097,89.9236
352.197,89.9207
352.297,89.9178
352.397,89.915
352.497,89.9121
352.597,89.9092
352.697,89.9063
352.797,89.9035
352.897,89.9006
352.997,89.8977
353.097,89.8948
353.197,89.892
353.297,89.8891
353.397,89.8862
353.497,89.8833
353.597,89.8805
353.697,89.8776
353.797,89.8747
353.897,89.8718
353.997,89.869
354.097,89.8661
354.197,89.8632
354.297,89.8603
354.397,89.8574
354.497,89.8546
354.597,89.8517
354.697,89.8488
354.797,89.8459
354.897,89.8431
354.997,89.8402
355.097,89.8373
355.197,89.8344
355.297,89.8316
355.397,89.8287
355.497,89.8258
355.597,89.8229
355.697,89.8201
355.797,89.8172
355.897,89.8143
355.997,89.8114
356.097,89.8086
356.197,89.8057
356.297,89.8028
356.397,89.7999
356.497,89.797
356.597,89.7942
356.697,89.7913
356.797,89.7884
356.897,89.7855
356.997,89.7827
357.097,89.7798
357.197,89.7769
357.297,89.774
357.397,89.7712
357.497,89.7683
357.597,89.7654
357.697,89.7625
357.797,89.7597
357.897,89.7568
357.997,89.7539
358.097,89.751
358.197,89.7482
358.297,89.7453
358.397,89.7424
358.497,89.7395
358.597,89.7367
358.697,89.7338
358.797,89.7309
358.897,89.728
358.997,89.7251
359.097,89.7223
359.197,89.7194
359.297,89.7165
359.397,89.7136
359.497,89.7108
359.597,89.7079
359.697,89.705
359.797,89.7021
359.897,89.6993
359.997,89.6964
360.097,89.6935
360.197,89.6906
360.297,89.6878
360.397,89.6849
360.497,89.682
360.597,89.6791
360.697,89.6763
360.797,89.6734
360.897,89.6705
360.997,89.6676
361.097,89.6648
361.197,89.6619
361.297,89.659
361.397,89.6561
361.497,89.6533
361.597,89.6504
361.697,89.6475
361.797,89.6446
361.897,89.6417
361.997,89.6389
362.097,89.636
362.197,89.6331
362.297,89.6302
362.397,89.6274
362.497,89.6245
362.597,89.6216
362.697,89.6187
362.797,89.6159
362.897,89.613
362.997,89.6101
363.097,89.6072
363.197,89.6044
363.297,89.6015
363.397,89.5986
363.497,89.5957
363.597,89.5929
363.697,89.59
363.797,89.5871
363.897,89.5842
363.997,89.5813
364.097,89.5785
364.197,89.5756
364.297,89.5727
364.397,89.5698
364.497,89.567
364.597,89.5641
364.697,89.5612
364.797,89.5583
364.897,89.5555
364.997,89.5526
365.097,89.5497
365.197,89.5468
365.297,89.544
365.397,89.5411
365.497,89.5382
365.597,89.5353
365.697,89.5326
365.797,89.5297
365.897,89.5268
365.997,89.524
366.097,89.5211
366.197,89.5182
366.297,89.5153
366.397,89.5125
366.497,89.5096
366.597,89.5067
366.697,89.5038
366.797,89.501
366.897,89.4981
366.997,89.4952
367.097,89.4923
367.197,89.4895
367.297,89.4866
367.397,89.4837
367.497,89.4808
367.597,89.478
367.697,89.4751
367.797,89.4722
367.897,89.4693
367.997,89.4665
368.097,89.4636
368.197,89.4607
368.297,89.4578
368.397,89.455
368.497,89.4521
368.597,89.4492
368.697,89.4463
368.797,89.4435
368.897,89.4406
368.997,89.4377
369.097,89.4348
369.197,89.4319
369.297,89.4291
369.397,89.4262
369.497,89.4233
369.597,89.4204
369.697,89.4176
369.797,89.4147
369.897,89.4118
369.997,89.4089
370.097,89.4061
370.197,89.4032
370.297,89.4003
370.397,89.3974
370.497,89.3946
370.597,89.3917
370.697,89.3888
370.797,89.3859
370.897,89.3831
370.997,89.3802
371.097,89.3773
371.197,89.3744
371.297,89.3716
371.397,89.3687
371.497,89.3658
371.597,89.3629
371.697,89.36
371.797,89.3572
371.897,89.3543
371.997,89.3514
372.097,89.3485
372.197,89.3457
372.297,89.3428
372.397,89.3399
372.497,89.337
372.597,89.3342
372.697,89.3313
372.797,89.3284
372.897,89.3255
372.997,89.3227
373.097,89.3198
373.197,89.3169
373.297,89.314
373.397,89.3112
373.497,89.3083
373.597,89.3054
373.697,89.3025
373.797,89.2997
373.897,89.2968
373.997,89.2939
374.097,89.291
374.197,89.2882
374.297,89.2853
374.397,89.2824
374.497,89.2795
374.597,89.2767
374.697,89.2738
374.797,89.2709
374.897,89.268
374.997,89.2651
375.097,89.2623
375.197,89.2594
375.297,89.2565
375.397,89.2536
375.497,89.2508
375.597,89.2479
375.697,89.245
375.797,89.2421
375.897,89.2393
375.997,89.2364
376.097,89.2335
376.197,89.2306
376.297,89.2278
376.397,89.2249
376.497,89.222
376.597,89.2191
376.697,89.2163
376.797,89.2134
376.897,89.2105
376.997,89.2076
377.097,89.2047
377.197,89.2019
377.297,89.199
377.397,89.1961
377.497,89.1932
377.597,89.1904
377.697,89.1875
377.797,89.1846
377.897,89.1817
377.997,89.1789
378.097,89.176
378.197,89.1731
378.297,89.1702
378.397,89.1674
378.497,89.1645
378.597,89.1616
378.697,89.1587
378.797,89.1559
378.897,89.153
378.997,89.1501
379.097,89.1472
379.197,89.1444
379.297,89.1415
379.397,89.1386
379.497,89.1357
379.597,89.1329
379.697,89.13
379.797,89.1271
379.897,89.1242
379.997,89.1214
380.097,89.1185
380.197,89.1156
380.297,89.1127
380.397,89.1098
380.497,89.107
380.597,89.1041
380.697,89.1012
380.797,89.0983
380.897,89.0955
380.997,89.0926
381.097,89.0897
381.197,89.0868
381.297,89.084
381.397,89.0811
381.497,89.0782
381.597,89.0753
381.697,89.0725
381.797,89.0696
381.897,89.0667
381.997,89.0638
382.097,89.061
382.197,89.0581
382.297,89.0552
382.397,89.0523
382.497,89.0494
382.597,89.0466
382.697,89.0437
382.797,89.0408
382.897,89.0379
382.997,89.0351
383.097,89.0322
383.197,89.0293
383.297,89.0264
383.397,89.0236
383.497,89.0207
383.597,89.0178
383.697,89.0149
383.797,89.0121
383.897,89.0092
383.997,89.0063
384.097,89.0034
384.197,89.0006
384.297,88.9977
384.397,88.9948
384.497,88.9919
384.597,88.989
384.697,88.9862
384.797,88.9833
384.897,88.9804
384.997,88.9775
385.097,88.9747
385.197,88.9718
385.297,88.9689
385.397,88.966
385.497,88.9632
385.597,88.9603
385.697,88.9574
385.797,88.9545
385.897,88.9517
385.997,88.9488
386.097,88.9459
386.197,88.943
386.297,88.9402
386.397,88.9373
386.497,88.9344
386.597,88.9315
386.697,88.9287
386.797,88.9258
386.897,88.9229
386.997,88.92
387.097,88.9172
387.197,88.9143
387.297,88.9114
387.397,88.9085
387.497,88.9057
387.597,88.9028
387.697,88.8999
387.797,88.897
387.897,88.8942
387.997,88.8913
388.097,88.8884
388.197,88.8855
388.297,88.8826
388.397,88.8798
388.497,88.8769
388.597,88.874
388.697,88.8711
388.797,88.8683
388.897,88.8654
388.997,88.8625
389.097,88.8596
389.197,88.8568
389.297,88.8539
389.397,88.851
389.497,88.8481
389.597,88.8453
389.697,88.8424
389.797,88.8395
389.897,88.8366
389.997,88.8338
390.097,88.8309
390.197,88.828
390.297,88.8251
390.397,88.8222
390.497,88.8194
390.597,88.8165
390.697,88.8136
390.797,88.8107
390.897,88.8079
390.997,88.805
391.097,88.8021
391.197,88.7992
391.297,88.7964
391.397,88.7935
391.497,88.7906
391.597,88.7877
391.697,88.7849
391.797,88.782
391.897,88.7791
391.997,88.7762
392.097,88.7734
392.197,88.7705
392.297,88.7676
392.397,88.7647
392.497,88.7619
392.597,88.759
392.697,88.7561
392.797,88.7532
392.897,88.7504
392.997,88.7475
393.097,88.7447
393.197,88.7419
393.297,88.739
393.397,88.7361
393.497,88.7332
393.597,88.7304
393.697,88.7275
393.797,88.7246
393.897,88.7217
393.997,88.7189
394.097,88.716
394.197,88.7131
394.297,88.7102
394.397,88.7074
394.497,88.7045
394.597,88.7016
394.697,88.6987
394.797,88.6959
394.897,88.693
394.997,88.6901
395.097,88.6872
395.197,88.6844
395.297,88.6815
395.397,88.6786
395.497,88.6757
395.597,88.6728
395.697,88.67
395.797,88.6671
395.897,88.6642
395.997,88.6613
396.097,88.6585
396.197,88.6556
396.297,88.6527
396.397,88.6498
396.497,88.647
396.597,88.6441
396.697,88.6412
396.797,88.6383
396.897,88.6355
396.997,88.6326
397.097,88.6297
397.197,88.6268
397.297,88.624
397.397,88.6211
397.497,88.6182
397.597,88.6153
397.697,88.6124
397.797,88.6096
397.897,88.6067
397.997,88.6038
398.097,88.6009
398.197,88.5981
398.297,88.5952
398.397,88.5923
398.497,88.5894
398.597,88.5866
398.697,88.5837
398.797,88.5808
398.897,88.5779
398.997,88.5751
399.097,88.5722
399.197,88.5693
399.297,88.5664
399.397,88.5636
399.497,88.5607
399.597,88.5578
399.697,88.5549
399.797,88.5521
399.897,88.5492
399.997,88.5463
400.097,88.5434
400.197,88.5406
400.297,88.5377
400.397,88.5348
400.497,88.5319
400.597,88.5291
400.697,88.5262
400.797,88.5233
400.897,88.5204
400.997,88.5175
401.097,88.5147
401.197,88.5118
401.297,88.5089
401.397,88.506
401.497,88.5032
401.597,88.5003
401.697,88.4974
401.797,88.4945
401.897,88.4917
401.997,88.4888
402.097,88.4859
402.197,88.483
402.297,88.4802
402.397,88.4773
402.497,88.4744
402.597,88.4715
402.697,88.4687
402.797,88.4658
402.897,88.4629
402.997,88.46
403.097,88.4571
403.197,88.4543
403.297,88.4514
403.397,88.4485
403.497,88.4456
403.597,88.4428
403.697,88.4399
403.797,88.437
403.897,88.4341
403.997,88.4313
404.097,88.4284
404.197,88.4255
404.297,88.4226
404.397,88.4198
404.497,88.4169
404.597,88.414
404.697,88.4111
404.797,88.4083
404.897,88.4054
404.997,88.4025
405.097,88.3996
405.197,88.3968
405.297,88.3939
405.397,88.391
405.497,88.3881
405.597,88.3852
405.697,88.3824
405.797,88.3795
405.897,88.3766
405.997,88.3737
406.097,88.3709
406.197,88.368
406.297,88.3651
406.397,88.3622
406.497,88.3594
406.597,88.3565
406.697,88.3536
406.797,88.3507
406.897,88.3479
406.997,88.345
407.097,88.3421
407.197,88.3392
407.297,88.3364
407.397,88.3335
407.497,88.3306
407.597,88.3277
407.697,88.3249
407.797,88.322
407.897,88.3191
407.997,88.3162
408.097,88.3134
408.197,88.3105
408.297,88.3076
408.397,88.3047
408.497,88.3019
408.597,88.299
408.697,88.2961
408.797,88.2932
408.897,88.2903
408.997,88.2875
409.097,88.2846
409.197,88.2817
409.297,88.2788
409.397,88.276
409.497,88.2731
409.597,88.2702
409.697,88.2673
409.797,88.2645
409.897,88.2616
409.997,88.2587
410.097,88.2558
410.197,88.253
410.297,88.2501
410.397,88.2472
410.497,88.2443
410.597,88.2415
410.697,88.2386
410.797,88.2357
410.897,88.2328
410.997,88.2299
411.097,88.2271
411.197,88.2242
411.297,88.2213
411.397,88.2184
411.497,88.2156
411.597,88.2127
411.697,88.2098
411.797,88.2069
411.897,88.2041
411.997,88.2012
412.097,88.1983
412.197,88.1954
412.297,88.1926
412.397,88.1897
412.497,88.1868
412.597,88.1839
412.697,88.1811
412.797,88.1782
412.897,88.1753
412.997,88.1724
413.097,88.1696
413.197,88.1667
413.297,88.1638
413.397,88.1609
413.497,88.1581
413.597,88.1552
413.697,88.1523
413.797,88.1494
413.897,88.1466
413.997,88.1437
414.097,88.1408
414.197,88.1379
414.297,88.135
414.397,88.1322
414.497,88.1293
414.597,88.1264
414.697,88.1235
414.797,88.1207
414.897,88.1178
414.997,88.1149
415.097,88.112
415.197,88.1092
415.297,88.1063
415.397,88.1034
415.497,88.1005
415.597,88.0977
415.697,88.0948
415.797,88.0919
415.897,88.089
415.997,88.0862
416.097,88.0833
416.197,88.0804
416.297,88.0775
416.397,88.0746
416.497,88.0718
416.597,88.0689
416.697,88.066
416.797,88.0631
416.897,88.0603
416.997,88.0574
417.097,88.0545
417.197,88.0516
417.297,88.0488
417.397,88.0459
417.497,88.043
417.597,88.0401
417.697,88.0373
417.797,88.0344
417.897,88.0315
417.997,88.0286
418.097,88.0258
418.197,88.0229
418.297,88.02
418.397,88.0171
418.497,88.0143
418.597,88.0114
418.697,88.0085
418.797,88.0056
418.897,88.0028
418.997,87.9999
419.097,87.997
419.197,87.9941
419.297,87.9913
419.397,87.9884
419.497,87.9855
419.597,87.9826
419.697,87.9797
419.797,87.9769
419.897,87.974
419.997,87.9713
420.097,87.9684
420.197,87.9655
420.297,87.9626
420.397,87.9598
420.497,87.9569
420.597,87.954
420.697,87.9511
420.797,87.9483
420.897,87.9454
420.997,87.9425
421.097,87.9396
421.197,87.9368
421.297,87.9339
421.397,87.931
421.497,87.9281
421.597,87.9252
421.697,87.9224
421.797,87.9195
421.897,87.9166
421.997,87.9137
422.097,87.9109
422.197,87.908
422.297,87.9051
422.397,87.9022
422.497,87.8994
422.597,87.8965
422.697,87.8936
422.797,87.8907
422.897,87.8879
422.997,87.885
423.097,87.8821
423.197,87.8792
423.297,87.8764
423.397,87.8735
423.497,87.8706
423.597,87.8677
423.697,87.8649
423.797,87.862
423.897,87.8591
423.997,87.8562
424.097,87.8533
424.197,87.8505
424.297,87.8476
424.397,87.8447
424.497,87.8418
424.597,87.839
424.697,87.8361
424.797,87.8332
424.897,87.8303
424.997,87.8275
425.097,87.8246
425.197,87.8217
425.297,87.8188
425.397,87.816
425.497,87.8131
425.597,87.8102
425.697,87.8073
425.797,87.8045
425.897,87.8016
425.997,87.7987
426.097,87.7958
426.197,87.793
426.297,87.7901
426.397,87.7872
426.497,87.7843
426.597,87.7815
426.697,87.7786
426.797,87.7757
426.897,87.7728
426.997,87.7699
427.097,87.7671
427.197,87.7642
427.297,87.7613
427.397,87.7584
427.497,87.7556
427.597,87.7527
427.697,87.7498
427.797,87.7469
427.897,87.7441
427.997,87.7412
428.097,87.7383
428.197,87.7354
428.297,87.7326
428.397,87.7297
428.497,87.7268
428.597,87.7239
428.697,87.7211
428.797,87.7182
428.897,87.7153
428.997,87.7124
429.097,87.7096
429.197,87.7067
429.297,87.7038
429.397,87.7009
429.497,87.698
429.597,87.6952
429.697,87.6923
429.797,87.6894
429.897,87.6865
429.997,87.6837
430.097,87.6808
430.197,87.6779
430.297,87.675
430.397,87.6722
430.497,87.6693
430.597,87.6664
430.697,87.6635
430.797,87.6607
430.897,87.6578
430.997,87.6549
431.097,87.652
431.197,87.6492
431.297,87.6463
431.397,87.6434
431.497,87.6405
431.597,87.6376
431.697,87.6348
431.797,87.6319
431.897,87.629
431.997,87.6261
432.097,87.6233
432.197,87.6204
432.297,87.6175
432.397,87.6146
432.497,87.6118
432.597,87.6089
432.697,87.606
432.797,87.6031
432.897,87.6003
432.997,87.5974
433.097,87.5945
433.197,87.5916
433.297,87.5888
433.397,87.5859
433.497,87.583
433.597,87.5801
433.697,87.5773
433.797,87.5744
433.897,87.5715
433.997,87.5686
434.097,87.5658
434.197,87.5629
434.297,87.56
434.397,87.5571
434.497,87.5543
434.597,87.5514
434.697,87.5485
434.797,87.5456
434.897,87.5427
434.997,87.5399
435.097,87.537
435.197,87.5341
435.297,87.5312
435.397,87.5284
435.497,87.5255
435.597,87.5226
435.697,87.5197
435.797,87.5169
435.897,87.514
435.997,87.5111
436.097,87.5082
436.197,87.5054
436.297,87.5025
436.397,87.4996
436.497,87.4967
436.597,87.4939
436.697,87.491
436.797,87.4881
436.897,87.4852
436.997,87.4823
437.097,87.4795
437.197,87.4766
437.297,87.4737
437.397,87.4708
437.497,87.468
437.597,87.4651
437.697,87.4622
437.797,87.4593
437.897,87.4565
437.997,87.4536
438.097,87.4507
438.197,87.4478
438.297,87.445
438.397,87.4421
438.497,87.4392
438.597,87.4363
438.697,87.4335
438.797,87.4306
438.897,87.4277
438.997,87.4248
439.097,87.422
439.197,87.4191
439.297,87.4162
439.397,87.4133
439.497,87.4105
439.597,87.4076
439.697,87.4047
439.797,87.4018
439.897,87.399
439.997,87.3961
440.097,87.3932
440.197,87.3903
440.297,87.3874
440.397,87.3846
440.497,87.3817
440.597,87.3788
440.697,87.3759
440.797,87.3731
440.897,87.3702
440.997,87.3673
441.097,87.3644
441.197,87.3616
441.297,87.3587
441.397,87.3558
441.497,87.3529
441.597,87.3501
441.697,87.3472
441.797,87.3443
441.897,87.3414
441.997,87.3386
442.097,87.3357
442.197,87.3328
442.297,87.3299
442.397,87.3271
442.497,87.3242
442.597,87.3213
442.697,87.3184
442.797,87.3155
442.897,87.3127
442.997,87.3098
443.097,87.3069
443.197,87.304
443.297,87.3012
443.397,87.2983
443.497,87.2954
443.597,87.2925
443.697,87.2897
443.797,87.2868
443.897,87.2839
443.997,87.281
444.097,87.2782
444.197,87.2753
444.297,87.2724
444.397,87.2695
444.497,87.2667
444.597,87.2638
444.697,87.2609
444.797,87.258
444.897,87.2552
444.997,87.2523
445.097,87.2494
445.197,87.2465
445.297,87.2437
445.397,87.2408
445.497,87.2379
445.597,87.235
445.697,87.2321
445.797,87.2293
445.897,87.2264
445.997,87.2235
446.097,87.2206
446.197,87.2178
446.297,87.2149
446.397,87.212
446.497,87.2091
446.597,87.2063
446.697,87.2034
446.797,87.2005
446.897,87.1976
446.997,87.1948
447.097,87.1919
447.197,87.189
447.297,87.1861
447.397,87.1833
447.497,87.1804
447.597,87.1775
447.697,87.1746
447.797,87.1718
447.897,87.1689
447.997,87.166
448.097,87.1633
448.197,87.1604
448.297,87.1575
448.397,87.1546
448.497,87.1518
448.597,87.1489
448.697,87.146
448.797,87.1431
448.897,87.1403
448.997,87.1374
449.097,87.1345
449.197,87.1316
449.297,87.1288
449.397,87.1259
449.497,87.123
449.597,87.1201
449.697,87.1173
449.797,87.1144
449.897,87.1115
449.997,87.1086
450.097,87.1057
450.197,87.1029
450.297,87.1
450.397,87.0971
450.497,87.0942
450.597,87.0914
450.697,87.0885
450.797,87.0856
450.897,87.0827
450.997,87.0799
451.097,87.077
451.197,87.0741
451.297,87.0712
451.397,87.0684
451.497,87.0655
451.597,87.0626
451.697,87.0597
451.797,87.0569
451.897,87.054
451.997,87.0511
452.097,87.0482
452.197,87.0454
452.297,87.0425
452.397,87.0396
452.497,87.0367
452.597,87.0338
452.697,87.031
452.797,87.0281
452.897,87.0252
452.997,87.0223
453.097,87.0195
453.197,87.0166
453.297,87.0137
453.397,87.0108
453.497,87.008
453.597,87.0051
453.697,87.0022
453.797,86.9993
453.897,86.9965
453.997,86.9936
454.097,86.9907
454.197,86.9878
454.297,86.985
454.397,86.9821
454.497,86.9792
454.597,86.9763
454.697,86.9735
454.797,86.9706
454.897,86.9677
454.997,86.9648
455.097,86.962
455.197,86.9591
455.297,86.9562
455.397,86.9533
455.497,86.9504
455.597,86.9476
455.697,86.9447
455.797,86.9418
455.897,86.9389
455.997,86.9361
456.097,86.9332
456.197,86.9303
456.297,86.9274
456.397,86.9246
456.497,86.9217
456.597,86.9188
456.697,86.9159
456.797,86.9131
456.897,86.9102
456.997,86.9073
457.097,86.9044
457.197,86.9016
457.297,86.8987
457.397,86.8958
457.497,86.8929
457.597,86.89
457.697,86.8872
457.797,86.8843
457.897,86.8814
457.997,86.8785
458.097,86.8757
458.197,86.8728
458.297,86.8699
458.397,86.867
458.497,86.8642
458.597,86.8613
458.697,86.8584
458.797,86.8555
458.897,86.8527
458.997,86.8498
459.097,86.8469
459.197,86.844
459.297,86.8412
459.397,86.8383
459.497,86.8354
459.597,86.8325
459.697,86.8297
459.797,86.8268
459.897,86.8239
459.997,86.821
460.097,86.8182
460.197,86.8153
460.297,86.8124
460.397,86.8095
460.497,86.8067
460.597,86.8038
460.697,86.8009
460.797,86.798
460.897,86.7952
460.997,86.7923
461.097,86.7894
461.197,86.7865
461.297,86.7836
461.397,86.7808
461.497,86.7779
461.597,86.775
461.697,86.7721
461.797,86.7693
461.897,86.7664
461.997,86.7635
462.097,86.7606
462.197,86.7578
462.297,86.7549
462.397,86.752
462.497,86.7491
462.597,86.7463
462.697,86.7434
462.797,86.7405
462.897,86.7376
462.997,86.7348
463.097,86.7319
463.197,86.729
463.297,86.7261
463.397,86.7232
463.497,86.7204
463.597,86.7175
463.697,86.7146
463.797,86.7117
463.897,86.7089
463.997,86.706
464.097,86.7031
464.197,86.7002
464.297,86.6974
464.397,86.6945
464.497,86.6916
464.597,86.6887
464.697,86.6859
464.797,86.683
464.897,86.6801
464.997,86.6772
465.097,86.6744
465.197,86.6715
465.297,86.6686
465.397,86.6657
465.497,86.6629
465.597,86.66
465.697,86.6571
465.797,86.6542
465.897,86.6514
465.997,86.6485
466.097,86.6456
466.197,86.6427
466.297,86.6399
466.397,86.637
466.497,86.6341
466.597,86.6312
466.697,86.6283
466.797,86.6255
466.897,86.6226
466.997,86.6197
467.097,86.6168
467.197,86.614
467.297,86.6111
467.397,86.6082
467.497,86.6053
467.597,86.6025
467.697,86.5996
467.797,86.5967
467.897,86.5938
467.997,86.591
468.097,86.5881
468.197,86.5852
468.297,86.5823
468.397,86.5795
468.497,86.5766
468.597,86.5737
468.697,86.5708
468.797,86.5679
468.897,86.5651
468.997,86.5622
469.097,86.5593
469.197,86.5564
469.297,86.5536
469.397,86.5507
469.497,86.5478
469.597,86.5449
469.697,86.5421
469.797,86.5392
469.897,86.5363
469.997,86.5334
470.097,86.5306
470.197,86.5277
470.297,86.5248
470.397,86.5219
470.497,86.5191
470.597,86.5162
470.697,86.5133
470.797,86.5104
470.897,86.5076
470.997,86.5047
471.097,86.5018
471.197,86.4989
471.297,86.496
471.397,86.4932
471.497,86.4903
471.597,86.4874
471.697,86.4845
471.797,86.4817
471.897,86.4788
471.997,86.4759
472.097,86.473
472.197,86.4702
472.297,86.4673
472.397,86.4644
472.497,86.4615
472.597,86.4587
472.697,86.4558
472.797,86.4529
472.897,86.45
472.997,86.4472
473.097,86.4443
