第0世代
f1,f2,first_soc,front
127.969,11.5722,100,0
time
26.84,52.4906,97.4202
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第1世代
f1,f2,first_soc,front
130.353,11.5702,100,0
time
29.56,54.2092,101.332
soc
67,77,68
f1,f2,first_soc,front
119.941,19.8597,100,0
time
6.44,39.6447,63.4383,80.9158,97.5773
soc
94,77,67,49,47
第2世代
f1,f2,first_soc,front
132.05,11.5659,100,0
time
28.2,54.1876,100.495
soc
72,75,69
f1,f2,first_soc,front
119.781,20.1634,100,0
time
9.16,40.7088,65.8358,81.9482,97.4178
soc
89,77,67,49,47
第3世代
f1,f2,first_soc,front
125.975,18.6712,100,0
time
28.2,53.6825,99.9625
soc
71,85,66
f1,f2,first_soc,front
120.321,25.524,100,0
time
10.52,41.4071,66.5384,80.9762,96.5974
soc
90,77,62,49,47
第4世代
f1,f2,first_soc,front
131.545,23.1192,100,0
time
28.2,52.6724,94.9396
soc
69,64,68
f1,f2,first_soc,front
121.347,28.7249,100,0
time
10.52,40.728,66.5503,79.4637,96.7594
soc
92,77,60,52,47
第5世代
f1,f2,first_soc,front
130.358,11.5659,100,0
time
28.2,52.8276,98.9584
soc
72,77,68
f1,f2,first_soc,front
113.24,29.3477,100,0
time
10.52,41.7467,67.2149,81.8259,97.2739
soc
89,77,62,49,34
第6世代
f1,f2,first_soc,front
127.474,11.5659,100,0
time
28.2,53.0223,98.6172
soc
67,77,67
f1,f2,first_soc,front
120.69,32.7745,100,0
time
10.52,41.4088,66.3941,81.0045,96.9402
soc
94,77,61,53,46
第7世代
f1,f2,first_soc,front
131.873,11.5659,100,0
time
28.2,52.3225,98.9584
soc
71,77,71
f1,f2,first_soc,front
120.639,25.524,100,0
time
10.52,41.4071,67.8984,81.5029,96.4192
soc
90,77,58,49,50
第8世代
f1,f2,first_soc,front
130.358,11.5659,100,0
time
28.2,52.8276,98.9584
soc
72,77,68
f1,f2,first_soc,front
114.25,28.1927,100,0
time
10.52,41.7467,67.2149,81.8259,97.2739
soc
89,77,62,49,36
第9世代
f1,f2,first_soc,front
129.166,11.5659,100,0
time
28.2,53.1775,98.7852
soc
70,77,68
f1,f2,first_soc,front
120.836,27.1204,100,0
time
10.52,41.0676,67.2268,81.6734,97.1127
soc
91,77,60,49,47
第10世代
f1,f2,first_soc,front
128.666,11.5659,100,0
time
28.2,52.3225,97.5984
soc
71,77,67
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.6581,96.5923
soc
90,77,61,49,47
第11世代
f1,f2,first_soc,front
127.474,11.5676,100,0
time
25.48,52.6637,98.6172
soc
71,77,67
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.6581,96.5923
soc
90,77,61,49,47
第12世代
f1,f2,first_soc,front
127.979,11.5676,100,0
time
25.48,52.6637,98.6172
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第13世代
f1,f2,first_soc,front
128.484,11.5676,100,0
time
25.48,52.6637,98.6172
soc
71,77,69
f1,f2,first_soc,front
119.124,25.524,100,0
time
10.52,41.4071,67.8984,82.0079,96.4192
soc
90,77,59,49,47
第14世代
f1,f2,first_soc,front
124.267,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,63
f1,f2,first_soc,front
119.124,25.524,100,0
time
10.52,41.4071,67.8984,82.0079,96.4192
soc
90,77,59,49,47
第15世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第16世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,53.1688,97.2572
soc
72,77,68
f1,f2,first_soc,front
117.432,24.5603,100,0
time
10.52,41.7467,67.0994,81.4934,96.0387
soc
89,66,60,59,47
第17世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,68
f1,f2,first_soc,front
121.589,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.1632
soc
90,77,60,67,66
第18世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.1587,97.2572
soc
70,77,68
f1,f2,first_soc,front
119.639,27.1233,100,0
time
10.52,42.4276,68.4137,81.8235,96.5759
soc
91,77,63,53,47
第19世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第20世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第21世代
f1,f2,first_soc,front
126.792,11.5676,100,0
time
25.48,52.6637,97.2572
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第22世代
f1,f2,first_soc,front
126.287,11.5676,100,0
time
25.48,52.1587,97.2572
soc
70,77,67
f1,f2,first_soc,front
120.831,27.1233,100,0
time
10.52,42.4276,68.4137,79.4534,96.7491
soc
91,77,61,53,47
第23世代
f1,f2,first_soc,front
120.222,11.5722,100,0
time
26.84,53.3456,97.2521
soc
70,77,55
f1,f2,first_soc,front
120.831,27.1233,100,1
time
10.52,42.4276,68.4137,81.6684,97.1077
soc
91,77,60,49,47
第24世代
f1,f2,first_soc,front
126.282,11.5722,100,0
time
26.84,53.3456,97.2521
soc
70,77,67
f1,f2,first_soc,front
120.831,27.1233,100,0
time
10.52,42.4276,68.4137,79.4534,96.7491
soc
91,77,61,53,47
第25世代
f1,f2,first_soc,front
126.782,11.5722,100,0
time
26.84,52.4906,96.0602
soc
71,77,68
f1,f2,first_soc,front
120.316,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,47
第26世代
f1,f2,first_soc,front
123.851,25.524,100,0
time
10.52,41.4071,67.8984,81.153,96.5923
soc
90,77,60,49,54
f1,f2,first_soc,front
134.679,35.7186,100,1
time
26.84,52.6197,97.7918
soc
89,88,68
第27世代
f1,f2,first_soc,front
126.782,11.5722,100,0
time
26.84,52.4906,96.0602
soc
71,77,68
f1,f2,first_soc,front
119.327,36.5197,100,0
time
10.52,39.7092,67.2507,82.0336,96.5739
soc
95,77,60,59,47
第28世代
f1,f2,first_soc,front
126.787,11.5722,100,0
time
26.84,52.8405,97.2521
soc
69,77,68
f1,f2,first_soc,front
121.352,28.7194,100,0
time
10.52,42.088,67.7422,79.4688,96.7644
soc
92,77,60,52,47
第29世代
f1,f2,first_soc,front
126.782,11.5722,100,0
time
26.84,52.9957,96.0602
soc
72,77,68
f1,f2,first_soc,front
119.806,23.9212,100,0
time
