第0世代
f1,f2,first_soc,front
119.797,11.563,100,0
time
45.88,56.0504,89.256
soc
37,78,73
f1,f2,first_soc,front
104.735,21.7182,100,0
time
37.72,51.3601
soc
58,77
f1,f2,first_soc,front
110.503,20.7312,100,0
time
22.76,44.6898
soc
68,83
f1,f2,first_soc,front
111.871,13.5625,100,0
time
29.56,59.4544
soc
72,77
f1,f2,first_soc,front
116.035,11.5645,100,0
time
30.92,61.5013,100.513
soc
71,71,42
f1,f2,first_soc,front
113.563,11.5658,100,0
time
37.72,57.8498
soc
52,78
f1,f2,first_soc,front
119.07,11.5634,100,0
time
33.64,45.4639,96.0832
soc
48,74,48
f1,f2,first_soc,front
112.707,12.9268,100,0
time
35,62.0367,104.937
soc
65,69,26
f1,f2,first_soc,front
112.666,13.1547,100,0
time
20.04,30.3813,61.0606
soc
74,76,73
f1,f2,first_soc,front
131.151,11.5638,100,1
time
43.16,77.3726,109.66
soc
57,76,79
f1,f2,first_soc,front
107.164,23.9411,100,1
time
48.6,92.3104
soc
61,30
f1,f2,first_soc,front
112.543,18.4143,100,1
time
33.64,84.4353
soc
74,43
f1,f2,first_soc,front
114.462,14.7415,100,1
time
37.72,62.6296
soc
48,68
f1,f2,first_soc,front
120.017,11.5648,100,1
time
40.44,68.5437
soc
55,79
f1,f2,first_soc,front
117.01,11.5658,100,1
time
37.72,74.6353,100.569
soc
61,58,51
f1,f2,first_soc,front
136.09,11.5676,100,2
time
25.48,61.6787,107.99
soc
70,71,77
f1,f2,first_soc,front
107.194,26.9154,100,2
time
48.6,95.3803
soc
59,23
f1,f2,first_soc,front
121.494,14.018,100,2
time
47.24,59.147,73.1564
soc
30,34,74
f1,f2,first_soc,front
114.825,24.2185,100,2
time
52.68,76.4153
soc
44,64
f1,f2,first_soc,front
131.916,12.3476,100,2
time
44.52,89.2498
soc
62,79
f1,f2,first_soc,front
115.111,17.1561,100,2
time
24.12,44.0116,85.8513
soc
67,84,62
f1,f2,first_soc,front
111.437,26.7133,100,2
time
52.68,78.7458
soc
54,62
f1,f2,first_soc,front
115.255,16.3981,100,2
time
37.72,60.1803
soc
62,83
f1,f2,first_soc,front
138.709,11.5685,100,3
time
32.28,78.8134,100.125,111.777
soc
76,44,42,79
f1,f2,first_soc,front
108.626,29.4333,100,3
time
52.68
soc
62
f1,f2,first_soc,front
116.276,18.008,100,3
time
21.4,48.4328
soc
67,84
f1,f2,first_soc,front
121.636,16.4066,100,3
time
33.64,41.6942,68.0634
soc
54,68,83
f1,f2,first_soc,front
130.681,14.018,100,3
time
47.24,69.0928,106.785
soc
47,74,71
f1,f2,first_soc,front
135.449,12.7272,100,3
time
28.2,58.6175,111.518
soc
70,81,70
f1,f2,first_soc,front
131.893,14.387,100,4
time
1,47.0349,60.8588,99.3933
soc
100,35,64,75
f1,f2,first_soc,front
110.423,36.1483,100,4
time
29.56,69.6189
soc
90,71
f1,f2,first_soc,front
116.401,21.6672,100,4
time
51.32,84.8985
soc
47,53
f1,f2,first_soc,front
114.247,29.5699,100,4
time
28.2,50.7678
soc
76,89
f1,f2,first_soc,front
117.139,19.1183,100,4
time
49.96,83.2429
soc
73,78
f1,f2,first_soc,front
126.088,18.9742,100,4
time
48.6,67.4441,81.1073,102.085
soc
36,40,44,54
f1,f2,first_soc,front
126.474,16.8354,100,4
time
20.04,62.3215,110.668
soc
78,81,64
f1,f2,first_soc,front
113.887,31.9501,100,4
time
7.8,37.6231,57.1771,80.4136
soc
95,76,70,56
f1,f2,first_soc,front
112.6,35.8612,100,4
time
13.24,53.6466
soc
91,79
f1,f2,first_soc,front
129.877,18.6439,100,5
time
40.44,87.6304
soc
81,84
f1,f2,first_soc,front
114.114,37.2288,100,5
time
2.36,46.7129,72.7414,103.251
soc
100,42,42,28
f1,f2,first_soc,front
116.828,24.82,100,5
time
9.16,43.7684,107.128
soc
88,84,28
f1,f2,first_soc,front
127.365,19.7095,100,5
time
41.8,57.7696,90.0394,108.585
soc
34,57,71,73
f1,f2,first_soc,front
120.699,20.0583,100,5
time
24.12,62.7017
soc
69,78
f1,f2,first_soc,front
119.543,21.6672,100,5
time
51.32,87.1894
soc
65,71
f1,f2,first_soc,front
116.831,22.4048,100,5
time
44.52,99.9351
soc
67,35
f1,f2,first_soc,front
138.199,20.4746,100,6
time
49.96,105.003
soc
73,81
f1,f2,first_soc,front
117.616,34.6161,100,6
time
33.64,107.531
soc
93,28
f1,f2,first_soc,front
127.13,21.0834,100,6
time
47.24,111.262
soc
85,55
f1,f2,first_soc,front
118.4,23.9615,100,6
time
49.96
soc
83
f1,f2,first_soc,front
119.171,23.4039,100,6
time
29.56,57.7445
soc
74,88
f1,f2,first_soc,front
131.186,21.5898,100,7
time
36.36,50.4076,90.558
soc
45,56,72
f1,f2,first_soc,front
118.552,50.9693,100,7
time
13.24,48.2066
soc
91,90
f1,f2,first_soc,front
119.537,29.034,100,7
time
2.36,8.63286,42.9073,100.033
soc
100,100,84,39
f1,f2,first_soc,front
126.898,24.2185,100,7
time
52.68,77.3858,92.2148
soc
54,64,80
f1,f2,first_soc,front
122.756,24.3915,100,7
time
45.88,110.411
soc
88,48
f1,f2,first_soc,front
120.274,27.3605,100,7
time
3.72,51.841,70.6276
soc
100,63,84
f1,f2,first_soc,front
131.245,22.6944,100,8
time
3.72,47.761,80.8516,90.9073
soc
100,58,34,76
f1,f2,first_soc,front
