第0世代
f1,f2,time_count
118.075,11.5601,3
106.783,33.0894,1
108.461,19.7569,4
109.851,15.8802,2
113.444,14.018,3
113.78,11.5615,2

第1世代
f1,f2,time_count
118.075,11.5601,3
106.783,33.0894,1
106.783,33.0894,1
107.111,30.1667,1
107.451,20.9119,4
111.043,14.5156,2
113.78,11.5615,2
109.653,16.0788,4
108.461,19.7569,4
113.444,14.018,3
109.851,15.8802,2
113.775,11.5648,2
113.444,14.018,3
108.461,19.7569,4
106.783,33.0894,1
109.653,16.0788,4
113.78,11.5615,2
108.461,19.7569,4
113.78,11.5615,2

第2世代
f1,f2,time_count
117.57,11.5601,3
105.596,32.8982,1
105.596,32.8982,1
107.451,20.9119,4
107.111,30.1667,1
113.27,11.5648,2
113.78,11.5615,2
108.638,18.5537,4
111.038,13.522,2
107.111,30.1667,1
107.477,18.5883,2
111.038,13.522,2
109.851,15.8802,2
109.653,16.0788,4
113.78,11.5615,2
109.851,15.8802,2
109.653,16.0788,4
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
109.851,15.8802,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2

第3世代
f1,f2,time_count
105.091,32.4767,1
116.373,11.5601,3
107.214,18.8822,2
107.111,30.1667,1
113.78,11.5615,2
110.214,15.4538,2
105.596,31.8992,1
107.111,30.1667,1
112.911,11.5671,2
111.755,12.6889,2
111.038,13.522,2
108.548,17.357,2
107.477,18.5883,2
109.346,16.4469,2
108.664,17.2292,2
105.596,31.8992,1
111.396,13.0989,2
109.851,15.8802,2
111.038,13.522,2
113.27,11.5648,2
113.78,11.5615,2
109.563,16.2006,2
109.648,16.0788,4
107.477,18.5883,2
113.27,11.5648,2
109.851,15.8802,2
111.543,12.9445,2
111.543,12.9445,2
108.553,17.3556,2
111.543,12.9445,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
107.111,30.1667,1
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
107.477,18.5883,2
113.78,11.5615,2
113.78,11.5615,2
113.27,11.5648,2
111.038,13.522,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
109.851,15.8802,2
109.851,15.8802,2
109.851,15.8802,2
111.038,13.522,2
113.78,11.5615,2
113.78,11.5615,2
111.038,13.522,2
111.038,13.522,2

第4世代
f1,f2,time_count
116.373,11.5601,3
105.091,32.4767,1
105.81,20.5001,2
105.596,31.8992,1
116.373,11.5601,3
113.78,11.5615,2
107.214,18.8822,2
110.533,14.0995,2
108.659,16.2344,2
112.325,12.0374,2
108.043,17.9345,2
109.563,16.2006,2
112.048,12.367,2
112.911,11.5671,2
109.856,15.872,2
105.596,31.8992,1
111.396,13.0989,2
110.027,14.677,2
111.038,13.522,2
111.755,12.6889,2
110.027,14.677,2
107.836,18.1738,2
108.638,17.2338,4
111.038,13.522,2
107.543,18.5106,2
113.27,11.5648,2
113.78,11.5615,2
105.091,32.4767,1
108.548,17.357,2
109.648,16.0788,4
107.275,18.7988,4
112.911,11.5671,2
113.27,11.5648,2
108.548,17.357,2
107.472,18.5925,2
105.091,32.4767,1
111.543,12.9445,2
111.543,12.9445,2
109.851,15.8802,2
108.553,17.3556,2
111.543,12.9445,2
109.851,15.8802,2
109.563,16.2006,2
107.477,18.5883,2
107.477,18.5883,2
108.553,17.3556,2
107.477,18.5883,2
109.851,15.8802,2
113.78,11.5615,2
113.27,11.5648,2
108.548,17.357,2
113.78,11.5615,2
108.553,17.3556,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
108.553,17.3556,2
107.477,18.5883,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
109.851,15.8802,2
109.851,15.8802,2
109.851,15.8802,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
105.596,31.8992,1
105.596,31.8992,1
105.596,31.8992,1
105.596,31.8992,1
105.596,31.8992,1
105.596,31.8992,1
109.851,15.8802,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
107.477,18.5883,2
107.477,18.5883,2
107.477,18.5883,2
107.477,18.5883,2
113.78,11.5615,2
111.038,13.522,2
111.038,13.522,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
111.543,12.9445,2
111.543,12.9445,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
111.038,13.522,2
113.78,11.5615,2
113.78,11.5615,2
112.911,11.5671,2
112.911,11.5671,2
