第0世代
f1,f2,time_count
116.984,11.5624,3
106.563,21.8338,4
109.944,16.2532,3
109.679,20.698,3
112.969,12.7915,3
112.977,11.5671,2

第1世代
f1,f2,time_count
132.227,11.5601,3
106.563,21.8338,4
109.679,20.698,3
109.74,15.9977,2
116.883,11.5607,3
111.131,14.9006,3
111.729,13.7244,2
112.969,12.7915,3
112.977,11.5671,2
115.179,11.563,2
114.174,11.5634,2
116.803,11.5624,3

第2世代
f1,f2,time_count
121.603,11.5601,2
105.224,25.2466,2
106.563,21.8338,4
107.202,19.3989,3
116.878,11.5607,3
108.426,17.4934,4
110.267,14.8839,3
109.74,15.9977,2
112.977,11.5671,2
111.29,14.2268,2
115.179,11.563,2
108.724,16.1576,2
114.174,11.5634,2
111.729,13.7244,2
112.282,12.5791,3
112.368,12.4783,3
108.699,17.1863,2
116.803,11.5624,3
111.649,13.8137,2
112.282,12.5791,3

第3世代
f1,f2,time_count
104.8,21.6403,2
114.681,11.5601,3
105.707,19.1147,1
108.007,16.9739,2
110.679,13.9181,2
107.396,18.6807,2
107.543,18.5149,2
109.704,16.04,2
110.267,14.8839,3
108.724,16.1576,2
111.729,13.7244,2
109.735,15.0026,2
112.282,12.5791,3
108.366,16.5676,2
113.957,11.563,2
112.626,12.1865,3
111.649,13.8137,2
113.297,11.5645,3
112.977,11.5671,2
114.631,11.5624,3
112.459,12.375,3
112.368,12.4783,3
112.977,11.5671,2
112.282,12.5791,3

第4世代
f1,f2,time_count
104.154,22.3899,2
113.525,11.5601,3
105.707,19.1147,1
104.8,21.6403,2
106.212,18.5372,1
109.704,16.04,2
107.543,18.5149,2
107.714,17.3126,2
110.267,14.8839,3
111.454,13.5245,3
110.679,13.9181,2
108.724,16.1576,2
104.646,22.3344,3
110.533,14.0902,2
107.689,18.3474,2
109.735,15.0026,2
112.626,12.1865,3
111.989,12.9126,3
112.977,11.5671,2
108.578,16.3214,2
108.007,16.9739,2
108.073,16.9043,2
109.8,14.9261,2
112.282,12.5791,3
111.616,13.3415,3
108.366,16.5676,2
108.366,16.5676,2
111.782,13.1482,3
112.368,12.4783,3
111.747,13.1968,3
112.545,12.2812,3
113.297,11.5645,3
112.977,11.5671,2
113.297,11.5645,3
112.459,12.375,3
112.282,12.5791,3
