第0世代
f1,f2,time_count
118.075,11.5601,3
106.783,33.0894,1
108.461,19.7569,4
109.851,15.8802,2
113.444,14.018,3
113.78,11.5615,2

第1世代
f1,f2,time_count
116.878,11.5601,3
106.783,33.0894,1
106.783,33.0894,1
108.461,19.7569,4
112.588,12.7371,2
110.75,14.8397,2
113.78,11.5615,2
108.664,17.233,2
109.851,15.8802,2
109.851,15.8802,2
113.78,11.5615,2
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1

第2世代
f1,f2,time_count
106.278,33.6669,1
115.691,11.5601,3
107.099,22.4334,2
106.783,33.0894,1
108.461,19.7569,4
110.75,14.8397,2
112.588,12.7371,2
109.295,15.5013,2
108.659,16.2389,2
113.78,11.5615,2
110.75,14.8397,2
108.421,22.402,4
113.391,11.8162,4
112.588,12.7371,2
108.426,22.3954,4
106.783,33.0894,1
113.421,11.7956,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
112.588,12.7371,2

第3世代
f1,f2,time_count
106.278,33.6669,1
106.278,33.6669,1
115.691,11.5601,3
107.099,22.4334,2
106.783,33.0894,1
107.472,18.597,2
115.691,11.5601,3
113.78,11.5615,2
109.295,15.5013,2
111.396,13.0989,2
112.911,11.5648,2
111.356,14.1495,2
108.159,17.8105,2
112.588,12.7371,2
108.371,17.559,2
108.659,16.2389,2
110.209,15.4571,2
110.75,14.8397,2
113.78,11.5615,2
108.659,16.2389,2
112.77,12.5297,2
110.214,15.4538,2
110.75,14.8397,2
106.783,33.0894,1
106.278,33.6669,1
106.783,33.0894,1
112.588,12.7371,2
112.588,12.7371,2
113.78,11.5615,2
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
115.691,11.5601,3
115.691,11.5601,3
106.783,33.0894,1
106.783,33.0894,1
106.783,33.0894,1
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
112.588,12.7371,2
108.659,16.2389,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
110.75,14.8397,2
110.75,14.8397,2
110.75,14.8397,2
113.78,11.5615,2

第4世代
f1,f2,time_count
105.091,33.4757,1
115.691,11.5601,3
106.078,21.4129,2
105.596,31.8992,1
107.29,17.794,2
106.967,19.1745,2
109.295,15.5013,2
113.78,11.5615,2
115.691,11.5601,3
112.911,11.5648,2
111.543,12.9445,2
105.596,31.8992,1
108.336,17.6095,2
112.588,12.7371,2
108.659,16.2389,2
106.972,19.1674,2
108.659,16.2389,2
111.038,13.522,2
110.209,15.4571,2
113.78,11.5615,2
110.214,15.4538,2
111.396,13.0989,2
108.371,17.559,2
110.75,14.8397,2
112.77,12.5297,2
110.75,14.8397,2
111.038,13.522,2
110.75,14.8397,2
108.371,17.559,2
112.593,12.7338,2
112.77,12.5297,2
108.371,17.559,2
110.209,15.4571,2
110.214,15.4538,2
112.588,12.7371,2
113.78,11.5615,2
108.659,16.2389,2
115.691,11.5601,3
110.214,15.4538,2
110.214,15.4538,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
108.659,16.2389,2
108.659,16.2389,2
115.691,11.5601,3
105.596,31.8992,1
115.691,11.5601,3
105.596,31.8992,1
108.659,16.2389,2
113.78,11.5615,2
110.75,14.8397,2
108.371,17.559,2
105.596,31.8992,1
113.78,11.5615,2
113.78,11.5615,2
115.691,11.5601,3
115.691,11.5601,3
112.588,12.7371,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
112.588,12.7371,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
110.75,14.8397,2
110.75,14.8397,2
110.75,14.8397,2
110.75,14.8397,2
110.75,14.8397,2
110.75,14.8397,2
113.78,11.5615,2
110.75,14.8397,2
110.75,14.8397,2

第5世代
f1,f2,time_count
114.681,11.5601,3
104.586,34.0532,1
104.947,21.4845,2
107.29,17.794,2
106.139,20.1204,2
110.679,13.9289,2
112.765,11.5648,2
109.295,15.5013,2
109.8,14.9238,2
106.967,19.1745,2
106.078,21.4129,2
111.543,12.9445,2
108.336,17.6095,2
111.038,13.5189,2
112.588,12.7371,2
113.78,11.5615,2
108.659,16.2389,2
108.366,16.563,2
106.972,19.1674,2
113.78,11.5615,2
109.735,14.9989,2
112.593,12.7331,2
106.078,21.4129,2
111.396,13.0989,2
108.336,17.6095,2
108.659,16.2389,2
