第0世代
f1,f2,time_count
125.441,11.5601,4
105.217,20.6714,3
107.84,18.1473,4
113.121,12.6214,3
109.351,16.4557,2
118.866,11.5607,2
115.835,11.5724,4
111.219,14.3032,2
110.174,14.4975,2

第1世代
f1,f2,time_count
125.441,11.5601,4
105.217,20.6714,3
107.388,19.193,3
118.866,11.5607,2
107.84,18.1473,4
113.121,12.6214,3
115.33,11.5724,4
108.154,16.8235,2
109.351,16.4557,2
111.219,14.3032,2
109.522,15.2425,2
111.543,12.9539,2
117.497,11.5624,2
112.421,12.9115,4
110.027,14.664,2
116.154,11.5658,2
110.174,14.4975,2

第2世代
f1,f2,time_count
125.441,11.5601,4
105.217,20.6714,3
114.313,11.5607,3
107.84,18.1473,4
108.154,16.8235,2
109.522,15.2425,2
107.388,19.193,3
106.648,19.5064,4
111.543,12.9539,2
110.679,13.919,2
109.351,16.4557,2
112.881,12.4032,2
113.249,11.9687,4
110.027,14.664,2
109.169,16.6473,2
113.525,11.5645,3
110.533,14.1035,2
110.174,14.4975,2
112.421,12.9115,4
106.653,19.502,4
112.416,12.9157,4

第3世代
f1,f2,time_count
118.56,11.5601,3
104.227,28.364,1
104.593,21.8922,2
113.949,11.5607,3
105.217,20.6714,3
107.649,17.401,2
106.878,18.7762,3
111.543,12.9485,2
112.048,12.355,2
106.227,19.5164,3
109.522,15.2425,2
113.249,11.9687,4
110.679,13.919,2
109.351,16.4522,2
110.027,14.664,2
109.169,16.6473,2
108.154,16.8235,2
108.154,16.8235,2
110.174,14.4965,2
106.653,19.502,4
110.533,14.1035,2
113.461,11.932,4
106.648,19.5064,4
113.525,11.5645,3
113.525,11.5645,3
109.169,16.6473,2
110.533,14.1035,2
110.679,13.919,2
110.533,14.1035,2
110.679,13.919,2

第4世代
f1,f2,time_count
118.56,11.5601,3
104.227,28.364,1
104.593,21.8922,2
113.634,11.5607,2
106.717,17.9597,1
109.164,15.6515,2
105.217,20.6714,3
108.154,16.8075,2
105.53,20.3149,1
112.553,11.7765,2
109.522,15.2425,2
111.038,13.522,2
107.649,17.401,2
106.653,19.502,4
106.222,19.5224,3
113.431,11.7565,4
111.543,12.9325,2
111.543,12.9485,2
108.154,16.8195,2
107.649,17.401,2
112.048,12.355,2
112.048,12.355,2
110.027,14.681,2
110.679,13.919,2
110.174,14.4965,2
110.533,14.1035,2
106.648,19.5064,4
106.227,19.5164,3
110.533,14.1035,2
110.679,13.919,2
110.027,14.664,2
110.174,14.4965,2
113.525,11.5645,3
110.533,14.1035,2
113.628,11.5638,2
