第0世代
f1,f2,time_count
118.075,11.5601,3
106.783,33.0894,1
108.461,19.7569,4
109.851,15.8802,2
113.444,14.018,3
113.78,11.5615,2

第1世代
f1,f2,time_count
116.878,11.5601,3
105.596,31.8992,1
107.196,18.3911,3
109.851,15.8802,2
112.593,12.7338,2
113.78,11.5615,2

第2世代
f1,f2,time_count
116.878,11.5601,3
104.763,35.3994,1
107.047,22.9847,4
106.101,31.3217,1
105.078,31.7463,2
116.878,11.5601,3
113.78,11.5615,2
108.159,17.8105,2
111.038,13.522,2
109.648,17.3987,4
107.196,18.3911,3
110.533,14.0995,2
112.593,12.7338,2
113.088,12.1639,4
109.851,15.8802,2
107.196,18.3911,3
113.603,11.5807,2
109.851,15.8802,2
112.593,12.7338,2
113.78,11.5615,2
109.851,15.8802,2
112.593,12.7338,2
112.593,12.7338,2

第3世代
f1,f2,time_count
104.763,35.3994,1
104.763,35.3994,1
116.878,11.5601,3
106.01,19.7502,3
105.078,31.7463,2
113.78,11.5615,2
116.878,11.5601,3
112.088,13.3113,2
112.553,11.7895,2
108.154,16.8164,2
105.078,31.7463,2
106.691,18.9686,3
107.836,18.1738,2
109.58,15.6711,3
110.027,14.677,2
109.346,16.4577,2
111.038,13.522,2
113.603,11.5807,2
110.533,14.0995,2
107.196,18.3911,3
110.386,14.2539,2
111.038,13.522,2
107.196,18.3911,3
109.351,16.4495,2
113.603,11.5807,2
113.78,11.5615,2
109.346,16.4577,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
107.196,18.3911,3
113.78,11.5615,2
116.878,11.5601,3
116.878,11.5601,3
116.878,11.5601,3

第4世代
f1,f2,time_count
115.186,11.5601,3
104.068,32.9013,2
106.01,19.7502,3
105.078,31.7463,2
111.396,13.0989,2
104.573,32.3238,2
112.406,11.9462,2
113.78,11.5615,2
108.898,16.449,3
107.836,18.1738,2
112.911,11.5671,2
106.644,19.5347,2
109.186,16.1177,3
110.533,14.0995,2
108.154,16.8164,2
109.58,15.6711,3
110.027,14.677,2
108.154,16.8164,2
113.78,11.5615,2
106.691,18.9686,3
107.196,18.3911,3
105.078,31.7463,2
111.038,13.522,2
110.386,14.2539,2
107.196,18.3911,3
109.58,15.6711,3
111.038,13.522,2
110.027,14.677,2
112.553,11.7895,2
107.836,18.1738,2
106.691,18.9686,3
112.553,11.7895,2
112.406,11.9462,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
111.038,13.522,2
113.78,11.5615,2
107.196,18.3911,3
107.196,18.3911,3
113.78,11.5615,2
113.78,11.5615,2
110.027,14.677,2
111.038,13.522,2

第5世代
f1,f2,time_count
115.186,11.5601,3
104.068,32.9013,2
104.573,32.3238,2
104.999,20.9051,3
106.01,19.7502,3
105.452,20.8971,2
111.396,13.0989,2
109.575,15.6711,3
112.048,12.367,2
115.186,11.5601,3
113.78,11.5615,2
108.154,16.8164,2
108.898,16.449,3
107.196,18.3911,3
110.027,14.677,2
113.058,11.5648,2
110.533,14.0995,2
107.149,18.9572,2
110.891,13.6764,2
104.068,32.9013,2
107.977,18.0196,2
107.836,18.1738,2
106.644,19.5347,2
113.78,11.5615,2
109.017,15.8189,2
110.386,14.2539,2
112.325,12.0374,2
112.911,11.5671,2
106.691,18.9686,3
110.027,14.677,2
109.017,15.8189,2
108.898,16.449,3
108.154,16.8164,2
111.038,13.522,2
111.038,13.522,2
112.553,11.7895,2
106.644,19.5347,2
106.691,18.9686,3
112.406,11.9462,2
110.386,14.2539,2
107.977,18.0196,2
107.836,18.1738,2
110.027,14.677,2
107.196,18.3911,3
112.911,11.5671,2
112.553,11.7895,2
112.406,11.9462,2
112.553,11.7895,2
112.553,11.7895,2
111.038,13.522,2
113.78,11.5615,2
113.78,11.5615,2
106.691,18.9686,3
113.78,11.5615,2
107.836,18.1738,2
107.836,18.1738,2
113.78,11.5615,2
113.78,11.5615,2
107.196,18.3911,3
107.196,18.3911,3
107.196,18.3911,3
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
106.691,18.9686,3
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
113.78,11.5615,2
111.038,13.522,2
111.038,13.522,2
111.038,13.522,2
110.027,14.677,2
110.027,14.677,2
110.027,14.677,2
110.027,14.677,2
110.027,14.677,2
110.027,14.677,2
111.038,13.522,2
110.386,14.2539,2
111.038,13.522,2
109.017,15.8189,2
113.78,11.5615,2
113.78,11.5615,2
108.898,16.449,3
112.406,11.9462,2
112.406,11.9462,2
108.154,16.8164,2
112.553,11.7895,2
112.911,11.5671,2

第6世代
f1,f2,time_count
115.186,11.5601,3
104.068,32.9013,2
104.068,32.9013,2
104.573,32.3238,2
104.999,20.9051,3
106.01,19.7502,3
