第0世代
f1,f2,time_count
119.797,11.563,3
104.735,21.7182,2
110.503,20.7312,2
111.871,13.5625,2
116.035,11.5645,3
113.563,11.5658,2
119.07,11.5634,3
112.707,12.9268,3
112.666,13.1547,3

第1世代
f1,f2,time_count
129.538,11.5601,2
104.735,21.7182,2
104.735,21.7182,2
105.921,19.36,2
111.871,13.5625,2
119.797,11.563,3
105.75,20.5671,2
113.563,11.5658,2
116.035,11.5645,3
112.707,12.9268,3
119.07,11.5634,3
112.666,13.1547,3
112.666,13.1547,3
119.07,11.5634,3

第2世代
f1,f2,time_count
129.538,11.5601,2
104.735,21.7182,2
108.992,16.8513,2
118.831,11.5607,2
111.366,14.14,2
107.118,18.9947,2
105.416,19.9375,2
112.02,12.876,3
114.161,11.5645,3
113.058,11.5702,2
111.464,13.522,3
105.921,19.36,2
105.921,19.36,2
113.563,11.5658,2

第3世代
f1,f2,time_count
129.538,11.5601,2
104.735,21.7182,2
129.538,11.5601,2
118.831,11.5607,2
108.992,16.8513,2
108.517,17.3953,2
105.416,19.9375,2
108.457,18.6954,2
110.033,15.6642,2
111.366,14.14,2
115.853,11.5634,3
110.684,14.9178,2
118.166,11.5615,3
112.525,12.2985,3
114.161,11.5645,3
112.02,12.876,3
106.937,19.208,2
111.464,13.522,3
105.416,19.9375,2
105.921,19.36,2
110.356,15.295,2
112.02,12.876,3
112.707,12.0926,3
111.464,13.522,3
113.058,11.5702,2
107.118,18.9947,2
105.921,19.36,2
107.331,18.7522,2
110.179,15.4953,2
107.325,18.7569,2
112.661,12.1556,3
118.831,11.5607,2
113.563,11.5658,2
113.058,11.5702,2
113.563,11.5658,2
105.416,19.9375,2
105.921,19.36,2
112.02,12.876,3

第4世代
f1,f2,time_count
116.452,11.5601,2
104.23,22.2957,2
106.932,18.2139,2
108.512,16.3987,2
108.805,16.0626,2
110.533,14.0919,2
106.134,19.1175,2
115.853,11.5634,3
105.24,21.1407,2
114.161,11.5645,3
110.033,15.6642,2
104.735,21.7182,2
111.464,13.522,3
105.416,19.9375,2
112.02,12.876,3
111.464,13.522,3
110.282,14.8756,3
105.416,19.9375,2
112.02,12.876,3
112.525,12.2985,3
110.459,14.681,3
113.058,11.5702,2
112.707,12.0926,3
105.921,19.36,2
110.179,15.4953,2
104.952,21.4722,2
114.161,11.5645,3
113.563,11.5658,2
113.563,11.5658,2
113.058,11.5702,2
105.921,19.36,2
104.947,21.4756,2
110.033,15.6642,2
110.179,15.4953,2
112.661,12.1556,3
112.525,12.2985,3
105.921,19.36,2
112.707,12.0926,3
112.661,12.1556,3
111.464,13.522,3
113.058,11.5702,2
112.02,12.876,3
105.416,19.9375,2
105.416,19.9375,2
105.416,19.9375,2
105.416,19.9375,2
112.02,12.876,3
105.921,19.36,2
105.921,19.36,2
105.921,19.36,2
105.921,19.36,2
111.464,13.522,3
114.161,11.5645,3
114.161,11.5645,3
111.464,13.522,3
111.464,13.522,3

第5世代
f1,f2,time_count
115.118,11.5601,2
104.23,22.2957,2
