第0世代
f1,f2,time_count
114.967,11.5658,2
105.083,21.322,2
109.527,16.2381,2
108.585,17.8067,3
113.098,12.1549,2
113.621,12.0446,3

第1世代
f1,f2,time_count
119.043,11.5601,2
105.083,21.322,2
105.083,21.322,2
107.831,18.1781,2
110.348,14.7889,3
112.265,13.1058,2
109.527,16.2381,2
115.313,11.5648,3
109.095,17.2292,3
113.098,12.1549,2
114.462,11.5658,2
108.585,17.8067,3
113.863,11.7629,5
113.621,12.0446,3
108.585,17.8067,3
108.585,17.8067,3

第2世代
f1,f2,time_count
104.073,22.477,2
119.043,11.5601,2
107.393,18.1709,3
105.083,21.322,2
117.191,11.5607,3
112.265,13.1058,2
114.126,11.5615,3
111.548,13.9281,2
104.578,21.8995,2
109.527,16.2381,2
111.073,14.4678,2
113.098,12.1549,2
119.043,11.5601,2
109.095,17.2292,3
108.585,17.8067,3
109.777,15.4505,3
113.27,11.5648,2
109.843,15.3664,3
109.303,16.9866,3
108.585,17.8067,3
105.083,21.322,2
110.348,14.7889,3
110.348,14.7889,3
113.098,12.1549,2
113.78,11.5624,2
109.277,17.0232,3
108.585,17.8067,3
105.083,21.322,2
119.043,11.5601,2

第3世代
f1,f2,time_count
104.073,22.477,2
119.043,11.5601,2
104.073,22.477,2
106.358,18.3705,1
105.083,21.322,2
109.017,15.82,2
108.58,16.8119,3
117.191,11.5607,3
114.126,11.5615,3
108.336,17.6006,2
109.588,15.1674,2
111.906,13.5165,2
112.156,12.7284,3
110.964,14.0919,3
117.191,11.5607,3
119.043,11.5601,2
113.27,11.5648,2
112.26,12.1097,2
107.398,18.1667,3
110.348,14.7889,3
107.393,18.1709,3
104.578,21.8995,2
105.083,21.322,2
104.578,21.8995,2
110.348,14.7889,3
111.176,13.843,3
112.26,12.1097,2
111.176,13.843,3
113.27,11.5648,2
113.78,11.5624,2
104.073,22.477,2
113.78,11.5624,2
114.126,11.5615,3
107.393,18.1709,3
104.578,21.8995,2
110.348,14.7889,3
105.083,21.322,2
105.083,21.322,2
105.083,21.322,2
119.043,11.5601,2
119.043,11.5601,2
119.043,11.5601,2

第4世代
f1,f2,time_count
104.073,22.477,2
104.073,22.477,2
113.297,11.5601,3
106.358,18.3705,1
105.76,19.5461,2
109.017,15.82,2
105.172,19.7265,1
107.929,17.5614,3
112.873,11.9066,3
105.083,21.322,2
108.007,16.975,2
107.393,18.1709,3
109.522,15.2425,2
112.26,12.1097,2
109.588,15.1674,2
111.906,13.5165,2
104.578,21.8995,2
110.459,14.6694,3
104.366,22.1404,2
110.853,14.2114,3
112.083,13.3146,2
111.176,13.843,3
108.58,16.8119,3
110.348,14.7889,3
108.58,16.8119,3
113.27,11.5648,2
112.156,12.7267,3
112.186,12.688,3
105.083,21.322,2
107.398,18.1667,3
107.398,18.1667,3
105.083,21.322,2
108.58,16.8119,3
110.348,14.7889,3
110.994,14.0471,3
104.578,21.8995,2
111.906,13.5165,2
104.073,22.477,2
110.959,14.0919,3
111.176,13.843,3
111.176,13.843,3
112.26,12.1097,2
109.588,15.1674,2
110.348,14.7889,3
112.26,12.1097,2
113.27,11.5648,2
107.393,18.1709,3
105.083,21.322,2
105.083,21.322,2
112.26,12.1097,2
105.083,21.322,2
104.578,21.8995,2
104.578,21.8995,2
104.578,21.8995,2
113.27,11.5648,2
113.27,11.5648,2
104.073,22.477,2
104.073,22.477,2
104.073,22.477,2
105.083,21.322,2
105.083,21.322,2
105.083,21.322,2
112.26,12.1097,2
111.906,13.5165,2
