第0世代
f1,f2,time_count
133.57,11.5601,3
104.088,22.4649,2
110.832,19.2239,5
124.81,11.5615,2
106.644,19.5409,2
111.078,14.4649,2
116.03,12.7258,3
117.134,11.563,2
112.616,13.2015,3
111.144,14.3931,2
112.676,13.1276,3
116.974,11.5638,3

第1世代
f1,f2,time_count
133.57,11.5601,3
104.088,22.4649,2
104.088,22.4649,2
109.704,16.0445,2
119.517,11.5615,2
106.644,19.5409,2
113.737,11.917,3
105.452,20.9045,2
111.078,14.4649,2
105.846,20.449,2
112.36,13.9873,4
116.974,11.5638,3
112.676,13.1276,3
112.616,13.2015,3
117.134,11.563,2
111.144,14.3931,2
104.088,22.4649,2
112.676,13.1276,3
111.144,14.3931,2

第2世代
f1,f2,time_count
133.57,11.5601,3
104.088,22.4649,2
104.088,22.4649,2
117.82,11.5615,2
133.57,11.5601,3
109.022,16.8209,2
106.644,19.5409,2
111.768,12.1847,1
111.353,13.638,3
104.593,21.8874,2
105.452,20.9045,2
114.315,11.563,2
110.232,14.9261,3
105.846,20.449,2
106.644,19.5409,2
109.704,16.0445,2
113.737,11.917,3
110.209,15.467,2
111.078,14.4649,2
111.144,14.3931,2
109.952,15.754,2
105.846,20.449,2
113.737,11.917,3
109.704,16.0445,2
104.088,22.4649,2
111.144,14.3931,2
106.644,19.5409,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
106.644,19.5409,2
111.144,14.3931,2

第3世代
f1,f2,time_count
104.083,22.4695,2
118.325,11.5601,2
114.315,11.563,2
107.144,17.9689,2
117.82,11.5615,2
105.452,20.9045,2
112.325,12.0401,2
113.737,11.5634,3
106.644,19.5409,2
104.593,21.8874,2
111.768,12.1847,1
111.353,13.638,3
108.517,17.3984,2
110.232,14.9261,3
107.848,17.6461,3
106.351,19.8715,2
109.022,16.8209,2
111.078,14.4649,2
109.022,16.8209,2
104.442,22.0575,2
111.171,13.8439,3
105.846,20.449,2
105.846,20.449,2
109.704,16.0445,2
109.704,16.0445,2
104.088,22.4649,2
111.768,12.1847,1
110.209,15.467,2
106.644,19.5409,2
111.144,14.3931,2
109.952,15.754,2
110.209,15.467,2
109.952,15.754,2
117.82,11.5615,2
111.353,13.638,3
109.704,16.0445,2
111.139,14.3968,2
111.144,14.3931,2
104.088,22.4649,2
104.083,22.4695,2
104.083,22.4695,2
111.144,14.3931,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
109.952,15.754,2
117.82,11.5615,2
117.82,11.5615,2
109.704,16.0445,2
111.353,13.638,3
110.209,15.467,2
110.209,15.467,2
106.644,19.5409,2
106.644,19.5409,2
106.644,19.5409,2
106.644,19.5409,2
106.644,19.5409,2
111.144,14.3931,2

第4世代
f1,f2,time_count
104.083,22.4695,2
118.325,11.5601,2
104.083,22.4695,2
114.315,11.563,2
117.82,11.5615,2
106.346,18.8762,2
111.263,12.7622,1
105.841,19.4613,2
104.947,21.48,2
109.017,15.8264,2
109.442,15.3361,2
105.123,20.2789,2
112.325,12.0401,2
113.386,11.8229,2
107.144,17.9689,2
108.987,16.8557,2
105.27,20.1114,2
110.891,13.6864,2
110.737,14.3486,3
110.305,14.3501,2
111.768,12.1847,1
109.881,14.8297,2
104.593,21.8874,2
104.442,22.0575,2
108.765,17.1121,2
107.144,17.9689,2
107.848,17.6461,3
108.336,17.607,2
109.947,14.7586,2
110.891,13.6864,2
111.768,12.1847,1
108.517,17.3984,2
113.737,11.5634,3
113.737,11.5634,3
107.848,17.6461,3
104.088,22.4649,2
117.82,11.5615,2
108.482,17.4332,2
104.088,22.4649,2
109.947,14.7586,2
110.891,13.6864,2
104.088,22.4649,2
104.083,22.4695,2
104.088,22.4649,2
104.083,22.4695,2
104.083,22.4695,2
104.083,22.4695,2
117.82,11.5615,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
104.088,22.4649,2
117.82,11.5615,2
117.82,11.5615,2

第5世代
f1,f2,time_count
117.82,11.5601,2
104.083,22.4695,2
116.634,11.5615,2
105.841,19.4613,2
104.947,21.48,2
