第0世代
f1,f2,time_count
118.742,11.5601,3
105.27,20.104,2
109.017,15.8212,2
110.957,13.5996,2
113.085,11.6597,3
110.494,14.6231,3
116.878,11.5607,3
113.634,11.5634,2

第1世代
f1,f2,time_count
116.722,11.5601,3
105.093,21.3071,2
108.674,17.2008,4
105.27,20.104,2
112.393,12.4474,3
110.957,13.5996,2
113.313,11.5607,3
110.494,14.6231,3
109.017,15.8212,2
113.085,11.6597,3
109.017,15.8212,2
110.606,14.4955,3

第2世代
f1,f2,time_count
116.722,11.5601,3
104.719,28.7615,2
105.093,21.3071,2
106.28,18.949,2
113.313,11.5607,3
108.012,17.9706,2
110.494,14.6231,3
109.017,15.8212,2
110.957,13.5996,2
112.121,12.7631,3
105.27,20.104,2
109.017,15.8212,2
108.674,17.2008,4
112.472,11.8671,2
108.482,17.4321,2
105.27,20.104,2
105.093,21.3071,2
113.085,11.6597,3
112.393,12.4474,3
110.883,14.1789,3
110.606,14.4955,3
110.813,14.2594,3
112.303,12.554,3
108.674,17.2008,4
113.151,11.5832,3
105.093,21.3071,2
105.093,21.3071,2
109.017,15.8212,2

第3世代
f1,f2,time_count
114.499,11.5601,3
104.068,34.6081,2
104.083,22.4621,2
106.28,18.949,2
107.649,17.384,2
108.659,16.229,2
105.093,21.3071,2
105.27,20.104,2
113.313,11.5607,3
107.331,18.7522,2
109.522,15.2437,2
111.717,13.2239,3
107.472,18.5871,2
111.25,13.2687,2
113.085,11.6597,3
110.027,14.6662,2
110.957,13.5996,2
109.017,15.8212,2
109.815,14.9065,2
105.27,20.104,2
105.093,21.3071,2
112.472,11.8671,2
109.017,15.8212,2
110.494,14.6231,3
110.606,14.4955,3
110.813,14.2594,3
112.121,12.7631,3
112.393,12.4474,3
112.472,11.8671,2
110.883,14.1789,3
113.151,11.5832,3
112.247,12.6161,3
112.121,12.7631,3
112.121,12.7631,3
112.363,12.4853,3
110.494,14.6231,3
110.883,14.1789,3
112.303,12.554,3
112.297,12.5571,3
109.017,15.8212,2
109.017,15.8212,2
109.017,15.8212,2
105.27,20.104,2
110.883,14.1789,3
105.093,21.3071,2
105.093,21.3071,2
105.093,21.3071,2

第4世代
f1,f2,time_count
104.068,33.5249,2
113.671,11.5601,3
104.083,22.4621,2
107.29,17.794,2
104.588,21.8846,2
105.987,19.2862,2
108.512,16.3987,2
107.649,17.384,2
105.27,20.104,2
