第0世代
f1,f2,time_count
114.967,11.5658,2
105.083,21.322,2
109.527,16.2381,2
108.585,17.8067,3
113.098,12.1549,2
113.621,12.0446,3

第1世代
f1,f2,time_count
122.499,11.5607,3
105.083,21.322,2
109.527,16.2381,2
112.156,12.7267,3
107.398,19.17,3
118.628,11.5638,4
108.585,17.8067,3
113.775,11.5658,2
113.098,12.1549,2
113.621,12.0446,3
113.098,12.1549,2
113.524,12.1418,5
113.524,12.1418,5

第2世代
f1,f2,time_count
119.82,11.5607,4
105.083,21.322,2
114.126,11.5615,3
112.156,12.7267,3
107.393,18.1709,3
110.959,14.0919,3
106.207,19.5319,3
108.139,17.2691,2
112.977,11.5658,2
108.58,16.8119,3
105.588,20.7445,2
110.538,15.0831,2
106.093,20.167,2
109.772,15.4509,3
109.527,16.2381,2
109.527,16.2381,2
110.055,15.1255,3
113.616,11.5648,3

第3世代
f1,f2,time_count
105.078,21.3255,2
113.926,11.5601,2
108.58,16.8119,3
109.522,15.2425,2
107.144,17.9614,2
111.901,12.5197,2
110.533,14.0847,2
111.25,13.2675,2
112.939,11.8271,3
106.093,20.167,2
106.825,19.3297,2
107.714,17.3079,2
110.454,14.6694,3
106.207,19.5319,3
111.742,13.1913,3
105.083,21.322,2
105.588,20.7445,2
105.588,20.7445,2
110.055,15.1255,3
108.139,17.2691,2
106.775,19.3855,2
113.616,11.5648,3
112.977,11.5658,2
110.055,15.1255,3
108.139,17.2691,2
113.616,11.5648,3
112.977,11.5658,2
106.775,19.3855,2
112.977,11.5658,2
112.977,11.5658,2
113.616,11.5648,3

第4世代
f1,f2,time_count
105.078,21.3255,2
113.926,11.5601,2
107.144,17.9614,2
109.416,16.3671,2
109.522,15.2397,2
108.219,16.7305,2
111.25,13.2675,2
112.939,11.8271,3
111.901,12.5197,2
106.825,19.3297,2
110.533,14.0847,2
106.207,19.5319,3
107.714,17.3079,2
110.027,14.6622,2
105.341,21.0233,2
110.452,14.1799,2
111.742,13.1913,3
105.765,20.5404,2
110.093,14.5879,2
106.775,19.3855,2
106.093,20.167,2
105.962,20.3163,2
113.616,11.5648,3
112.977,11.5658,2
111.901,12.5197,2
108.139,17.2691,2
111.742,13.1913,3
105.083,21.322,2
105.588,20.7445,2
107.714,17.3079,2
108.139,17.2691,2
105.588,20.7445,2
113.616,11.5648,3
113.926,11.5601,2
112.939,11.8271,3
106.088,20.1705,2
112.977,11.5658,2
110.533,14.0847,2
111.901,12.5197,2
110.093,14.5889,2
106.825,19.3297,2
106.775,19.3855,2
112.977,11.5658,2
105.083,21.322,2
108.139,17.2691,2
106.825,19.3297,2
105.083,21.322,2
112.977,11.5658,2
111.901,12.5197,2
105.588,20.7445,2
112.977,11.5658,2
112.977,11.5658,2
113.616,11.5648,3
113.616,11.5648,3
108.139,17.2691,2
112.977,11.5658,2
112.977,11.5658,2

第5世代
f1,f2,time_count
104.154,22.3823,2
113.926,11.5601,2
112.472,11.8679,2
109.017,15.82,2
111.25,13.2675,2
108.644,16.2474,2
106.623,19.0016,2
106.77,18.3899,2
108.219,16.7305,2
112.911,11.563,2
107.209,17.8854,2
111.901,12.5197,2
109.522,15.2397,2
107.714,17.3079,2
109.522,15.2397,2
111.396,13.0972,2
104.654,21.8078,2
106.207,19.5319,3
107.144,17.9614,2
110.452,14.1799,2
105.078,21.3255,2
104.573,21.903,2
110.533,14.0847,2
110.533,14.0847,2
110.093,14.5879,2
106.093,20.167,2
110.027,14.6622,2
106.207,19.5319,3
113.444,11.5615,3
