Accumulated Time [min],Battery [%],Work Count [times]
42.339,27.1056,15
42.3407,27.1027,15
42.3424,27.0998,15
42.344,27.0969,15
42.3457,27.0941,15
42.3474,27.0912,15
42.349,27.0883,15
42.3507,27.0854,15
42.3524,27.0826,15
42.354,27.0797,15
42.3557,27.0768,15
42.3574,27.0739,15
42.359,27.0711,15
42.3607,27.0682,15
42.3624,27.0653,15
42.3641,27.0626,15
42.3657,27.0597,15
42.3674,27.0568,15
42.369,27.0539,15
42.3707,27.0511,15
42.3724,27.0482,15
42.374,27.0453,15
42.3757,27.0424,15
42.3774,27.0396,15
42.379,27.0367,15
42.3807,27.0338,15
42.3824,27.0309,15
42.384,27.0281,15
42.3857,27.0252,15
42.3874,27.0223,15
42.389,27.0194,15
42.3907,27.0166,15
42.3924,27.0137,15
42.394,27.0108,15
42.3957,27.0079,15
42.3974,27.005,15
42.399,27.0023,15
42.4007,26.9994,15
42.4024,26.9966,15
42.404,26.9937,15
42.4057,26.9908,15
42.4074,26.9879,15
42.409,26.9852,15
42.4107,26.9823,15
42.4124,26.9795,15
42.414,26.9766,15
42.4157,26.9737,15
42.4174,26.9708,15
42.419,26.9679,15
42.4207,26.9651,15
42.4224,26.9622,15
42.424,26.9593,15
42.4257,26.9564,15
42.4274,26.9536,15
42.429,26.9507,15
42.4307,26.9478,15
42.4324,26.9449,15
42.434,26.9421,15
42.4357,26.9392,15
42.4374,26.9363,15
42.439,26.9334,15
42.4407,26.9306,15
42.4424,26.9277,15
42.444,26.9248,15
42.4457,26.9219,15
42.4474,26.9191,15
42.449,26.9162,15
42.4507,26.9133,15
42.4524,26.9104,15
42.454,26.9076,15
42.4557,26.9047,15
42.4574,26.9019,15
42.459,26.8991,15
42.4607,26.8962,15
42.4624,26.8933,15
42.464,26.8904,15
42.4657,26.8888,15
42.4674,26.8921,15
42.4691,26.8954,15
42.4707,26.8987,15
42.4724,26.902,15
42.474,26.9053,15
42.4757,26.9086,15
42.4774,26.912,15
42.479,26.9153,15
42.4807,26.9186,15
42.4824,26.9219,15
42.484,26.9252,15
42.4857,26.9285,15
42.4874,26.9318,15
42.4891,26.9351,15
42.4907,26.9384,15
42.4924,26.9417,15
42.494,26.945,15
42.4957,26.9482,15
42.4974,26.9515,15
42.499,26.9548,15
42.5007,26.9581,15
42.5024,26.9612,15
42.504,26.9645,15
42.5057,26.9678,15
42.5074,26.9712,15
42.509,26.9745,15
42.5107,26.9778,15
42.5124,26.9811,15
42.514,26.9844,15
42.5157,26.9877,15
42.5174,26.991,15
42.519,26.9943,15
42.5207,26.9976,15
42.5224,27.0009,15
42.524,27.0041,15
42.5257,27.0074,15
42.5274,27.0107,15
42.529,27.014,15
42.5307,27.0173,15
42.5324,27.0206,15
42.534,27.0239,15
42.5357,27.0271,15
42.5374,27.0304,15
42.539,27.0338,15
42.5407,27.037,15
42.5424,27.0403,15
42.544,27.0436,15
42.5457,27.0467,15
42.5474,27.05,15
42.549,27.0533,15
42.5507,27.0567,15
42.5524,27.06,15
42.554,27.0633,15
42.5557,27.0666,15
42.5574,27.0699,15
42.559,27.0732,15
42.5607,27.0765,15
42.5624,27.0798,15
42.564,27.0831,15
42.5657,27.0864,15
42.5674,27.0897,15
42.569,27.093,15
42.5707,27.0963,15
42.5724,27.0997,15
42.574,27.103,15
42.5757,27.1063,15
42.5774,27.1096,15
42.579,27.1129,15
42.5807,27.1162,15
42.5824,27.1195,15
42.584,27.1228,15
42.5857,27.1261,15
42.5874,27.1294,15
42.589,27.1327,15
42.5907,27.136,15
42.5924,27.1393,15
42.594,27.1427,15
42.5957,27.146,15
42.5974,27.1493,15
42.599,27.1526,15
42.6007,27.1559,15
42.6024,27.1592,15
42.604,27.1625,15
42.6057,27.1658,15
42.6074,27.1691,15
42.609,27.1724,15
42.6107,27.1757,15
42.6124,27.179,15
42.614,27.1823,15
42.6157,27.1856,15
42.6174,27.189,15
42.619,27.1923,15
42.6207,27.1956,15
42.6224,27.1989,15
42.624,27.2022,15
42.6257,27.2055,15
42.6274,27.2088,15
42.629,27.2121,15
42.6307,27.2154,15
42.6324,27.2186,15
42.634,27.2219,15
42.6357,27.2252,15
42.6374,27.2285,15
42.639,27.2318,15
42.6407,27.2349,15
42.6424,27.2381,15
42.644,27.2414,15
42.6457,27.2447,15
42.6474,27.248,15
42.649,27.2513,15
42.6507,27.2546,15
42.6524,27.2579,15
42.654,27.2612,15
42.6557,27.2645,15
42.6574,27.2678,15
42.659,27.2711,15
42.6607,27.2743,15
42.6624,27.2776,15
42.664,27.2809,15
42.6657,27.2842,15
42.6674,27.2875,15
42.669,27.2908,15
42.6707,27.2941,15
42.6724,27.2974,15
42.674,27.3007,15
42.6757,27.3041,15
42.6774,27.3074,15
42.679,27.3105,15
42.6807,27.3138,15
42.6824,27.3171,15
42.684,27.3204,15
42.6857,27.3237,15
42.6874,27.327,15
42.689,27.3304,15
42.6907,27.3337,15
42.6924,27.337,15
42.694,27.3403,15
42.6957,27.3436,15
42.6974,27.3469,15
42.699,27.3502,15
42.7007,27.3535,15
42.7024,27.3568,15
42.704,27.3601,15
42.7057,27.3634,15
42.7074,27.3667,15
42.709,27.37,15
42.7107,27.3733,15
42.7124,27.3767,15
42.714,27.38,15
42.7157,27.3833,15
42.7174,27.3866,15
42.719,27.3899,15
42.7207,27.3932,15
42.7224,27.3965,15
42.724,27.3998,15
42.7257,27.4031,15
42.7274,27.4064,15
42.729,27.4097,15
42.7307,27.413,15
42.7324,27.4163,15
42.734,27.4197,15
42.7357,27.423,15
42.7374,27.4263,15
42.739,27.4292,15
42.7407,27.4326,15
42.7424,27.4359,15
42.7441,27.4392,15
42.7457,27.4425,15
42.7474,27.4458,15
42.749,27.4491,15
42.7507,27.4524,15
42.7524,27.4557,15
42.7541,27.459,15
42.7557,27.4623,15
42.7574,27.4656,15
42.759,27.4689,15
42.7607,27.4722,15
42.7624,27.4754,15
42.764,27.4787,15
42.7657,27.4818,15
42.7674,27.4851,15
42.769,27.4884,15
42.7707,27.4918,15
42.7724,27.4951,15
42.774,27.4984,15
42.7757,27.5017,15
42.7774,27.505,15
42.779,27.5083,15
42.7807,27.5116,15
42.7824,27.5149,15
42.784,27.5182,15
42.7857,27.5215,15
42.7874,27.5248,15
42.789,27.5281,15
42.7907,27.5314,15
42.7924,27.5348,15
42.794,27.5381,15
42.7957,27.5414,15
42.7974,27.5447,15
42.799,27.548,15
42.8007,27.5513,15
42.8024,27.5546,15
42.804,27.5579,15
42.8057,27.5612,15
42.8074,27.5645,15
42.809,27.5678,15
42.8107,27.5711,15
42.8124,27.5744,15
42.814,27.5777,15
42.8157,27.5811,15
42.8174,27.5844,15
42.819,27.5877,15
42.8207,27.591,15
42.8224,27.5943,15
42.824,27.5976,15
42.8257,27.6009,15
42.8274,27.6042,15
42.829,27.6075,15
42.8307,27.6108,15
42.8324,27.6141,15
42.834,27.6174,15
42.8357,27.6206,15
42.8374,27.6239,15
42.839,27.6272,15
42.8407,27.6305,15
42.8424,27.6338,15
42.844,27.6371,15
42.8457,27.6404,15
42.8474,27.6437,15
42.849,27.6469,15
42.8507,27.6502,15
42.8524,27.6535,15
42.854,27.6568,15
42.8557,27.6601,15
42.8574,27.6634,15
42.859,27.6667,15
42.8607,27.67,15
42.8624,27.6733,15
42.864,27.6766,15
42.8657,27.68,15
42.8674,27.6833,15
42.869,27.6866,15
42.8707,27.6899,15
42.8724,27.693,15
42.874,27.6963,15
42.8757,27.6995,15
42.8774,27.7028,15
42.879,27.7061,15
42.8807,27.7094,15
42.8824,27.7127,15
42.884,27.716,15
42.8857,27.7193,15
42.8874,27.7226,15
42.889,27.7259,15
42.8907,27.7292,15
42.8924,27.7325,15
42.894,27.7358,15
42.8957,27.7392,15
42.8974,27.7425,15
42.899,27.7458,15
42.9007,27.7491,15
42.9024,27.7524,15
42.904,27.7557,15
42.9057,27.759,15
42.9074,27.7623,15
42.909,27.7656,15
42.9107,27.7689,15
42.9124,27.7722,15
42.914,27.7755,15
42.9157,27.7788,15
42.9174,27.7822,15
42.919,27.7855,15
42.9207,27.7886,15
42.9224,27.7919,15
42.924,27.7952,15
42.9257,27.7985,15
42.9274,27.8018,15
42.929,27.8051,15
42.9307,27.8084,15
42.9324,27.8116,15
42.934,27.8149,15
42.9357,27.818,15
42.9374,27.8213,15
42.939,27.8247,15
42.9407,27.8278,15
42.9424,27.8311,15
42.944,27.8344,15
42.9457,27.8377,15
42.9474,27.841,15
42.949,27.8443,15
42.9507,27.8476,15
42.9524,27.8509,15
42.954,27.8543,15
42.9557,27.8576,15
42.9574,27.8609,15
42.959,27.8642,15
42.9607,27.8675,15
42.9624,27.8708,15
42.964,27.8741,15
42.9657,27.8774,15
42.9674,27.8807,15
42.969,27.884,15
42.9707,27.8873,15
42.9724,27.8906,15
42.974,27.8939,15
42.9757,27.8973,15
42.9774,27.9006,15
42.979,27.9039,15
42.9807,27.9072,15
42.9824,27.9105,15
42.984,27.9138,15
42.9857,27.9169,15
42.9874,27.9202,15
42.9891,27.9235,15
42.9907,27.9269,15
42.9924,27.9302,15
42.994,27.9335,15
42.9957,27.9368,15
42.9974,27.9401,15
42.999,27.9434,15
43.0007,27.9467,15
43.0024,27.95,15
43.004,27.9533,15
43.0057,27.9566,15
43.0074,27.9599,15
43.009,27.9632,15
43.0107,27.9665,15
43.0124,27.9699,15
43.014,27.9732,15
43.0157,27.9763,15
43.0174,27.9798,15
43.019,27.9831,15
43.0207,27.9864,15
43.0224,27.9897,15
43.024,27.993,15
43.0257,27.9963,15
43.0274,27.9996,15
43.029,28.0029,15
43.0307,28.0062,15
43.0324,28.0095,15
43.034,28.0127,15
43.0357,28.016,15
43.0374,28.0193,15
43.039,28.0226,15
43.0407,28.0259,15
43.0424,28.0292,15
43.044,28.0325,15
43.0457,28.0358,15
43.0474,28.0391,15
43.049,28.0424,15
43.0507,28.0458,15
43.0524,28.0491,15
43.0541,28.0524,15
43.0557,28.0557,15
43.0574,28.059,15
43.059,28.0623,15
43.0607,28.0656,15
43.0624,28.0689,15
43.064,28.0722,15
43.0657,28.0755,15
43.0674,28.0788,15
43.0691,28.0821,15
43.0707,28.0854,15
43.0724,28.0888,15
43.074,28.0921,15
43.0757,28.0954,15
43.0774,28.0987,15
43.079,28.102,15
43.0807,28.1053,15
43.0824,28.1086,15
43.084,28.1119,15
43.0857,28.1152,15
43.0874,28.1185,15
43.089,28.1218,15
43.0907,28.1251,15
43.0924,28.1284,15
43.094,28.1318,15
43.0957,28.1351,15
43.0974,28.1384,15
43.099,28.1417,15
43.1007,28.145,15
43.1024,28.1483,15
43.104,28.1516,15
43.1057,28.1549,15
43.1074,28.1582,15
43.109,28.1615,15
43.1107,28.1648,15
43.1124,28.1681,15
43.114,28.1714,15
43.1157,28.1747,15
43.1174,28.1781,15
43.119,28.1814,15
43.1207,28.1847,15
43.1224,28.1878,15
43.124,28.1913,15
43.1257,28.1944,15
43.1274,28.1979,15
43.129,28.2012,15
43.1307,28.2045,15
43.1324,28.2078,15
43.134,28.2111,15
43.1357,28.2143,15
43.1374,28.2176,15
43.139,28.2209,15
43.1407,28.2242,15
43.1424,28.2275,15
43.144,28.2306,15
43.1457,28.2339,15
43.1474,28.2373,15
43.149,28.2406,15
43.1507,28.2437,15
43.1524,28.247,15
43.154,28.2503,15
43.1557,28.2536,15
43.1574,28.2569,15
43.159,28.2602,15
43.1607,28.2636,15
43.1624,28.2667,15
43.164,28.27,15
43.1657,28.2733,15
43.1674,28.2765,15
43.169,28.2798,15
43.1707,28.2831,15
43.1724,28.2864,15
43.174,28.2897,15
43.1757,28.293,15
43.1774,28.2963,15
43.179,28.2996,15
43.1807,28.3029,15
43.1824,28.3062,15
43.184,28.3095,15
43.1857,28.3128,15
43.1874,28.3161,15
43.189,28.3195,15
43.1907,28.3228,15
43.1924,28.3261,15
43.194,28.3294,15
43.1957,28.3327,15
43.1974,28.336,15
43.199,28.3393,15
43.2007,28.3426,15
43.2024,28.3459,15
43.204,28.3492,15
43.2057,28.3525,15
43.2074,28.3558,15
43.209,28.3591,15
43.2107,28.3624,15
43.2124,28.3658,15
43.214,28.3691,15
43.2157,28.3724,15
43.2174,28.3757,15
43.219,28.379,15
43.2207,28.3823,15
43.2224,28.3856,15
43.224,28.3887,15
43.2257,28.392,15
43.2274,28.3954,15
43.229,28.3987,15
43.2307,28.4018,15
43.2324,28.4051,15
43.234,28.4084,15
43.2357,28.4117,15
43.2374,28.4149,15
43.239,28.4182,15
43.2407,28.4215,15
43.2424,28.4248,15
43.244,28.4281,15
43.2457,28.4314,15
43.2474,28.4347,15
43.249,28.438,15
43.2507,28.4413,15
43.2524,28.4446,15
43.254,28.4478,15
43.2557,28.4511,15
43.2574,28.4544,15
43.259,28.4577,15
43.2607,28.461,15
43.2624,28.4642,15
43.264,28.4675,15
43.2657,28.4708,15
43.2674,28.4741,15
43.269,28.4774,15
43.2707,28.4807,15
43.2724,28.484,15
43.274,28.4873,15
43.2757,28.4906,15
43.2774,28.4939,15
43.279,28.4972,15
43.2807,28.5005,15
43.2824,28.5038,15
43.284,28.5071,15
43.2857,28.5103,15
43.2874,28.5136,15
43.289,28.5169,15
43.2907,28.5202,15
43.2924,28.5235,15
43.294,28.5268,15
43.2957,28.5301,15
43.2974,28.5334,15
43.299,28.5367,15
43.3007,28.5401,15
43.3024,28.5434,15
43.304,28.5467,15
43.3057,28.55,15
43.3074,28.5533,15
43.309,28.5566,15
43.3107,28.5599,15
43.3124,28.5632,15
43.314,28.5665,15
43.3157,28.5698,15
43.3174,28.573,15
43.319,28.5764,15
43.3207,28.5796,15
43.3224,28.5829,15
43.324,28.5862,15
43.3257,28.5895,15
43.3274,28.5928,15
43.329,28.5961,15
43.3307,28.5994,15
43.3324,28.6027,15
43.334,28.606,15
43.3357,28.6093,15
43.3374,28.6127,15
43.339,28.616,15
43.3407,28.6193,15
43.3424,28.6226,15
43.344,28.6259,15
43.3457,28.6292,15
43.3474,28.6325,15
43.349,28.6358,15
43.3507,28.6391,15
43.3524,28.6424,15
43.354,28.6457,15
43.3557,28.649,15
43.3574,28.6523,15
43.359,28.6557,15
43.3607,28.659,15
43.3624,28.6623,15
43.364,28.6656,15
43.3657,28.6689,15
43.3674,28.6722,15
43.369,28.6755,15
43.3707,28.6788,15
43.3724,28.6821,15
43.374,28.6854,15
43.3757,28.6887,15
43.3774,28.692,15
43.379,28.6953,15
43.3807,28.6987,15
43.3824,28.702,15
43.384,28.7053,15
43.3857,28.7086,15
43.3874,28.7119,15
43.389,28.7152,15
43.3907,28.7185,15
43.3924,28.7218,15
43.394,28.7251,15
43.3957,28.7284,15
43.3974,28.7317,15
43.399,28.735,15
43.4007,28.7383,15
43.4024,28.7416,15
43.404,28.745,15
43.4057,28.7483,15
43.4074,28.7516,15
43.409,28.7549,15
43.4107,28.7582,15
43.4124,28.7615,15
43.414,28.7646,15
43.4157,28.7679,15
43.4174,28.7711,15
43.419,28.7744,15
43.4207,28.7777,15
43.4224,28.781,15
43.424,28.7843,15
43.4257,28.7876,15
43.4274,28.7909,15
43.429,28.7942,15
43.4307,28.7975,15
43.4324,28.8009,15
43.434,28.8042,15
43.4357,28.8075,15
43.4374,28.8108,15
43.439,28.8141,15
43.4407,28.8174,15
43.4424,28.8207,15
43.444,28.824,15
43.4457,28.8273,15
43.4474,28.8306,15
43.449,28.8339,15
43.4507,28.8372,15
43.4524,28.8405,15
43.454,28.8438,15
43.4557,28.8472,15
43.4574,28.8505,15
43.459,28.8538,15
43.4607,28.8571,15
43.4624,28.8604,15
43.464,28.8637,15
43.4657,28.867,15
43.4674,28.8703,15
43.469,28.8736,15
43.4707,28.8769,15
43.4724,28.8802,15
43.474,28.8835,15
43.4757,28.8868,15
43.4774,28.8902,15
43.479,28.8935,15
43.4807,28.8968,15
43.4824,28.9001,15
43.484,28.9034,15
43.4857,28.9067,15
43.4874,28.91,15
43.489,28.9133,15
43.4907,28.9166,15
43.4924,28.9198,15
43.494,28.9231,15
43.4957,28.9264,15
43.4974,28.9297,15
43.499,28.933,15
43.5007,28.9363,15
43.5024,28.9396,15
43.504,28.9429,15
43.5057,28.9462,15
43.5074,28.9495,15
43.509,28.9528,15
43.5107,28.9561,15
43.5124,28.9594,15
43.514,28.9626,15
43.5157,28.9659,15
43.5174,28.9692,15
43.519,28.9725,15
43.5207,28.9758,15
43.5224,28.9791,15
43.524,28.9824,15
43.5257,28.9857,15
43.5274,28.989,15
43.529,28.9924,15
43.5307,28.9957,15
43.5324,28.999,15
43.534,29.0023,15
43.5357,29.0054,15
43.5374,29.0087,15
43.539,29.012,15
43.5407,29.0153,15
43.5424,29.0186,15
43.544,29.022,15
43.5457,29.0253,15
43.5474,29.0286,15
43.549,29.0319,15
43.5507,29.035,15
43.5524,29.0383,15
43.554,29.0416,15
43.5557,29.0449,15
43.5574,29.0483,15
43.559,29.0516,15
43.5607,29.0549,15
43.5624,29.0582,15
43.564,29.0615,15
43.5657,29.0648,15
43.5674,29.0681,15
43.569,29.0714,15
43.5707,29.0747,15
43.5724,29.078,15
43.574,29.0813,15
43.5757,29.0846,15
43.5774,29.0879,15
43.579,29.0912,15
43.5807,29.0946,15
43.5824,29.0979,15
43.584,29.1012,15
43.5857,29.1045,15
43.5874,29.1078,15
43.589,29.1111,15
43.5907,29.1144,15
43.5924,29.1177,15
43.594,29.121,15
43.5957,29.1243,15
43.5974,29.1276,15
43.599,29.1309,15
43.6007,29.1339,15
43.6024,29.1372,15
43.604,29.1405,15
43.6057,29.1438,15
43.6074,29.1473,15
43.609,29.1506,15
43.6107,29.1539,15
43.6124,29.1572,15
43.614,29.1605,15
43.6157,29.1638,15
43.6174,29.1672,15
43.619,29.1705,15
43.6207,29.1738,15
43.6224,29.1771,15
43.624,29.1804,15
43.6257,29.1837,15
43.6274,29.187,15
43.629,29.1903,15
43.6307,29.1936,15
43.6324,29.1969,15
43.634,29.2002,15
43.6357,29.2035,15
43.6374,29.2067,15
43.639,29.21,15
43.6407,29.2133,15
43.6424,29.2166,15
43.6441,29.2199,15
43.6457,29.2232,15
43.6474,29.2265,15
43.649,29.2298,15
43.6507,29.2331,15
43.6524,29.2364,15
43.654,29.2398,15
43.6557,29.2431,15
43.6574,29.2464,15
43.659,29.2497,15
43.6607,29.253,15
43.6624,29.2563,15
43.664,29.2596,15
43.6657,29.2629,15
43.6674,29.266,15
43.669,29.2694,15
43.6707,29.2727,15
43.6724,29.2758,15
43.674,29.2791,15
43.6757,29.2824,15
43.6774,29.2857,15
43.679,29.289,15
43.6807,29.2923,15
43.6824,29.2957,15
43.684,29.2988,15
43.6857,29.3021,15
43.6874,29.3054,15
43.689,29.3087,15
43.6907,29.312,15
43.6924,29.3153,15
43.694,29.3186,15
43.6957,29.3219,15
43.6974,29.3251,15
43.699,29.3284,15
43.7007,29.3317,15
43.7024,29.335,15
43.704,29.3383,15
43.7057,29.3416,15
43.7074,29.3449,15
43.709,29.3482,15
43.7107,29.3515,15
43.7124,29.3549,15
43.714,29.3582,15
43.7157,29.3615,15
43.7174,29.3648,15
43.719,29.3681,15
43.7207,29.3714,15
43.7224,29.3747,15
43.724,29.3778,15
43.7257,29.3811,15
43.7274,29.3845,15
43.729,29.3876,15
43.7307,29.3909,15
43.7324,29.3942,15
43.734,29.3975,15
43.7357,29.4008,15
43.7374,29.4041,15
43.739,29.4074,15
43.7407,29.4107,15
43.7424,29.4141,15
43.744,29.4174,15
43.7457,29.4207,15
43.7474,29.424,15
43.749,29.4273,15
43.7507,29.4306,15
43.7524,29.4339,15
43.754,29.4372,15
43.7557,29.4405,15
43.7574,29.4438,15
43.759,29.4471,15
43.7607,29.4504,15
43.7624,29.4536,15
43.764,29.4571,15
43.7657,29.4602,15
43.7674,29.4635,15
43.7691,29.4666,15
43.7707,29.47,15
43.7724,29.4733,15
43.774,29.4764,15
43.7757,29.4797,15
43.7774,29.483,15
43.779,29.4863,15
43.7807,29.4896,15
43.7824,29.4929,15
43.784,29.4962,15
43.7857,29.4996,15
43.7874,29.5029,15
43.789,29.5062,15
43.7907,29.5095,15
43.7924,29.5128,15
43.794,29.5161,15
43.7957,29.5194,15
43.7974,29.5227,15
43.799,29.526,15
43.8007,29.5293,15
43.8024,29.5326,15
43.804,29.5359,15
43.8057,29.5392,15
43.8074,29.5426,15
43.809,29.5459,15
43.8107,29.5492,15
43.8124,29.5525,15
43.814,29.5558,15
43.8157,29.5591,15
43.8174,29.5624,15
43.819,29.5657,15
43.8207,29.569,15
43.8224,29.5723,15
43.824,29.5755,15
43.8257,29.5788,15
43.8274,29.5821,15
43.829,29.5854,15
43.8307,29.5887,15
43.8324,29.592,15
43.834,29.5953,15
43.8357,29.5986,15
43.8374,29.6011,15
43.839,29.6046,15
43.8407,29.6075,15
43.8424,29.6109,15
43.844,29.6142,15
43.8457,29.6173,15
43.8474,29.6206,15
43.849,29.6239,15
43.8507,29.6272,15
43.8524,29.6305,15
43.854,29.6338,15
43.8557,29.6371,15
43.8574,29.6405,15
43.859,29.6438,15
43.8607,29.6471,15
43.8624,29.6504,15
43.864,29.6537,15
43.8657,29.6568,15
43.8674,29.6601,15
43.8691,29.6633,15
43.8707,29.6666,15
43.8724,29.6699,15
43.874,29.6732,15
43.8757,29.6765,15
43.8774,29.6798,15
43.879,29.6831,15
43.8807,29.6864,15
43.8824,29.6897,15
43.884,29.693,15
43.8857,29.6963,15
43.8874,29.6997,15
43.889,29.703,15
43.8907,29.7063,15
43.8924,29.7096,15
43.894,29.7129,15
43.8957,29.7162,15
43.8974,29.7195,15
43.899,29.7228,15
43.9007,29.7261,15
43.9024,29.7294,15
43.904,29.7327,15
43.9057,29.736,15
43.9074,29.7393,15
43.909,29.7427,15
43.9107,29.746,15
43.9124,29.7493,15
43.914,29.7526,15
43.9157,29.7559,15
43.9174,29.7592,15
43.919,29.7625,15
43.9207,29.7658,15
43.9224,29.7691,15
43.924,29.7723,15
43.9257,29.7756,15
43.9274,29.7789,15
43.929,29.7822,15
43.9307,29.7853,15
43.9324,29.7886,15
43.934,29.7919,15
43.9357,29.7952,15
43.9374,29.7986,15
43.939,29.8019,15
43.9407,29.8052,15
43.9424,29.8085,15
43.944,29.8118,15
43.9457,29.8151,15
43.9474,29.8184,15
43.949,29.8215,15
43.9507,29.8248,15
43.9524,29.8282,15
43.954,29.8315,15
43.9557,29.8348,15
43.9574,29.8381,15
43.959,29.8414,15
43.9607,29.8447,15
43.9624,29.848,15
43.964,29.8513,15
43.9657,29.8544,15
43.9674,29.8576,15
43.969,29.8609,15
43.9707,29.8642,15
43.9724,29.8675,15
43.974,29.8708,15
43.9757,29.8741,15
43.9774,29.8774,15
43.979,29.8807,15
43.9807,29.884,15
43.9824,29.8874,15
43.984,29.8905,15
43.9857,29.8938,15
43.9874,29.8971,15
43.989,29.9004,15
43.9907,29.9037,15
43.9924,29.907,15
43.994,29.9102,15
43.9957,29.9135,15
43.9974,29.9168,15
43.999,29.9201,15
44.0007,29.9234,15
44.0024,29.9267,15
44.004,29.93,15
44.0057,29.9333,15
44.0074,29.9366,15
44.009,29.9399,15
44.0107,29.9433,15
44.0124,29.9466,15
44.014,29.9499,15
44.0157,29.9532,15
44.0174,29.9565,15
44.019,29.9598,15
44.0207,29.9631,15
44.0224,29.9664,15
44.024,29.9697,15
44.0257,29.973,15
44.0274,29.9763,15
44.029,29.9796,15
44.0307,29.9829,15
44.0324,29.9862,15
44.034,29.9896,15
44.0357,29.9929,15
44.0374,29.9962,15
44.039,29.9995,15
44.0407,30.0026,15
44.0424,30.0058,15
44.044,30.0091,15
44.0457,30.0124,15
44.0474,30.0157,15
44.049,30.019,15
44.0507,30.0223,15
44.0524,30.0256,15
44.054,30.0289,15
44.0557,30.0322,15
44.0574,30.0354,15
44.059,30.0388,15
44.0607,30.042,15
44.0624,30.0453,15
44.064,30.0486,15
44.0657,30.0519,15
44.0674,30.0552,15
44.069,30.0585,15
44.0707,30.0618,15
44.0724,30.0651,15
44.074,30.0684,15
44.0757,30.0717,15
44.0774,30.0751,15
44.079,30.0784,15
44.0807,30.0817,15
44.0824,30.085,15
44.084,30.0883,15
44.0857,30.0916,15
44.0874,30.0949,15
44.089,30.0982,15
44.0907,30.1015,15
44.0924,30.1048,15
44.094,30.1081,15
44.0957,30.1114,15
44.0974,30.1147,15
44.099,30.1181,15
44.1007,30.1214,15
44.1024,30.1247,15
44.104,30.128,15
44.1057,30.1313,15
44.1074,30.1346,15
44.1091,30.1379,15
44.1107,30.1412,15
44.1124,30.1445,15
44.114,30.1478,15
44.1157,30.1511,15
44.1174,30.1544,15
44.119,30.1577,15
44.1207,30.1611,15
44.1224,30.1644,15
44.124,30.1677,15
44.1257,30.171,15
44.1274,30.1743,15
44.129,30.1776,15
44.1307,30.1809,15
44.1324,30.1842,15
44.134,30.1875,15
44.1357,30.1908,15
44.1374,30.1941,15
44.139,30.1974,15
44.1407,30.2007,15
44.1424,30.204,15
44.144,30.2074,15
44.1457,30.2107,15
44.1474,30.2138,15
44.1491,30.2171,15
44.1507,30.2204,15
44.1524,30.2237,15
44.154,30.227,15
44.1557,30.2303,15
44.1574,30.2336,15
44.159,30.237,15
44.1607,30.2403,15
44.1624,30.2436,15
44.164,30.2469,15
44.1657,30.2502,15
44.1674,30.2535,15
44.169,30.2568,15
44.1707,30.2601,15
44.1724,30.2634,15
44.174,30.2667,15
44.1757,30.27,15
44.1774,30.2733,15
44.179,30.2766,15
44.1807,30.28,15
44.1824,30.2833,15
44.184,30.2866,15
44.1857,30.2899,15
44.1874,30.2932,15
44.189,30.2965,15
44.1907,30.2998,15
44.1924,30.3031,15
44.194,30.3064,15
44.1957,30.3097,15
44.1974,30.313,15
44.199,30.3163,15
44.2007,30.3196,15
44.2024,30.323,15
44.204,30.3263,15
44.2057,30.3296,15
44.2074,30.3329,15
44.209,30.336,15
44.2107,30.3393,15
44.2124,30.3426,15
44.214,30.3459,15
44.2157,30.3492,15
44.2174,30.3526,15
44.219,30.3557,15
44.2207,30.359,15
44.2224,30.3623,15
44.224,30.3656,15
44.2257,30.3689,15
44.2274,30.3722,15
44.229,30.3755,15
44.2307,30.3788,15
44.2324,30.3822,15
44.234,30.3855,15
44.2357,30.3888,15
44.2374,30.3921,15
44.239,30.3954,15
44.2407,30.3987,15
44.2424,30.402,15
44.244,30.4051,15
44.2457,30.4084,15
44.2474,30.4118,15
44.249,30.4151,15
44.2507,30.4184,15
44.2524,30.4215,15
44.254,30.4248,15
44.2557,30.4281,15
44.2574,30.4314,15
44.259,30.4347,15
44.2607,30.4381,15
44.2624,30.4414,15
44.264,30.4447,15
44.2657,30.448,15
44.2674,30.4513,15
44.269,30.4546,15
44.2707,30.4579,15
44.2724,30.4612,15
44.274,30.4645,15
44.2757,30.4678,15
44.2774,30.4711,15
44.279,30.4744,15
44.2807,30.4777,15
44.2824,30.481,15
44.284,30.4844,15
44.2857,30.4877,15
44.2874,30.491,15
44.289,30.4943,15
44.2907,30.4976,15
44.2924,30.5009,15
44.294,30.5042,15
44.2957,30.5075,15
44.2974,30.5108,15
44.299,30.5141,15
44.3007,30.5174,15
44.3024,30.5207,15
44.304,30.524,15
44.3057,30.5272,15
44.3074,30.5305,15
44.309,30.5338,15
44.3107,30.5371,15
44.3124,30.5404,15
44.314,30.5437,15
44.3157,30.547,15
44.3174,30.5503,15
44.319,30.5536,15
44.3207,30.557,15
44.3224,30.5601,15
44.324,30.5634,15
44.3257,30.5667,15
44.3274,30.57,15
44.329,30.5733,15
44.3307,30.5765,15
44.3324,30.5798,15
44.334,30.5831,15
44.3357,30.5864,15
44.3374,30.5897,15
44.339,30.593,15
44.3407,30.5963,15
44.3424,30.5996,15
44.344,30.6029,15
44.3457,30.6062,15
44.3474,30.6095,15
