ElapsedTime(s),Battery(%),ChargeRate(%/min),,Cc-speed [%/min],Cv-speed [%/min]
192.599,89.9401,2.04,,,
192.699,89.9434,1.98,,,
192.799,89.9467,1.98,,,
192.899,89.95,1.98,,,
192.999,89.9533,1.98,,,
193.099,89.9566,1.98,,,
193.199,89.9599,1.98,,,
193.299,89.9632,1.98,,,
193.399,89.9665,1.98,,,
193.499,89.9698,1.98,,,
193.599,89.9731,1.98,,,
193.699,89.9764,1.98,,,
193.799,89.9797,1.98,,,
193.899,89.983,1.98,,,
193.999,89.9864,2.04,,,
194.099,89.9897,1.98,,,
194.199,89.993,1.98,,,
194.299,89.9963,1.98,,,
194.399,89.9996,1.98,,,
194.499,90.0015,1.14,,,
194.599,90.0031,0.96,,,
194.699,90.0048,1.02,,,
194.799,90.0064,0.96,,,
194.899,90.008,0.96,,,
194.999,90.0097,1.02,,,
195.099,90.0113,0.96,,,
195.199,90.013,1.02,,,
195.299,90.0146,0.96,,,
195.399,90.0162,0.96,,,
195.499,90.0179,1.02,,,
195.599,90.0195,0.96,,,
195.699,90.0212,1.02,,,
195.799,90.0228,0.96,,,
195.899,90.0244,0.96,,,
195.999,90.0261,1.02,,,
196.099,90.0277,0.96,,,
196.199,90.0294,1.02,,,
196.299,90.031,0.96,,,
196.399,90.0327,1.02,,,
196.499,90.0343,0.96,,,
196.599,90.0359,0.96,,,
196.699,90.0376,1.02,,,
196.799,90.0392,0.96,,,
196.899,90.0409,1.02,,,
196.999,90.0425,0.96,,,
197.099,90.0441,0.96,,,
197.199,90.0458,1.02,,,
197.299,90.0474,0.96,,,
197.399,90.0491,1.02,,,
197.499,90.0507,0.96,,,
197.599,90.0523,0.96,,,
197.699,90.054,1.02,,,
197.799,90.0556,0.96,,,
197.899,90.0572,0.96,,,
197.999,90.0588,0.96,,,
198.099,90.0605,1.02,,,
198.199,90.0621,0.96,,,
198.299,90.0638,1.02,,,
198.399,90.0654,0.96,,,
198.499,90.067,0.96,,,
198.599,90.0687,1.02,,,
198.699,90.0703,0.96,,,
198.799,90.072,1.02,,,
198.899,90.0736,0.96,,,
198.999,90.0752,0.96,,,
199.099,90.0769,1.02,,,
199.199,90.0785,0.96,,,
199.299,90.0802,1.02,,,
199.399,90.0818,0.96,,,
199.499,90.0834,0.96,,,
199.599,90.0851,1.02,,,
199.699,90.0867,0.96,,,
199.799,90.0884,1.02,,,
199.899,90.09,0.96,,,
199.999,90.0916,0.96,,,
200.099,90.0933,1.02,,,
200.199,90.0949,0.96,,,
200.299,90.0966,1.02,,,
200.399,90.0982,0.96,,,
200.499,90.0998,0.96,,,
200.599,90.1015,1.02,,,
200.699,90.1031,0.96,,,
200.799,90.1048,1.02,,,
200.899,90.1064,0.96,,,
200.999,90.108,0.96,,,
201.099,90.1097,1.02,,,
201.199,90.1113,0.96,,,
201.299,90.113,1.02,,,
201.399,90.1146,0.96,,,
201.499,90.1163,1.02,,,
201.599,90.1179,0.96,,,
201.699,90.1195,0.96,,,
201.799,90.1212,1.02,,,
201.899,90.1228,0.96,,,
201.999,90.1245,1.02,,,
202.099,90.1261,0.96,,,
202.199,90.1277,0.96,,,
202.299,90.1294,1.02,,,
202.399,90.131,0.96,,,
202.499,90.1327,1.02,,,
202.599,90.1343,0.96,,,
202.699,90.1359,0.96,,,
202.799,90.1376,1.02,,,
202.899,90.1392,0.96,,,
202.999,90.1409,1.02,,,
203.099,90.1425,0.96,,,
203.199,90.1442,1.02,,,
203.299,90.1458,0.96,,,
203.399,90.1474,0.96,,,
203.499,90.1491,1.02,,,
203.599,90.1507,0.96,,,
203.699,90.1524,1.02,,,
203.799,90.154,0.96,,,
203.899,90.1556,0.96,,,
203.999,90.1573,1.02,,,
204.099,90.1589,0.96,,,
204.199,90.1606,1.02,,,
204.299,90.1622,0.96,,,
204.399,90.1638,0.96,,,
204.499,90.1655,1.02,,,
204.599,90.1671,0.96,,,
204.699,90.1688,1.02,,,
204.799,90.1704,0.96,,,
204.899,90.172,0.96,,,
204.999,90.1737,1.02,,,
205.099,90.1753,0.96,,,
205.199,90.177,1.02,,,
205.299,90.1786,0.96,,,
205.399,90.1802,0.96,,,
205.499,90.1819,1.02,,,
205.599,90.1835,0.96,,,
205.699,90.1852,1.02,,,
205.799,90.1868,0.96,,,
205.899,90.1884,0.96,,,
205.999,90.1901,1.02,,,
206.099,90.1917,0.96,,,
206.199,90.1934,1.02,,,
206.299,90.195,0.96,,,
206.399,90.1967,1.02,,,
206.499,90.1983,0.96,,,
206.599,90.1999,0.96,,,
206.699,90.2016,1.02,,,
206.799,90.2032,0.96,,,
206.899,90.2049,1.02,,,
206.999,90.2065,0.96,,,
207.099,90.2081,0.96,,,
207.199,90.2098,1.02,,,
207.299,90.2114,0.96,,,
207.399,90.2131,1.02,,,
207.499,90.2147,0.96,,,
207.599,90.2163,0.96,,,
207.699,90.218,1.02,,,
207.799,90.2196,0.96,,,
207.899,90.2213,1.02,,,
207.999,90.2229,0.96,,,
208.099,90.2245,0.96,,,
208.199,90.2262,1.02,,,
208.299,90.2278,0.96,,,
208.399,90.2295,1.02,,,
208.499,90.2311,0.96,,,
208.599,90.2327,0.96,,,
208.699,90.2344,1.02,,,
208.799,90.236,0.96,,,
208.899,90.2377,1.02,,,
208.999,90.2393,0.96,,,
209.099,90.241,1.02,,,
209.199,90.2426,0.96,,,
209.299,90.2442,0.96,,,
209.399,90.2459,1.02,,,
209.499,90.2475,0.96,,,
209.599,90.2492,1.02,,,
209.699,90.2508,0.96,,,
209.799,90.2524,0.96,,,
209.899,90.2541,1.02,,,
209.999,90.2557,0.96,,,
210.099,90.2574,1.02,,,
210.199,90.259,0.96,,,
210.299,90.2606,0.96,,,
210.399,90.2623,1.02,,,
210.499,90.2639,0.96,,,
210.599,90.2656,1.02,,,
210.699,90.2672,0.96,,,
210.799,90.2688,0.96,,,
210.899,90.2705,1.02,,,
210.999,90.2721,0.96,,,
211.099,90.2738,1.02,,,
211.199,90.2754,0.96,,,
211.299,90.2771,1.02,,,
211.399,90.2787,0.96,,,
211.499,90.2803,0.96,,,
211.599,90.282,1.02,,,
211.699,90.2836,0.96,,,
211.799,90.2853,1.02,,,
211.899,90.2869,0.96,,,
211.999,90.2885,0.96,,,
212.099,90.2902,1.02,,,
212.199,90.2918,0.96,,,
212.299,90.2935,1.02,,,
212.399,90.2951,0.96,,,
212.499,90.2967,0.96,,,
212.599,90.2984,1.02,,,
212.699,90.3,0.96,,,
212.799,90.3017,1.02,,,
212.899,90.3033,0.96,,,
212.999,90.3049,0.96,,,
213.099,90.3066,1.02,,,
213.199,90.3082,0.96,,,
213.299,90.3099,1.02,,,
213.399,90.3115,0.96,,,
213.499,90.3131,0.96,,,
213.599,90.3148,1.02,,,
213.699,90.3164,0.96,,,
213.799,90.3181,1.02,,,
213.899,90.3197,0.96,,,
213.999,90.3214,1.02,,,
214.099,90.323,0.96,,,
214.199,90.3246,0.96,,,
214.299,90.3263,1.02,,,
214.399,90.3279,0.96,,,
214.499,90.3296,1.02,,,
214.599,90.3312,0.96,,,
214.699,90.3328,0.96,,,
214.799,90.3345,1.02,,,
214.899,90.3361,0.96,,,
214.999,90.3378,1.02,,,
215.099,90.3394,0.96,,,
215.199,90.341,0.96,,,
215.299,90.3427,1.02,,,
215.399,90.3443,0.96,,,
215.499,90.346,1.02,,,
215.599,90.3476,0.96,,,
215.699,90.3492,0.96,,,
215.799,90.3509,1.02,,,
215.899,90.3525,0.96,,,
215.999,90.3542,1.02,,,
216.099,90.3558,0.96,,,
216.199,90.3575,1.02,,,
216.299,90.3591,0.96,,,
216.399,90.3607,0.96,,,
216.499,90.3624,1.02,,,
216.599,90.364,0.96,,,
216.699,90.3657,1.02,,,
216.799,90.3673,0.96,,,
216.899,90.3689,0.96,,,
216.999,90.3706,1.02,,,
217.099,90.3722,0.96,,,
217.199,90.3739,1.02,,,
217.299,90.3755,0.96,,,
217.399,90.3771,0.96,,,
217.499,90.3788,1.02,,,
217.599,90.3804,0.96,,,
217.699,90.3821,1.02,,,
217.799,90.3837,0.96,,,
217.899,90.3853,0.96,,,
217.999,90.387,1.02,,,
218.099,90.3886,0.96,,,
218.199,90.3903,1.02,,,
218.299,90.3919,0.96,,,
218.399,90.3935,0.96,,,
218.499,90.3952,1.02,,,
218.599,90.3968,0.96,,,
218.699,90.3985,1.02,,,
218.799,90.4001,0.96,,,
218.899,90.4018,1.02,,,
218.999,90.4034,0.96,,,
219.099,90.405,0.96,,,
219.199,90.4067,1.02,,,
219.299,90.4083,0.96,,,
219.399,90.41,1.02,,,
219.499,90.4116,0.96,,,
219.599,90.4132,0.96,,,
219.699,90.4149,1.02,,,
219.799,90.4165,0.96,,,
219.899,90.4182,1.02,,,
219.999,90.4198,0.96,,,
220.099,90.4214,0.96,,,
220.199,90.4231,1.02,,,
220.299,90.4247,0.96,,,
220.399,90.4264,1.02,,,
220.499,90.428,0.96,,,
220.599,90.4297,1.02,,,
220.699,90.4313,0.96,,,
220.799,90.4329,0.96,,,
220.899,90.4346,1.02,,,
220.999,90.4362,0.96,,,
221.099,90.4379,1.02,,,
221.199,90.4395,0.96,,,
221.299,90.4411,0.96,,,
221.399,90.4428,1.02,,,
221.499,90.4444,0.96,,,
221.599,90.4461,1.02,,,
221.699,90.4477,0.96,,,
221.799,90.4493,0.96,,,
221.899,90.451,1.02,,,
221.999,90.4526,0.96,,,
222.099,90.4543,1.02,,,
222.199,90.4559,0.96,,,
222.299,90.4575,0.96,,,
222.399,90.4592,1.02,,,
222.499,90.4608,0.96,,,
222.599,90.4625,1.02,,,
222.699,90.4641,0.96,,,
222.799,90.4657,0.96,,,
222.899,90.4674,1.02,,,
222.999,90.469,0.96,,,
223.099,90.4707,1.02,,,
223.199,90.4723,0.96,,,
223.299,90.4739,0.96,,,
223.399,90.4756,1.02,,,
223.499,90.4772,0.96,,,
223.599,90.4789,1.02,,,
223.699,90.4805,0.96,,,
223.799,90.4822,1.02,,,
223.899,90.4837,0.90,,,
223.999,90.4854,1.02,,,
224.099,90.487,0.96,,,
224.199,90.4886,0.96,,,
224.299,90.4903,1.02,,,
224.399,90.4919,0.96,,,
224.499,90.4936,1.02,,,
224.599,90.4952,0.96,,,
224.699,90.4968,0.96,,,
224.799,90.4985,1.02,,,
224.899,90.5001,0.96,,,
224.999,90.5018,1.02,,,
225.099,90.5034,0.96,,,
225.199,90.505,0.96,,,
225.299,90.5067,1.02,,,
225.399,90.5083,0.96,,,
225.499,90.51,1.02,,,
225.599,90.5116,0.96,,,
225.699,90.5132,0.96,,,
225.799,90.5149,1.02,,,
225.899,90.5165,0.96,,,
225.999,90.5182,1.02,,,
226.099,90.5198,0.96,,,
226.199,90.5214,0.96,,,
226.299,90.5231,1.02,,,
226.399,90.5247,0.96,,,
226.499,90.5264,1.02,,,
226.599,90.528,0.96,,,
226.699,90.5297,1.02,,,
226.799,90.5313,0.96,,,
226.899,90.5329,0.96,,,
226.999,90.5346,1.02,,,
227.099,90.5362,0.96,,,
227.199,90.5379,1.02,,,
227.299,90.5395,0.96,,,
227.399,90.5411,0.96,,,
227.499,90.5428,1.02,,,
227.599,90.5444,0.96,,,
227.699,90.5461,1.02,,,
227.799,90.5477,0.96,,,
227.899,90.5493,0.96,,,
227.999,90.551,1.02,,,
228.099,90.5526,0.96,,,
228.199,90.5543,1.02,,,
228.299,90.5559,0.96,,,
228.399,90.5575,0.96,,,
228.499,90.5592,1.02,,,
228.599,90.5608,0.96,,,
228.699,90.5625,1.02,,,
228.799,90.5641,0.96,,,
228.899,90.5658,1.02,,,
228.999,90.5674,0.96,,,
229.099,90.569,0.96,,,
229.199,90.5707,1.02,,,
229.299,90.5723,0.96,,,
229.399,90.574,1.02,,,
229.499,90.5756,0.96,,,
229.599,90.5772,0.96,,,
229.699,90.5789,1.02,,,
229.799,90.5805,0.96,,,
229.899,90.5822,1.02,,,
229.999,90.5838,0.96,,,
230.099,90.5854,0.96,,,
230.199,90.5871,1.02,,,
230.299,90.5887,0.96,,,
230.399,90.5904,1.02,,,
230.499,90.592,0.96,,,
230.599,90.5936,0.96,,,
230.699,90.5953,1.02,,,
230.799,90.5969,0.96,,,
230.899,90.5986,1.02,,,
230.999,90.6002,0.96,,,
231.099,90.6018,0.96,,,
231.199,90.6035,1.02,,,
231.299,90.6051,0.96,,,
231.399,90.6068,1.02,,,
231.499,90.6084,0.96,,,
231.599,90.6101,1.02,,,
231.699,90.6117,0.96,,,
231.799,90.6133,0.96,,,
231.899,90.615,1.02,,,
231.999,90.6166,0.96,,,
232.099,90.6183,1.02,,,
232.199,90.6199,0.96,,,
232.299,90.6215,0.96,,,
232.399,90.6232,1.02,,,
232.499,90.6248,0.96,,,
232.599,90.6265,1.02,,,
232.699,90.6281,0.96,,,
232.799,90.6297,0.96,,,
232.899,90.6314,1.02,,,
232.999,90.633,0.96,,,
233.099,90.6347,1.02,,,
233.199,90.6363,0.96,,,
233.299,90.638,1.02,,,
233.399,90.6396,0.96,,,
233.499,90.6412,0.96,,,
233.599,90.6429,1.02,,,
233.699,90.6445,0.96,,,
233.799,90.6462,1.02,,,
233.899,90.6478,0.96,,,
233.999,90.6494,0.96,,,
234.099,90.6511,1.02,,,
234.199,90.6527,0.96,,,
234.299,90.6544,1.02,,,
234.399,90.656,0.96,,,
234.499,90.6576,0.96,,,
234.599,90.6593,1.02,,,
234.699,90.6609,0.96,,,
234.799,90.6626,1.02,,,
234.899,90.6642,0.96,,,
234.999,90.6658,0.96,,,
235.099,90.6675,1.02,,,
235.199,90.6691,0.96,,,
235.299,90.6708,1.02,,,
235.399,90.6724,0.96,,,
235.499,90.674,0.96,,,
235.599,90.6757,1.02,,,
235.699,90.6773,0.96,,,
235.799,90.679,1.02,,,
235.899,90.6806,0.96,,,
235.999,90.6822,0.96,,,
236.099,90.6839,1.02,,,
236.199,90.6855,0.96,,,
236.299,90.6872,1.02,,,
236.399,90.6888,0.96,,,
236.499,90.6905,1.02,,,
236.599,90.6921,0.96,,,
236.699,90.6937,0.96,,,
236.799,90.6954,1.02,,,
236.899,90.697,0.96,,,
236.999,90.6987,1.02,,,
237.099,90.7003,0.96,,,
237.199,90.7019,0.96,,,
237.299,90.7036,1.02,,,
237.399,90.7052,0.96,,,
237.499,90.7069,1.02,,,
237.599,90.7085,0.96,,,
237.699,90.7101,0.96,,,
237.799,90.7118,1.02,,,
237.899,90.7134,0.96,,,
237.999,90.7151,1.02,,,
238.099,90.7167,0.96,,,
238.199,90.7184,1.02,,,
238.299,90.72,0.96,,,
238.399,90.7216,0.96,,,
238.499,90.7233,1.02,,,
238.599,90.7249,0.96,,,
238.699,90.7266,1.02,,,
238.799,90.7282,0.96,,,
238.899,90.7298,0.96,,,
238.999,90.7315,1.02,,,
239.099,90.7331,0.96,,,
239.199,90.7348,1.02,,,
239.299,90.7364,0.96,,,
239.399,90.738,0.96,,,
239.499,90.7397,1.02,,,
239.599,90.7413,0.96,,,
239.699,90.743,1.02,,,
239.799,90.7446,0.96,,,
239.899,90.7462,0.96,,,
239.999,90.7479,1.02,,,
240.099,90.7495,0.96,,,
240.199,90.7512,1.02,,,
240.299,90.7528,0.96,,,
240.399,90.7544,0.96,,,
240.499,90.7561,1.02,,,
240.599,90.7577,0.96,,,
240.699,90.7594,1.02,,,
240.799,90.761,0.96,,,
240.899,90.7626,0.96,,,
240.999,90.7643,1.02,,,
241.099,90.7659,0.96,,,
241.199,90.7676,1.02,,,
241.299,90.7692,0.96,,,
241.399,90.7709,1.02,,,
241.499,90.7725,0.96,,,
241.599,90.7741,0.96,,,
241.699,90.7758,1.02,,,
241.799,90.7774,0.96,,,
241.899,90.7791,1.02,,,
241.999,90.7807,0.96,,,
242.099,90.7823,0.96,,,
242.199,90.784,1.02,,,
242.299,90.7856,0.96,,,
242.399,90.7873,1.02,,,
242.499,90.7889,0.96,,,
242.599,90.7905,0.96,,,
242.699,90.7922,1.02,,,
242.799,90.7938,0.96,,,
242.899,90.7955,1.02,,,
242.999,90.7971,0.96,,,
243.099,90.7987,0.96,,,
243.199,90.8004,1.02,,,
243.299,90.802,0.96,,,
243.399,90.8037,1.02,,,
243.499,90.8053,0.96,,,
243.599,90.8069,0.96,,,
243.699,90.8086,1.02,,,
243.799,90.8102,0.96,,,
243.899,90.8119,1.02,,,
243.999,90.8135,0.96,,,
244.099,90.8151,0.96,,,
244.199,90.8168,1.02,,,
244.299,90.8184,0.96,,,
244.399,90.8201,1.02,,,
244.499,90.8217,0.96,,,
244.599,90.8234,1.02,,,
244.699,90.825,0.96,,,
244.799,90.8266,0.96,,,
244.899,90.8283,1.02,,,
244.999,90.8299,0.96,,,
245.099,90.8316,1.02,,,
245.199,90.8332,0.96,,,
245.299,90.8348,0.96,,,
245.399,90.8365,1.02,,,
245.499,90.8381,0.96,,,
245.599,90.8398,1.02,,,
245.699,90.8414,0.96,,,
245.799,90.843,0.96,,,
245.899,90.8447,1.02,,,
245.999,90.8463,0.96,,,
246.099,90.848,1.02,,,
246.199,90.8496,0.96,,,
246.299,90.8513,1.02,,,
246.399,90.8529,0.96,,,
246.499,90.8545,0.96,,,
246.599,90.8562,1.02,,,
246.699,90.8578,0.96,,,
246.799,90.8595,1.02,,,
246.899,90.8611,0.96,,,
246.999,90.8627,0.96,,,
247.099,90.8644,1.02,,,
247.199,90.866,0.96,,,
247.299,90.8677,1.02,,,
247.399,90.8693,0.96,,,
247.499,90.8709,0.96,,,
247.599,90.8726,1.02,,,
247.699,90.8742,0.96,,,
247.799,90.8759,1.02,,,
247.899,90.8775,0.96,,,
247.999,90.8791,0.96,,,
248.099,90.8808,1.02,,,
248.199,90.8824,0.96,,,
248.299,90.8841,1.02,,,
248.399,90.8857,0.96,,,
248.499,90.8873,0.96,,,
248.599,90.889,1.02,,,
248.699,90.8906,0.96,,,
248.799,90.8923,1.02,,,
248.899,90.8939,0.96,,,
248.999,90.8956,1.02,,,
249.099,90.8971,0.90,,,
249.199,90.8988,1.02,,,
249.299,90.9004,0.96,,,
249.399,90.902,0.96,,,
249.499,90.9037,1.02,,,
249.599,90.9053,0.96,,,
249.699,90.907,1.02,,,
249.799,90.9086,0.96,,,
249.899,90.9102,0.96,,,
249.999,90.9119,1.02,,,
250.099,90.9135,0.96,,,
250.199,90.9152,1.02,,,
250.299,90.9168,0.96,,,
250.399,90.9184,0.96,,,
250.499,90.9201,1.02,,,
250.599,90.9217,0.96,,,
250.699,90.9234,1.02,,,
250.799,90.925,0.96,,,
250.899,90.9267,1.02,,,
250.999,90.9283,0.96,,,
251.099,90.9299,0.96,,,
251.199,90.9316,1.02,,,
251.299,90.9332,0.96,,,
251.399,90.9349,1.02,,,
251.499,90.9365,0.96,,,
251.599,90.9381,0.96,,,
251.699,90.9398,1.02,,,
251.799,90.9414,0.96,,,
251.899,90.9431,1.02,,,
251.999,90.9447,0.96,,,
252.099,90.9463,0.96,,,
252.199,90.948,1.02,,,
252.299,90.9496,0.96,,,
252.399,90.9513,1.02,,,
252.499,90.9529,0.96,,,
252.599,90.9545,0.96,,,
252.699,90.9562,1.02,,,
252.799,90.9578,0.96,,,
252.899,90.9595,1.02,,,
252.999,90.9611,0.96,,,
253.099,90.9627,0.96,,,
253.199,90.9644,1.02,,,
253.299,90.966,0.96,,,
253.399,90.9677,1.02,,,
253.499,90.9693,0.96,,,
253.599,90.9709,0.96,,,
253.699,90.9726,1.02,,,
253.799,90.9742,0.96,,,
253.899,90.9759,1.02,,,
253.999,90.9775,0.96,,,
254.099,90.9792,1.02,,,
254.199,90.9808,0.96,,,
254.299,90.9824,0.96,,,
254.399,90.9841,1.02,,,
254.499,90.9857,0.96,,,
254.599,90.9874,1.02,,,
254.699,90.989,0.96,,,
254.799,90.9906,0.96,,,
254.899,90.9923,1.02,,,
254.999,90.9939,0.96,,,
255.099,90.9956,1.02,,,
255.199,90.9972,0.96,,,
255.299,90.9988,0.96,,,
255.399,91.0005,1.02,,,
255.499,91.0021,0.96,,,
255.599,91.0038,1.02,,,
255.699,91.0054,0.96,,,
255.799,91.007,0.96,,,
255.899,91.0087,1.02,,,
255.999,91.0103,0.96,,,
256.099,91.012,1.02,,,
256.199,91.0136,0.96,,,
256.299,91.0152,0.96,,,
256.399,91.0169,1.02,,,
256.499,91.0185,0.96,,,
256.599,91.0202,1.02,,,
256.699,91.0218,0.96,,,
256.799,91.0234,0.96,,,
256.899,91.0251,1.02,,,
256.999,91.0267,0.96,,,
257.099,91.0284,1.02,,,
257.199,91.03,0.96,,,
257.299,91.0317,1.02,,,
257.399,91.0333,0.96,,,
257.499,91.0349,0.96,,,
257.599,91.0366,1.02,,,
257.699,91.0382,0.96,,,
257.799,91.0399,1.02,,,
257.899,91.0415,0.96,,,
257.999,91.0431,0.96,,,
258.099,91.0448,1.02,,,
258.199,91.0464,0.96,,,
258.299,91.0481,1.02,,,
258.399,91.0497,0.96,,,
258.499,91.0513,0.96,,,
258.599,91.053,1.02,,,
258.699,91.0546,0.96,,,
258.799,91.0563,1.02,,,
258.899,91.0579,0.96,,,
258.999,91.0596,1.02,,,
259.099,91.0612,0.96,,,
259.199,91.0628,0.96,,,
259.299,91.0645,1.02,,,
259.399,91.0661,0.96,,,
259.499,91.0678,1.02,,,
259.599,91.0694,0.96,,,
259.699,91.071,0.96,,,
259.799,91.0727,1.02,,,
259.899,91.0743,0.96,,,
259.999,91.076,1.02,,,
260.099,91.0776,0.96,,,
260.199,91.0792,0.96,,,
260.299,91.0809,1.02,,,
260.399,91.0825,0.96,,,
260.499,91.0842,1.02,,,
260.599,91.0858,0.96,,,
260.699,91.0874,0.96,,,
260.799,91.0891,1.02,,,
260.899,91.0907,0.96,,,
260.999,91.0924,1.02,,,
261.099,91.094,0.96,,,
261.199,91.0956,0.96,,,
261.299,91.0973,1.02,,,
261.399,91.0989,0.96,,,
261.499,91.1006,1.02,,,
261.599,91.1022,0.96,,,
261.699,91.1039,1.02,,,
261.799,91.1055,0.96,,,
261.899,91.1071,0.96,,,
261.999,91.1088,1.02,,,
262.099,91.1104,0.96,,,
262.199,91.1121,1.02,,,
262.299,91.1137,0.96,,,
262.399,91.1153,0.96,,,
262.499,91.117,1.02,,,
262.599,91.1186,0.96,,,
262.699,91.1203,1.02,,,
262.799,91.1219,0.96,,,
262.899,91.1235,0.96,,,
262.999,91.1252,1.02,,,
263.099,91.1268,0.96,,,
263.199,91.1285,1.02,,,
263.299,91.1301,0.96,,,
263.399,91.1317,0.96,,,
263.499,91.1334,1.02,,,
263.599,91.135,0.96,,,
263.699,91.1367,1.02,,,
263.799,91.1383,0.96,,,
263.899,91.14,1.02,,,
263.999,91.1416,0.96,,,
264.099,91.1432,0.96,,,
264.199,91.1449,1.02,,,
264.299,91.1465,0.96,,,
264.399,91.1482,1.02,,,
264.499,91.1498,0.96,,,
264.599,91.1514,0.96,,,
264.699,91.1531,1.02,,,
264.799,91.1547,0.96,,,
264.899,91.1564,1.02,,,
264.999,91.158,0.96,,,
265.099,91.1596,0.96,,,
265.199,91.1613,1.02,,,
265.299,91.1629,0.96,,,
265.399,91.1646,1.02,,,
265.499,91.1662,0.96,,,
265.599,91.1678,0.96,,,
265.699,91.1695,1.02,,,
265.799,91.1711,0.96,,,
265.899,91.1728,1.02,,,
265.999,91.1744,0.96,,,
266.099,91.176,0.96,,,
266.199,91.1777,1.02,,,
266.299,91.1793,0.96,,,
266.399,91.181,1.02,,,
266.499,91.1826,0.96,,,
266.599,91.1843,1.02,,,
266.699,91.1859,0.96,,,
266.799,91.1875,0.96,,,
266.899,91.1892,1.02,,,
266.999,91.1908,0.96,,,
267.099,91.1925,1.02,,,
267.199,91.1941,0.96,,,
267.299,91.1957,0.96,,,
267.399,91.1974,1.02,,,
267.499,91.199,0.96,,,
267.599,91.2007,1.02,,,
267.699,91.2023,0.96,,,
267.799,91.2039,0.96,,,
267.899,91.2056,1.02,,,
267.999,91.2072,0.96,,,
268.099,91.2089,1.02,,,
268.199,91.2105,0.96,,,
268.299,91.2122,1.02,,,
268.399,91.2138,0.96,,,
268.499,91.2154,0.96,,,
268.599,91.2171,1.02,,,
268.699,91.2187,0.96,,,
268.799,91.2204,1.02,,,
268.899,91.222,0.96,,,
268.999,91.2236,0.96,,,
269.099,91.2253,1.02,,,
269.199,91.2269,0.96,,,
269.299,91.2286,1.02,,,
269.399,91.2302,0.96,,,
269.499,91.2318,0.96,,,
269.599,91.2335,1.02,,,
269.699,91.2351,0.96,,,
269.799,91.2368,1.02,,,
269.899,91.2384,0.96,,,
269.999,91.24,0.96,,,
270.099,91.2417,1.02,,,
270.199,91.2433,0.96,,,
270.299,91.245,1.02,,,
270.399,91.2466,0.96,,,
270.499,91.2482,0.96,,,
270.599,91.2499,1.02,,,
270.699,91.2515,0.96,,,
270.799,91.2532,1.02,,,
270.899,91.2548,0.96,,,
270.999,91.2564,0.96,,,
271.099,91.2581,1.02,,,
271.199,91.2597,0.96,,,
271.299,91.2614,1.02,,,
271.399,91.263,0.96,,,
271.499,91.2647,1.02,,,
271.599,91.2663,0.96,,,
271.699,91.2679,0.96,,,
271.799,91.2696,1.02,,,
271.899,91.2712,0.96,,,
271.999,91.2729,1.02,,,
272.099,91.2745,0.96,,,
272.199,91.2761,0.96,,,
272.299,91.2778,1.02,,,
272.399,91.2794,0.96,,,
272.499,91.2811,1.02,,,
272.599,91.2827,0.96,,,
272.699,91.2843,0.96,,,
272.799,91.286,1.02,,,
272.899,91.2876,0.96,,,
272.999,91.2893,1.02,,,
273.099,91.2909,0.96,,,
273.199,91.2926,1.02,,,
273.299,91.2942,0.96,,,
273.399,91.2958,0.96,,,
273.499,91.2975,1.02,,,
273.599,91.2991,0.96,,,
273.699,91.3008,1.02,,,
273.799,91.3024,0.96,,,
273.899,91.304,0.96,,,
273.999,91.3057,1.02,,,
274.099,91.3073,0.96,,,
274.199,91.309,1.02,,,
274.299,91.3106,0.96,,,
274.399,91.3122,0.96,,,
274.499,91.3139,1.02,,,
274.599,91.3155,0.96,,,
274.699,91.3171,0.96,,,
274.799,91.3187,0.96,,,
274.899,91.3204,1.02,,,
274.999,91.322,0.96,,,
275.099,91.3236,0.96,,,
275.199,91.3253,1.02,,,
275.299,91.3269,0.96,,,
275.399,91.3286,1.02,,,
275.499,91.3302,0.96,,,
275.599,91.3318,0.96,,,
275.699,91.3335,1.02,,,
275.799,91.3351,0.96,,,
275.899,91.3368,1.02,,,
275.999,91.3384,0.96,,,
276.099,91.34,0.96,,,
276.199,91.3417,1.02,,,
276.299,91.3433,0.96,,,
276.399,91.345,1.02,,,
276.499,91.3466,0.96,,,
276.599,91.3483,1.02,,,
276.699,91.3499,0.96,,,
276.799,91.3515,0.96,,,
276.899,91.3532,1.02,,,
276.999,91.3548,0.96,,,
277.099,91.3565,1.02,,,
277.199,91.3581,0.96,,,
277.299,91.3597,0.96,,,
277.399,91.3614,1.02,,,
277.499,91.363,0.96,,,
277.599,91.3647,1.02,,,
277.699,91.3663,0.96,,,
277.799,91.3679,0.96,,,
277.899,91.3696,1.02,,,
277.999,91.3712,0.96,,,
278.099,91.3729,1.02,,,
278.199,91.3745,0.96,,,
278.299,91.3761,0.96,,,
278.399,91.3778,1.02,,,
278.499,91.3794,0.96,,,
278.599,91.3811,1.02,,,
278.699,91.3827,0.96,,,
278.799,91.3843,0.96,,,
278.899,91.386,1.02,,,
278.999,91.3876,0.96,,,
279.099,91.3893,1.02,,,
279.199,91.3909,0.96,,,
279.299,91.3926,1.02,,,
279.399,91.3942,0.96,,,
279.499,91.3958,0.96,,,
279.599,91.3975,1.02,,,
279.699,91.3991,0.96,,,
279.799,91.4008,1.02,,,
279.899,91.4024,0.96,,,
279.999,91.404,0.96,,,
280.099,91.4057,1.02,,,
280.199,91.4073,0.96,,,
