ElapsedTime(s),Battery(%),ChargeRate(%/min),,Cc-speed [%/min],Cv-speed [%/min]
104.898,87.0399,1.98,,,
104.998,87.0432,1.98,,,
105.098,87.0465,1.98,,,
105.198,87.0498,1.98,,,
105.298,87.0531,1.98,,,
105.398,87.0564,1.98,,,
105.498,87.0597,1.98,,,
105.598,87.063,1.98,,,
105.698,87.0664,2.04,,,
105.798,87.0697,1.98,,,
105.898,87.073,1.98,,,
105.998,87.0763,1.98,,,
106.098,87.0796,1.98,,,
106.198,87.0829,1.98,,,
106.298,87.0862,1.98,,,
106.398,87.0895,1.98,,,
106.498,87.0928,1.98,,,
106.598,87.0961,1.98,,,
106.698,87.0994,1.98,,,
106.798,87.1027,1.98,,,
106.898,87.106,1.98,,,
106.998,87.1094,2.04,,,
107.098,87.1127,1.98,,,
107.198,87.116,1.98,,,
107.298,87.1193,1.98,,,
107.398,87.1226,1.98,,,
107.498,87.1259,1.98,,,
107.598,87.1292,1.98,,,
107.698,87.1325,1.98,,,
107.798,87.1358,1.98,,,
107.898,87.1391,1.98,,,
107.998,87.1424,1.98,,,
108.098,87.1457,1.98,,,
108.198,87.149,1.98,,,
108.298,87.1524,2.04,,,
108.398,87.1557,1.98,,,
108.498,87.159,1.98,,,
108.598,87.1623,1.98,,,
108.698,87.1656,1.98,,,
108.798,87.1689,1.98,,,
108.898,87.1722,1.98,,,
108.998,87.1755,1.98,,,
109.098,87.1788,1.98,,,
109.198,87.1821,1.98,,,
109.298,87.1854,1.98,,,
109.398,87.1887,1.98,,,
109.498,87.192,1.98,,,
109.598,87.1953,1.98,,,
109.698,87.1987,2.04,,,
109.798,87.202,1.98,,,
109.898,87.2053,1.98,,,
109.998,87.2086,1.98,,,
110.098,87.2119,1.98,,,
110.198,87.2152,1.98,,,
110.298,87.2185,1.98,,,
110.398,87.2218,1.98,,,
110.498,87.2251,1.98,,,
110.598,87.2284,1.98,,,
110.698,87.2317,1.98,,,
110.798,87.235,1.98,,,
110.898,87.2383,1.98,,,
110.998,87.2416,1.98,,,
111.098,87.245,2.04,,,
111.198,87.2483,1.98,,,
111.298,87.2516,1.98,,,
111.398,87.2549,1.98,,,
111.498,87.2582,1.98,,,
111.598,87.2615,1.98,,,
111.698,87.2648,1.98,,,
111.798,87.2681,1.98,,,
111.898,87.2714,1.98,,,
111.998,87.2747,1.98,,,
112.098,87.278,1.98,,,
112.198,87.2813,1.98,,,
112.298,87.2847,2.04,,,
112.398,87.288,1.98,,,
112.498,87.2913,1.98,,,
112.598,87.2946,1.98,,,
112.698,87.2979,1.98,,,
112.798,87.3012,1.98,,,
112.898,87.3045,1.98,,,
112.998,87.3078,1.98,,,
113.098,87.3111,1.98,,,
113.198,87.3144,1.98,,,
113.298,87.3177,1.98,,,
113.398,87.321,1.98,,,
113.498,87.3243,1.98,,,
113.598,87.3277,2.04,,,
113.698,87.331,1.98,,,
113.798,87.3343,1.98,,,
113.898,87.3376,1.98,,,
113.998,87.3409,1.98,,,
114.098,87.3442,1.98,,,
114.198,87.3475,1.98,,,
114.298,87.3508,1.98,,,
114.398,87.3541,1.98,,,
114.498,87.3574,1.98,,,
114.598,87.3607,1.98,,,
114.698,87.364,1.98,,,
114.798,87.3673,1.98,,,
114.898,87.3706,1.98,,,
114.998,87.374,2.04,,,
115.098,87.3773,1.98,,,
115.198,87.3806,1.98,,,
115.298,87.3839,1.98,,,
115.398,87.3872,1.98,,,
115.498,87.3905,1.98,,,
115.599,87.3938,1.96,,,
115.698,87.3971,2.00,,,
115.798,87.4004,1.98,,,
115.899,87.4037,1.96,,,
115.998,87.407,2.00,,,
116.098,87.4103,1.98,,,
116.198,87.4136,1.98,,,
116.298,87.4169,1.98,,,
116.398,87.4203,2.04,,,
116.499,87.4236,1.96,,,
116.598,87.4269,2.00,,,
116.698,87.4302,1.98,,,
116.798,87.4335,1.98,,,
116.898,87.4368,1.98,,,
116.998,87.4401,1.98,,,
117.098,87.4434,1.98,,,
117.199,87.4467,1.96,,,
117.298,87.45,2.00,,,
117.398,87.4533,1.98,,,
117.498,87.4566,1.98,,,
117.598,87.4599,1.98,,,
117.698,87.4633,2.04,,,
117.798,87.4666,1.98,,,
117.898,87.4699,1.98,,,
117.998,87.4732,1.98,,,
118.098,87.4765,1.98,,,
118.198,87.4798,1.98,,,
118.298,87.4831,1.98,,,
118.398,87.4864,1.98,,,
118.498,87.4897,1.98,,,
118.598,87.493,1.98,,,
118.698,87.4963,1.98,,,
118.798,87.4996,1.98,,,
118.898,87.5029,1.98,,,
118.998,87.5063,2.04,,,
119.098,87.5096,1.98,,,
119.198,87.5129,1.98,,,
119.298,87.5162,1.98,,,
119.398,87.5195,1.98,,,
119.498,87.5228,1.98,,,
119.598,87.5261,1.98,,,
119.698,87.5294,1.98,,,
119.798,87.5327,1.98,,,
119.898,87.536,1.98,,,
119.998,87.5393,1.98,,,
120.098,87.5426,1.98,,,
120.198,87.5459,1.98,,,
120.298,87.5492,1.98,,,
120.398,87.5524,1.92,,,
120.498,87.5559,2.10,,,
120.598,87.5592,1.98,,,
120.698,87.5625,1.98,,,
120.798,87.5658,1.98,,,
120.898,87.5691,1.98,,,
120.998,87.5724,1.98,,,
121.098,87.5757,1.98,,,
121.198,87.579,1.98,,,
121.298,87.5823,1.98,,,
121.398,87.5856,1.98,,,
121.498,87.5889,1.98,,,
121.598,87.5922,1.98,,,
121.698,87.5955,1.98,,,
121.798,87.5989,2.04,,,
121.898,87.6022,1.98,,,
121.998,87.6055,1.98,,,
122.098,87.6088,1.98,,,
122.198,87.6121,1.98,,,
122.298,87.6154,1.98,,,
122.398,87.6187,1.98,,,
122.498,87.622,1.98,,,
122.598,87.6253,1.98,,,
122.698,87.6285,1.92,,,
122.798,87.6318,1.98,,,
122.898,87.6351,1.98,,,
122.998,87.6384,1.98,,,
123.098,87.6417,1.98,,,
123.198,87.645,1.98,,,
123.298,87.6483,1.98,,,
123.398,87.6516,1.98,,,
123.498,87.6549,1.98,,,
123.598,87.6582,1.98,,,
123.698,87.6615,1.98,,,
123.798,87.6648,1.98,,,
123.898,87.6681,1.98,,,
123.998,87.6715,2.04,,,
124.098,87.6748,1.98,,,
124.198,87.6781,1.98,,,
124.298,87.6814,1.98,,,
124.398,87.6847,1.98,,,
124.498,87.688,1.98,,,
124.598,87.6913,1.98,,,
124.698,87.6946,1.98,,,
124.798,87.6979,1.98,,,
124.898,87.7012,1.98,,,
124.998,87.7045,1.98,,,
125.098,87.7078,1.98,,,
125.198,87.7111,1.98,,,
125.298,87.7145,2.04,,,
125.398,87.7178,1.98,,,
125.498,87.7211,1.98,,,
125.598,87.7244,1.98,,,
125.698,87.7277,1.98,,,
125.798,87.731,1.98,,,
125.898,87.7343,1.98,,,
125.998,87.7376,1.98,,,
126.099,87.7409,1.96,,,
126.198,87.7442,2.00,,,
126.298,87.7475,1.98,,,
126.398,87.7508,1.98,,,
126.498,87.7541,1.98,,,
126.598,87.7575,2.04,,,
126.698,87.7608,1.98,,,
126.798,87.7641,1.98,,,
126.898,87.7674,1.98,,,
126.998,87.7707,1.98,,,
127.098,87.774,1.98,,,
127.198,87.7773,1.98,,,
127.298,87.7806,1.98,,,
127.398,87.7839,1.98,,,
127.498,87.7872,1.98,,,
127.598,87.7905,1.98,,,
127.698,87.7938,1.98,,,
127.798,87.7971,1.98,,,
127.898,87.8005,2.04,,,
127.998,87.8038,1.98,,,
128.098,87.8071,1.98,,,
128.198,87.8104,1.98,,,
128.298,87.8137,1.98,,,
128.398,87.817,1.98,,,
128.498,87.8203,1.98,,,
128.598,87.8236,1.98,,,
128.698,87.8269,1.98,,,
128.798,87.8302,1.98,,,
128.898,87.8335,1.98,,,
128.998,87.8368,1.98,,,
129.098,87.8401,1.98,,,
129.198,87.8434,1.98,,,
129.298,87.8468,2.04,,,
129.398,87.8501,1.98,,,
129.498,87.8534,1.98,,,
129.598,87.8567,1.98,,,
129.698,87.86,1.98,,,
129.798,87.8633,1.98,,,
129.898,87.8666,1.98,,,
129.998,87.8699,1.98,,,
130.098,87.8732,1.98,,,
130.198,87.8765,1.98,,,
130.298,87.8798,1.98,,,
130.398,87.8831,1.98,,,
130.498,87.8864,1.98,,,
130.598,87.8898,2.04,,,
130.698,87.8931,1.98,,,
130.798,87.8964,1.98,,,
130.898,87.8997,1.98,,,
130.998,87.903,1.98,,,
131.098,87.9063,1.98,,,
131.198,87.9096,1.98,,,
131.298,87.9129,1.98,,,
131.398,87.9162,1.98,,,
131.498,87.9195,1.98,,,
131.598,87.9228,1.98,,,
131.698,87.9261,1.98,,,
131.798,87.9294,1.98,,,
131.898,87.9328,2.04,,,
131.998,87.9361,1.98,,,
132.098,87.9394,1.98,,,
132.198,87.9427,1.98,,,
132.298,87.946,1.98,,,
132.398,87.9493,1.98,,,
132.498,87.9526,1.98,,,
132.598,87.9559,1.98,,,
132.698,87.9592,1.98,,,
132.798,87.9625,1.98,,,
132.898,87.9658,1.98,,,
132.998,87.9691,1.98,,,
133.098,87.9724,1.98,,,
133.198,87.9757,1.98,,,
133.298,87.9791,2.04,,,
133.398,87.9824,1.98,,,
133.498,87.9857,1.98,,,
133.598,87.989,1.98,,,
133.698,87.9923,1.98,,,
133.798,87.9956,1.98,,,
133.898,87.9989,1.98,,,
133.998,88.0022,1.98,,,
134.098,88.0055,1.98,,,
134.198,88.0088,1.98,,,
134.298,88.0121,1.98,,,
134.398,88.0154,1.98,,,
134.498,88.0187,1.98,,,
134.598,88.022,1.98,,,
134.698,88.0254,2.04,,,
134.798,88.0287,1.98,,,
134.898,88.032,1.98,,,
134.998,88.0353,1.98,,,
135.098,88.0386,1.98,,,
135.198,88.0419,1.98,,,
135.298,88.0452,1.98,,,
135.398,88.0485,1.98,,,
135.498,88.0518,1.98,,,
135.598,88.0551,1.98,,,
135.698,88.0584,1.98,,,
135.798,88.0617,1.98,,,
135.898,88.065,1.98,,,
135.998,88.0684,2.04,,,
136.098,88.0717,1.98,,,
136.198,88.075,1.98,,,
136.298,88.0783,1.98,,,
136.398,88.0816,1.98,,,
136.498,88.0849,1.98,,,
136.598,88.0882,1.98,,,
136.698,88.0915,1.98,,,
136.798,88.0948,1.98,,,
136.898,88.0981,1.98,,,
136.998,88.1014,1.98,,,
137.098,88.1047,1.98,,,
137.198,88.108,1.98,,,
137.298,88.1114,2.04,,,
137.398,88.1147,1.98,,,
137.498,88.118,1.98,,,
137.598,88.1213,1.98,,,
137.698,88.1246,1.98,,,
137.798,88.1279,1.98,,,
137.898,88.1312,1.98,,,
137.998,88.1345,1.98,,,
138.098,88.1378,1.98,,,
138.198,88.1411,1.98,,,
138.298,88.1444,1.98,,,
138.398,88.1477,1.98,,,
138.498,88.151,1.98,,,
138.598,88.1544,2.04,,,
138.698,88.1577,1.98,,,
138.798,88.161,1.98,,,
138.898,88.1643,1.98,,,
138.998,88.1676,1.98,,,
139.098,88.1709,1.98,,,
139.198,88.1742,1.98,,,
139.298,88.1775,1.98,,,
139.398,88.1808,1.98,,,
139.498,88.1841,1.98,,,
139.598,88.1874,1.98,,,
139.698,88.1907,1.98,,,
139.798,88.194,1.98,,,
139.898,88.1973,1.98,,,
139.998,88.2007,2.04,,,
140.098,88.204,1.98,,,
140.198,88.2073,1.98,,,
140.298,88.2106,1.98,,,
140.398,88.2139,1.98,,,
140.498,88.2172,1.98,,,
140.598,88.2205,1.98,,,
140.698,88.2238,1.98,,,
140.798,88.2271,1.98,,,
140.898,88.2304,1.98,,,
140.998,88.2337,1.98,,,
141.098,88.237,1.98,,,
141.198,88.2403,1.98,,,
141.298,88.2437,2.04,,,
141.398,88.247,1.98,,,
141.498,88.2503,1.98,,,
141.598,88.2536,1.98,,,
141.698,88.2569,1.98,,,
141.799,88.2602,1.96,,,
141.898,88.2635,2.00,,,
141.998,88.2668,1.98,,,
142.098,88.2701,1.98,,,
142.198,88.2734,1.98,,,
142.298,88.2767,1.98,,,
142.398,88.28,1.98,,,
142.498,88.2833,1.98,,,
142.598,88.2867,2.04,,,
142.698,88.29,1.98,,,
142.798,88.2933,1.98,,,
142.898,88.2966,1.98,,,
142.998,88.2999,1.98,,,
143.098,88.3032,1.98,,,
143.198,88.3065,1.98,,,
143.298,88.3098,1.98,,,
143.398,88.3131,1.98,,,
143.498,88.3164,1.98,,,
143.598,88.3197,1.98,,,
143.698,88.323,1.98,,,
143.798,88.3263,1.98,,,
143.898,88.3296,1.98,,,
143.998,88.333,2.04,,,
144.098,88.3363,1.98,,,
144.198,88.3396,1.98,,,
144.299,88.3429,1.96,,,
144.398,88.3462,2.00,,,
144.498,88.3495,1.98,,,
144.598,88.3528,1.98,,,
144.698,88.3561,1.98,,,
144.798,88.3594,1.98,,,
144.898,88.3627,1.98,,,
144.998,88.366,1.98,,,
145.099,88.3693,1.96,,,
145.198,88.3726,2.00,,,
145.298,88.3759,1.98,,,
145.398,88.3793,2.04,,,
145.498,88.3826,1.98,,,
145.598,88.3859,1.98,,,
145.698,88.3892,1.98,,,
145.798,88.3925,1.98,,,
145.899,88.3958,1.96,,,
145.999,88.3991,1.98,,,
146.098,88.4024,2.00,,,
146.198,88.4057,1.98,,,
146.298,88.409,1.98,,,
146.398,88.4123,1.98,,,
146.498,88.4156,1.98,,,
146.598,88.4189,1.98,,,
146.698,88.4223,2.04,,,
146.799,88.4256,1.96,,,
146.899,88.4289,1.98,,,
146.998,88.4322,2.00,,,
147.099,88.4355,1.96,,,
147.198,88.4388,2.00,,,
147.298,88.4421,1.98,,,
147.398,88.4454,1.98,,,
147.498,88.4487,1.98,,,
147.598,88.452,1.98,,,
147.699,88.4553,1.96,,,
147.798,88.4586,2.00,,,
147.898,88.4619,1.98,,,
147.998,88.4653,2.04,,,
148.098,88.4686,1.98,,,
148.198,88.4719,1.98,,,
148.298,88.4752,1.98,,,
148.398,88.4785,1.98,,,
148.498,88.4818,1.98,,,
148.599,88.4851,1.96,,,
148.698,88.4884,2.00,,,
148.798,88.4917,1.98,,,
148.898,88.495,1.98,,,
148.999,88.4983,1.96,,,
149.099,88.5016,1.98,,,
149.198,88.5048,1.94,,,
149.298,88.5081,1.98,,,
149.398,88.5114,1.98,,,
149.499,88.5147,1.96,,,
149.599,88.518,1.98,,,
149.698,88.5213,2.00,,,
149.798,88.5246,1.98,,,
149.898,88.5279,1.98,,,
149.998,88.5312,1.98,,,
150.099,88.5345,1.96,,,
150.199,88.5379,2.04,,,
150.299,88.5412,1.98,,,
150.399,88.5445,1.98,,,
150.499,88.5478,1.98,,,
150.599,88.5511,1.98,,,
150.699,88.5544,1.98,,,
150.799,88.5577,1.98,,,
150.899,88.561,1.98,,,
150.998,88.5643,2.00,,,
151.099,88.5676,1.96,,,
151.199,88.5709,1.98,,,
151.299,88.5742,1.98,,,
151.399,88.5775,1.98,,,
151.499,88.5809,2.04,,,
151.599,88.5842,1.98,,,
151.698,88.5875,2.00,,,
151.798,88.5908,1.98,,,
151.899,88.5941,1.96,,,
151.999,88.5974,1.98,,,
152.099,88.6007,1.98,,,
152.199,88.604,1.98,,,
152.299,88.6073,1.98,,,
152.399,88.6106,1.98,,,
152.498,88.6139,2.00,,,
152.599,88.6172,1.96,,,
152.699,88.6205,1.98,,,
152.799,88.6238,1.98,,,
152.898,88.6271,2.00,,,
152.998,88.6305,2.04,,,
153.098,88.6338,1.98,,,
153.199,88.6371,1.96,,,
153.299,88.6404,1.98,,,
153.399,88.6437,1.98,,,
153.498,88.647,2.00,,,
153.598,88.6503,1.98,,,
153.698,88.6536,1.98,,,
153.799,88.6569,1.96,,,
153.898,88.6602,2.00,,,
153.999,88.6635,1.96,,,
154.099,88.6668,1.98,,,
154.199,88.6701,1.98,,,
154.299,88.6735,2.04,,,
154.398,88.6768,2.00,,,
154.498,88.6801,1.98,,,
154.599,88.6834,1.96,,,
154.699,88.6867,1.98,,,
154.799,88.69,1.98,,,
154.899,88.6933,1.98,,,
154.998,88.6966,2.00,,,
155.098,88.6999,1.98,,,
155.199,88.7032,1.96,,,
155.299,88.7065,1.98,,,
155.399,88.7098,1.98,,,
155.499,88.7131,1.98,,,
155.599,88.7165,2.04,,,
155.699,88.7198,1.98,,,
155.799,88.7231,1.98,,,
155.899,88.7264,1.98,,,
155.999,88.7297,1.98,,,
156.099,88.733,1.98,,,
156.199,88.7363,1.98,,,
156.299,88.7396,1.98,,,
156.399,88.7429,1.98,,,
156.499,88.7462,1.98,,,
156.599,88.7495,1.98,,,
156.699,88.7528,1.98,,,
156.799,88.7561,1.98,,,
156.899,88.7595,2.04,,,
156.999,88.7628,1.98,,,
157.099,88.7661,1.98,,,
157.199,88.7694,1.98,,,
157.299,88.7727,1.98,,,
157.399,88.776,1.98,,,
157.499,88.7793,1.98,,,
157.599,88.7826,1.98,,,
157.698,88.7859,2.00,,,
157.799,88.7892,1.96,,,
157.899,88.7925,1.98,,,
157.999,88.7958,1.98,,,
158.099,88.7991,1.98,,,
158.199,88.8024,1.98,,,
158.299,88.8058,2.04,,,
158.399,88.8091,1.98,,,
158.499,88.8124,1.98,,,
158.598,88.8157,2.00,,,
158.699,88.819,1.96,,,
158.799,88.8223,1.98,,,
158.899,88.8256,1.98,,,
158.999,88.8289,1.98,,,
159.099,88.8322,1.98,,,
159.198,88.8355,2.00,,,
159.298,88.8388,1.98,,,
159.399,88.8421,1.96,,,
159.499,88.8454,1.98,,,
159.599,88.8488,2.04,,,
159.699,88.8521,1.98,,,
159.799,88.8554,1.98,,,
159.899,88.8587,1.98,,,
159.999,88.862,1.98,,,
160.099,88.8653,1.98,,,
160.199,88.8686,1.98,,,
160.299,88.8719,1.98,,,
160.399,88.8752,1.98,,,
160.499,88.8785,1.98,,,
160.599,88.8818,1.98,,,
160.699,88.8851,1.98,,,
160.799,88.8884,1.98,,,
160.899,88.8918,2.04,,,
160.999,88.8951,1.98,,,
161.099,88.8984,1.98,,,
161.199,88.9017,1.98,,,
161.299,88.905,1.98,,,
161.399,88.9083,1.98,,,
161.499,88.9116,1.98,,,
161.599,88.9149,1.98,,,
161.698,88.9182,2.00,,,
161.798,88.9215,1.98,,,
161.899,88.9248,1.96,,,
161.999,88.9281,1.98,,,
162.099,88.9314,1.98,,,
162.199,88.9348,2.04,,,
162.298,88.9381,2.00,,,
162.399,88.9414,1.96,,,
162.499,88.9447,1.98,,,
162.599,88.948,1.98,,,
162.699,88.9513,1.98,,,
162.799,88.9546,1.98,,,
162.899,88.9579,1.98,,,
162.999,88.9612,1.98,,,
163.098,88.9645,2.00,,,
163.199,88.9678,1.96,,,
163.299,88.9711,1.98,,,
163.399,88.9744,1.98,,,
163.499,88.9777,1.98,,,
163.599,88.981,1.98,,,
163.699,88.9844,2.04,,,
163.799,88.9877,1.98,,,
163.899,88.991,1.98,,,
163.999,88.9943,1.98,,,
164.099,88.9976,1.98,,,
164.199,89.0009,1.98,,,
164.298,89.0042,2.00,,,
164.399,89.0075,1.96,,,
164.499,89.0108,1.98,,,
164.599,89.0141,1.98,,,
164.699,89.0174,1.98,,,
164.799,89.0207,1.98,,,
164.899,89.024,1.98,,,
164.999,89.0274,2.04,,,
165.099,89.0307,1.98,,,
165.199,89.034,1.98,,,
165.299,89.0373,1.98,,,
165.399,89.0406,1.98,,,
165.499,89.0439,1.98,,,
165.599,89.0472,1.98,,,
165.699,89.0505,1.98,,,
165.799,89.0538,1.98,,,
165.899,89.0571,1.98,,,
165.999,89.0604,1.98,,,
166.099,89.0637,1.98,,,
166.199,89.067,1.98,,,
166.299,89.0704,2.04,,,
166.399,89.0737,1.98,,,
166.499,89.077,1.98,,,
166.599,89.0803,1.98,,,
166.699,89.0836,1.98,,,
166.799,89.0869,1.98,,,
166.899,89.0902,1.98,,,
166.999,89.0935,1.98,,,
167.099,89.0968,1.98,,,
167.199,89.1001,1.98,,,
167.299,89.1034,1.98,,,
167.399,89.1067,1.98,,,
167.499,89.11,1.98,,,
167.599,89.1134,2.04,,,
167.699,89.1167,1.98,,,
167.799,89.12,1.98,,,
167.899,89.1233,1.98,,,
167.999,89.1266,1.98,,,
168.099,89.1299,1.98,,,
168.199,89.1332,1.98,,,
168.299,89.1365,1.98,,,
168.399,89.1398,1.98,,,
168.499,89.1431,1.98,,,
168.599,89.1464,1.98,,,
168.699,89.1497,1.98,,,
168.799,89.153,1.98,,,
168.899,89.1563,1.98,,,
168.999,89.1597,2.04,,,
169.099,89.163,1.98,,,
169.199,89.1663,1.98,,,
169.299,89.1696,1.98,,,
169.399,89.1729,1.98,,,
169.499,89.1762,1.98,,,
169.599,89.1795,1.98,,,
169.699,89.1828,1.98,,,
169.799,89.1861,1.98,,,
169.899,89.1894,1.98,,,
169.999,89.1927,1.98,,,
170.099,89.196,1.98,,,
170.199,89.1993,1.98,,,
170.299,89.2027,2.04,,,
170.399,89.206,1.98,,,
170.499,89.2093,1.98,,,
170.599,89.2126,1.98,,,
170.699,89.2159,1.98,,,
170.799,89.2192,1.98,,,
170.899,89.2225,1.98,,,
170.999,89.2258,1.98,,,
171.099,89.2291,1.98,,,
171.199,89.2324,1.98,,,
171.299,89.2357,1.98,,,
171.399,89.239,1.98,,,
171.499,89.2423,1.98,,,
171.599,89.2457,2.04,,,
171.699,89.249,1.98,,,
171.799,89.2523,1.98,,,
171.899,89.2556,1.98,,,
171.999,89.2589,1.98,,,
172.099,89.2622,1.98,,,
172.199,89.2655,1.98,,,
172.299,89.2688,1.98,,,
172.399,89.2721,1.98,,,
172.499,89.2754,1.98,,,
172.599,89.2787,1.98,,,
172.699,89.282,1.98,,,
172.799,89.2853,1.98,,,
172.899,89.2887,2.04,,,
172.999,89.292,1.98,,,
173.099,89.2953,1.98,,,
173.199,89.2986,1.98,,,
173.299,89.3019,1.98,,,
173.399,89.3052,1.98,,,
173.499,89.3085,1.98,,,
173.599,89.3118,1.98,,,
173.699,89.3151,1.98,,,
173.799,89.3184,1.98,,,
173.899,89.3217,1.98,,,
173.999,89.3249,1.92,,,
174.099,89.3282,1.98,,,
174.199,89.3315,1.98,,,
174.299,89.3348,1.98,,,
174.399,89.3381,1.98,,,
174.499,89.3414,1.98,,,
174.599,89.3447,1.98,,,
174.699,89.348,1.98,,,
174.799,89.3513,1.98,,,
174.899,89.3546,1.98,,,
174.999,89.3579,1.98,,,
175.099,89.3612,1.98,,,
175.199,89.3646,2.04,,,
175.299,89.3679,1.98,,,
175.399,89.3712,1.98,,,
175.499,89.3745,1.98,,,
175.599,89.3778,1.98,,,
175.699,89.3811,1.98,,,
175.799,89.3844,1.98,,,
175.899,89.3877,1.98,,,
175.999,89.391,1.98,,,
176.099,89.3943,1.98,,,
176.199,89.3976,1.98,,,
176.299,89.4009,1.98,,,
176.399,89.4042,1.98,,,
176.499,89.4075,1.98,,,
176.599,89.4109,2.04,,,
176.699,89.4142,1.98,,,
176.799,89.4175,1.98,,,
176.899,89.4208,1.98,,,
176.999,89.4241,1.98,,,
177.099,89.4274,1.98,,,
177.199,89.4307,1.98,,,
177.299,89.434,1.98,,,
177.399,89.4373,1.98,,,
177.499,89.4406,1.98,,,
177.599,89.4439,1.98,,,
177.699,89.4472,1.98,,,
177.799,89.4505,1.98,,,
177.899,89.4539,2.04,,,
177.999,89.4572,1.98,,,
178.099,89.4605,1.98,,,
178.199,89.4638,1.98,,,
178.299,89.4671,1.98,,,
178.399,89.4704,1.98,,,
178.499,89.4737,1.98,,,
178.599,89.477,1.98,,,
178.699,89.4803,1.98,,,
178.799,89.4836,1.98,,,
178.899,89.4869,1.98,,,
178.999,89.4902,1.98,,,
179.099,89.4935,1.98,,,
179.199,89.4969,2.04,,,
179.299,89.5002,1.98,,,
179.399,89.5035,1.98,,,
179.499,89.5068,1.98,,,
179.599,89.5101,1.98,,,
179.699,89.5134,1.98,,,
179.799,89.5167,1.98,,,
179.899,89.52,1.98,,,
179.999,89.5233,1.98,,,
180.099,89.5266,1.98,,,
180.199,89.5299,1.98,,,
180.299,89.5332,1.98,,,
180.399,89.5365,1.98,,,
180.499,89.5399,2.04,,,
180.599,89.5432,1.98,,,
180.699,89.5465,1.98,,,
180.799,89.5498,1.98,,,
180.899,89.5531,1.98,,,
180.999,89.5564,1.98,,,
181.099,89.5597,1.98,,,
181.199,89.563,1.98,,,
181.299,89.5663,1.98,,,
181.399,89.5696,1.98,,,
181.499,89.5729,1.98,,,
181.599,89.5762,1.98,,,
181.699,89.5795,1.98,,,
181.799,89.5828,1.98,,,
181.899,89.5862,2.04,,,
181.999,89.5895,1.98,,,
182.099,89.5928,1.98,,,
182.199,89.5961,1.98,,,
182.299,89.5994,1.98,,,
182.399,89.6027,1.98,,,
182.499,89.606,1.98,,,
182.599,89.6093,1.98,,,
182.699,89.6126,1.98,,,
182.799,89.6159,1.98,,,
182.899,89.6192,1.98,,,
182.999,89.6225,1.98,,,
183.099,89.6258,1.98,,,
183.199,89.6291,1.98,,,
183.299,89.6325,2.04,,,
183.399,89.6358,1.98,,,
183.499,89.6391,1.98,,,
183.599,89.6424,1.98,,,
183.699,89.6457,1.98,,,
183.799,89.649,1.98,,,
183.899,89.6523,1.98,,,
183.999,89.6556,1.98,,,
184.099,89.6589,1.98,,,
184.199,89.6622,1.98,,,
184.299,89.6655,1.98,,,
184.399,89.6688,1.98,,,
184.499,89.6722,2.04,,,
184.599,89.6755,1.98,,,
184.699,89.6788,1.98,,,
184.799,89.6821,1.98,,,
184.899,89.6854,1.98,,,
184.999,89.6887,1.98,,,
185.099,89.692,1.98,,,
185.199,89.6953,1.98,,,
185.299,89.6986,1.98,,,
185.399,89.7019,1.98,,,
185.499,89.7052,1.98,,,
185.599,89.7085,1.98,,,
185.699,89.7118,1.98,,,
185.799,89.7152,2.04,,,
185.899,89.7185,1.98,,,
185.999,89.7218,1.98,,,
186.099,89.7251,1.98,,,
186.199,89.7284,1.98,,,
186.299,89.7317,1.98,,,
186.399,89.735,1.98,,,
186.499,89.7383,1.98,,,
186.599,89.7416,1.98,,,
186.699,89.7449,1.98,,,
186.799,89.7482,1.98,,,
186.899,89.7515,1.98,,,
186.999,89.7548,1.98,,,
187.099,89.7581,1.98,,,
187.199,89.7614,1.98,,,
187.299,89.7648,2.04,,,
187.399,89.7681,1.98,,,
187.499,89.7714,1.98,,,
187.599,89.7747,1.98,,,
187.699,89.778,1.98,,,
187.799,89.7813,1.98,,,
187.899,89.7846,1.98,,,
187.999,89.7879,1.98,,,
188.099,89.7912,1.98,,,
188.199,89.7945,1.98,,,
188.299,89.7978,1.98,,,
188.399,89.8011,1.98,,,
188.499,89.8044,1.98,,,
188.599,89.8078,2.04,,,
188.699,89.8111,1.98,,,
188.799,89.8144,1.98,,,
188.899,89.8177,1.98,,,
188.999,89.821,1.98,,,
189.099,89.8243,1.98,,,
189.199,89.8276,1.98,,,
189.299,89.8309,1.98,,,
189.399,89.8342,1.98,,,
189.499,89.8375,1.98,,,
189.599,89.8408,1.98,,,
189.699,89.8441,1.98,,,
189.799,89.8474,1.98,,,
189.899,89.8508,2.04,,,
189.999,89.8541,1.98,,,
190.099,89.8574,1.98,,,
190.199,89.8607,1.98,,,
190.299,89.864,1.98,,,
190.399,89.8673,1.98,,,
190.499,89.8706,1.98,,,
190.599,89.8739,1.98,,,
190.699,89.8772,1.98,,,
190.799,89.8805,1.98,,,
190.899,89.8838,1.98,,,
190.999,89.8871,1.98,,,
191.099,89.8904,1.98,,,
191.199,89.8938,2.04,,,
191.299,89.8971,1.98,,,
191.399,89.9004,1.98,,,
191.499,89.9037,1.98,,,
191.599,89.907,1.98,,,
191.699,89.9103,1.98,,,
191.799,89.9136,1.98,,,
191.899,89.9169,1.98,,,
191.999,89.9202,1.98,,,
192.099,89.9235,1.98,,,
192.199,89.9268,1.98,,,
192.299,89.9301,1.98,,,
192.399,89.9334,1.98,,,
192.499,89.9367,1.98,,,
