第0世代
f1,f2
125.655,93.8401
129.324,55.8022
124.369,97.1248
122.923,101.845
144.941,44.8874
122.406,112.268
126.791,93.1903
137.455,53.9771
127.563,63.6059
124.633,101.363
132.842,54.995
122.76,110.223
130.148,63.0131
130.929,59.667
131.747,56.4042
131.627,59.3459
147.382,48.788
125.088,149.01
133.236,55.34
125.139,120.421
125.483,109.826
127.637,91.6268
131.242,65.9521
128.259,73.0178
127.688,87.4331
129.576,68.0588
129.537,73.0124
138.555,56.3619
128.242,101.851
131.575,66.1705
137.358,59.5636
129.042,85.1564
131.231,72.4812
129.56,79.8965
128.706,100.183
138.116,56.9885
150.842,58.5905
128.562,104.279
142.63,58.86
131.342,73.0076
129.713,89.5967
138.55,59.4973
131.097,83.9658
134.643,69.9362
137.763,66.03
135.602,66.917
130.224,87.1569
144.257,63.1549
129.464,106.215
135.581,74.3873
131.496,79.8503
141.53,67.0861
130.977,94.8657
131.383,81.7872
130.936,97.4778
137.484,73.2921
139.237,67.9554
139.106,70.7363
148.548,65.5181
129.761,115.478
145.101,66.3548
139.05,75.3697
131.794,94.9185
131.664,109.639
135.955,80.7687
132.703,83.7715
137.651,79.8353
132.052,87.167
130.452,112.853
153.932,69.3026
131.813,99.8743
140.408,75.7295
133.959,84.8657
132.329,96.1146
137.281,82.3668
139.028,80.0877
150.19,77.5554
132.98,133.204
133.983,93.8443
139.849,80.2545
134.981,87.1489
143.374,79.0993
143.303,79.1307
150.043,81.2972
134.399,110.046
134.468,95.0576
141.013,81.6469
138.675,92.7115
140.349,90.0195
140.869,84.2582
144.382,83.3438
135.536,117.925
137.992,96.0699
135.943,111.157
137.113,98.048
157.103,85.4571
135.872,131.124
137.869,105.965
148.946,86.4989
144.611,98.0341
139.168,105.855
145.062,95.2259
145.61,87.2378
146.871,86.9031
148.059,88.4605
136.007,153.696
137.129,138.27
145.544,99.1776
139.092,106.758
138.059,109.574
145.693,90.0529
146.41,89.2361
146.665,91.1507
137.177,139.428
139.957,109.633
138.234,110.705
146.04,103.054
146.159,97.6519
147.19,92.9312
139.061,117.019
146.415,103.971
140.496,111.175
148.589,97.4029
139.39,121.429
147.053,107.662
143.627,113.806
139.592,117.71
142.787,115.792
147.918,104.083
149.607,100.386
140.425,125.838
143.95,115.041
140.748,118.026
142.44,117.738
159.196,102.261
141.092,124.433
150.725,107.664
141.481,118.487
141.163,120.784
153,108.004
142.37,176.439
145.783,129.714
142.558,144.811
152.764,108.399
156.737,110.195
142.983,176.874
144.012,153.699
151.927,130.57
156.447,122.471
152.953,125.473
160.133,121.583
145.225,153.792
152.888,132.169
153.385,125.837
154.665,126.859
151.274,172.442
152.878,155.9
151.356,159.347
153.501,134.571
153.392,144.462
157.478,128.87
153.972,144.851
165.982,130.547
154.475,160.004
158.17,139.986
157.301,151.902
161.704,131.698
166.656,140.472
157.227,170.427
160.106,141.966
165.912,169.483
158.23,210.897
160.404,183.01
170.69,171.076
163.234,204.47
164.929,188.913
169.48,187.881
171.896,185.018
164.205,207.716
175.665,200.311
171.777,248.186

第20世代
f1,f2
129.896,23.123
106.313,52.6387
106.813,42.0328
115.282,23.1267
111.57,31.6972
108.987,33.7291
113.555,23.1277
118.641,23.1267
106.813,49.2977
109.783,43.7517
115.593,26.4025
113.224,34.0223
112.024,38.5354
115.714,23.1295
112.719,35.1773
118.409,23.1277
120.449,23.1267
107.315,56.168
110.24,49.0478
115.942,23.1341
113.488,35.0953
112.738,41.7531
118.136,23.1318
112.796,36.2087
120.297,23.1295
121.484,23.1295
109.962,90.3241
115.577,39.7135
117.343,23.1447
110.797,70.6878
111.432,58.5252
113.559,47.6092
120.449,23.1341
113.398,52.3531
111.042,67.5019
117.977,25.4428
111.63,105.728
113.677,48.437
113.17,72.19
127.573,26.0516
113.876,52.4841
118.492,28.0359
117.982,50.2873
127.613,26.4643
115.433,56.4717
118.244,51.0424
119.342,43.5787
124.956,29.1439
120.108,39.07
116.285,53.5356
123.186,30.3971
120.626,34.1088
121.994,32.0156
121.631,32.8141
132.556,31.2592
115.858,87.8592
124.951,34.0987
116.07,83.7109
116.282,63.2237
119.462,53.5356
121.568,38.2366
121.239,44.2136
118.626,58.2718
117.95,60.6048
116.382,60.8976
136.116,32.7972
116.628,76.184
120.758,62.8341
123.836,38.2366
127.626,37.4765
133.737,32.7979
118.919,68.2589
138.475,36.01
117.655,88.4363
128.411,38.2366
120.777,69.4109
134.816,37.1782
123.255,64.3215
123.892,51.7781
118.379,80.7434
125.017,43.3345
124.878,45.8167
117.692,83.9294
135.179,41.5218
118.591,82.1376
125.094,44.6414
124.032,58.4946
121.991,74.8646
123.316,64.9244
122.486,71.7523
136.425,43.5787
118.819,90.0703
126.16,47.3373
124.378,61.3089
119.501,86.5144
122.401,76.4132
122.896,72.7353
122.801,74.2894
136.522,46.7426
122.497,78.0757
127.625,48.8169
124.696,63.6831
126.696,59.8702
143.13,48.4856
123.605,94.5491
128.04,51.7119
135.063,50.1737
127.878,59.8514
126.056,71.2109
138.214,49.9056
124.568,86.3506
123.948,90.706
125.945,78.2338
124.683,81.4471
125.75,80.7361
125.195,81.3579
125.668,80.9771
134.551,52.8476
124.172,95.1608
126.352,74.1272
128.727,59.6803
131.022,54.7339
126.08,80.7705
129.229,56.5338
124.635,90.9792
125.1,84.1643
125.039,87.1249
134.418,54.9956
124.74,111.191
126.371,100.07
131.388,56.9111
128.273,74.451
130.071,64.8584
129.338,66.7017
134.413,55.7277
127.093,90.1669
127.427,88.5319
127.756,80.7293
127.849,80.4299
127.322,90.0966
137.002,57.4433
127.196,159.882
127.524,145.602
127.926,93.0528
133.288,62.3025
131.575,64.0034
134.739,61.6541
129.582,69.2008
129.041,83.8319
136.148,60.1559
130.425,67.6663
128.572,86.8165
128.228,91.0174
140.716,60.126
128.785,106.842
131.533,69.2613
140.555,67.9915
129.415,91.0703
129.752,79.4126
129.546,85.5137
141.813,63.8762
129.032,130.506
132.379,77.567
129.457,104.46
129.067,109.928
136.616,76.6508
130.034,81.0095
140.593,68.4434
138.586,71.2486
136.987,73.4255
130.135,80.7277
143.995,65.9521
130.224,87.1427
137.017,75.8532
139.511,72.792
134.136,78.3146
130.415,83.9803
132.779,81.9606
143.353,68.4353
141.844,70.3099
140.97,71.3905
134.131,81.6917
144.166,71.3617
130.826,110.547
138.467,77.2478
131.951,88.4603
131.843,106.334
134.785,83.09
133.799,85.1437
152.574,76.7754
131.122,159.048
131.997,89.5795
138.816,77.5693
136.813,86.9072
135.091,87.5773
157.436,77.8822
131.997,98.051
150.709,79.8893
142.205,82.4025
141.092,85.8468
135.479,93.7302
136.519,90.2416
140.191,89.4194
134.049,95.8642
133.947,97.8883
138.839,89.9997
138.876,89.6177
158.352,78.2448
134.596,103.242
142.483,94.4843
147.751,84.3773
157.264,82.6253
148.261,83.9567
142.359,100.488
138.037,101.23
159.849,80.3809
134.727,110.868
152.754,85.3944
148.064,86.918
146.175,95.9157
142.992,98.0183
140.563,103.433
136.682,106.822
138.262,103.925
149.261,87.0326
135.895,117.867
138.455,104.783
145.145,99.7428
148.266,87.1609
147.785,98.0231
145.492,98.671
147.598,98.1587
149.304,93.633
136.228,121.102
139.29,106.591
138.46,114.941
138.939,106.67
152.204,95.0552
137.006,122.462
149.404,105.915
140.359,106.895
138.939,111.188
151.129,102.458
139.839,109.764
150.419,103.261
149.699,107.22
137.694,156.999
139.497,124.557
142.122,110.432
140.082,113.606
153.39,107.333
140.225,122.445
143.974,110.901
158.282,109.393
142.304,131.039
144.652,118.907
149.761,114.742
142.518,126.32
155.208,114.584
156.057,112.338
154.021,116.587
142.637,159.988
143.977,142.361
149.837,118.788
146.463,123.716
145.789,134.215
154.703,120.432
143.987,142.381
148.316,131.066
151.766,125.553
152.156,125.916
147.47,142.414
151.33,141.199
152.802,130.195
149.188,158.459
149.314,146.489
152.198,133.591
167.999,130.25
154.326,159.145
163.406,133.483
154.942,137.769
155.691,137.005
164.442,138.626
154.448,197.048
156.382,149.432
159.109,142.705
162.729,141.255
166.136,138.881
156.573,168.367
156.71,149.484
168.346,153.046
159.265,169.765
161.325,157.161
171.425,164.657
164.95,194.285
170.792,179.151
165.19,179.423
