第0世代
f1,f2,first_soc,front
118.785,11.5601,100,0
time
44.52,97.8357
soc
79,53
f1,f2,first_soc,front
105.245,21.1372,100,0
time
36.36,48.6581
soc
55,78
f1,f2,first_soc,front
113.391,11.82,100,0
time
44.52,65.9746
soc
59,80
f1,f2,first_soc,front
109.747,14.4947,100,0
time
45.88
soc
76
f1,f2,first_soc,front
110.679,13.9181,100,0
time
43.16,59.3823
soc
51,77
f1,f2,first_soc,front
108.479,17.9305,100,0
time
41.8,67.1312,76.2453
soc
66,63,60
f1,f2,first_soc,front
106.351,19.8683,100,0
time
44.52,69.5496
soc
58,59
f1,f2,first_soc,front
108.085,18.3842,100,0
time
28.2,38.607,64.622
soc
60,77,71
f1,f2,first_soc,front
115.29,11.5685,100,0
time
32.28,71.6635
soc
78,72
f1,f2,first_soc,front
117.881,11.5648,100,0
time
40.44,78.8791
soc
62,63
f1,f2,first_soc,front
127.206,11.5601,100,1
time
44.52,54.2033,59.9105,85.8722,115.493
soc
33,31,58,67,53
f1,f2,first_soc,front
107.05,23.3375,100,1
time
35,45.0961,80.1519
soc
53,63,36
f1,f2,first_soc,front
119.651,11.5658,100,1
time
37.72,69.0005,94.7133
soc
66,74,68
f1,f2,first_soc,front
112.623,15.1537,100,1
time
47.24,68.2775
soc
40,62
f1,f2,first_soc,front
110.669,18.8322,100,1
time
24.12,47.2367
soc
68,82
f1,f2,first_soc,front
111.381,17.8943,100,1
time
43.16,89.9229
soc
63,36
f1,f2,first_soc,front
125.59,11.563,100,1
time
45.88,69.4161,102.7
soc
50,74,68
f1,f2,first_soc,front
128.772,11.5615,100,2
time
39.08,83.5581,106.258
soc
79,77,79
f1,f2,first_soc,front
107.079,29.0759,100,2
time
2.36,43.9929
soc
100,77
f1,f2,first_soc,front
112.813,19.5457,100,2
time
49.96
soc
75
f1,f2,first_soc,front
108.471,26.9797,100,2
time
2.36,38.5529,67.5461
soc
100,62,53
f1,f2,first_soc,front
114.045,16.5665,100,2
time
48.6,57.1088,103.759
soc
29,67,31
f1,f2,first_soc,front
122.456,11.5702,100,2
time
29.56,48.109,57.78,84.0114
soc
63,49,56,68
f1,f2,first_soc,front
120.788,15.5482,100,2
time
14.6,52.629,78.4689
soc
79,60,81
f1,f2,first_soc,front
121.457,14.018,100,2
time
47.24,86.3833
soc
57,63
f1,f2,first_soc,front
121.07,14.5002,100,2
time
1,33.4349,68.5067,83.524
soc
100,71,41,63
f1,f2,first_soc,front
130.328,11.5645,100,3
time
30.92,55.9062,93.2168
soc
68,69,75
f1,f2,first_soc,front
109.47,34.5536,100,3
time
2.36,8.63286,40.1873,50.9868
soc
100,100,63,81
f1,f2,first_soc,front
113.018,21.0446,100,3
time
15.96,50.2425,74.5542,85.5506
soc
84,65,59,57
f1,f2,first_soc,front
109.567,27.8751,100,3
time
36.36
soc
86
f1,f2,first_soc,front
123.936,11.5702,100,3
time
29.56,60.7748,79.4566,93.3102
soc
80,66,66,78
f1,f2,first_soc,front
119.68,18.5898,100,3
time
41.8,54.3498
soc
38,85
f1,f2,first_soc,front
121.224,15.4826,100,3
time
17.32,57.2227,85.162,106.01
soc
78,47,42,42
f1,f2,first_soc,front
119.689,16.5665,100,3
time
48.6,80.5755
soc
62,76
f1,f2,first_soc,front
141,13.1862,100,4
time
37.72,88.0009,112.498
soc
74,51,81
f1,f2,first_soc,front
111.049,29.8735,100,4
time
22.76,57.8933
soc
87,80
f1,f2,first_soc,front
119.871,16.5665,100,4
time
48.6,78.4001
soc
55,74
f1,f2,first_soc,front
117.045,23.88,100,4
time
36.36,46.288,89.4822
soc
53,68,44
f1,f2,first_soc,front
126.101,15.4079,100,4
time
32.28,49.9431,85.7255
soc
70,71,69
f1,f2,first_soc,front
133.108,13.2087,100,4
time
26.84,44.3702,77.1846,104.47
soc
63,79,79,81
f1,f2,first_soc,front
113.634,24.2185,100,4
time
52.68,70.0047
soc
34,64
f1,f2,first_soc,front
132.379,15.6289,100,5
time
44.52,98.6819,111.773
soc
83,65,76
f1,f2,first_soc,front
111.373,35.1036,100,5
time
17.32,43.6141
soc
83,87
f1,f2,first_soc,front
114.687,24.2185,100,5
time
52.68
soc
74
f1,f2,first_soc,front
119.99,19.6009,100,5
time
37.72,63.3262,86.6986
soc
79,85,73
f1,f2,first_soc,front
126.737,15.7432,100,5
time
14.6,52.629,78.1982
soc
79,46,81
f1,f2,first_soc,front
122.901,16.5665,100,5
time
48.6,76.3799
soc
51,80
f1,f2,first_soc,front
121.531,18.0193,100,5
time
17.32,50.0745,75.6218
soc
84,56,70
f1,f2,first_soc,front
127.065,19.1235,100,6
time
10.52,44.1255,61.801,88.9095
soc
86,68,70,70
f1,f2,first_soc,front
115.417,52.3554,100,6
time
11.88,73.5422,108.037
soc
97,46,14
f1,f2,first_soc,front
123.68,21.1975,100,6
time
35,90.6949
soc
86,66
f1,f2,first_soc,front
116.365,24.4743,100,6
time
41.8
soc
88
f1,f2,first_soc,front
115.841,38.0136,100,6
time
25.48,69.1145,104.825
soc
93,73,26
f1,f2,first_soc,front
115.53,45.0049,100,6
time
2.36,9.99286,63.3249,105.447
soc
100,99,51,22
f1,f2,first_soc,front
116.194,26.8487,100,6
time
40.44
soc
89
f1,f2,first_soc,front
129.637,19.7161,100,7
time
20.04,54.4924,75.1315
soc
82,50,84
f1,f2,first_soc,front
115.685,52.9882,100,7
time
18.68,25.9643,75.6651
soc
73,100,68
f1,f2,first_soc,front
117.001,27.5608,100,7
time
1,22.5549,65.2399,84.2753
soc
100,87,69,69
f1,f2,first_soc,front
121.426,25.3551,100,7
time
2.36,50.7929,60.6869
soc
100,38,84
f1,f2,first_soc,front
124.759,23.9967,100,7
time
6.44,53.9255,70.9392,76.6853,97.3406
soc
96,39,28,63,71
f1,f2,first_soc,front
127.43,21.8762,100,7
time
30.92,66.388,113.747
soc
83,84,48
f1,f2,first_soc,front
130.713,20.3461,100,8
time
25.48,55.1716,92.358
soc
86,78,72
f1,f2,first_soc,front
117.319,50.1727,100,8
time
15.96,35.9617
soc
82,98
f1,f2,first_soc,front
128.996,21.9552,100,8
time
44.52,94.6036,106.464
soc
87,78,77
f1,f2,first_soc,front
122.656,25.9967,100,8
time
41.8,114.666
soc
89,35
f1,f2,first_soc,front
117.604,32.6941,100,8
time
1,6.23489,62.2971
soc
100,99,67
f1,f2,first_soc,front
122.143,28.4486,100,8
time
47.24
soc
89
f1,f2,first_soc,front
118.065,30.6725,100,8
time
2.36,15.4329,42.6743,65.493
soc
100,92,66,74
f1,f2,first_soc,front
138.454,21.4409,100,9
time
49.96,96.8825,123.428
soc
65,76,82
f1,f2,first_soc,front
117.55,51.0858,100,9
time
1,6.23489,18.4376,49.4018
soc
100,100,94,87
f1,f2,first_soc,front
118.157,36.0483,100,9
time
26.84,43.1654
soc
66,94
f1,f2,first_soc,front
127.161,26.5944,100,9
time
17.32,56.8728
soc
80,90
f1,f2,first_soc,front
120.702,32.3835,100,9
time
26.84,50.7807
soc
73,93
f1,f2,first_soc,front
123.396,28.3272,100,9
time
37.72,46.3096,109.314
soc
48,91,43
f1,f2,first_soc,front
135.834,22.5587,100,9
time
45.88,92.05,119.195
soc
86,81,67
