第0世代
f1,f2,first_soc,front
116.194,23.1202,100,0
time
44.52,80.0797
soc
60,62
f1,f2,first_soc,front
105.245,42.2788,100,0
time
30.92,49.4561
soc
66,78
f1,f2,first_soc,front
106.997,36.2543,100,0
time
45.88,65.9963
soc
54,65
f1,f2,first_soc,front
111.755,25.376,100,0
time
43.16,73.6029
soc
63,65
f1,f2,first_soc,front
115.356,23.1295,100,0
time
40.44,85.9498
soc
76,58
f1,f2,first_soc,front
109.126,34.4133,100,0
time
18.68,49.2395,69.1212
soc
76,59,66
f1,f2,first_soc,front
109.775,31.9185,100,0
time
30.92,74.5567
soc
78,54
f1,f2,first_soc,front
111.444,29.7511,100,0
time
47.24
soc
77
f1,f2,first_soc,front
111.608,27.2375,100,0
time
32.28,66.3027
soc
62,60
f1,f2,first_soc,front
111.505,28.9652,100,0
time
21.4,49.9084,80.0685
soc
78,80,66
f1,f2,first_soc,front
117.139,23.1202,100,1
time
44.52,67.8793
soc
52,78
f1,f2,first_soc,front
105.889,42.456,100,1
time
47.24
soc
66
f1,f2,first_soc,front
112.028,30.6543,100,1
time
32.28,62.1435
soc
78,81
f1,f2,first_soc,front
110.876,40.1732,100,1
time
1,40.2349,51.45
soc
100,47,79
f1,f2,first_soc,front
113.762,26.2303,100,1
time
15.96,39.3609,76.5683
soc
80,66,54
f1,f2,first_soc,front
110.073,42.0049,100,1
time
15.96,58.0613
soc
81,63
f1,f2,first_soc,front
115.464,23.1341,100,1
time
35,57.7619,83.8778
soc
70,66,55
f1,f2,first_soc,front
126.646,23.1202,100,2
time
44.52,76.6599,98.8863
soc
64,56,63
f1,f2,first_soc,front
106.058,81.8978,100,2
time
52.68,60.4088
soc
15,49
f1,f2,first_soc,front
113.063,31.2166,100,2
time
37.72,93.072
soc
82,42
f1,f2,first_soc,front
112.308,42.7024,100,2
time
24.12,57.3789,69.5796
soc
84,74,80
f1,f2,first_soc,front
106.527,65.476,100,2
time
51.32,56.652
soc
18,57
f1,f2,first_soc,front
109.041,49.7752,100,2
time
14.6,57.5553,80.3865
soc
83,53,51
f1,f2,first_soc,front
116.727,23.7441,100,2
time
32.28,56.3173,65.5093
soc
53,32,74
f1,f2,first_soc,front
107.635,56.8067,100,2
time
15.96,47.1829
soc
85,80
f1,f2,first_soc,front
119.371,23.1215,100,2
time
41.8,71.4456
soc
53,73
f1,f2,first_soc,front
118.896,23.123,100,2
time
39.08,77.6922
soc
62,65
f1,f2,first_soc,front
128.118,23.1202,100,3
time
44.52,50.3181,63.1139,108.09
soc
28,37,70,58
f1,f2,first_soc,front
107.68,65.8017,100,3
time
2.36,56.2329
soc
100,57
f1,f2,first_soc,front
115.178,32.3128,100,3
time
1,34.7949,54.2285,71.4846,104.551
soc
100,70,70,70,34
f1,f2,first_soc,front
119.257,23.1637,100,3
time
18.68,47.7243,74.7164
soc
73,62,79
f1,f2,first_soc,front
121.055,23.1215,100,3
time
41.8,71.5611,97.478
soc
64,66,59
f1,f2,first_soc,front
108.29,61.1713,100,3
time
44.52,70.8336
soc
39,44
f1,f2,first_soc,front
114.888,40.7464,100,3
time
24.12,57.4565,79.8541
soc
64,53,68
f1,f2,first_soc,front
110.515,56.1538,100,3
time
1,53.8349
soc
100,65
f1,f2,first_soc,front
112.554,51.561,100,3
time
2.36,54.8729
soc
100,69
f1,f2,first_soc,front
113.8,50.5602,100,3
time
9.16,55.3292
soc
90,72
f1,f2,first_soc,front
111.328,55.7839,100,3
time
54.04
soc
65
f1,f2,first_soc,front
113.987,44.4456,100,3
time
26.84,66.7904
soc
67,60
f1,f2,first_soc,front
114.117,43.0027,100,3
time
28.2,40.4324,79.7404
soc
69,85,59
f1,f2,first_soc,front
120.01,23.1267,100,3
time
33.64,59.0243,92.2061
soc
56,66,64
f1,f2,first_soc,front
122.858,23.1277,100,4
time
43.16,66.3771,78.2501
soc
46,34,72
f1,f2,first_soc,front
109.876,77.3582,100,4
time
1,7.59489,62.9955
soc
100,100,53
f1,f2,first_soc,front
112.436,70.7057,100,4
time
11.88,59.5993,75.1651
soc
90,51,60
f1,f2,first_soc,front
113.178,53.5105,100,4
time
17.32,50.7553,69.9069
soc
86,80,81
f1,f2,first_soc,front
117.808,33.7645,100,4
time
24.12,71.8322,78.9673
soc
79,26,62
f1,f2,first_soc,front
119.856,25.7057,100,4
time
43.16,104.299
soc
78,41
f1,f2,first_soc,front
115.566,39.7276,100,4
time
14.6,44.6361,73.8127
soc
85,80,76
f1,f2,first_soc,front
114.442,43.228,100,4
time
1,32.0749,57.4449
soc
100,73,83
f1,f2,first_soc,front
121.204,23.137,100,4
time
32.28,71.3532
soc
72,79
f1,f2,first_soc,front
120.116,23.1404,100,4
time
29.56,39.949,70.2646
soc
63,69,76
f1,f2,first_soc,front
115.038,41.7554,100,4
time
36.36,75.1583
soc
59,55
f1,f2,first_soc,front
114.462,43.0652,100,4
time
21.4,59.468
soc
70,68
f1,f2,first_soc,front
123.749,23.1316,100,5
time
37.72,57.4999,97.6107,115.637
soc
54,73,54,47
f1,f2,first_soc,front
113.066,92.5075,100,5
time
26.84,34.5003,59.3386
soc
65,90,86
f1,f2,first_soc,front
116.963,42.4093,100,5
time
29.56,36.9187,72.4227,92.1541
soc
57,86,66,51
f1,f2,first_soc,front
119.876,28.0359,100,5
time
47.24,89.3344
soc
79,74
f1,f2,first_soc,front
113.686,66.5652,100,5
time
51.32,72.8928,93.8877
soc
34,34,35
f1,f2,first_soc,front
121.636,23.1404,100,5
time
29.56,58.6391,71.5879
soc
65,41,79
f1,f2,first_soc,front
114.821,45.7846,100,5
time
14.6,60.2753
soc
83,68
f1,f2,first_soc,front
114.169,53.5356,100,5
time
54.04,76.7868
soc
37,58
f1,f2,first_soc,front
113.8,58.6617,100,5
time
36.36,77.6835,89.356,103.179
soc
64,23,30,32
f1,f2,first_soc,front
128.734,23.1556,100,6
time
21.4,41.7484,68.0764,96.0878
soc
78,65,55,71
f1,f2,first_soc,front
115.179,60.2467,100,6
time
54.04,72.7464
soc
29,60
f1,f2,first_soc,front
