elapsed time [min],battery [Wh],task [times]
0,19.96,0
0.0,19.95,0
0.0,19.95,0
0.1,19.94,0
0.1,19.94,0
0.1,19.93,0
0.1,19.92,0
0.1,19.92,0
0.1,19.91,0
0.2,19.91,0
0.2,19.90,0
0.2,19.89,0
0.2,19.89,0
0.2,19.88,0
0.2,19.88,0
0.3,19.87,0
0.3,19.86,0
0.3,19.86,0
0.3,19.85,0
0.3,19.85,1
0.3,19.84,1
0.4,19.84,1
0.4,19.83,1
0.4,19.82,1
0.4,19.82,1
0.4,19.81,1
0.4,19.81,1
0.5,19.80,1
0.5,19.80,1
0.5,19.79,1
0.5,19.78,1
0.5,19.78,1
0.6,19.77,1
0.6,19.77,1
0.6,19.76,1
0.6,19.75,1
0.6,19.75,1
0.6,19.74,1
0.7,19.74,1
0.7,19.73,1
0.7,19.72,1
0.7,19.72,2
0.7,19.71,2
0.7,19.71,2
0.8,19.70,2
0.8,19.69,2
0.8,19.69,2
0.8,19.68,2
0.8,19.68,2
0.8,19.67,2
0.9,19.66,2
0.9,19.66,2
0.9,19.65,2
0.9,19.65,2
0.9,19.64,2
0.9,19.63,2
1.0,19.63,2
1.0,19.62,2
1.0,19.62,2
1.0,19.61,2
1.0,19.60,2
1.1,19.60,2
1.1,19.59,3
1.1,19.59,3
1.1,19.58,3
1.1,19.57,3
1.1,19.57,3
1.2,19.56,3
1.2,19.56,3
1.2,19.55,3
1.2,19.54,3
1.2,19.54,3
1.2,19.53,3
1.3,19.53,3
1.3,19.52,3
1.3,19.51,3
1.3,19.51,3
1.3,19.50,3
1.3,19.50,3
1.4,19.49,3
1.4,19.48,3
1.4,19.48,3
1.4,19.47,4
1.4,19.47,4
1.4,19.46,4
1.5,19.45,4
1.5,19.45,4
1.5,19.44,4
1.5,19.44,4
1.5,19.43,4
1.6,19.42,4
1.6,19.42,4
1.6,19.41,4
1.6,19.41,4
1.6,19.40,4
1.6,19.40,4
1.7,19.39,4
1.7,19.38,4
1.7,19.38,4
1.7,19.37,4
1.7,19.37,4
1.7,19.36,4
1.8,19.35,4
1.8,19.35,4
1.8,19.34,5
1.8,19.34,5
1.8,19.33,5
1.8,19.33,5
1.9,19.32,5
1.9,19.32,5
1.9,19.31,5
1.9,19.30,5
1.9,19.30,5
1.9,19.29,5
2.0,19.29,5
2.0,19.28,5
2.0,19.27,5
2.0,19.27,5
2.0,19.26,5
2.0,19.26,5
2.1,19.25,5
2.1,19.24,5
2.1,19.24,5
2.1,19.23,5
2.1,19.23,5
2.1,19.22,5
2.2,19.21,6
2.2,19.21,6
2.2,19.20,6
2.2,19.20,6
2.2,19.19,6
2.3,19.18,6
2.3,19.18,6
2.3,19.17,6
2.3,19.17,6
2.3,19.16,6
2.3,19.15,6
2.4,19.15,6
2.4,19.14,6
2.4,19.14,6
2.4,19.13,6
2.4,19.12,6
2.4,19.12,6
2.5,19.11,6
2.5,19.11,6
2.5,19.10,6
2.5,19.09,6
2.5,19.09,7
2.5,19.08,7
2.6,19.08,7
2.6,19.07,7
2.6,19.06,7
2.6,19.06,7
2.6,19.05,7
2.7,19.05,7
2.7,19.04,7
2.7,19.03,7
2.7,19.03,7
2.7,19.02,7
2.7,19.02,7
2.8,19.01,7
2.8,19.00,7
2.8,19.00,7
2.8,18.99,7
2.8,18.99,7
2.8,18.98,7
2.9,18.98,7
2.9,18.97,7
2.9,18.96,8
2.9,18.96,8
2.9,18.95,8
2.9,18.95,8
3.0,18.94,8
3.0,18.93,8
3.0,18.93,8
3.0,18.92,8
3.0,18.92,8
3.0,18.91,8
3.1,18.90,8
3.1,18.90,8
3.1,18.89,8
3.1,18.89,8
3.1,18.88,8
3.2,18.87,8
3.2,18.87,8
3.2,18.86,8
3.2,18.86,8
3.2,18.85,8
3.2,18.84,8
3.3,18.84,9
3.3,18.83,9
3.3,18.83,9
3.3,18.82,9
3.3,18.81,9
3.3,18.81,9
3.4,18.80,9
3.4,18.80,9
3.4,18.79,9
3.4,18.78,9
3.4,18.78,9
3.4,18.77,9
3.5,18.77,9
3.5,18.76,9
3.5,18.76,9
3.5,18.75,9
3.5,18.74,9
3.5,18.74,9
3.6,18.73,9
3.6,18.73,9
3.6,18.72,10
3.6,18.71,10
3.6,18.71,10
3.7,18.70,10
3.7,18.70,10
3.7,18.69,10
3.7,18.68,10
3.7,18.68,10
3.7,18.67,10
3.8,18.67,10
3.8,18.66,10
3.8,18.65,10
3.8,18.65,10
3.8,18.64,10
3.8,18.64,10
3.9,18.63,10
3.9,18.62,10
3.9,18.62,10
3.9,18.61,10
3.9,18.61,10
3.9,18.60,10
4.0,18.60,10
4.0,18.59,11
4.0,18.58,11
4.0,18.58,11
4.0,18.57,11
4.1,18.56,11
4.1,18.56,11
4.1,18.55,11
4.1,18.55,11
4.1,18.54,11
4.1,18.53,11
4.2,18.53,11
4.2,18.52,11
4.2,18.52,11
4.2,18.51,11
4.2,18.51,11
4.2,18.50,11
4.3,18.49,11
4.3,18.49,11
4.3,18.48,11
4.3,18.48,11
4.3,18.47,12
4.3,18.46,12
4.4,18.46,12
4.4,18.45,12
4.4,18.44,12
4.4,18.44,12
4.4,18.43,12
4.5,18.43,12
4.5,18.42,12
4.5,18.41,12
4.5,18.41,12
4.5,18.40,12
4.5,18.40,12
4.6,18.39,12
4.6,18.39,12
4.6,18.38,12
4.6,18.37,12
4.6,18.37,12
4.6,18.36,12
4.7,18.36,12
4.7,18.35,12
4.7,18.34,12
4.7,18.34,13
4.7,18.33,13
4.7,18.33,13
4.8,18.32,13
4.8,18.31,13
4.8,18.31,13
4.8,18.30,13
4.8,18.30,13
4.8,18.29,13
4.9,18.28,13
4.9,18.28,13
4.9,18.27,13
4.9,18.27,13
4.9,18.26,13
5.0,18.25,13
5.0,18.25,13
5.0,18.24,13
5.0,18.24,13
5.0,18.23,13
5.0,18.22,13
5.1,18.22,14
5.1,18.21,14
5.1,18.21,14
5.1,18.20,14
5.1,18.19,14
5.1,18.19,14
5.2,18.18,14
5.2,18.18,14
5.2,18.17,14
5.2,18.16,14
5.2,18.16,14
5.2,18.15,14
5.3,18.15,14
5.3,18.14,14
5.3,18.13,14
5.3,18.13,14
5.3,18.12,14
5.3,18.12,14
5.4,18.11,14
5.4,18.11,14
5.4,18.10,14
5.4,18.09,14
5.4,18.09,15
5.5,18.08,15
5.5,18.07,15
5.5,18.07,15
5.5,18.06,15
5.5,18.06,15
5.5,18.05,15
5.6,18.04,15
5.6,18.04,15
5.6,18.03,15
5.6,18.03,15
5.6,18.02,15
5.6,18.01,15
5.7,18.01,15
5.7,18.00,15
5.7,18.00,15
5.7,17.99,15
5.7,17.98,15
5.8,17.98,15
5.8,17.97,15
5.8,17.97,16
5.8,17.96,16
5.8,17.96,16
5.8,17.95,16
5.9,17.94,16
5.9,17.94,16
5.9,17.93,16
5.9,17.92,16
5.9,17.92,16
5.9,17.91,16
6.0,17.91,16
6.0,17.90,16
6.0,17.89,16
6.0,17.89,16
6.0,17.88,16
6.0,17.88,16
6.1,17.87,16
6.1,17.86,16
6.1,17.86,16
6.1,17.85,16
6.1,17.85,16
6.1,17.84,17
6.2,17.84,17
6.2,17.83,17
6.2,17.82,17
6.2,17.82,17
6.2,17.81,17
6.3,17.81,17
6.3,17.80,17
6.3,17.79,17
6.3,17.79,17
6.3,17.78,17
6.3,17.78,17
6.4,17.77,17
6.4,17.76,17
6.4,17.76,17
6.4,17.75,17
6.4,17.75,17
6.4,17.74,17
6.5,17.73,17
6.5,17.73,17
6.5,17.72,17
6.5,17.72,18
6.5,17.71,18
6.5,17.71,18
6.6,17.70,18
6.6,17.69,18
6.6,17.69,18
6.6,17.68,18
6.6,17.68,18
6.6,17.67,18
6.7,17.66,18
6.7,17.66,18
6.7,17.65,18
6.7,17.65,18
6.7,17.64,18
6.8,17.63,18
6.8,17.63,18
6.8,17.62,18
6.8,17.62,18
6.8,17.61,18
6.8,17.60,18
6.9,17.60,18
6.9,17.59,18
6.9,17.59,19
6.9,17.58,19
6.9,17.57,19
6.9,17.57,19
7.0,17.56,19
7.0,17.56,19
7.0,17.55,19
7.0,17.54,19
7.0,17.54,19
7.0,17.53,19
7.1,17.53,19
7.1,17.52,19
7.1,17.51,19
7.1,17.51,19
7.1,17.50,19
7.1,17.50,19
7.2,17.49,19
7.2,17.48,19
7.2,17.48,19
7.2,17.47,19
7.2,17.47,20
7.3,17.46,20
7.3,17.46,20
7.3,17.45,20
7.3,17.44,20
7.3,17.44,20
7.3,17.43,20
7.4,17.43,20
7.4,17.42,20
7.4,17.41,20
7.4,17.41,20
7.4,17.40,20
7.4,17.40,20
7.5,17.39,20
7.5,17.38,20
7.5,17.38,20
7.5,17.37,20
7.5,17.37,20
7.5,17.36,20
7.6,17.35,20
7.6,17.35,20
7.6,17.34,20
7.6,17.34,21
7.6,17.33,21
7.6,17.33,21
7.7,17.32,21
7.7,17.31,21
7.7,17.31,21
7.7,17.30,21
7.7,17.30,21
7.7,17.29,21
7.8,17.28,21
7.8,17.28,21
7.8,17.27,21
7.8,17.27,21
7.8,17.26,21
7.9,17.25,21
7.9,17.25,21
7.9,17.24,21
7.9,17.24,21
7.9,17.23,21
7.9,17.22,21
8.0,17.22,22
8.0,17.21,22
8.0,17.21,22
8.0,17.20,22
8.0,17.19,22
8.0,17.19,22
8.1,17.18,22
8.1,17.18,22
8.1,17.17,22
8.1,17.17,22
8.1,17.16,22
8.1,17.15,22
8.2,17.15,22
8.2,17.14,22
8.2,17.14,22
8.2,17.13,22
8.2,17.12,22
8.2,17.12,22
8.3,17.11,22
8.3,17.11,22
8.3,17.10,22
8.3,17.09,22
8.3,17.09,23
8.4,17.08,23
8.4,17.08,23
8.4,17.07,23
8.4,17.07,23
8.4,17.06,23
8.4,17.05,23
8.4,17.05,23
8.5,17.04,23
8.5,17.04,23
8.5,17.03,23
8.5,17.03,23
8.5,17.02,23
8.5,17.01,23
8.6,17.01,23
8.6,17.00,23
8.6,17.00,23
8.6,16.99,23
8.6,16.98,23
8.7,16.98,23
8.7,16.97,23
8.7,16.97,23
8.7,16.96,24
8.7,16.95,24
8.7,16.95,24
8.8,16.94,24
8.8,16.94,24
8.8,16.93,24
8.8,16.92,24
8.8,16.92,24
8.8,16.91,24
8.9,16.91,24
8.9,16.90,24
8.9,16.89,24
8.9,16.89,24
8.9,16.88,24
8.9,16.88,24
9.0,16.87,24
9.0,16.86,24
9.0,16.86,24
9.0,16.85,24
9.0,16.85,24
9.1,16.84,25
9.1,16.83,25
9.1,16.83,25
9.1,16.82,25
9.1,16.82,25
9.1,16.81,25
9.2,16.80,25
9.2,16.80,25
9.2,16.79,25
9.2,16.79,25
9.2,16.78,25
9.2,16.78,25
9.3,16.77,25
9.3,16.76,25
9.3,16.76,25
9.3,16.75,25
9.3,16.75,25
9.3,16.74,25
9.4,16.73,25
9.4,16.73,25
9.4,16.72,25
9.4,16.72,25
9.4,16.71,26
9.4,16.71,26
9.5,16.70,26
9.5,16.69,26
9.5,16.69,26
9.5,16.68,26
9.5,16.67,26
9.5,16.67,26
9.6,16.66,26
9.6,16.66,26
9.6,16.65,26
9.6,16.65,26
9.6,16.64,26
9.7,16.63,26
9.7,16.63,26
9.7,16.62,26
9.7,16.62,26
9.7,16.61,26
9.7,16.60,26
9.8,16.60,26
9.8,16.59,26
9.8,16.59,27
9.8,16.58,27
9.8,16.57,27
9.8,16.57,27
9.9,16.56,27
9.9,16.55,27
9.9,16.55,27
9.9,16.54,27
9.9,16.54,27
9.9,16.53,27
10.0,16.53,27
10.0,16.52,27
10.0,16.51,27
10.0,16.51,27
10.0,16.50,27
10.1,16.50,27
10.1,16.49,27
10.1,16.48,27
10.1,16.48,27
10.1,16.47,27
10.1,16.47,27
10.2,16.46,28
10.2,16.45,28
10.2,16.45,28
10.2,16.44,28
10.2,16.44,28
10.2,16.43,28
10.3,16.42,28
10.3,16.42,28
10.3,16.41,28
10.3,16.41,28
10.3,16.40,28
10.3,16.39,28
10.4,16.39,28
10.4,16.38,28
10.4,16.38,28
10.4,16.37,28
10.4,16.36,28
10.5,16.36,28
10.5,16.35,28
10.5,16.35,28
10.5,16.34,28
10.5,16.33,29
10.5,16.33,29
10.5,16.32,29
10.6,16.32,29
10.6,16.31,29
10.6,16.30,29
10.6,16.30,29
10.6,16.29,29
10.7,16.29,29
10.7,16.28,29
10.7,16.27,29
10.7,16.27,29
10.7,16.26,29
10.7,16.26,29
10.8,16.25,29
10.8,16.25,29
10.8,16.24,29
10.8,16.23,29
10.8,16.23,29
10.8,16.22,29
10.9,16.22,29
10.9,16.21,30
10.9,16.20,30
10.9,16.20,30
10.9,16.19,30
11.0,16.19,30
11.0,16.18,30
11.0,16.17,30
11.0,16.17,30
11.0,16.16,30
11.0,16.16,30
11.1,16.15,30
11.1,16.14,30
11.1,16.14,30
11.1,16.13,30
11.1,16.13,30
11.1,16.12,30
11.2,16.11,30
11.2,16.11,30
11.2,16.10,30
11.2,16.10,30
11.2,16.09,30
11.2,16.08,31
11.3,16.08,31
11.3,16.07,31
11.3,16.07,31
11.3,16.06,31
11.3,16.05,31
11.3,16.05,31
11.4,16.04,31
11.4,16.04,31
11.4,16.03,31
11.4,16.02,31
11.4,16.02,31
11.5,16.01,31
11.5,16.01,31
11.5,16.00,31
11.5,16.00,31
11.5,15.99,31
11.5,15.98,31
11.6,15.98,31
11.6,15.97,31
11.6,15.97,31
11.6,15.96,32
11.6,15.95,32
11.6,15.95,32
11.7,15.94,32
11.7,15.93,32
11.7,15.93,32
11.7,15.92,32
11.7,15.92,32
11.7,15.91,32
11.8,15.90,32
11.8,15.90,32
11.8,15.89,32
11.8,15.89,32
11.8,15.88,32
11.9,15.88,32
11.9,15.87,32
11.9,15.86,32
11.9,15.86,32
11.9,15.85,32
11.9,15.85,32
12.0,15.84,33
12.0,15.83,33
12.0,15.83,33
12.0,15.82,33
12.0,15.82,33
12.0,15.81,33
12.1,15.80,33
12.1,15.80,33
12.1,15.79,33
12.1,15.79,33
12.1,15.78,33
12.1,15.78,33
12.2,15.77,33
12.2,15.76,33
12.2,15.76,33
12.2,15.75,33
12.2,15.75,33
12.2,15.74,33
12.3,15.73,33
12.3,15.73,33
12.3,15.72,33
12.3,15.72,33
12.3,15.71,34
12.3,15.70,34
12.4,15.70,34
12.4,15.69,34
12.4,15.69,34
12.4,15.68,34
12.4,15.67,34
12.5,15.67,34
12.5,15.66,34
12.5,15.66,34
12.5,15.65,34
12.5,15.64,34
12.5,15.64,34
12.6,15.63,34
12.6,15.63,34
12.6,15.62,34
12.6,15.61,34
12.6,15.61,34
12.6,15.60,34
12.7,15.60,34
12.7,15.59,35
12.7,15.58,35
12.7,15.58,35
12.7,15.57,35
12.7,15.57,35
12.8,15.56,35
12.8,15.56,35
12.8,15.55,35
12.8,15.54,35
12.8,15.54,35
12.8,15.53,35
12.9,15.53,35
12.9,15.52,35
12.9,15.51,35
12.9,15.51,35
12.9,15.50,35
13.0,15.50,35
13.0,15.49,35
13.0,15.48,35
13.0,15.48,35
13.0,15.47,35
13.0,15.47,36
13.1,15.46,36
13.1,15.45,36
13.1,15.45,36
13.1,15.44,36
13.1,15.44,36
13.1,15.43,36
13.2,15.42,36
13.2,15.42,36
13.2,15.41,36
13.2,15.41,36
13.2,15.40,36
13.2,15.39,36
13.3,15.39,36
13.3,15.38,36
13.3,15.38,36
13.3,15.37,36
13.3,15.37,36
13.3,15.36,36
13.4,15.35,36
13.4,15.35,36
13.4,15.34,36
13.4,15.34,37
13.4,15.33,37
13.4,15.32,37
13.5,15.32,37
13.5,15.31,37
13.5,15.31,37
13.5,15.30,37
13.5,15.29,37
13.6,15.29,37
13.6,15.28,37
13.6,15.28,37
13.6,15.27,37
13.6,15.26,37
13.6,15.26,37
13.7,15.25,37
13.7,15.25,37
13.7,15.24,37
13.7,15.23,37
13.7,15.23,37
13.7,15.22,37
13.8,15.22,37
13.8,15.21,38
13.8,15.21,38
13.8,15.20,38
13.8,15.19,38
13.8,15.19,38
13.9,15.18,38
13.9,15.18,38
13.9,15.17,38
13.9,15.16,38
13.9,15.16,38
14.0,15.15,38
14.0,15.15,38
14.0,15.14,38
14.0,15.13,38
14.0,15.13,38
14.0,15.12,38
14.1,15.12,38
14.1,15.11,38
14.1,15.10,38
14.1,15.10,38
14.1,15.09,38
14.1,15.09,39
14.2,15.08,39
14.2,15.07,39
14.2,15.07,39
14.2,15.06,39
14.2,15.06,39
14.2,15.05,39
14.3,15.04,39
14.3,15.04,39
14.3,15.03,39
14.3,15.03,39
14.3,15.02,39
14.3,15.01,39
14.4,15.01,39
14.4,15.00,39
14.4,15.00,39
14.4,14.99,39
14.4,14.98,39
14.5,14.98,39
14.5,14.97,39
14.5,14.97,40
14.5,14.96,40
14.5,14.96,40
14.5,14.95,40
14.6,14.94,40
14.6,14.94,40
14.6,14.93,40
14.6,14.92,40
14.6,14.92,40
14.6,14.91,40
14.7,14.91,40
14.7,14.90,40
14.7,14.90,40
14.7,14.89,40
14.7,14.88,40
14.7,14.88,40
14.8,14.87,40
14.8,14.86,40
14.8,14.86,40
14.8,14.85,40
14.8,14.85,40
14.9,14.84,41
14.9,14.84,41
14.9,14.83,41
14.9,14.82,41
14.9,14.82,41
14.9,14.81,41
15.0,14.81,41
15.0,14.80,41
15.0,14.79,41
15.0,14.79,41
15.0,14.78,41
15.0,14.78,41
15.1,14.77,41
15.1,14.77,41
15.1,14.76,41
15.1,14.75,41
15.1,14.75,41
15.1,14.74,41
15.2,14.74,41
15.2,14.73,41
15.2,14.72,41
15.2,14.72,42
15.2,14.71,42
15.2,14.71,42
15.3,14.70,42
15.3,14.69,42
15.3,14.69,42
15.3,14.68,42
15.3,14.68,42
15.3,14.67,42
15.4,14.66,42
15.4,14.66,42
15.4,14.65,42
15.4,14.65,42
15.4,14.64,42
15.4,14.64,42
15.5,14.63,42
15.5,14.62,42
15.5,14.62,42
15.5,14.61,42
15.5,14.61,42
15.6,14.60,42
15.6,14.59,42
15.6,14.59,43
15.6,14.58,43
15.6,14.58,43
15.6,14.57,43
15.7,14.56,43
15.7,14.56,43
15.7,14.55,43
15.7,14.55,43
15.7,14.54,43
15.7,14.53,43
15.8,14.53,43
15.8,14.52,43
15.8,14.52,43
15.8,14.51,43
15.8,14.50,43
15.8,14.50,43
15.9,14.49,43
15.9,14.49,43
15.9,14.48,43
15.9,14.47,43
15.9,14.47,43
15.9,14.46,44
16.0,14.46,44
16.0,14.45,44
16.0,14.45,44
16.0,14.44,44
16.0,14.43,44
16.1,14.43,44
16.1,14.42,44
16.1,14.42,44
16.1,14.41,44
16.1,14.40,44
16.1,14.40,44
16.2,14.39,44
16.2,14.39,44
16.2,14.38,44
16.2,14.37,44
16.2,14.37,44
16.2,14.36,44
16.3,14.36,44
16.3,14.35,44
16.3,14.34,44
16.3,14.34,45
16.3,14.33,45
16.3,14.33,45
16.4,14.32,45
16.4,14.31,45
16.4,14.31,45
16.4,14.30,45
16.4,14.30,45
16.4,14.29,45
16.5,14.28,45
16.5,14.28,45
16.5,14.27,45
16.5,14.27,45
16.5,14.26,45
16.6,14.26,45
16.6,14.25,45
16.6,14.24,45
16.6,14.24,45
16.6,14.23,45
16.6,14.23,45
16.7,14.22,46
16.7,14.21,46
16.7,14.21,46
16.7,14.20,46
16.7,14.20,46
16.7,14.19,46
16.8,14.18,46
16.8,14.18,46
16.8,14.17,46
16.8,14.17,46
16.8,14.16,46
16.8,14.15,46
16.9,14.15,46
16.9,14.14,46
16.9,14.14,46
16.9,14.13,46
16.9,14.12,46
16.9,14.12,46
17.0,14.11,46
17.0,14.11,46
17.0,14.10,46
17.0,14.10,46
17.0,14.09,47
17.0,14.08,47
17.1,14.08,47
17.1,14.07,47
17.1,14.07,47
17.1,14.06,47
17.1,14.05,47
17.2,14.05,47
17.2,14.04,47
17.2,14.04,47
17.2,14.03,47
17.2,14.02,47
17.2,14.02,47
17.3,14.01,47
17.3,14.01,47
17.3,14.00,47
17.3,13.99,47
17.3,13.99,47
17.3,13.98,47
17.4,13.98,47
17.4,13.97,47
17.4,13.96,48
17.4,13.96,48
17.4,13.95,48
17.4,13.95,48
17.5,13.94,48
17.5,13.93,48
17.5,13.93,48
17.5,13.92,48
17.5,13.92,48
17.5,13.91,48
17.6,13.91,48
17.6,13.90,48
17.6,13.89,48
17.6,13.89,48
17.6,13.88,48
17.7,13.88,48
17.7,13.87,48
17.7,13.86,48
17.7,13.86,48
17.7,13.85,48
17.7,13.85,49
17.8,13.84,49
17.8,13.84,49
17.8,13.83,49
17.8,13.82,49
17.8,13.82,49
17.8,13.81,49
17.9,13.81,49
17.9,13.80,49
17.9,13.79,49
17.9,13.79,49
17.9,13.78,49
17.9,13.78,49
18.0,13.77,49
18.0,13.76,49
18.0,13.76,49
18.0,13.75,49
18.0,13.75,49
18.0,13.74,49
18.1,13.73,49
18.1,13.73,49
18.1,13.72,49
18.1,13.72,50
18.1,13.71,50
18.2,13.70,50
18.2,13.70,50
18.2,13.69,50
18.2,13.68,50
18.2,13.68,50
18.2,13.67,50
18.3,13.67,50
18.3,13.66,50
18.3,13.66,50
18.3,13.65,50
18.3,13.64,50
18.3,13.64,50
18.4,13.63,50
18.4,13.63,50
18.4,13.62,50
18.4,13.61,50
18.4,13.61,50
18.4,13.60,50
18.5,13.60,50
18.5,13.59,51
18.5,13.58,51
18.5,13.58,51
18.5,13.57,51
18.6,13.56,51
18.6,13.56,51
18.6,13.55,51
18.6,13.55,51
18.6,13.54,51
18.6,13.53,51
18.7,13.53,51
18.7,13.52,51
18.7,13.52,51
18.7,13.51,51
18.7,13.51,51
18.7,13.50,51
18.8,13.49,51
18.8,13.49,51
18.8,13.48,51
18.8,13.48,51
18.8,13.47,52
18.8,13.46,52
18.9,13.46,52
18.9,13.45,52
18.9,13.44,52
18.9,13.44,52
18.9,13.43,52
19.0,13.43,52
19.0,13.42,52
19.0,13.42,52
19.0,13.41,52
19.0,13.40,52
19.0,13.40,52
19.1,13.39,52
19.1,13.39,52
19.1,13.38,52
19.1,13.37,52
19.1,13.37,52
19.1,13.36,52
19.2,13.36,52
19.2,13.35,52
19.2,13.34,52
19.2,13.34,53
19.2,13.33,53
19.2,13.33,53
19.3,13.32,53
19.3,13.31,53
19.3,13.31,53
19.3,13.30,53
19.3,13.30,53
19.3,13.29,53
19.4,13.28,53
19.4,13.28,53
19.4,13.27,53
19.4,13.27,53
19.4,13.26,53
19.5,13.25,53
19.5,13.25,53
19.5,13.24,53
19.5,13.24,53
19.5,13.23,53
19.5,13.22,53
19.6,13.22,53
19.6,13.21,54
19.6,13.21,54
19.6,13.20,54
19.6,13.19,54
19.6,13.19,54
19.7,13.18,54
19.7,13.18,54
19.7,13.17,54
19.7,13.16,54
19.7,13.16,54
19.7,13.15,54
19.8,13.15,54
19.8,13.14,54
19.8,13.13,54
19.8,13.13,54
19.8,13.12,54
19.9,13.12,54
19.9,13.11,54
19.9,13.11,54
19.9,13.10,54
19.9,13.09,54
19.9,13.09,55
20.0,13.08,55
20.0,13.07,55
20.0,13.07,55
20.0,13.06,55
20.0,13.06,55
20.0,13.05,55
20.1,13.05,55
20.1,13.04,55
20.1,13.03,55
20.1,13.03,55
20.1,13.02,55
20.1,13.02,55
20.2,13.01,55
20.2,13.00,55
20.2,13.00,55
20.2,12.99,55
20.2,12.99,55
20.2,12.98,55
20.3,12.97,55
20.3,12.97,55
20.3,12.96,56
20.3,12.96,56
20.3,12.95,56
20.4,12.94,56
20.4,12.94,56
20.4,12.93,56
20.4,12.93,56
20.4,12.92,56
20.4,12.91,56
20.5,12.91,56
20.5,12.90,56
20.5,12.90,56
20.5,12.89,56
20.5,12.88,56
20.5,12.88,56
20.6,12.87,56
20.6,12.87,56
20.6,12.86,56
20.6,12.86,56
20.6,12.85,56
20.6,12.84,57
20.7,12.84,57
20.7,12.83,57
20.7,12.83,57
20.7,12.82,57
20.7,12.81,57
20.8,12.81,57
20.8,12.80,57
20.8,12.79,57
20.8,12.79,57
20.8,12.78,57
20.8,12.78,57
20.9,12.77,57
20.9,12.76,57
20.9,12.76,57
20.9,12.75,57
20.9,12.75,57
20.9,12.74,57
21.0,12.73,57
21.0,12.73,57
21.0,12.72,57
21.0,12.72,57
21.0,12.71,58
21.0,12.71,58
21.1,12.70,58
21.1,12.70,58
21.1,12.69,58
21.1,12.68,58
21.1,12.68,58
21.1,12.67,58
21.2,12.67,58
21.2,12.66,58
21.2,12.65,58
21.2,12.65,58
21.2,12.64,58
21.2,12.64,58
21.3,12.63,58
21.3,12.62,58
21.3,12.62,58
21.3,12.61,58
21.3,12.61,58
21.4,12.60,58
21.4,12.59,58
21.4,12.59,58
21.4,12.58,59
21.4,12.58,59
21.4,12.57,59
21.5,12.56,59
21.5,12.56,59
21.5,12.55,59
21.5,12.55,59
21.5,12.54,59
21.5,12.53,59
21.6,12.53,59
21.6,12.52,59
21.6,12.52,59
21.6,12.51,59
21.6,12.50,59
21.6,12.50,59
21.7,12.49,59
21.7,12.49,59
21.7,12.48,59
21.7,12.48,59
21.7,12.47,59
21.7,12.46,60
21.8,12.46,60
21.8,12.45,60
21.8,12.44,60
21.8,12.44,60
21.8,12.43,60
21.9,12.43,60
21.9,12.42,60
21.9,12.41,60
21.9,12.41,60
21.9,12.40,60
21.9,12.40,60
22.0,12.39,60
22.0,12.39,60
22.0,12.38,60
22.0,12.37,60
22.0,12.37,60
22.0,12.36,60
22.1,12.36,60
22.1,12.35,60
22.1,12.34,60
22.1,12.34,60
22.1,12.33,61
22.1,12.33,61
22.2,12.32,61
22.2,12.31,61
22.2,12.31,61
22.2,12.30,61
22.2,12.30,61
22.3,12.29,61
22.3,12.28,61
22.3,12.28,61
22.3,12.27,61
22.3,12.27,61
22.3,12.26,61
22.4,12.25,61
22.4,12.25,61
22.4,12.24,61
22.4,12.24,61
22.4,12.23,61
22.4,12.22,61
22.5,12.22,61
22.5,12.21,62
22.5,12.21,62
22.5,12.20,62
22.5,12.20,62
22.5,12.19,62
22.6,12.18,62
22.6,12.18,62
22.6,12.17,62
22.6,12.17,62
22.6,12.16,62
22.6,12.15,62
22.7,12.15,62
22.7,12.14,62
22.7,12.14,62
22.7,12.13,62
22.7,12.12,62
22.7,12.12,62
22.8,12.11,62
22.8,12.11,62
22.8,12.10,62
22.8,12.09,62
22.8,12.09,62
22.9,12.08,63
22.9,12.08,63
22.9,12.07,63
22.9,12.06,63
22.9,12.06,63
22.9,12.05,63
23.0,12.05,63
23.0,12.04,63
23.0,12.03,63
23.0,12.03,63
23.0,12.02,63
23.0,12.02,63
23.1,12.01,63
23.1,12.00,63
23.1,12.00,63
23.1,11.99,63
23.1,11.99,63
23.1,11.98,63
23.2,11.97,63
23.2,11.97,63
23.2,11.96,64
23.2,11.96,64
23.2,11.95,64
23.3,11.94,64
23.3,11.94,64
23.3,11.93,64
23.3,11.93,64
23.3,11.92,64
23.3,11.91,64
23.4,11.91,64
23.4,11.90,64
23.4,11.90,64
23.4,11.89,64
23.4,11.88,64
23.4,11.88,64
23.5,11.87,64
23.5,11.87,64
23.5,11.86,64
23.5,11.86,64
23.5,11.85,64
23.5,11.84,64
23.6,11.84,64
23.6,11.83,65
23.6,11.83,65
23.6,11.82,65
23.6,11.81,65
23.6,11.81,65
23.7,11.80,65
23.7,11.80,65
23.7,11.79,65
23.7,11.78,65
23.7,11.78,65
23.8,11.77,65
23.8,11.77,65
23.8,11.76,65
23.8,11.75,65
23.8,11.75,65
23.8,11.74,65
23.9,11.74,65
23.9,11.73,65
23.9,11.72,65
23.9,11.72,65
23.9,11.71,66
23.9,11.71,66
24.0,11.70,66
24.0,11.69,66
24.0,11.69,66
24.0,11.68,66
24.0,11.68,66
24.0,11.67,66
24.1,11.66,66
24.1,11.66,66
24.1,11.65,66
