elapsed time [min],battery [Wh],task [times],P short,P charg,B short,B charg,C short,C charg,short total cons [wh],charg total cons [wh]
20.6,64.36,57,7.12,6.08,63.36,99.05,8.9,16.3,1,1.85
21,63.76,58,7.13,6.12,62.76,99.1,8.8,16.2,1,1.85
21.3,63.11,59,7.06,6.08,62.11,99.05,8.8,16.3,1,1.85
21.7,62.51,60,6.91,6.08,61.51,99.05,8.9,16.3,1,1.85
22.1,61.86,61,6.84,6.08,60.86,99.05,8.9,16.3,1,1.85
22.4,61.26,62,6.93,6.16,60.26,99.1,8.7,16.1,1,1.85
22.8,60.61,63,6.93,6.27,59.61,99.1,8.6,15.8,0.95,1.8
23.2,59.96,64,6.86,6.27,58.96,99.1,8.6,15.8,1,1.8
23.5,59.36,65,6.63,6.12,58.36,99.1,8.8,16.2,1,1.85
23.9,58.71,66,6.48,6.12,57.71,99.1,8.9,16.2,1,1.85
24.3,58.11,67,6.49,6.12,57.11,99.1,8.8,16.2,1,1.85
24.6,57.46,68,6.34,6.12,56.46,99.1,8.9,16.2,1,1.85
25,56.86,69,6.28,6.08,55.86,99.05,8.9,16.3,1,1.85
25.3,56.26,70,6.28,6.12,55.26,99.1,8.8,16.2,1,1.85
25.7,55.61,71,6.21,6.12,54.6,99.1,8.8,16.2,1,1.85
26.1,55.01,72,6.14,6.12,54,99.1,8.8,16.2,1,1.85
26.4,54.35,73,6.13,6.08,53.35,99.05,8.7,16.3,1,1.85
26.8,53.7,74,6.09,6.08,52.7,99.1,8.7,16.3,1,1.8
27.2,53.05,75,6.09,6.08,52.05,99.05,8.6,16.3,1,1.85
27.5,52.45,76,6,6.08,51.45,99.05,8.6,16.3,1,1.85
42.5,99.45,77,11.06,6.12,98.45,99.1,8.9,16.2,1,1.85
42.8,98.85,78,11.12,6.12,97.85,99.1,8.8,16.2,1,1.85
43.2,98.25,79,11.05,6.08,97.2,99.05,8.8,16.3,1,1.85
43.5,97.6,80,10.98,6.12,96.6,99.1,8.8,16.2,1,1.85
43.9,97,81,10.91,6.12,96,99.1,8.8,16.2,1,1.85
44.3,96.35,82,10.96,6.16,95.35,99.1,8.7,16.1,1,1.85
44.6,95.75,83,10.65,6.08,94.74,99.05,8.9,16.3,1,1.85
45,95.1,84,10.69,6.12,94.09,99.1,8.8,16.2,1,1.85
45.3,94.49,85,10.62,6.08,93.49,99.05,8.8,16.3,1,1.85
45.7,93.84,86,10.56,6.12,92.89,99.1,8.8,16.2,1,1.85
46.1,93.24,87,10.48,6.12,92.24,99.1,8.8,16.2,1,1.85
46.4,92.64,88,10.41,6.12,91.64,99.1,8.8,16.2,1,1.85
46.8,91.99,89,10.22,6.08,90.99,99.05,8.9,16.3,1,1.85
47.1,91.39,90,10.27,6.12,90.39,99.1,8.8,16.2,1,1.85
47.5,90.74,91,10.2,6.08,89.74,99.05,8.8,16.3,1,1.85
47.9,90.14,92,10.25,6.16,89.14,99.1,8.7,16.1,1,1.85
48.2,89.54,93,10.06,6.12,88.54,99.1,8.8,16.2,1,1.85
48.6,88.89,94,9.99,6.16,87.89,99.1,8.8,16.1,1,1.85
48.9,88.29,95,9.81,6.12,87.29,99.1,8.9,16.2,1,1.85
49.3,87.69,96,9.73,6.12,86.64,99.1,8.9,16.2,1,1.85
49.7,87.04,97,9.67,6.08,86.04,99.05,8.9,16.3,1,1.85
50,86.44,98,9.71,6.12,85.44,99.1,8.8,16.2,1,1.85
50.4,85.79,99,9.53,6.08,84.78,99.05,8.9,16.3,1,1.85
50.7,85.19,100,9.57,6.08,84.18,99.05,8.8,16.3,1,1.85
51.1,84.53,101,9.49,6.08,83.53,99.05,8.8,16.3,1,1.85
51.5,83.93,102,9.53,6.16,82.93,99.1,8.7,16.1,1,1.85
51.8,83.28,103,9.35,6.08,82.28,99.05,8.8,16.3,1,1.85
52.2,82.68,104,9.28,6.12,81.68,99.1,8.8,16.2,1,1.85
52.5,82.08,105,9.1,6.12,81.03,99.1,8.9,16.2,1,1.85
52.9,81.43,106,9.04,6.08,80.43,99.05,8.9,16.3,1,1.85
53.3,80.83,107,9.07,6.12,79.78,99.1,8.8,16.2,1,1.85
53.6,80.18,108,9,6.12,79.18,99.1,8.8,16.2,1,1.85
54,79.58,109,8.93,6.12,78.58,99.1,8.8,16.2,1,1.85
54.4,78.93,110,8.86,6.12,77.93,99.1,8.8,16.2,1,1.85
54.7,78.33,111,8.79,6.08,77.33,99.05,8.8,16.3,1,1.85
55.1,77.73,112,8.72,6.12,76.73,99.1,8.8,16.2,1,1.85
55.4,77.08,113,8.65,6.12,76.08,99.1,8.8,16.2,1,1.85
55.8,76.48,114,8.58,6.12,75.48,99.1,8.8,16.2,1,1.85
56.1,75.83,115,8.5,6.08,74.82,99.05,8.8,16.3,1,1.85
56.5,75.23,116,8.43,6.12,74.22,99.1,8.8,16.2,1,1.85
56.9,74.62,117,8.27,6.08,73.57,99.05,8.9,16.3,1,1.85
57.2,73.97,118,8.29,6.12,72.97,99.1,8.8,16.2,1,1.85
57.6,73.37,119,8.13,6.08,72.32,99.05,8.9,16.3,1,1.85
58,72.72,120,8.06,6.08,71.72,99.05,8.9,16.3,1,1.85
58.7,71.47,122,8.01,6.12,70.47,99.1,8.8,16.2,1,1.85
59,70.87,123,7.94,6.08,69.87,99.05,8.8,16.3,1,1.85
59.4,70.22,124,7.87,6.12,69.22,99.1,8.8,16.2,1,1.85
59.8,69.62,125,7.71,6.08,68.62,99.05,8.9,16.3,1,1.85
60.1,69.02,126,7.73,6.12,68.02,99.1,8.8,16.2,1,1.85
60.5,68.37,127,7.66,6.12,67.37,99.1,8.8,16.2,1,1.85
60.8,67.77,128,7.59,6.12,66.77,99.1,8.8,16.2,1,1.85
61.2,67.17,129,7.43,6.08,66.12,99.05,8.9,16.3,1,1.85
61.6,66.52,130,7.44,6.12,65.52,99.1,8.8,16.2,1,1.85
61.9,65.92,131,7.38,6.12,64.91,99.1,8.8,16.2,1,1.85
62.3,65.27,132,7.3,6.12,64.26,99.1,8.8,16.2,1,1.85
62.6,64.66,133,7.15,6.04,63.61,99.05,8.9,16.4,1,1.85
63,64.01,134,7.16,6.16,63.01,99.1,8.8,16.1,1,1.85
63.4,63.41,135,7.01,6.12,62.36,99.1,8.9,16.2,1,1.85
63.7,62.76,136,7.02,6.12,61.76,99.1,8.8,16.2,1,1.85
64.1,62.16,137,6.95,6.08,61.16,99.05,8.8,16.3,1,1.85
64.4,61.51,138,6.88,6.12,60.51,99.1,8.8,16.2,1,1.85
64.8,60.91,139,6.73,6.08,59.91,99.05,8.9,16.3,1,1.85
65.2,60.26,140,6.73,6.12,59.26,99.1,8.8,16.2,1,1.85
65.5,59.66,141,6.67,6.08,58.66,99.05,8.8,16.3,1,1.85
65.9,59.01,142,6.59,6.12,58.01,99.1,8.8,16.2,1,1.85
66.3,58.41,143,6.45,6.08,57.41,99.05,8.9,16.3,1,1.85
66.6,57.76,144,6.45,6.12,56.76,99.1,8.8,16.2,1,1.85
67,57.16,145,6.31,6.08,56.16,99.05,8.9,16.3,1,1.85
67.3,56.56,146,6.31,6.12,55.56,99.1,8.8,16.2,1,1.85
67.7,55.91,147,6.17,6.08,54.9,99.05,8.9,16.3,1,1.85
68.1,55.31,148,6.17,6.12,54.3,99.1,8.8,16.2,1,1.85
68.4,54.7,149,6.13,6.08,53.65,99.05,8.8,16.3,1,1.85
68.8,54.05,150,6.1,6.08,53.05,99.05,8.7,16.3,1,1.85
69.1,53.45,151,6.03,6.12,52.45,99.05,8.7,16.2,1,1.85
69.5,52.8,152,5.97,6.08,51.8,99.05,8.7,16.3,1,1.85
84.3,99.4,153,11.06,6.08,98.4,99.05,8.9,16.3,1,1.85
84.7,98.8,154,11.11,6.12,97.8,99.1,8.8,16.2,1,1.85
85,98.2,155,10.92,6.08,97.15,99.05,8.9,16.3,1,1.85
85.4,97.55,156,10.97,6.12,96.55,99.1,8.8,16.2,1,1.85
85.8,96.95,157,10.78,6.08,95.95,99.05,8.9,16.3,1,1.85
86.1,96.3,158,10.95,6.16,95.3,99.1,8.7,16.1,1,1.85
86.5,95.7,159,10.88,6.16,94.69,99.1,8.7,16.1,1,1.85
86.9,95.05,160,10.69,6.12,94.04,99.1,8.8,16.2,1,1.85
87.2,94.44,161,10.5,6.08,93.44,99.05,8.9,16.3,1,1.85
87.6,93.79,162,10.67,6.16,92.84,99.1,8.7,16.1,1,1.85
87.9,93.19,163,10.48,6.12,92.19,99.1,8.8,16.2,1,1.85
88.3,92.59,164,10.41,6.12,91.59,99.1,8.8,16.2,1,1.85
88.7,91.94,165,10.33,6.08,90.94,99.05,8.8,16.3,1,1.85
89,91.34,166,10.38,6.16,90.34,99.1,8.7,16.1,1,1.85
89.4,90.74,167,10.08,6.08,89.69,99.05,8.9,16.3,1,1.85
89.7,90.09,168,10.12,6.12,89.09,99.1,8.8,16.2,1,1.85
90.1,89.49,169,10.06,6.12,88.49,99.1,8.8,16.2,1,1.85
90.5,88.84,170,9.98,6.08,87.84,99.05,8.8,16.3,1,1.85
90.8,88.24,171,9.91,6.08,87.24,99.05,8.8,16.3,1,1.85
91.2,87.64,172,9.96,6.16,86.64,99.1,8.7,16.1,1,1.85
91.5,86.99,173,10,6.19,85.99,99.1,8.6,16,1,1.8
91.9,86.34,174,9.7,6.16,85.34,99.1,8.8,16.1,1,1.85
92.3,85.74,175,9.63,6.08,84.73,99.05,8.8,16.3,1,1.85
92.6,85.14,176,9.56,6.12,84.13,99.1,8.8,16.2,1,1.85
93,84.48,177,9.38,6.08,83.48,99.05,8.9,16.3,1,1.85
93.3,83.88,178,9.42,6.12,82.88,99.1,8.8,16.2,1,1.85
93.7,83.23,179,9.24,6.04,82.23,99.05,8.9,16.4,1,1.85
94.1,82.63,180,9.28,6.12,81.63,99.1,8.8,16.2,1,1.85
94.4,82.03,181,9.1,6.08,80.98,99.05,8.9,16.3,1,1.85
94.8,81.38,182,9.13,6.12,80.38,99.1,8.8,16.2,1,1.85
95.1,80.78,183,9.07,6.12,79.78,99.1,8.8,16.2,1,1.85
95.5,80.13,184,8.99,6.12,79.13,99.1,8.8,16.2,1,1.85
95.9,79.53,185,8.92,6.08,78.53,99.05,8.8,16.3,1,1.85
96.2,78.93,186,8.75,6.08,77.88,99.05,8.9,16.3,1,1.85
96.9,77.63,188,8.61,6.12,76.63,99.1,8.9,16.2,1,1.85
97.3,77.03,189,8.64,6.12,76.03,99.1,8.8,16.2,1,1.85
97.7,76.43,190,8.47,6.12,75.38,99.1,8.9,16.2,1,1.85
98,75.78,191,8.5,6.08,74.77,99.05,8.8,16.3,1,1.85
98.4,75.18,192,8.33,6.12,74.17,99.1,8.9,16.2,1,1.85
98.8,74.52,193,8.26,6.08,73.52,99.05,8.9,16.3,1,1.85
99.1,73.92,194,8.29,6.08,72.92,99.05,8.8,16.3,1,1.85
99.5,73.27,195,8.12,6.12,72.27,99.1,8.9,16.2,1,1.85
99.8,72.67,196,8.24,6.16,71.67,99.1,8.7,16.1,1,1.85
100.2,72.07,197,8.08,6.12,71.07,99.1,8.8,16.2,1,1.85
100.5,71.42,198,8,6.12,70.42,99.1,8.8,16.2,1,1.85
100.9,70.82,199,7.93,6.08,69.82,99.05,8.8,16.3,1,1.85
101.3,70.22,200,7.87,6.12,69.22,99.1,8.8,16.2,1,1.85
101.6,69.57,201,7.79,6.08,68.57,99.05,8.8,16.3,1,1.85
102,68.97,202,7.64,6.12,67.97,99.1,8.9,16.2,1,1.85
102.3,68.32,203,7.65,6.12,67.32,99.1,8.8,16.2,1,1.85
102.7,67.72,204,7.58,6.12,66.72,99.1,8.8,16.2,1,1.85
103.1,67.07,205,7.51,6.12,66.07,99.1,8.8,16.2,1,1.85
103.4,66.47,206,7.44,6.12,65.47,99.1,8.8,16.2,1,1.85
103.8,65.82,207,7.54,6.31,64.81,99.1,8.6,15.7,1,1.8
104.5,64.56,209,7.22,6.12,63.56,99.1,8.8,16.2,1,1.85
104.9,63.96,210,7.15,6.12,62.96,99.1,8.8,16.2,1,1.85
105.2,63.31,211,7.08,6.12,62.31,99.1,8.8,16.2,1,1.85
105.6,62.71,212,7.09,6.16,61.71,99.1,8.7,16.1,1,1.85
106,62.11,213,6.87,6.08,61.11,99.05,8.9,16.3,1,1.85
106.3,61.46,214,6.87,6.08,60.46,99.05,8.8,16.3,1,1.85
106.7,60.86,215,6.8,6.08,59.86,99.05,8.8,16.3,1,1.85
107,60.21,216,6.73,6.12,59.21,99.1,8.8,16.2,1,1.85
107.4,59.61,217,6.59,6.08,58.61,99.05,8.9,16.3,1,1.85
107.8,58.96,218,6.59,6.16,57.96,99.1,8.8,16.1,1,1.85
108.1,58.36,219,6.52,6.12,57.36,99.1,8.8,16.2,1,1.85
108.9,57.06,221,6.37,6.12,56.06,99.1,8.8,16.2,1,1.85
109.2,56.46,222,6.3,6.16,55.46,99.1,8.8,16.1,1,1.85
109.6,55.81,223,6.16,6.12,54.8,99.1,8.9,16.2,1,1.85
110,55.21,224,6.16,6.16,54.2,99.1,8.8,16.1,1,1.85
110.3,54.6,225,6.02,6.12,53.6,99.1,8.9,16.2,1,1.85
110.7,53.9,226,6.16,6.27,52.95,99.1,8.6,15.8,1,1.8
111.4,52.65,228,5.87,6.12,51.65,99.1,8.8,16.2,1,1.85
126.3,99.45,229,11.19,6.12,98.45,99.1,8.8,16.2,1,1.85
126.6,98.8,230,11.11,6.12,97.8,99.1,8.8,16.2,1,1.85
127,98.2,231,11.05,6.08,97.2,99.05,8.8,16.3,1,1.85
127.4,97.55,232,10.85,6.08,96.55,99.05,8.9,16.3,1,1.85
127.7,96.95,233,10.9,6.12,95.95,99.1,8.8,16.2,1,1.85
128.1,96.35,234,10.83,6.16,95.35,99.1,8.8,16.1,1,1.85
128.4,95.7,235,10.64,6.12,94.69,99.1,8.9,16.2,1,1.85
128.8,95.1,236,10.69,6.16,94.09,99.1,8.8,16.1,1,1.85
129.2,94.44,237,10.87,6.19,93.44,99.1,8.6,16,1,1.8
129.5,93.84,238,10.43,6.12,92.84,99.1,8.9,16.2,1,1.85
129.9,93.19,239,10.36,6.08,92.19,99.05,8.9,16.3,1,1.85
130.3,92.59,240,10.41,6.12,91.59,99.1,8.8,16.2,1,1.85
130.6,91.94,241,10.22,6.08,90.94,99.05,8.9,16.3,1,1.85
131,91.34,242,10.27,6.12,90.34,99.1,8.8,16.2,1,1.85
131.3,90.74,243,10.2,6.12,89.74,99.1,8.8,16.2,1,1.85
131.7,90.09,244,10.12,6.12,89.09,99.1,8.8,16.2,1,1.85
132.1,89.49,245,10.06,6.08,88.49,99.05,8.8,16.3,1,1.85
132.4,88.89,246,9.99,6.12,87.89,99.1,8.8,16.2,1,1.85
132.8,88.24,247,9.91,6.08,87.24,99.05,8.8,16.3,1,1.85
133.1,87.64,248,9.73,6.08,86.59,99.05,8.9,16.3,1,1.85
133.5,86.99,249,9.77,6.08,85.99,99.05,8.8,16.3,1,1.85
133.9,86.39,250,9.7,6.12,85.39,99.1,8.8,16.2,1,1.85
134.2,85.74,251,9.63,6.12,84.73,99.1,8.8,16.2,1,1.85
134.9,84.48,253,9.38,6.12,83.48,99.1,8.9,16.2,1,1.85
135.3,83.88,254,9.42,6.12,82.88,99.1,8.8,16.2,1,1.85
135.7,83.23,255,9.34,6.12,82.23,99.1,8.8,16.2,1,1.85
136,82.63,256,9.28,6.12,81.63,99.1,8.8,16.2,1,1.85
136.4,82.03,257,9.1,6.08,81.03,99.05,8.9,16.3,1,1.85
136.7,81.38,258,9.13,6.12,80.38,99.1,8.8,16.2,1,1.85
137.1,80.78,259,9.07,6.08,79.78,99.05,8.8,16.3,1,1.85
137.5,80.13,260,8.99,6.16,79.13,99.1,8.8,16.1,1,1.85
137.8,79.53,261,8.92,6.08,78.53,99.05,8.8,16.3,1,1.85
138.2,78.88,262,8.95,6.16,77.88,99.1,8.7,16.1,1,1.85
138.5,78.28,263,8.68,6.08,77.28,99.05,8.9,16.3,1,1.85
138.9,77.68,264,8.71,6.12,76.68,99.1,8.8,16.2,1,1.85
139.3,77.03,265,8.54,6.08,76.03,99.05,8.9,16.3,1,1.85
139.6,76.43,266,8.57,6.12,75.43,99.1,8.8,16.2,1,1.85
140,75.78,267,8.5,6.08,74.77,99.05,8.8,16.3,1,1.85
140.3,75.18,268,8.43,6.12,74.17,99.1,8.8,16.2,1,1.85
140.7,74.52,269,8.26,6.08,73.52,99.05,8.9,16.3,1,1.85
141.1,73.92,270,8.38,6.16,72.92,99.1,8.7,16.1,1,1.85
141.4,73.32,271,8.22,6.12,72.32,99.1,8.8,16.2,1,1.85
141.8,72.67,272,8.05,6.12,71.67,99.1,8.9,16.2,1,1.85
142.2,72.07,273,8.08,6.08,71.07,99.05,8.8,16.3,1,1.85
142.5,71.42,274,8,6.16,70.42,99.1,8.8,16.1,1,1.85
142.9,70.82,275,7.93,6.08,69.82,99.05,8.8,16.3,1,1.85
143.2,70.17,276,7.86,6.12,69.17,99.1,8.8,16.2,1,1.85
143.6,69.57,277,7.79,6.12,68.57,99.1,8.8,16.2,1,1.85
144,68.97,278,7.72,6.12,67.92,99.1,8.8,16.2,1,1.85
144.3,68.32,279,7.65,6.08,67.32,99.05,8.8,16.3,1,1.85
144.7,67.72,280,7.67,6.16,66.72,99.1,8.7,16.1,1,1.85
145,67.12,281,7.42,6.08,66.07,99.05,8.9,16.3,1,1.85
145.4,66.47,282,7.44,6.12,65.47,99.1,8.8,16.2,1,1.85
145.7,65.87,283,7.29,6.12,64.86,99.1,8.9,16.2,1,1.85
146.1,65.22,284,7.22,6.12,64.21,99.1,8.9,16.2,1,1.85
146.5,64.61,285,7.15,6.08,63.61,99.05,8.9,16.3,1,1.85
146.8,63.96,286,7.15,6.08,62.96,99.05,8.8,16.3,1,1.85
147.2,63.36,287,7.01,6.08,62.36,99.05,8.9,16.3,1,1.85
147.6,62.71,288,7.01,6.12,61.71,99.1,8.8,16.2,1,1.85
147.9,62.11,289,6.94,6.12,61.11,99.1,8.8,16.2,1,1.85
148.3,61.51,290,6.88,6.12,60.51,99.1,8.8,16.2,1,1.85
148.6,60.86,291,6.73,6.12,59.86,99.1,8.9,16.2,1,1.85
149,60.26,292,6.73,6.12,59.26,99.1,8.8,16.2,1,1.85
149.4,59.61,293,6.59,6.12,58.61,99.1,8.9,16.2,1,1.85
149.7,59.01,294,6.59,6.08,57.96,99.05,8.8,16.3,1,1.85
150.1,58.36,295,6.52,6.08,57.36,99.05,8.8,16.3,1,1.85
150.5,57.76,296,6.37,6.08,56.71,99.05,8.9,16.3,1,1.85
150.8,57.11,297,6.38,6.08,56.11,99.05,8.8,16.3,1,1.85
151.2,56.51,298,6.31,6.16,55.51,99.1,8.8,16.1,1,1.85
151.5,55.86,299,6.16,6.08,54.85,99.05,8.9,16.3,1,1.85
151.9,55.26,300,6.17,6.12,54.25,99.1,8.8,16.2,1,1.85
152.3,54.6,301,6.16,6.16,53.6,99.1,8.7,16.1,1,1.85
152.6,54,302,6.02,6.12,53,99.1,8.8,16.2,1,1.85
153,53.35,303,5.95,6.12,52.4,99.1,8.8,16.2,1,1.85
153.3,52.75,304,5.88,6.12,51.75,99.1,8.8,16.2,1,1.85
168.2,99.45,305,11.19,6.12,98.45,99.1,8.8,16.2,1,1.85
168.5,98.8,306,11.11,6.12,97.8,99.1,8.8,16.2,1,1.85
168.9,98.2,307,10.92,6.12,97.2,99.1,8.9,16.2,1,1.85
169.3,97.6,308,10.98,6.12,96.6,99.1,8.8,16.2,1,1.85
169.6,96.95,309,10.78,6.08,95.95,99.05,8.9,16.3,1,1.85
170,96.35,310,10.83,6.12,95.35,99.1,8.8,16.2,1,1.85
170.3,95.75,311,10.76,6.08,94.69,99.05,8.8,16.3,1,1.85
170.7,95.05,312,10.94,6.31,94.09,99.1,8.6,15.7,1,1.8
171.1,94.44,313,10.62,6.08,93.44,99.05,8.8,16.3,1,1.85
171.4,93.84,314,10.43,6.08,92.79,99.05,8.9,16.3,1,1.85
171.8,93.19,315,10.48,6.08,92.19,99.05,8.8,16.3,1,1.85
172.2,92.54,316,10.52,6.19,91.54,99.1,8.7,16,1,1.8
172.5,91.89,317,10.33,6.08,90.89,99.05,8.8,16.3,1,1.85
172.9,91.29,318,10.14,6.12,90.29,99.1,8.9,16.2,1,1.85
173.3,90.69,319,10.19,6.12,89.64,99.1,8.8,16.2,1,1.85
173.6,90.04,320,10.12,6.12,89.04,99.1,8.8,16.2,1,1.85
174,89.39,321,10.28,6.31,88.39,99.1,8.6,15.7,1,1.8
174.4,88.79,322,9.98,6.12,87.79,99.1,8.8,16.2,1,1.85
174.7,88.14,323,9.79,6.08,87.14,99.05,8.9,16.3,1,1.85
175.1,87.54,324,9.83,6.12,86.54,99.1,8.8,16.2,1,1.85
175.5,86.89,325,9.65,6.08,85.89,99.05,8.9,16.3,1,1.85
175.8,86.29,326,9.69,6.12,85.29,99.1,8.8,16.2,1,1.85
176.2,85.69,327,9.51,6.08,84.63,99.05,8.9,16.3,1,1.85
176.5,85.04,328,9.55,6.12,84.03,99.1,8.8,16.2,1,1.85
176.9,84.43,329,9.37,6.08,83.38,99.05,8.9,16.3,1,1.85
177.3,83.78,330,9.3,6.08,82.78,99.05,8.9,16.3,1,1.85
177.6,83.18,331,9.34,6.08,82.18,99.05,8.8,16.3,1,1.85
178,82.53,332,9.26,6.12,81.53,99.1,8.8,16.2,1,1.85
178.3,81.93,333,9.09,6.12,80.93,99.1,8.9,16.2,1,1.85
178.7,81.28,334,9.02,6.12,80.28,99.1,8.9,16.2,1,1.85
179.1,80.68,335,9.05,6.08,79.68,99.05,8.8,16.3,1,1.85
179.4,80.03,336,8.98,6.12,79.03,99.1,8.8,16.2,1,1.85
179.8,79.43,337,8.91,6.12,78.43,99.1,8.8,16.2,1,1.85
180.1,78.78,338,8.84,6.08,77.78,99.05,8.8,16.3,1,1.85
180.5,78.18,339,8.67,6.12,77.18,99.1,8.9,16.2,1,1.85
180.9,77.58,340,8.7,6.12,76.53,99.1,8.8,16.2,1,1.85
181.2,76.93,341,8.63,6.12,75.93,99.1,8.8,16.2,1,1.85
181.6,76.33,342,8.56,6.12,75.33,99.1,8.8,16.2,1,1.85
181.9,75.68,343,8.39,6.08,74.67,99.05,8.9,16.3,1,1.85
182.3,75.08,344,8.42,6.12,74.07,99.1,8.8,16.2,1,1.85
182.7,74.42,345,8.25,6.08,73.42,99.05,8.9,16.3,1,1.85
183.4,73.17,347,8.11,6.08,72.17,99.05,8.9,16.3,1,1.85
183.8,72.57,348,8.23,6.16,71.57,99.1,8.7,16.1,1,1.85
184.1,71.92,349,7.97,6.08,70.92,99.05,8.9,16.3,1,1.85
184.5,71.32,350,7.99,6.12,70.32,99.1,8.8,16.2,1,1.85
184.8,70.72,351,7.92,6.12,69.72,99.1,8.8,16.2,1,1.85
185.2,70.07,352,7.85,6.12,69.07,99.1,8.8,16.2,1,1.85
185.6,69.47,353,7.78,6.12,68.47,99.1,8.8,16.2,1,1.85
185.9,68.82,354,7.62,6.12,67.82,99.1,8.9,16.2,1,1.85
186.3,68.22,355,7.55,6.08,67.17,99.05,8.9,16.3,1,1.85
186.7,67.57,356,7.48,6.12,66.57,99.1,8.9,16.2,1,1.85
187,66.92,357,7.41,6.08,65.92,99.05,8.9,16.3,1,1.85
