第0世代
time,35,86.4375,
soc,69,32,
f1,f2,first_soc,front
106.28,16.8866,96,4
time,24.12,60.2128,
soc,87,69,
f1,f2,first_soc,front
109.134,8.67637,95,4
time,32.28,53.3629,
soc,61,76,
f1,f2,first_soc,front
106.235,17.6738,96,4
time,29.56,67.3041,
soc,62,43,
f1,f2,first_soc,front
111.447,4.31147,86,4
time,32.28,45.3977,
soc,47,81,
f1,f2,first_soc,front
111.797,3.47241,86,4
time,24.12,58.0375,63.3709,
soc,70,39,62,
f1,f2,first_soc,front
119.214,0,80,5
time,13.24,43.3926,82.9263,93.4654,
soc,70,67,49,51,
f1,f2,first_soc,front
105.861,29.1223,100,5
time,37.72,94.2959,
soc,73,18,
f1,f2,first_soc,front
115.282,3.47028,86,5
time,25.48,49.2043,86.1693,
soc,69,71,43,
f1,f2,first_soc,front
106.224,24.6169,100,5
time,36.36,99.3643,
soc,80,14,
f1,f2,first_soc,front
118.442,3.27773,82,5
time,33.64,56.9646,
soc,42,72,
f1,f2,first_soc,front
107.861,17.5766,98,5
time,48.6,60.489,
soc,31,60,
f1,f2,first_soc,front
111.224,8.01412,88,5
time,14.6,61.2148,
soc,84,59,
f1,f2,first_soc,front
112.222,3.47241,86,5
time,24.12,52.0924,86.665,
soc,69,73,44,
f1,f2,first_soc,front
106.446,18.5167,96,5
time,22.76,30.8951,34.8836,72.8722,
soc,69,71,73,37,
f1,f2,first_soc,front
107.987,12.6994,96,5
time,20.04,27.8165,51.3105,87.6543,
soc,73,84,73,33,
f1,f2,first_soc,front
112.904,3.47106,86,5
time,29.56,48.69,81.3937,
soc,69,74,43,
f1,f2,first_soc,front
118.76,1.15671,82,5
time,35,56.7914,
soc,42,75,
f1,f2,first_soc,front
108.356,11.5615,100,5
time,39.08,94.9431,
soc,80,30,
f1,f2,first_soc,front
109.815,8.67637,95,5
time,32.28,53.7128,
soc,59,75,
f1,f2,first_soc,front
106.851,18.4895,98,5
time,43.16,53.7112,
soc,27,58,
f1,f2,first_soc,front
110.831,8.67251,95,5
time,33.64,54.9047,
soc,59,77,
f1,f2,first_soc,front
108.76,9.83005,97,5
time,40.44,75.8092,
soc,61,49,
f1,f2,first_soc,front
109.229,9.25181,96,5
time,40.44,69.2039,
soc,55,56,
f1,f2,first_soc,front
108.906,9.25364,96,5
time,35,68.3316,
soc,60,53,
f1,f2,first_soc,front
108.82,9.26547,96,5
time,18.68,28.1793,60.7057,86.2134,
soc,68,74,54,37,
f1,f2,first_soc,front
108.83,9.25789,96,5
time,20.04,26.6512,62.917,86.7589,
soc,68,75,48,37,
f1,f2,first_soc,front
106.512,23.5458,100,6
time,45.88,89.1163,
soc,54,24,
f1,f2,first_soc,front
119.578,0,80,6
time,11.88,41.3508,81.3895,89.4429,
soc,71,69,38,47,
f1,f2,first_soc,front
118.765,2.26138,82,6
time,33.64,75.3015,
soc,81,75,
f1,f2,first_soc,front
113.32,3.47106,86,6
time,29.56,45.7389,
soc,47,80,
f1,f2,first_soc,front
106.628,19.6234,99,6
time,49.96,86.392,
soc,54,35,
f1,f2,first_soc,front
109.588,9.25364,96,6
time,35,69.6916,
soc,60,52,
f1,f2,first_soc,front
108.065,16.1538,91,6
time,24.12,75.9882,89.0509,
soc,89,41,29,
f1,f2,first_soc,front
107.926,18.0817,97,6
time,48.6,74.2045,
soc,41,45,
f1,f2,first_soc,front
108.315,12.6994,96,6
time,20.04,27.8165,51.3105,88.3145,
soc,73,84,77,36,
f1,f2,first_soc,front
111.57,8.70228,86,6
time,24.12,48.7882,83.9103,
soc,84,81,38,
f1,f2,first_soc,front
112.303,6.01789,86,6
time,22.76,52.15,64.0578,
soc,58,38,63,
f1,f2,first_soc,front
112.522,4.59266,86,6
time,32.28,70.7294,
soc,81,69,
f1,f2,first_soc,front
112.199,8.67251,95,6
time,33.64,51.0591,
soc,46,75,
f1,f2,first_soc,front
108.81,9.87727,88,6
time,41.8,49.9199,
soc,28,66,
f1,f2,first_soc,front
119.088,1.15671,82,6
time,35,64.0173,
soc,59,78,
f1,f2,first_soc,front
108.737,11.563,100,6
time,45.88,
soc,74,
f1,f2,first_soc,front
113.313,3.47241,86,6
time,24.12,56.5223,61.8558,
soc,67,36,65,
f1,f2,first_soc,front
123.431,0,80,7
time,18.68,43.7599,85.6196,89.4466,
soc,64,72,36,57,
f1,f2,first_soc,front
106.623,26.3649,99,7
time,48.6,78.1294,
soc,40,35,
f1,f2,first_soc,front
113.909,3.47106,86,7
time,29.56,50.05,82.5806,
soc,69,74,45,
f1,f2,first_soc,front
119.696,1.8703,81,7
time,25.48,60.0052,80.3089,
soc,80,82,75,
f1,f2,first_soc,front
108.315,20.4769,96,7
time,21.4,27.8381,51.177,77.0569,
soc,68,76,50,36,
f1,f2,first_soc,front
110.012,9.26067,96,7
time,17.32,29.3625,60.5376,86.3866,
soc,70,74,54,37,
f1,f2,first_soc,front
106.709,20.6335,97,7
time,49.96,69.9565,
soc,41,52,
f1,f2,first_soc,front
108.351,13.7709,100,7
time,37.72,94.7613,
soc,82,30,
f1,f2,first_soc,front
112.346,8.67339,95,7
time,30.92,53.5361,
soc,61,80,
f1,f2,first_soc,front
121.204,0.834351,80,7
time,11.88,45.7807,84.7475,91.5217,
soc,69,77,65,62,
f1,f2,first_soc,front
109.588,12.9807,97,7
time,45.88,75.1664,
soc,53,53,
f1,f2,first_soc,front
112.522,5.67709,86,7
time,32.28,71.2344,
soc,82,69,
f1,f2,first_soc,front
120.128,1.15747,82,7
time,24.12,66.6629,
soc,75,73,
f1,f2,first_soc,front
113.825,4.74657,83,7
time,37.72,53.8854,
soc,46,78,
f1,f2,first_soc,front
109.212,13.7708,100,7
time,41.8,
soc,82,
f1,f2,first_soc,front
109.429,13.1752,91,7
time,24.12,80.768,93.1699,
soc,85,32,27,
f1,f2,first_soc,front
113.144,4.76128,86,7
time,30.92,47.086,
soc,50,82,
f1,f2,first_soc,front
112.757,5.02947,86,7
time,25.48,50.2144,83.644,
soc,71,66,38,
f1,f2,first_soc,front
112.527,5.15121,86,7
time,30.92,70.0476,
soc,82,69,
f1,f2,first_soc,front
112.997,4.77623,88,7
time,39.08,44.8211,
soc,28,79,
f1,f2,first_soc,front
123.648,0,80,8
time,14.6,40.1942,91.0647,104.7,
soc,64,72,46,48,
f1,f2,first_soc,front
106.891,20.6335,97,8
time,49.96,71.3165,
soc,41,50,
f1,f2,first_soc,front
108.561,14.978,88,8
time,44.52,
soc,64,
f1,f2,first_soc,front
112.911,6.34149,88,8
time,15.96,62.2466,
soc,81,60,
f1,f2,first_soc,front
118.144,3.47106,86,8
time,29.56,71.9651,
soc,72,66,
f1,f2,first_soc,front
108.497,17.0716,99,8
time,48.6,87.9201,
soc,54,34,
f1,f2,first_soc,front
110.164,9.87727,88,8
time,41.8,89.3567,
soc,63,31,
f1,f2,first_soc,front
110.207,9.43904,86,8
time,28.2,55.0789,84.5842,
soc,84,83,40,
f1,f2,first_soc,front
120.414,2.89084,85,8
time,33.64,58.4401,81.4156,
soc,56,68,71,
f1,f2,first_soc,front
114.499,3.47167,86,8
time,26.84,62.1262,66.0996,
soc,68,37,65,
f1,f2,first_soc,front
113.459,5.20862,89,8
time,24.12,44.2064,55.7469,
soc,51,37,73,
f1,f2,first_soc,front
120.487,1.15747,82,8
time,24.12,68.3728,
soc,73,69,
f1,f2,first_soc,front
122.512,1.15697,82,8
time,22.76,67.691,
soc,74,73,
f1,f2,first_soc,front
114.171,3.47241,86,8
time,24.12,60.6023,67.1313,
soc,67,34,62,
f1,f2,first_soc,front
121.825,1.15702,82,8
time,29.56,74.2957,
soc,78,74,
f1,f2,first_soc,front
125.012,0,80,9
time,10.52,39.1488,86.8244,101.501,
soc,69,69,39,46,
f1,f2,first_soc,front
106.917,21.8755,96,9
time,28.2,59.5191,
soc,91,81,
f1,f2,first_soc,front
120.419,2.89084,85,9
time,33.64,60.1104,80.7337,
soc,62,69,71,
f1,f2,first_soc,front
108.55,18.4959,91,9
time,18.68,72.7561,85.4863,
soc,91,41,36,
f1,f2,first_soc,front
114.676,3.47167,86,9
time,26.84,58.0462,67.4242,
soc,68,44,63,
f1,f2,first_soc,front
110.606,11.4373,86,9
time,21.4,47.0728,62.0109,
soc,53,39,62,
f1,f2,first_soc,front
109.571,14.978,88,9
time,44.52,
soc,66,
f1,f2,first_soc,front
109.429,15.617,91,9
time,26.84,77.0862,93.1699,
soc,73,32,27,
f1,f2,first_soc,front
112.346,10.3823,81,9
time,25.48,69.9906,
soc,89,66,
f1,f2,first_soc,front
113.782,5.20862,89,9
time,24.12,44.2064,54.8919,
soc,51,38,76,
f1,f2,first_soc,front
121.179,1.7345,83,9
time,33.64,79.5763,
soc,77,69,
f1,f2,first_soc,front
112.982,9.87727,88,9
time,41.8,88.4621,
soc,72,46,
f1,f2,first_soc,front
124.477,0.379339,80,9
time,17.32,45.9928,97.4925,104.168,
soc,60,78,50,52,
f1,f2,first_soc,front
123.012,1.15702,82,9
time,29.56,75.6557,
soc,78,74,
f1,f2,first_soc,front
113.464,6.94342,92,9
time,20.04,41.4561,60.4438,
soc,61,54,76,
f1,f2,first_soc,front
114.189,3.47417,86,9
time,14.6,48.0043,
soc,72,77,
f1,f2,first_soc,front
112.997,7.30149,83,9
time,39.08,47.8514,
soc,29,74,
f1,f2,first_soc,front
122.689,1.364,82,9
time,18.68,68.0056,
soc,79,71,
f1,f2,first_soc,front
113.027,7.1188,81,9
time,24.12,68.6435,
soc,86,65,
f1,f2,first_soc,front
107.285,22.0186,96,10
time,25.48,60.8807,
soc,92,76,
f1,f2,first_soc,front
125.275,0,80,10
time,14.6,38.7946,79.002,99.526,
soc,72,71,61,63,
f1,f2,first_soc,front
121.684,3.46901,86,10
time,33.64,74.5258,
soc,70,73,
f1,f2,first_soc,front
117.085,3.47167,86,10
time,26.84,71.4514,76.6687,
soc,73,30,56,
f1,f2,first_soc,front
123.517,1.15702,82,10
time,29.56,75.6557,
soc,78,75,
f1,f2,first_soc,front
109.381,20.1284,98,10
time,49.96,58.1456,
soc,24,63,
f1,f2,first_soc,front
109.74,17.0475,96,10
time,20.04,59.9514,
soc,72,57,
f1,f2,first_soc,front
122.792,2.89059,85,10
time,36.36,59.4193,82.4083,
soc,64,74,71,
f1,f2,first_soc,front
107.411,21.9694,96,10
time,22.76,53.7411,
soc,90,83,
f1,f2,first_soc,front
112.866,11.563,100,10
time,45.88,95.2924,
soc,77,46,
f1,f2,first_soc,front
115.898,3.60244,86,10
time,24.12,68.5676,75.8137,
soc,72,31,56,
f1,f2,first_soc,front
111.469,12.1791,86,10
time,26.84,72.2272,76.2006,
soc,88,57,59,
f1,f2,first_soc,front
109.411,19.5097,97,10
time,37.72,61.1144,
soc,42,55,
f1,f2,first_soc,front
113.033,9.87727,88,10
time,41.8,55.8254,
soc,37,72,
f1,f2,first_soc,front
124.949,0.578792,81,10
time,17.32,54.4235,103.309,
soc,75,72,43,
f1,f2,first_soc,front
114.007,5.6788,86,10
time,36.36,70.7252,
soc,82,79,
f1,f2,first_soc,front
114.401,4.31029,86,10
time,30.92,72.2625,
soc,81,68,
f1,f2,first_soc,front
111.184,14.7174,96,10
time,24.12,61.9227,
soc,85,74,
f1,f2,first_soc,front
111.381,13.5486,100,10
time,37.72,91.226,
soc,75,36,
f1,f2,first_soc,front
113.709,7.12031,81,10
time,24.12,70.0035,
soc,86,64,
f1,f2,first_soc,front
113.209,8.67251,95,10
time,33.64,52.5742,
soc,49,77,
f1,f2,first_soc,front
109.881,15.4354,96,10
time,26.84,55.6001,
soc,57,62,
f1,f2,first_soc,front
113.679,8.06064,88,10
time,40.44,44.3377,
soc,22,78,
f1,f2,first_soc,front
110.076,14.978,88,10
time,44.52,
soc,67,
f1,f2,first_soc,front
114.255,4.63033,88,10
time,17.32,60.5633,
soc,78,65,
f1,f2,first_soc,front
109.937,15.0993,88,10
time,28.2,62.5391,
soc,90,80,
f1,f2,first_soc,front
126.461,0,80,11
time,18.68,48.8104,78.8592,99.694,
soc,74,64,61,63,
f1,f2,first_soc,front
107.743,27.8787,94,11
time,15.96,30.7821,57.7372,
soc,91,94,71,
f1,f2,first_soc,front
117.207,3.73647,85,11
time,37.72,64.6862,81.8939,
soc,64,74,67,
f1,f2,first_soc,front
122.871,3.46901,86,11
time,33.64,76.8959,
soc,72,73,
f1,f2,first_soc,front
125.396,1.15697,82,11
time,22.76,73.4413,
soc,80,74,
f1,f2,first_soc,front
109.507,21.5571,96,11
time,22.76,30.8951,53.2238,79.1037,
soc,69,75,49,36,
f1,f2,first_soc,front
123.557,2.89176,85,11
time,35,53.5664,79.8954,115.474,
soc,44,65,72,34,
第6世代
f1,f2,first_soc,front
112.462,0,80,0
time,30.92,48.2512,
soc,49,77,
f1,f2,first_soc,front
103.058,25.2156,99,0
time,48.6,71.0191,
soc,34,35,
f1,f2,first_soc,front
103.714,19.6234,99,0
time,49.96,71.0062,
soc,37,41,
f1,f2,first_soc,front
104.229,8.67437,95,0
time,37.72,53.8854,
soc,58,71,
f1,f2,first_soc,front
106.255,8.67251,95,0
time,33.64,53.855,
soc,65,75,
f1,f2,first_soc,front
107.689,4.63033,88,0
time,17.32,61.0684,
soc,79,52,
f1,f2,first_soc,front
110.545,3.46936,86,0
time,30.92,59.8674,64.3964,
soc,78,74,76,
f1,f2,first_soc,front
109.191,3.47241,86,0
time,24.12,50.3825,83.7812,
soc,71,72,38,
f1,f2,first_soc,front
111.452,1.73468,83,0
time,30.92,39.1603,
soc,34,78,
f1,f2,first_soc,front
111.952,1.15722,82,0
time,26.84,56.8017,
soc,75,78,
f1,f2,first_soc,front
107.156,6.94057,92,0
time,25.48,42.7938,54.7521,
soc,65,71,80,
f1,f2,first_soc,front
107.005,6.95247,92,0
time,11.88,38.8256,47.0428,
soc,78,48,75,
f1,f2,first_soc,front
109.631,3.47091,86,0
time,22.76,60.0361,69.4495,
soc,79,48,53,
f1,f2,first_soc,front
115.159,0,80,1
time,29.56,47.9142,
soc,48,80,
f1,f2,first_soc,front
103.386,32.4367,99,1
time,49.96,66.3056,
soc,25,38,
f1,f2,first_soc,front
104.361,9.83005,97,1
time,40.44,73.0892,
soc,61,45,
f1,f2,first_soc,front
104.346,28.6903,100,1
time,37.72,93.7908,
soc,72,15,
f1,f2,first_soc,front
106.073,8.67444,95,1
time,28.2,46.2223,
soc,62,77,
f1,f2,first_soc,front
108.467,7.3233,88,1
time,40.44,88.3199,
soc,66,30,
f1,f2,first_soc,front
112.492,1.15634,82,1
time,33.64,53.1948,
soc,48,72,
f1,f2,first_soc,front
108.702,5.20306,89,1
time,36.36,55.8839,59.8725,
soc,61,63,73,
f1,f2,first_soc,front
104.25,28.861,99,1
time,47.24,70.6872,
soc,33,35,
f1,f2,first_soc,front
111.535,3.46901,86,1
time,33.64,59.8761,84.2646,
soc,76,78,45,
f1,f2,first_soc,front
109.932,3.47106,86,1
time,29.56,45.5441,
soc,52,78,
f1,f2,first_soc,front
112.462,1.73468,83,1
time,30.92,38.6553,
soc,33,80,
f1,f2,first_soc,front
110.888,3.46936,86,1
time,30.92,52.6019,86.8079,
soc,69,80,39,
f1,f2,first_soc,front
104.881,8.67916,95,1
time,26.84,43.1654,
soc,61,77,
f1,f2,first_soc,front
109.954,3.47091,86,1
time,22.76,60.2308,67.438,
soc,74,42,56,
f1,f2,first_soc,front
104.831,9.25615,96,1
time,29.56,59.9991,
soc,61,52,
f1,f2,first_soc,front
115.164,0,80,2
time,30.92,47.591,
soc,45,80,
f1,f2,first_soc,front
104.426,11.9706,99,2
time,45.88,81.9664,
soc,55,33,
f1,f2,first_soc,front
107.26,8.67529,95,2
time,35,52.0116,
soc,59,77,
f1,f2,first_soc,front
105.128,9.24859,96,2
time,41.8,67.2864,
soc,65,62,
f1,f2,first_soc,front
112.595,3.46936,86,2
time,30.92,61.2274,67.643,
soc,78,70,73,
f1,f2,first_soc,front
108.825,8.47174,88,2
time,40.44,90.0298,
soc,64,26,
f1,f2,first_soc,front
112.911,1.15747,82,2
time,24.12,71.4031,
soc,79,54,
f1,f2,first_soc,front
104.618,10.4083,98,2
time,40.44,51.448,
soc,38,63,
f1,f2,first_soc,front
109.893,5.20404,89,2
time,30.92,46.5413,55.6467,
soc,60,59,73,
f1,f2,first_soc,front
109.383,6.94483,92,2
time,24.12,41.4864,56.8638,
soc,54,55,75,
f1,f2,first_soc,front
112.886,1.15758,82,2
time,17.32,61.3787,
soc,79,61,
f1,f2,first_soc,front
110.212,4.59416,86,2
time,29.56,61.5506,65.423,
soc,81,71,73,
f1,f2,first_soc,front
110.555,3.47167,86,2
time,26.84,51.091,86.1729,
soc,65,69,36,
f1,f2,first_soc,front
109.055,6.9636,92,2
time,10.52,43.0736,52.34,
soc,78,41,72,
f1,f2,first_soc,front
111.388,3.46978,86,2
time,28.2,51.7779,86.8382,
soc,64,73,40,
f1,f2,first_soc,front
111.146,3.47091,86,2
time,22.76,60.4256,66.6313,
soc,69,33,56,
f1,f2,first_soc,front
116.007,0,80,3
time,17.32,45.293,82.5634,89.0448,
soc,64,72,50,47,
f1,f2,first_soc,front
104.472,13.0588,98,3
time,40.44,51.1377,
soc,32,58,
f1,f2,first_soc,front
109.383,6.95231,92,3
time,15.96,43.7512,50.4446,
soc,78,47,75,
f1,f2,first_soc,front
113.325,1.88327,83,3
time,9.16,42.0419,
soc,72,77,
f1,f2,first_soc,front
110.702,3.47241,86,3
time,24.12,51.7425,84.9681,
soc,71,72,41,
f1,f2,first_soc,front
107.618,8.67637,95,3
time,32.28,53.868,
soc,62,73,
f1,f2,first_soc,front
115.371,1.15747,82,3
time,24.12,63.7482,
soc,80,73,
f1,f2,first_soc,front
105.149,11.5615,100,3
time,39.08,90.5528,
soc,74,26,
f1,f2,first_soc,front
111.575,3.46978,86,3
time,28.2,50.2231,84.1275,
soc,69,72,38,
f1,f2,first_soc,front
105.336,9.25615,96,3
time,29.56,59.9991,
soc,61,53,
f1,f2,first_soc,front
107.038,9.24919,96,3
time,39.08,69.1823,
soc,60,54,
f1,f2,first_soc,front
105.841,9.25181,96,3
time,40.44,70.0193,
soc,62,54,
f1,f2,first_soc,front
106.674,9.25106,96,3
time,43.16,67.5027,
soc,55,58,
f1,f2,first_soc,front
111.146,3.47091,86,3
time,22.76,60.2308,67.7879,
soc,74,40,56,
f1,f2,first_soc,front
110.787,3.47167,86,3
time,26.84,57.6963,65.5376,
soc,70,48,60,
f1,f2,first_soc,front
117.194,0,80,4
time,15.96,43.2462,82.7315,89.5714,
soc,65,72,46,47,
f1,f2,first_soc,front
104.977,13.0588,98,4
time,40.44,51.1377,
soc,32,59,
f1,f2,first_soc,front
114.548,3.46871,86,4
time,36.36,73.7951,
soc,80,73,
f1,f2,first_soc,front
105.396,9.25977,96,4
time,24.12,33.1316,43.5394,73.368,
soc,63,73,75,42,
f1,f2,first_soc,front
109.383,6.9636,92,4
time,10.52,41.7136,50.8032,
soc,78,43,75,
f1,f2,first_soc,front
110.898,6.94333,92,4
time,26.84,43.4757,60.6921,
soc,64,72,78,
f1,f2,first_soc,front
111.043,4.63033,88,4
time,17.32,59.7084,
soc,79,61,
f1,f2,first_soc,front
108.123,8.67637,95,4
time,32.28,52.3528,
soc,59,74,
f1,f2,first_soc,front
112.121,3.46978,86,4
time,28.2,61.2583,66.3796,
soc,72,50,65,
f1,f2,first_soc,front
108.043,9.25181,96,4
time,40.44,70.3692,
soc,60,56,
f1,f2,first_soc,front
105.841,9.25266,96,4
time,37.72,69.6607,
soc,66,54,
f1,f2,first_soc,front
111.154,3.47616,86,4
time,15.96,48.6862,
soc,71,71,
f1,f2,first_soc,front
111.565,3.47106,86,4
time,29.56,52.9647,88.1931,
soc,64,73,38,
f1,f2,first_soc,front
118.386,0,80,5
time,11.88,43.0607,83.7683,92.1233,
soc,69,69,46,47,
f1,f2,first_soc,front
105.224,24.1569,100,5
time,18.68,63.3445,
soc,77,45,
f1,f2,first_soc,front
105.336,18.1685,98,5
time,40.44,53.8577,
soc,32,55,
f1,f2,first_soc,front
105.759,9.3882,96,5
time,22.76,32.9548,42.0293,74.5779,
soc,65,70,72,38,
f1,f2,first_soc,front
117.578,1.15634,82,5
time,33.64,72.4264,
soc,78,75,
f1,f2,first_soc,front
115.199,3.46871,86,5
time,36.36,70.065,
soc,78,79,
f1,f2,first_soc,front
107.184,9.25274,96,5
time,28.2,57.4522,
soc,61,59,
f1,f2,first_soc,front
111.075,5.20862,89,5
time,24.12,37.0169,55.9562,
soc,61,64,73,
f1,f2,first_soc,front
108.336,9.00214,88,5
time,24.12,66.8181,
soc,84,58,
f1,f2,first_soc,front
109.639,8.67357,95,5
time,40.44,54.9437,
soc,50,77,
f1,f2,first_soc,front
113.883,3.46978,86,5
time,28.2,50.573,79.8743,
soc,67,72,52,
f1,f2,first_soc,front
110.57,6.9636,92,5
time,10.52,43.0736,53.3501,
soc,78,43,75,
f1,f2,first_soc,front
110.386,7.38672,88,5
time,15.96,61.2365,
soc,79,55,
f1,f2,first_soc,front
111.797,3.47241,86,5
time,24.12,58.0375,63.3709,
soc,70,39,62,
f1,f2,first_soc,front
111.447,4.31147,86,5
time,32.28,45.3977,
soc,47,81,
f1,f2,first_soc,front
112.752,3.47106,86,5
time,29.56,52.9647,89.5531,
soc,64,73,38,
f1,f2,first_soc,front
105.841,9.25364,96,5
time,35,64.2516,
soc,60,54,
f1,f2,first_soc,front
109.134,8.67637,95,5
time,32.28,53.3629,
soc,61,76,
f1,f2,first_soc,front
113.308,3.47055,86,5
time,32.28,63.5035,70.1133,
soc,64,50,65,
f1,f2,first_soc,front
105.376,20.6335,97,6
time,49.96,72.8316,
soc,44,47,
f1,f2,first_soc,front
118.704,0,80,6
time,11.88,39.1359,82.2358,89.2965,
soc,72,70,33,47,
f1,f2,first_soc,front
105.825,16.799,100,6
time,37.72,89.7108,
soc,72,25,
f1,f2,first_soc,front
105.876,10.4047,92,6
time,43.16,77.4882,
soc,60,43,
f1,f2,first_soc,front
115.904,3.46978,86,6
time,28.2,72.6433,78.8491,
soc,73,37,56,
f1,f2,first_soc,front
109.229,9.25181,96,6
time,40.44,69.2039,
soc,55,56,
f1,f2,first_soc,front
111.694,5.53911,82,6
time,17.32,62.5439,
soc,84,61,
f1,f2,first_soc,front
117.578,1.99726,82,6
time,33.64,73.9415,
soc,81,75,
f1,f2,first_soc,front
106.199,9.25364,96,6
time,35,67.9817,
soc,62,50,
f1,f2,first_soc,front
114.171,3.47012,86,6
time,35,70.6225,74.7071,
soc,68,49,62,
f1,f2,first_soc,front
111.396,7.38672,88,6
time,15.96,61.2365,
soc,79,57,
f1,f2,first_soc,front
110.664,8.00753,88,6
time,35,86.4375,
soc,69,32,
f1,f2,first_soc,front
112.222,3.47241,86,6
time,24.12,52.0924,86.665,
soc,69,73,44,
f1,f2,first_soc,front
109.815,8.67637,95,6
time,32.28,53.7128,
soc,59,75,
f1,f2,first_soc,front
112.757,3.47106,86,6
time,29.56,50.9049,85.9875,
soc,68,73,38,
f1,f2,first_soc,front
117.755,1.15634,82,6
time,33.64,63.1803,
soc,57,73,
f1,f2,first_soc,front
105.941,9.25977,96,6
time,24.12,34.9571,56.6257,78.9177,
soc,72,74,52,36,
f1,f2,first_soc,front
117.75,1.15722,82,6
time,26.84,64.3015,
soc,71,73,
f1,f2,first_soc,front
119.214,0,80,7
time,13.24,43.3926,82.9263,93.4654,
soc,70,67,49,51,
f1,f2,first_soc,front
105.522,21.1385,96,7
time,49.96,70.6167,
soc,44,51,
f1,f2,first_soc,front
105.972,11.5648,100,7
time,40.44,89.8746,
soc,73,30,
f1,f2,first_soc,front
105.846,20.1284,98,7
time,49.96,68.2466,
soc,44,56,
f1,f2,first_soc,front
107.209,9.25364,96,7
time,35,66.9716,
soc,60,52,
f1,f2,first_soc,front
112.297,4.54552,86,7
time,24.12,52.8318,70.1133,
soc,57,50,63,
f1,f2,first_soc,front
118.03,2.89212,85,7
time,32.28,62.9985,80.5642,
soc,62,67,71,
f1,f2,first_soc,front
114.272,3.47028,86,7
time,25.48,49.2043,86.1693,
soc,69,71,41,
f1,f2,first_soc,front
111.224,8.01412,88,7
time,14.6,61.2148,
soc,84,59,
f1,f2,first_soc,front
109.815,8.68103,95,7
time,24.12,51.627,
soc,69,75,
f1,f2,first_soc,front
112.904,3.47106,86,7
time,29.56,48.69,81.3937,
soc,69,74,43,
f1,f2,first_soc,front
110.831,8.67251,95,7
time,33.64,54.9047,
soc,59,77,
f1,f2,first_soc,front
118.368,2.89084,85,7
time,33.64,62.8304,80.5477,
soc,62,72,74,
f1,f2,first_soc,front
118.76,1.15671,82,7
time,35,56.7914,
soc,42,75,
f1,f2,first_soc,front
118.437,1.15722,82,7
time,26.84,64.1464,
soc,68,72,
f1,f2,first_soc,front
114.176,3.47091,86,7
time,22.76,56.6955,63.2424,
soc,67,31,62,
f1,f2,first_soc,front
119.578,0,80,8
time,11.88,41.3508,81.3895,89.4429,
soc,71,69,38,47,
f1,f2,first_soc,front
105.846,20.9068,98,8
time,49.96,57.1355,
soc,22,56,
f1,f2,first_soc,front
115.282,3.47028,86,8
time,25.48,49.2043,86.1693,
soc,69,71,43,
f1,f2,first_soc,front
118.442,3.27773,82,8
time,33.64,56.9646,
soc,42,72,
f1,f2,first_soc,front
106.28,16.8866,96,8
time,24.12,60.2128,
soc,87,69,
f1,f2,first_soc,front
111.57,8.70228,86,8
time,24.12,48.7882,83.9103,
soc,84,81,38,
f1,f2,first_soc,front
108.906,9.25364,96,8
time,35,68.3316,
soc,60,53,
f1,f2,first_soc,front
106.235,17.6738,96,8
time,29.56,67.3041,
soc,62,43,
f1,f2,first_soc,front
106.492,13.1986,98,8
time,32.28,51.072,
soc,46,62,
f1,f2,first_soc,front
112.303,6.01789,86,8
time,22.76,52.15,64.0578,
soc,58,38,63,
f1,f2,first_soc,front
106.836,11.5658,100,8
time,37.72,93.2462,
soc,79,27,
f1,f2,first_soc,front
112.199,8.67251,95,8
time,33.64,51.0591,
soc,46,75,
f1,f2,first_soc,front
119.088,1.15671,82,8
time,35,64.0173,
soc,59,78,
f1,f2,first_soc,front
107.214,9.82663,97,8
time,41.8,73.9312,
soc,63,53,
f1,f2,first_soc,front
118.765,2.26138,82,8
time,33.64,75.3015,
soc,81,75,
f1,f2,first_soc,front
107.446,9.26547,96,8
time,18.68,33.7744,61.241,84.4985,
soc,71,68,56,39,
f1,f2,first_soc,front
113.32,3.47106,86,8
time,29.56,45.7389,
soc,47,80,
f1,f2,first_soc,front
112.522,4.59266,86,8
time,32.28,70.7294,
soc,81,69,
f1,f2,first_soc,front
113.313,3.47241,86,8
time,24.12,56.5223,61.8558,
soc,67,36,65,
f1,f2,first_soc,front
108.82,9.25409,96,8
time,25.48,37.0039,61.3925,86.2134,
soc,71,73,54,37,
f1,f2,first_soc,front
106.563,12.9578,92,8
time,44.52,79.535,
soc,59,42,
f1,f2,first_soc,front
112.341,4.59323,86,8
time,35,71.7482,
soc,81,71,
f1,f2,first_soc,front
111.694,8.67339,95,8
time,30.92,55.246,
soc,59,74,
f1,f2,first_soc,front
123.431,0,80,9
time,18.68,43.7599,85.6196,89.4466,
soc,64,72,36,57,
f1,f2,first_soc,front
105.861,29.1223,100,9
time,37.72,94.2959,
soc,73,18,
f1,f2,first_soc,front
106.351,17.4691,98,9
time,39.08,54.186,
soc,35,57,
f1,f2,first_soc,front
106.224,24.6169,100,9
time,36.36,99.3643,
soc,80,14,
f1,f2,first_soc,front
107.28,11.5615,100,9
time,39.08,85.773,
soc,78,42,
f1,f2,first_soc,front
116.196,3.47028,86,9
time,25.48,67.8549,74.7121,
soc,79,49,66,
f1,f2,first_soc,front
119.05,3.46936,86,9
time,30.92,65.6969,83.7814,
soc,68,72,74,
